省份编码,省份,年份,工业污染治理完成投资(万元),治理废水项目完成投资(万元),治理废气项目完成投资(万元),治理固体废物项目完成投资(万元),治理噪声项目完成投资(万元),治理其他项目完成投资(万元),工业污染治理本年竣工项目数(个)
150000,内蒙古自治区,2012,189715.35,38699.04,123390.66,18197,5.0,9423.65,
150000,内蒙古自治区,2011,310163.96,40807.52,214616.61,17299.3,658.5,36782.03,136
150000,内蒙古自治区,2010,132399.5,46323.3,68782.6,1986.6,201.2,15105.8,156
150000,内蒙古自治区,2009,178258.1,33154.6,123758.5,10193.6,120.0,11031.4,247
150000,内蒙古自治区,2008,219189.2,46063.8,152410.3,532,126.0,20057.1,186
150000,内蒙古自治区,2007,167487.2,38035.2,121184.8,6931.9,111.1,1224.2,143
150000,内蒙古自治区,2006,177234.8,26040.4,144638.7,517,20.0,6018.7,188
150000,内蒙古自治区,2005,25678.1,9876.1,14019.5,1331.5,3.0,448.0,63
150000,内蒙古自治区,2004,42855.1,18367.1,24183.0,245,,60.0,83
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,121547.18,9621.6,92215.13,,1562.87,18147.58,
210000,辽宁省,2018,,,,,,,
210000,辽宁省,2017,130470.505,8247.0,100890.83,1745.38,311.88,19275.415,
210000,辽宁省,2016,193853.41,8002.78,180274.74,3999.19,306.74,1269.96,
210000,辽宁省,2015,189950.4,22069.9,143078.0,19529.7,616.6,4656.1,
210000,辽宁省,2014,382183.9,25255.65,326098.48,2350.31,331.8,28147.66,
210000,辽宁省,2013,276907.51,25596.27,237364.32,1426.45,549.15,11971.32,
210000,辽宁省,2012,119447.36,27776.86,56167.61,2354.35,111.0,33037.54,
210000,辽宁省,2011,116031.76,63953.48,44931.82,2869.38,573.29,3703.78999999999,123
210000,辽宁省,2010,147707.9,47213.5,94551.4,803.8,,5139.2,84
210000,辽宁省,2009,196562.2,36811.0,157287.4,1519.3,99.2,845.300000000017,132
210000,辽宁省,2008,201645.0,81906.7,91449.8,3833.5,812.0,23643.0,185
210000,辽宁省,2007,237001.8,72092.6,110238.6,11201.1,969.0,42500.5,230
210000,辽宁省,2006,520470.3,79661.0,78075.7,3026,675.0,359032.6,289
210000,辽宁省,2005,369498.8,31277.4,88477.3,4165.6,763.0,244815.5,277
210000,辽宁省,2004,226576.2,36905.3,52987.4,798,137.8,135747.7,235
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,67770.9,5495.27,23872.13,,,38403.5,
220000,吉林省,2018,,,,,,,
220000,吉林省,2017,90701.91,3219.42,84891.79,470,82.0,2038.7,
220000,吉林省,2016,98402.04,910.23,48396.81,35,50.0,49010.0,
220000,吉林省,2015,121202.9,9026.7,84529.5,211.8,3820.0,23614.8,
220000,吉林省,2014,163706.97,2795.0,153381.53,927.6,299.0,6303.84,
220000,吉林省,2013,93730.6,9484.64,81643.26,988,8.4,1606.30000000001,
220000,吉林省,2012,57268.88,14701.72,30422.42,1095,350.0,10699.74,
220000,吉林省,2011,65624.13,25059.22,35434.41,815.3,,4315.2,88
220000,吉林省,2010,63365.5,26793.1,31281.4,4870.5,311.5,109.0,89
220000,吉林省,2009,79254.5,26959.2,48408.9,435.2,18.3,3432.9,95
220000,吉林省,2008,93864.7,48802.2,42072.5,,390.0,2600.0,136
220000,吉林省,2007,80307.9,46095.5,29875.1,432.3,1874.1,2030.9,176
220000,吉林省,2006,39810.3,33809.5,3513.2,757.5,16.2,1713.9,138
220000,吉林省,2005,51531.2,27129.2,16301.5,5103.8,1221.2,1775.5,206
220000,吉林省,2004,42204.8,24673.1,14142.6,1866.7,92.7,1429.7,263
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,31850.01,5390.31,26013.7,150,,296.0,
230000,黑龙江省,2018,,,,,,,
230000,黑龙江省,2017,91220.05,18779.8,69017.42,,,3422.83,
230000,黑龙江省,2016,173808.64,14854.3,154167.98,4281.66,,504.7,
230000,黑龙江省,2015,193396.1,30914.4,134901.7,,,27580.0,
230000,黑龙江省,2014,177571.53,5544.2,160834.33,1290,,9902.99999999997,
230000,黑龙江省,2013,206987.56,17508.72,184618.53,1192.74,,3667.57,
230000,黑龙江省,2012,39287.28,7349.74,27660.54,2501,,1776.0,
230000,黑龙江省,2011,100891.06,18565.28,78077.08,693.5,,3555.2,50
230000,黑龙江省,2010,49494.4,25338.7,16883.8,,,7271.9,49
230000,黑龙江省,2009,99317.8,45332.7,50109.3,755,,3120.8,117
230000,黑龙江省,2008,95079.3,44716.8,34658.1,1191.5,1.9,14511.0,123
230000,黑龙江省,2007,102109.9,70109.2,26389.7,5538,8.0,65.0,198
230000,黑龙江省,2006,58189.4,43959.4,10390.3,736.1,,3103.6,117
230000,黑龙江省,2005,45615.2,19381.2,19000.0,2096.7,3.5,5133.8,79
230000,黑龙江省,2004,54297.0,22248.5,23572.5,3240.1,17.6,5218.3,160
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,299377.43,8479.049,171586.293,186.9,1108.725,118016.463,
310000,上海市,2018,,,,,,,
310000,上海市,2017,448240.402,99490.191,133450.627,66443,62.1,148794.484,
310000,上海市,2016,519487.87,80143.93,331860.17,582.29,9.1,106892.38,
310000,上海市,2015,211726.2,19672.8,74012.4,100,4726.3,113250.8,
310000,上海市,2014,177858.93,62701.8,98400.25,8,43.2,16705.68,
310000,上海市,2013,52076.63,7809.1,19055.96,216.3,275.3,24719.97,
310000,上海市,2012,115915.14,5336.1,55455.37,432,560.2,54131.47,
310000,上海市,2011,63601.61,4929.72,51244.04,59.85,878.5,6489.50000000001,93
310000,上海市,2010,94106.5,6308.1,34780.6,26.6,679.3,52311.9,156
310000,上海市,2009,68356.9,9702.9,40745.7,11178,1598.3,5132.0,237
310000,上海市,2008,103901.1,12708.6,76983.4,11002,743.2,2463.9,230
310000,上海市,2007,164317.6,13117.4,148484.5,10.5,1013.3,1691.9,203
310000,上海市,2006,59269.0,7011.0,16856.3,31375.5,729.6,3296.6,185
310000,上海市,2005,87516.8,26826.2,55718.7,16,363.0,4592.9,282
310000,上海市,2004,45207.6,9865.2,25677.0,423,352.0,8890.4,193
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,599922.641,57351.597,302879.666,29368,15.0,210308.378,
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,447998.566,80958.834,229914.856,29207,1316.8,106601.076,
320000,江苏省,2016,747785.95,158518.09,469244.98,3723,709.9,115589.98,
320000,江苏省,2015,621741.0,108843.1,400802.1,3711,1149.0,107235.7,
320000,江苏省,2014,485096.27,75935.6,383360.95,411,556.8,24831.9200000001,
320000,江苏省,2013,593775.65,102500.58,456159.91,16534.19,460.6,18120.37,
320000,江苏省,2012,390143.53,73571.76,265738.7,12988.88,322.8,37521.39,
320000,江苏省,2011,310062.04,125480.53,134460.73,13905.48,1420.6,34794.7,660
320000,江苏省,2010,185994.5,74386.3,71869.9,8964.3,1973.5,28800.5,361
320000,江苏省,2009,270554.0,145428.0,104852.9,3363.1,379.1,16530.9,600
320000,江苏省,2008,397125.5,198111.2,165753.2,13116.3,1790.1,18355.0,761
320000,江苏省,2007,537032.2,152175.9,346237.9,12195.6,575.7,25847.1,731
320000,江苏省,2006,280053.4,93372.5,171498.9,2320.8,1261.4,11599.8,574
320000,江苏省,2005,389480.7,81596.6,284590.5,1966,2178.3,19149.3,674
320000,江苏省,2004,219819.1,82155.1,119112.6,5337.1,1605.1,11609.2,718
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,340649.655,93228.623,140369.548,4648,1044.0,101359.484,
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,369010.87,62112.345,240300.632,434.28,1600.86,64562.753,
330000,浙江省,2016,601868.86,101043.57,369172.14,20353.82,15.7,111283.63,
330000,浙江省,2015,586016.7,128725.7,373553.1,4551.9,708.0,78478.0,
330000,浙江省,2014,675944.37,175140.58,414012.85,3157.42,390.14,83243.3800000001,
330000,浙江省,2013,576644.59,150634.15,312508.24,547,1034.6,111920.6,
330000,浙江省,2012,283022.8,101839.97,138421.99,1457,1405.01,39898.83,
330000,浙江省,2011,178372.83,88097.84,65062.71,2232.51,1486.0,21493.77,712
330000,浙江省,2010,119568.2,71261.7,39981.9,2746,211.5,5367.1,577
330000,浙江省,2009,193573.8,57671.6,108609.3,16756.2,58.0,10478.7,654
330000,浙江省,2008,148006.5,88152.5,38357.8,3188,285.7,18022.5,902
330000,浙江省,2007,213773.1,123772.3,67699.7,1942,315.0,20044.1,1071
330000,浙江省,2006,250363.1,81717.3,124903.6,1694,274.4,41773.8,743
330000,浙江省,2005,199470.4,72399.4,66931.8,1784.2,1144.8,57210.2,709
330000,浙江省,2004,112508.9,56890.8,43678.2,1109.6,492.8,10337.5,665
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,270492.473,20408.43,177773.113,250,509.35,71551.58,
340000,安徽省,2018,,,,,,,
340000,安徽省,2017,258955.103,19816.45,197684.366,4182.5,1828.3,35443.487,
340000,安徽省,2016,415485.84,69976.99,207749.59,42619.81,123.0,95016.45,
340000,安徽省,2015,179450.4,25237.3,131550.5,859.5,757.0,21046.2,
340000,安徽省,2014,176219.57,21612.48,149589.69,2007.8,210.07,2799.52999999999,
340000,安徽省,2013,413195.15,19127.29,204806.8,102,146.0,189013.06,
340000,安徽省,2012,127349.62,21475.89,100710.83,2335,183.0,2644.9,
340000,安徽省,2011,92793.35,26864.99,29532.04,2073.5,273.16,34049.66,158
340000,安徽省,2010,58895.4,14249.8,30931.9,,107.8,13605.9,55
340000,安徽省,2009,108282.1,19569.5,65879.8,80,471.0,22281.8,212
340000,安徽省,2008,115341.1,24646.4,87343.0,2121,392.0,838.7,158
340000,安徽省,2007,113852.5,59004.3,48302.8,546,287.2,5712.2,261
340000,安徽省,2006,54555.4,40322.6,8071.6,2194,520.3,3446.9,237
340000,安徽省,2005,45443.1,24121.9,16767.7,2902,249.1,1402.4,210
340000,安徽省,2004,61054.2,41252.4,16452.9,881,536.0,1931.9,216
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,127645.31,17961.62,23446.31,61220.06,895.0,24122.32,
350000,福建省,2018,,,,,,,
350000,福建省,2017,147394.278,12145.9,114470.408,2922.57,5.0,17850.4,
350000,福建省,2016,226266.5,73455.39,62751.27,56956.04,102.0,33001.8,
350000,福建省,2015,446909.6,136020.0,219105.4,9784.1,550.0,81450.1,
350000,福建省,2014,423817.45,117693.88,183547.77,8699.12,720.0,113156.68,
350000,福建省,2013,383963.55,139470.56,209778.04,7699.86,571.9,26443.19,
350000,福建省,2012,237634.58,102882.9,107724.7,7576.4,381.8,19068.78,
350000,福建省,2011,142599.16,54267.77,62600.9,10482.38,579.5,14668.61,233
350000,福建省,2010,153295.5,70938.9,49844.2,7703.5,611.0,24197.9,628
350000,福建省,2009,128691.8,51297.5,61467.8,9433,1059.8,5433.7,435
350000,福建省,2008,155762.8,51709.0,93952.1,1799.8,116.0,8185.9,608
350000,福建省,2007,138007.0,57745.2,57147.3,3239.9,100.5,19774.1,666
350000,福建省,2006,196034.8,84534.5,65458.6,13924.2,7045.7,25071.8,583
350000,福建省,2005,345431.2,56397.3,211579.6,19323.7,6973.0,51157.6,704
350000,福建省,2004,224537.4,76268.2,113009.0,20365.2,572.4,14322.6,648
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,201242.64,50431.97,89701.277,4443.59,1442.97,55222.833,
360000,江西省,2018,,,,,,,
360000,江西省,2017,106395.12,25986.65,72928.32,280.24,240.4,6959.51,
360000,江西省,2016,104484.84,23972.18,70412.84,4132.3,215.0,5752.52,
360000,江西省,2015,147832.6,44770.4,78109.7,2010,144.0,22798.5,
360000,江西省,2014,123466.16,18646.26,101457.79,744.5,111.5,2506.11,
360000,江西省,2013,155192.22,32334.1,104202.12,461.5,25.11,18169.39,
360000,江西省,2012,39478.09,16574.63,17575.84,1624,15.92,3687.7,
360000,江西省,2011,66234.66,24440.59,18401.22,4745,12.0,18635.85,176
360000,江西省,2010,63775.4,19864.9,39593.8,48,,4268.7,103
360000,江西省,2009,39539.5,17427.4,15339.1,3780.6,3.0,2989.4,110
360000,江西省,2008,50665.3,22131.5,22037.8,1954.2,3.0,4538.8,223
360000,江西省,2007,82688.1,24268.0,56249.1,1410.9,151.3,608.8,209
360000,江西省,2006,68578.7,23929.6,32223.0,1131.1,6103.8,5191.2,219
360000,江西省,2005,72309.6,21513.3,25804.1,3140.3,195.5,21656.4,145
360000,江西省,2004,59510.3,22442.8,34588.5,1398,335.0,746.0,157
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,954347.815,69038.42,755314.665,3818.54,2777.0,123399.19,
370000,山东省,2018,,,,,,,
370000,山东省,2017,1130994.78,105626.29,813428.654,849.65,695.0,210395.186,
370000,山东省,2016,1264062.68,115006.51,966721.9,29049.45,1134.71,152150.11,
370000,山东省,2015,945934.1,66435.6,781673.1,32912.4,258.4,64654.7,
370000,山东省,2014,1416464.21,82522.17,1281350.97,8364.9,1531.24,42694.9299999998,
370000,山东省,2013,843493.48,101280.65,701239.83,2775,5767.81,32430.1899999999,
370000,山东省,2012,670633.38,263796.5,303864.69,35350.38,1305.65,66316.16,
370000,山东省,2011,624465.62,295540.24,244688.43,53922.97,204.4,30109.58,770
370000,山东省,2010,456759.3,162780.0,186422.8,15288.2,784.5,91483.8,399
370000,山东省,2009,515831.6,237316.2,197083.6,28790.7,1045.3,51595.8,644
370000,山东省,2008,844159.4,284655.3,456998.9,36753.2,2871.0,62881.0,962
370000,山东省,2007,673420.3,289336.4,300478.0,25700.3,1692.1,56213.5,1109
370000,山东省,2006,596643.1,244305.4,240339.6,20172.6,1434.4,90391.1,1083
370000,山东省,2005,605063.4,242718.1,195957.5,77997.4,5200.1,83190.3,1099
370000,山东省,2004,402530.2,162972.2,108152.5,77454.3,1623.5,52327.7,952
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,424762.495,27279.23,292105.74,1140.8,,104236.725,
410000,河南省,2018,,,,,,,
410000,河南省,2017,504559.349,8631.58,280371.099,539.7,561.0,214455.97,
410000,河南省,2016,651537.72,30863.26,551860.52,1479.63,152.8,67181.51,
410000,河南省,2015,330142.8,44386.6,234181.3,7862,53.0,43660.0,
410000,河南省,2014,554592.44,60750.28,464978.95,140,20.0,28703.2099999999,
410000,河南省,2013,439719.67,48111.78,349728.76,22011,185.0,19683.13,
410000,河南省,2012,148347.28,30452.02,77995.31,3952.35,425.15,35522.45,
410000,河南省,2011,213727.81,50859.38,146766.2,5374.46,658.0,10069.77,286
410000,河南省,2010,125120.3,44300.6,75616.4,856.4,445.0,3901.9,169
410000,河南省,2009,154242.0,66224.4,61146.8,5686.9,1105.2,20078.7,329
410000,河南省,2008,246110.4,86155.5,135126.3,14377.5,1121.7,9329.4,430
410000,河南省,2007,338132.0,123877.2,184666.9,7668.1,820.8,21099.0,511
410000,河南省,2006,247334.6,94576.7,127750.0,16627.5,528.7,7851.7,673
410000,河南省,2005,206815.1,101841.9,70823.8,24177.7,438.2,9533.5,589
410000,河南省,2004,141719.4,65475.3,59013.5,14840.5,374.2,2015.9,612
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,133860.596,31287.1,77831.973,273,217.0,24251.523,
420000,湖北省,2018,,,,,,,
420000,湖北省,2017,174631.687,31295.56,124206.257,5541.87,637.0,12951.0,
420000,湖北省,2016,369051.14,39706.77,98518.47,208464.9,367.0,21994.0,
420000,湖北省,2015,157976.4,26098.6,120301.3,1360,274.7,9941.8,
420000,湖北省,2014,262883.57,19608.76,232512.36,2752.45,103.8,7906.20000000001,
420000,湖北省,2013,251744.96,15872.61,216672.9,1700,52.0,17447.45,
420000,湖北省,2012,148964.03,35375.8,75490.24,1476,1114.2,35507.79,
420000,湖北省,2011,92872.59,35041.42,38972.35,10085.76,474.9,8298.16,149
420000,湖北省,2010,277416.4,35627.3,197292.8,9579.6,866.6,19089.5,195
420000,湖北省,2009,281332.3,54001.6,213918.3,5969.7,674.8,6767.89999999999,273
420000,湖北省,2008,161453.3,82634.8,60834.4,3935.9,1041.1,13007.1,345
420000,湖北省,2007,188634.0,79258.1,92666.1,2004.3,1411.2,13294.3,442
420000,湖北省,2006,148872.8,59631.7,65821.7,10240.6,202.5,12976.3,403
420000,湖北省,2005,148096.5,48067.7,40007.5,11408.1,440.1,48173.1,428
420000,湖北省,2004,98256.9,35561.0,30140.4,1889.8,198.9,30466.8,329
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,54787.847,6618.14,37889.924,1.32,1047.283,9231.18,
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,86089.811,14035.519,66138.992,212,610.0,5093.3,
430000,湖南省,2016,127036.63,31960.05,81055.58,93,,13928.0,
430000,湖南省,2015,261424.5,35689.3,126052.7,2056,276.8,97349.7,
430000,湖南省,2014,173424.19,23654.61,133227.43,3604.53,35.0,12902.62,
430000,湖南省,2013,233654.52,53022.29,143636.26,3763.83,56.0,33176.14,
430000,湖南省,2012,179560.61,48312.08,78513.37,4156.8,280.0,48298.36,
430000,湖南省,2011,97038.54,50215.43,31816.2,8852.51,1744.7,4409.69999999999,196
430000,湖南省,2010,137948.6,59247.5,63845.3,11221.7,500.5,3133.6,167
430000,湖南省,2009,133806.3,66314.7,58965.1,5375.1,404.7,2746.69999999999,286
430000,湖南省,2008,143905.1,58308.9,73366.3,6900.7,1563.7,3765.5,375
430000,湖南省,2007,133640.8,72607.8,45672.1,6675.7,534.3,8150.9,543
430000,湖南省,2006,173309.0,48705.7,117441.3,4756.1,1396.5,1009.4,426
430000,湖南省,2005,141238.9,35289.9,93399.3,9539.1,688.9,2321.7,479
430000,湖南省,2004,78981.2,21076.1,45656.1,8480.1,315.0,3453.9,435
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,317015.627,67498.025,178936.416,33414.25,564.195,36602.741,
440000,广东省,2018,,,,,,,
440000,广东省,2017,420272.393,45205.232,260675.024,313.8,480.5,113597.837,
440000,广东省,2016,264812.37,70167.57,187475.12,2412.9,708.2,4048.58,
440000,广东省,2015,347103.0,164862.5,149437.2,4178.4,504.3,28120.7,
440000,广东省,2014,378641.0,62914.25,271987.36,4618.5,418.1,38702.79,
440000,广东省,2013,324634.433,43911.733,262342.46,2725.48,508.8,15145.96,
440000,广东省,2012,280995.91,57889.39,190206.71,17347.9,755.26,14796.65,
440000,广东省,2011,166419.76,55886.08,76908.99,7972.94,146.0,25505.75,690
440000,广东省,2010,310584.0,150271.5,54176.2,4622,341.9,100672.4,613
440000,广东省,2009,227464.3,84464.6,65649.4,11197.3,302.5,65850.5,883
440000,广东省,2008,403275.9,85202.4,65146.9,3515.3,518.6,248893.0,1175
440000,广东省,2007,462758.3,68431.9,191689.1,11429.7,1947.8,186362.8,1610
440000,广东省,2006,313708.3,95548.3,155113.9,11011.3,2661.3,49373.5,1223
440000,广东省,2005,370383.7,124697.2,150468.9,16817.2,2446.9,75953.5,1071
440000,广东省,2004,260626.4,74222.0,151546.4,17072.8,1775.9,16009.3,1248
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,48620.173,14707.955,17298.8,,175.0,16438.418,
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,75847.258,9018.74,43791.578,167,,22869.94,
450000,广西壮族自治区,2016,130433.21,10906.16,104591.3,14095.75,,840.0,
450000,广西壮族自治区,2015,247151.5,15939.5,187490.0,26722,50.0,16950.0,
450000,广西壮族自治区,2014,178908.92,32927.01,106049.48,17201.36,,22731.07,
450000,广西壮族自治区,2013,183218.18,66235.16,110217.01,540,276.0,5950.00999999999,
450000,广西壮族自治区,2012,85643.75,43969.21,25546.01,8782.3,2.0,7344.23,
450000,广西壮族自治区,2011,86229.75,45998.28,34460.32,3241.59,46.43,2483.13,198
450000,广西壮族自治区,2010,92845.1,47387.8,27249.5,17024.1,80.0,1103.7,166
450000,广西壮族自治区,2009,117118.4,75922.1,28285.7,7089.6,,5820.99999999999,223
450000,广西壮族自治区,2008,149751.4,109236.9,34222.7,3713.8,51.7,2526.3,524
450000,广西壮族自治区,2007,181940.1,61802.8,101153.9,16011.8,1.0,2970.6,367
