省份编码,省份,年份,林业用地面积(万公顷),森林面积(万公顷),人工林面积(万公顷),森林覆盖率(%),活立木总蓄积量(亿立方米),森林蓄积量(亿立方米)
230000,黑龙江省,2015,2453.77,1990.46,243.26,43.78,19.999941,18.470409
230000,黑龙江省,2014,2453.77,1990.46,243.26,43.78,19.999941,18.470409
230000,黑龙江省,2013,2207.4,1962.13,246.53,43.16,17.772097,16.448701
230000,黑龙江省,2012,2207.4,1962.13,246.53,43.16,17.772097,16.448701
230000,黑龙江省,2011,2207.4,1962.13,246.53,43.16,17.772097,16.448701
230000,黑龙江省,2010,2207.4,1962.13,246.53,43.16,17.772097,16.448701
230000,黑龙江省,2009,2207.4,1962.13,246.53,43.16,17.772097,16.448701
230000,黑龙江省,2008,2184.16,1926.97,235.68,42.39,16.51916,15.210496
230000,黑龙江省,2007,2184.16,1926.97,235.68,42.39,16.51916,15.210496
230000,黑龙江省,2006,2184.16,1926.97,235.68,42.39,16.51916,15.210496
230000,黑龙江省,2005,2184.16,1926.97,235.68,42.39,16.51916,15.210496
230000,黑龙江省,2004,2184.16,1926.97,235.68,42.39,16.51916,15.210496
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,10.19,8.9,8.9,14.04,0.066432,0.044959
310000,上海市,2018,10.19,8.9,8.9,14.04,0.066432,0.044959
310000,上海市,2017,10.19,8.9,8.9,14.04,0.066432,0.044959
310000,上海市,2016,10.19,8.9,8.9,14.04,0.066432,0.044959
310000,上海市,2015,10.19,8.9,8.9,14.04,0.066432,0.044959
310000,上海市,2014,10.19,8.9,8.9,14.04,0.066432,0.044959
310000,上海市,2013,7.73,6.81,6.81,10.74,0.038025,0.018635
310000,上海市,2012,7.73,6.81,6.81,10.74,0.038025,0.018635
310000,上海市,2011,7.73,6.81,6.81,10.74,0.038025,0.018635
310000,上海市,2010,7.73,6.81,6.81,10.74,0.038025,0.018635
310000,上海市,2009,7.73,6.81,6.81,10.74,0.038025,0.018635
310000,上海市,2008,7.46,5.97,5.97,9.41,0.02752,0.010095
310000,上海市,2007,7.46,5.97,5.97,9.41,0.02752,0.010095
310000,上海市,2006,7.46,5.97,5.97,9.41,0.02752,0.010095
310000,上海市,2005,7.46,5.97,5.97,9.41,0.02752,0.010095
310000,上海市,2004,7.46,5.97,5.97,9.41,0.02752,0.010095
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,174.98,155.99,150.83,15.2,0.960962,0.704448
320000,江苏省,2018,174.98,155.99,150.83,15.2,0.960962,0.704448
320000,江苏省,2017,174.98,155.99,150.83,15.2,0.960962,0.704448
320000,江苏省,2016,174.98,155.99,150.83,15.2,0.960962,0.704448
320000,江苏省,2015,174.98,155.99,150.83,15.2,0.960962,0.704448
320000,江苏省,2014,174.98,155.99,150.83,15.2,0.960962,0.704448
320000,江苏省,2013,178.7,162.1,156.82,15.8,0.846142,0.647
320000,江苏省,2012,178.7,162.1,156.82,15.8,0.846142,0.647
320000,江苏省,2011,178.7,162.1,156.82,15.8,0.846142,0.647
320000,江苏省,2010,178.7,162.1,156.82,15.8,0.846142,0.647
320000,江苏省,2009,178.7,162.1,156.82,15.8,0.846142,0.647
320000,江苏省,2008,128.64,107.51,104.15,10.48,0.502259,0.350175
320000,江苏省,2007,128.64,107.51,104.15,10.48,0.502259,0.350175
320000,江苏省,2006,128.64,107.51,104.15,10.48,0.502259,0.350175
320000,江苏省,2005,128.64,107.51,104.15,10.48,0.502259,0.350175
320000,江苏省,2004,128.64,107.51,104.15,10.48,0.502259,0.350175
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,659.77,604.99,244.65,59.43,3.138486,2.811467
330000,浙江省,2018,659.77,604.99,244.65,59.43,3.138486,2.811467
330000,浙江省,2017,659.77,604.99,244.65,59.43,3.138486,2.811467
330000,浙江省,2016,659.77,604.99,244.65,59.43,3.138486,2.811467
330000,浙江省,2015,659.77,604.99,244.65,59.43,3.138486,2.811467
330000,浙江省,2014,659.77,604.99,244.65,59.43,3.138486,2.811467
330000,浙江省,2013,660.74,601.36,258.53,59.07,2.422493,2.167975
330000,浙江省,2012,660.74,601.36,258.53,59.07,2.422493,2.167975
330000,浙江省,2011,660.74,601.36,258.53,59.07,2.422493,2.167975
330000,浙江省,2010,660.74,601.36,258.53,59.07,2.422493,2.167975
330000,浙江省,2009,660.74,601.36,258.53,59.07,2.422493,2.167975
330000,浙江省,2008,667.97,584.42,267.44,57.41,1.938293,1.722314
330000,浙江省,2007,667.97,584.42,267.44,57.41,1.938293,1.722314
330000,浙江省,2006,667.97,584.42,267.44,57.41,1.938293,1.722314
330000,浙江省,2005,667.97,584.42,267.44,57.41,1.938293,1.722314
330000,浙江省,2004,667.97,584.42,267.44,57.41,1.938293,1.722314
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,449.33,395.85,232.91,28.65,2.61451,2.218655
340000,安徽省,2018,449.33,395.85,232.91,28.65,2.61451,2.218655
340000,安徽省,2017,449.33,395.85,232.91,28.65,2.61451,2.218655
340000,安徽省,2016,449.33,395.85,232.91,28.65,2.61451,2.218655
340000,安徽省,2015,449.33,395.85,232.91,28.65,2.61451,2.218655
340000,安徽省,2014,449.33,395.85,232.91,28.65,2.61451,2.218655
340000,安徽省,2013,443.18,380.42,225.07,27.53,2.171012,1.807485
340000,安徽省,2012,443.18,380.42,225.07,27.53,2.171012,1.807485
340000,安徽省,2011,443.18,380.42,225.07,27.53,2.171012,1.807485
340000,安徽省,2010,443.18,380.42,225.07,27.53,2.171012,1.807485
340000,安徽省,2009,443.18,380.42,225.07,27.53,2.171012,1.807485
340000,安徽省,2008,439.4,360.07,209.87,26.06,1.625835,1.375541
340000,安徽省,2007,439.4,360.07,209.87,26.06,1.625835,1.375541
340000,安徽省,2006,439.4,360.07,209.87,26.06,1.625835,1.375541
340000,安徽省,2005,439.4,360.07,209.87,26.06,1.625835,1.375541
340000,安徽省,2004,439.4,360.07,209.87,26.06,1.625835,1.375541
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,924.4,811.58,385.59,66.8,7.971129,7.293763
350000,福建省,2018,924.4,811.58,385.59,66.8,7.971129,7.293763
350000,福建省,2017,924.4,811.58,385.59,66.8,7.971129,7.293763
350000,福建省,2016,924.4,811.58,385.59,66.8,7.971129,7.293763
350000,福建省,2015,924.4,811.58,385.59,66.8,7.971129,7.293763
350000,福建省,2014,924.4,811.58,385.59,66.8,7.971129,7.293763
350000,福建省,2013,926.82,801.27,377.69,65.95,6.667462,6.079615
350000,福建省,2012,926.82,801.27,377.69,65.95,6.667462,6.079615
350000,福建省,2011,926.82,801.27,377.69,65.95,6.667462,6.079615
350000,福建省,2010,926.82,801.27,377.69,65.95,6.667462,6.079615
350000,福建省,2009,926.82,801.27,377.69,65.95,6.667462,6.079615
350000,福建省,2008,914.81,766.65,359.18,63.1,5.322601,4.843628
350000,福建省,2007,914.81,766.65,359.18,63.1,5.322601,4.843628
350000,福建省,2006,914.81,766.65,359.18,63.1,5.322601,4.843628
350000,福建省,2005,914.81,766.65,359.18,63.1,5.322601,4.843628
350000,福建省,2004,914.81,766.65,359.18,63.1,5.322601,4.843628
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,1079.9,1021.02,368.7,61.16,5.756429,5.066583
360000,江西省,2018,1079.9,1021.02,368.7,61.16,5.756429,5.066583
360000,江西省,2017,1079.9,1021.02,368.7,61.16,5.756429,5.066583
360000,江西省,2016,1079.9,1021.02,368.7,61.16,5.756429,5.066583
360000,江西省,2015,1079.9,1021.02,368.7,61.16,5.756429,5.066583
360000,江西省,2014,1079.9,1021.02,368.7,61.16,5.756429,5.066583
360000,江西省,2013,1069.66,1001.81,338.6,60.01,4.70324,4.084062
360000,江西省,2012,1069.66,1001.81,338.6,60.01,4.70324,4.084062
360000,江西省,2011,1069.66,1001.81,338.6,60.01,4.70324,4.084062
360000,江西省,2010,1069.66,1001.81,338.6,60.01,4.70324,4.084062
360000,江西省,2009,1069.66,1001.81,338.6,60.01,4.70324,4.084062
360000,江西省,2008,1054.92,973.63,291.87,58.32,4.504551,3.952964
360000,江西省,2007,1054.92,973.63,291.87,58.32,4.504551,3.952964
360000,江西省,2006,1054.92,973.63,291.87,58.32,4.504551,3.952964
360000,江西省,2005,1054.92,973.63,291.87,58.32,4.504551,3.952964
360000,江西省,2004,1054.92,973.63,291.87,58.32,4.504551,3.952964
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,349.34,266.51,256.11,17.51,1.304049,0.916149
370000,山东省,2018,349.34,266.51,256.11,17.51,1.304049,0.916149
370000,山东省,2017,349.34,266.51,256.11,17.51,1.304049,0.916149
370000,山东省,2016,349.34,266.51,256.11,17.51,1.304049,0.916149
370000,山东省,2015,349.34,266.51,256.11,17.51,1.304049,0.916149
370000,山东省,2014,349.34,266.51,256.11,17.51,1.304049,0.916149
370000,山东省,2013,331.26,254.6,244.52,16.73,1.236074,0.891979
370000,山东省,2012,331.26,254.6,244.52,16.73,1.236074,0.891979
370000,山东省,2011,331.26,254.6,244.52,16.73,1.236074,0.891979
370000,山东省,2010,331.26,254.6,244.52,16.73,1.236074,0.891979
370000,山东省,2009,331.26,254.6,244.52,16.73,1.236074,0.891979
370000,山东省,2008,342.12,254.46,244.38,16.72,0.862799,0.633853
370000,山东省,2007,342.12,254.46,244.38,16.72,0.862799,0.633853
370000,山东省,2006,342.12,254.46,244.38,16.72,0.862799,0.633853
370000,山东省,2005,342.12,254.46,244.38,16.72,0.862799,0.633853
370000,山东省,2004,342.12,254.46,244.38,16.72,0.862799,0.633853
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,520.74,403.18,245.78,24.14,2.656448,2.071912
410000,河南省,2018,520.74,403.18,245.78,24.14,2.656448,2.071912
410000,河南省,2017,520.74,403.18,245.78,24.14,2.656448,2.071912
410000,河南省,2016,520.74,403.18,245.78,24.14,2.656448,2.071912
410000,河南省,2015,520.74,403.18,245.78,24.14,2.656448,2.071912
410000,河南省,2014,520.74,403.18,245.78,24.14,2.656448,2.071912
410000,河南省,2013,504.98,359.07,227.12,21.5,2.288068,1.709456
410000,河南省,2012,504.98,359.07,227.12,21.5,2.288068,1.709456
410000,河南省,2011,504.98,359.07,227.12,21.5,2.288068,1.709456
410000,河南省,2010,504.98,359.07,227.12,21.5,2.288068,1.709456
410000,河南省,2009,504.98,359.07,227.12,21.5,2.288068,1.709456
410000,河南省,2008,502.02,336.59,217.39,20.16,1.805116,1.293612
410000,河南省,2007,502.02,336.59,217.39,20.16,1.805116,1.293612
410000,河南省,2006,502.02,336.59,217.39,20.16,1.805116,1.293612
410000,河南省,2005,502.02,336.59,217.39,20.16,1.805116,1.293612
410000,河南省,2004,502.02,336.59,217.39,20.16,1.805116,1.293612
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,876.09,736.27,197.42,39.61,3.957982,3.650791
420000,湖北省,2018,876.09,736.27,197.42,39.61,3.957982,3.650791
420000,湖北省,2017,876.09,736.27,197.42,39.61,3.957982,3.650791
420000,湖北省,2016,876.09,736.27,197.42,39.61,3.957982,3.650791
420000,湖北省,2015,876.09,736.27,197.42,39.61,3.957982,3.650791
420000,湖北省,2014,876.09,736.27,197.42,39.61,3.957982,3.650791
420000,湖北省,2013,849.85,713.86,194.85,38.4,3.132469,2.865297
420000,湖北省,2012,849.85,713.86,194.85,38.4,3.132469,2.865297
420000,湖北省,2011,849.85,713.86,194.85,38.4,3.132469,2.865297
420000,湖北省,2010,849.85,713.86,194.85,38.4,3.132469,2.865297
420000,湖北省,2009,849.85,713.86,194.85,38.4,3.132469,2.865297
420000,湖北省,2008,822.01,578.82,167.01,31.14,2.312155,2.094249
420000,湖北省,2007,822.01,578.82,167.01,31.14,2.312155,2.094249
420000,湖北省,2006,822.01,578.82,167.01,31.14,2.312155,2.094249
420000,湖北省,2005,822.01,578.82,167.01,31.14,2.312155,2.094249
420000,湖北省,2004,822.01,578.82,167.01,31.14,2.312155,2.094249
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,1257.59,1052.58,501.51,49.69,4.614103,4.071573
430000,湖南省,2018,1257.59,1052.58,501.51,49.69,4.614103,4.071573
430000,湖南省,2017,1257.59,1052.58,501.51,49.69,4.614103,4.071573
430000,湖南省,2016,1257.59,1052.58,501.51,49.69,4.614103,4.071573
430000,湖南省,2015,1257.59,1052.58,501.51,49.69,4.614103,4.071573
430000,湖南省,2014,1257.59,1052.58,501.51,49.69,4.614103,4.071573
430000,湖南省,2013,1252.78,1011.94,474.61,47.77,3.73115,3.309927
430000,湖南省,2012,1252.78,1011.94,474.61,47.77,3.73115,3.309927
430000,湖南省,2011,1252.78,1011.94,474.61,47.77,3.73115,3.309927
430000,湖南省,2010,1252.78,1011.94,474.61,47.77,3.73115,3.309927
430000,湖南省,2009,1252.78,1011.94,474.61,47.77,3.73115,3.309927
430000,湖南省,2008,1234.21,948.17,464.04,44.76,3.81772,3.490667
430000,湖南省,2007,1234.21,948.17,464.04,44.76,3.81772,3.490667
430000,湖南省,2006,1234.21,948.17,464.04,44.76,3.81772,3.490667
430000,湖南省,2005,1234.21,948.17,464.04,44.76,3.81772,3.490667
430000,湖南省,2004,1234.21,948.17,464.04,44.76,3.81772,3.490667
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,1080.29,945.98,615.51,53.52,5.006349,4.675509
440000,广东省,2018,1080.29,945.98,615.51,53.52,5.006349,4.675509
440000,广东省,2017,1080.29,945.98,615.51,53.52,5.006349,4.675509
440000,广东省,2016,1080.29,945.98,615.51,53.52,5.006349,4.675509
440000,广东省,2015,1080.29,945.98,615.51,53.52,5.006349,4.675509
440000,广东省,2014,1080.29,945.98,615.51,53.52,5.006349,4.675509
440000,广东省,2013,1076.44,906.13,557.89,51.26,3.777459,3.568271
440000,广东省,2012,1076.44,906.13,557.89,51.26,3.777459,3.568271
440000,广东省,2011,1076.44,906.13,557.89,51.26,3.777459,3.568271
440000,广东省,2010,1076.44,906.13,557.89,51.26,3.777459,3.568271
440000,广东省,2009,1076.44,906.13,557.89,51.26,3.777459,3.568271
440000,广东省,2008,1073.07,873.98,503.18,49.44,3.216074,3.018337
440000,广东省,2007,1073.07,873.98,503.18,49.44,3.216074,3.018337
440000,广东省,2006,1073.07,873.98,503.18,49.44,3.216074,3.018337
440000,广东省,2005,1073.07,873.98,503.18,49.44,3.216074,3.018337
440000,广东省,2004,1073.07,873.98,503.18,49.44,3.216074,3.018337
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,1629.5,1429.65,733.53,60.17,7.443324,6.775245
450000,广西壮族自治区,2018,1629.5,1429.65,733.53,60.17,7.443324,6.775245
450000,广西壮族自治区,2017,1629.5,1429.65,733.53,60.17,7.443324,6.775245
450000,广西壮族自治区,2016,1629.5,1429.65,733.53,60.17,7.443324,6.775245
450000,广西壮族自治区,2015,1629.5,1429.65,733.53,60.17,7.443324,6.775245
450000,广西壮族自治区,2014,1629.5,1429.65,733.53,60.17,7.443324,6.775245
450000,广西壮族自治区,2013,1527.17,1342.7,634.52,56.51,5.58166,5.09368
450000,广西壮族自治区,2012,1527.17,1342.7,634.52,56.51,5.58166,5.09368
450000,广西壮族自治区,2011,1527.17,1342.7,634.52,56.51,5.58166,5.09368
450000,广西壮族自治区,2010,1527.17,1342.7,634.52,56.51,5.58166,5.09368
450000,广西壮族自治区,2009,1527.17,1342.7,634.52,56.51,5.58166,5.09368
450000,广西壮族自治区,2008,1496.45,1252.5,515.52,52.71,5.105678,4.687518
450000,广西壮族自治区,2007,1496.45,1252.5,515.52,52.71,5.105678,4.687518
450000,广西壮族自治区,2006,1496.45,1252.5,515.52,52.71,5.105678,4.687518
450000,广西壮族自治区,2005,1496.45,1252.5,515.52,52.71,5.105678,4.687518
450000,广西壮族自治区,2004,1496.45,1252.5,515.52,52.71,5.105678,4.687518
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,217.5,194.49,140.4,57.36,1.634714,1.534015
460000,海南省,2018,217.5,194.49,140.4,57.36,1.634714,1.534015
460000,海南省,2017,217.5,194.49,140.4,57.36,1.634714,1.534015
460000,海南省,2016,217.5,194.49,140.4,57.36,1.634714,1.534015
460000,海南省,2015,217.5,194.49,140.4,57.36,1.634714,1.534015
460000,海南省,2014,217.5,194.49,140.4,57.36,1.634714,1.534015
460000,海南省,2013,214.49,187.77,136.2,55.38,0.977449,0.890383
460000,海南省,2012,214.49,187.77,136.2,55.38,0.977449,0.890383
460000,海南省,2011,214.49,187.77,136.2,55.38,0.977449,0.890383
460000,海南省,2010,214.49,187.77,136.2,55.38,0.977449,0.890383
460000,海南省,2009,214.49,187.77,136.2,55.38,0.977449,0.890383
460000,海南省,2008,208.73,176.26,125.29,51.98,0.794093,0.727423
