省份编码,省份,年份,铜矿储量(万吨),铅矿储量(万吨),锌矿储量(万吨),铝土矿储量(万吨),菱镁矿储量(万吨),硫铁矿储量(万吨),磷矿储量(亿吨),高岭土储量(万吨)
140000,山西省,2016,149.16,0.46,0.55,14205.54,,1058.11,0.17,160.2
140000,山西省,2015,152.7,0.6,0.6,14467.9,,1058.1,0.2,160.2
140000,山西省,2014,156.01,0.46,0.17,14481.5,,1058.11,0.17,160.2
140000,山西省,2013,158.23,0.46,0.17,15122.81,,1058.11,0.81,160.2
140000,山西省,2012,160.09,0.55,0.34,13263.71,,1058.11,0.81,160.2
140000,山西省,2011,211.44,0.55,0.32,18146.2,,614.98,,160.2
140000,山西省,2010,215.67,0.55,0.32,13592.14,,614.98,,160.2
140000,山西省,2009,272.5,1.5,1.3,11472.4,,1996.8,0.9,160.2
140000,山西省,2008,273.01,1.46,1.26,11549.73,,1996.8,0.95,433.3
140000,山西省,2007,273.01,1.46,1.26,11577.25,,1996.8,0.95,160.2
140000,山西省,2006,273.01,1.46,1.26,11729.28,,1996.8,0.95,160.2
140000,山西省,2005,156.22,1.46,1.26,11729.28,,1996.8,0.95,160.2
140000,山西省,2004,157.0969,1.4565,1.2595,11352.92,,1995.5,0.94736,160.24
140000,山西省,2003,158.5,,,,,1996.8,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,
150000,内蒙古自治区,2016,437.83,647.65,1444.45,,,12377.14,0.11,4586.92
150000,内蒙古自治区,2015,421.2,593.2,1248.5,,,12428.2,0.1,4586.9
150000,内蒙古自治区,2014,415.67,584.78,1178.88,,,14865.81,0.11,4813.18
150000,内蒙古自治区,2013,400.27,508.02,962.32,,,16039.32,0.02,4814.68
150000,内蒙古自治区,2012,370.49,391.07,735.15,,,16325.13,0.02,1085.36
150000,内蒙古自治区,2011,364.19,310.56,603.13,,,15561.9,0.02,433.12
150000,内蒙古自治区,2010,365.93,301.12,588.89,,,15745.76,0.02,433.18
150000,内蒙古自治区,2009,290.0,385.8,1005.8,,,17485.5,0.1,433.2
150000,内蒙古自治区,2008,255.15,290.67,791.39,,,11721.12,0.07,
150000,内蒙古自治区,2007,243.28,251.02,700.59,,,11229.57,0.07,433.9
150000,内蒙古自治区,2006,248.02,228.48,674.2,,,11357.53,0.07,434.5
150000,内蒙古自治区,2005,106.44,224.41,676.27,,,11394.79,0.07,435.1
150000,内蒙古自治区,2004,98.71,157.5085,540.390664,,,8600.7,0.06726,456.75
150000,内蒙古自治区,2003,92.1,,,,,8600.7,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,,,,,,,,
210000,辽宁省,2018,,,,,,,,
210000,辽宁省,2017,,,,,,,,
210000,辽宁省,2016,27.92,13.2,45.88,,84901.71,1261.74,0.81,537.07
210000,辽宁省,2015,28.4,13.4,46.7,,88019.8,1262.3,0.8,536.9
210000,辽宁省,2014,29.26,13.19,46.74,,92453.66,1240.03,0.81,536.93
210000,辽宁省,2013,30.22,10.43,44.83,,104834.16,1272.11,0.81,536.93
210000,辽宁省,2012,32.55,9.45,44.31,,140583.97,1879.12,0.81,525.0
210000,辽宁省,2011,34.59,9.7,48.29,,169189.47,1947.78,0.81,525.0
210000,辽宁省,2010,16.13,13.62,39.83,,165672.68,2504.88,0.81,525.0
210000,辽宁省,2009,13.3,13.6,41.7,,179669.4,2864.1,0.8,525.0
210000,辽宁省,2008,13.67,13.24,40.67,,163603.14,2875.44,0.81,525.0
210000,辽宁省,2007,13.98,15.54,41.63,,165790.0,3088.22,0.81,525.0
210000,辽宁省,2006,14.68,15.04,38.78,,162313.3,3059.75,0.81,618.3
210000,辽宁省,2005,13.64,14.1,38.03,,146077.73,3027.33,0.78,618.3
210000,辽宁省,2004,14.8698,13.9776,37.478,,121457.935,2844.84,0.77937,618.34
210000,辽宁省,2003,15.7,,,,121912.2,2847.4,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,,,,,,,
220000,吉林省,2018,,,,,,,,
220000,吉林省,2017,,,,,,,,
220000,吉林省,2016,21.82,13.72,18.29,,1.1,727.2,,47.25
220000,吉林省,2015,20.3,13.8,18.6,,1.1,730.7,,47.7
220000,吉林省,2014,20.65,13.95,18.92,,1.1,730.7,,47.9
220000,吉林省,2013,19.67,13.65,19.12,,1.1,730.7,,48.55
220000,吉林省,2012,20.19,12.02,18.02,,1.1,730.7,,49.08
220000,吉林省,2011,22.88,12.35,18.55,,1.1,762.7,,49.66
220000,吉林省,2010,20.44,10.19,13.55,,1.1,728.39,,50.38
220000,吉林省,2009,22.2,10.6,12.8,,1.1,803.1,0.0,50.9
220000,吉林省,2008,24.03,10.34,47.67,,1.1,1339.55,0.0,51.58
220000,吉林省,2007,25.57,9.96,46.92,,1.1,1767.1,,52.1
220000,吉林省,2006,15.68,2.11,41.59,,1.1,1863.4,,52.5
220000,吉林省,2005,11.85,4.18,53.61,,1.1,1491.3,,62.7
220000,吉林省,2004,16.4309,0.9323,39.906,,1.1,1605.9,,62.7
220000,吉林省,2003,65.3,,,,,1457.2,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,,,,,,,
230000,黑龙江省,2018,,,,,,,,
230000,黑龙江省,2017,,,,,,,,
230000,黑龙江省,2016,111.35,6.28,26.53,,,48.2,,
230000,黑龙江省,2015,111.4,6.3,26.5,,,48.2,,
230000,黑龙江省,2014,111.45,6.37,26.61,,,48.2,,
230000,黑龙江省,2013,110.63,6.37,24.24,,,48.2,,
230000,黑龙江省,2012,112.05,6.37,32.77,,,48.2,,
230000,黑龙江省,2011,112.06,6.37,32.77,,,48.2,,
230000,黑龙江省,2010,119.61,5.35,21.55,,,48.2,,
230000,黑龙江省,2009,119.6,5.4,21.6,,,48.2,0.0,
230000,黑龙江省,2008,119.61,5.38,21.65,,,48.2,0.0,
230000,黑龙江省,2007,119.61,5.45,22.01,,,48.2,,1214.52
230000,黑龙江省,2006,119.97,5.49,22.1,,,48.2,,
230000,黑龙江省,2005,120.27,5.25,22.26,,,48.2,,
230000,黑龙江省,2004,120.7,5.9696,22.5586,,,48.2,,
230000,黑龙江省,2003,121.7,,,,,48.2,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,,,,,,,
310000,上海市,2018,,,,,,,,
310000,上海市,2017,,,,,,,,
310000,上海市,2016,,,,,,,,
310000,上海市,2015,,,,,,,,
310000,上海市,2014,,,,,,,,
310000,上海市,2013,,,,,,,,
310000,上海市,2012,,,,,,,,
310000,上海市,2011,,,,,,,,
310000,上海市,2010,,,,,,,,
310000,上海市,2009,0.0,,0.0,,,,,
310000,上海市,2008,,,,,,,,
310000,上海市,2007,,,,,,,,
310000,上海市,2006,,,,,,,,
310000,上海市,2005,,,,,,,,
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,,,,,,,
320000,江苏省,2018,,,,,,,,
320000,江苏省,2017,,,,,,,,
320000,江苏省,2016,4.02,22.56,38.1,,,508.77,0.13,234.59
320000,江苏省,2015,5.6,23.5,39.1,,,536.7,0.1,250.2
320000,江苏省,2014,5.75,24.34,40.51,,,566.97,0.13,148.99
320000,江苏省,2013,3.6,25.88,42.44,,,608.84,0.13,167.65
320000,江苏省,2012,3.86,10.53,18.21,,,335.95,0.13,700.52
320000,江苏省,2011,3.94,9.8,16.7,,,353.2,0.13,727.78
320000,江苏省,2010,5.5,15.03,24.8,,,412.78,0.25,749.44
320000,江苏省,2009,6.5,15.8,27.3,,,456.7,0.3,771.3
320000,江苏省,2008,8.38,17.26,29.84,,,456.7,0.24,1215.76
320000,江苏省,2007,8.42,19.41,33.91,,,457.84,0.25,
320000,江苏省,2006,8.5,19.91,33.95,,,460.74,0.25,1236.72
320000,江苏省,2005,8.55,13.82,36.48,,,451.74,0.25,1258.17
320000,江苏省,2004,6.9228,23.0166,41.181,,,849.76,0.282985,1279.82
320000,江苏省,2003,7.0,,,,,1204.0,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,,,,,,,
330000,浙江省,2018,,,,,,,,
330000,浙江省,2017,,,,,,,,
330000,浙江省,2016,5.17,8.68,61.16,,,405.08,,819.41
330000,浙江省,2015,5.0,7.9,17.7,,,434.1,,820.6
330000,浙江省,2014,5.33,8.21,18.44,,,461.66,,830.02
330000,浙江省,2013,5.68,8.43,19.49,,,490.28,,840.34
330000,浙江省,2012,6.11,8.45,19.58,,,519.85,,803.42
330000,浙江省,2011,8.91,8.97,20.89,,,552.38,,768.08
330000,浙江省,2010,8.44,41.26,67.37,,,717.64,,750.87
330000,浙江省,2009,12.6,41.1,70.4,,,743.0,0.0,723.9
330000,浙江省,2008,12.71,41.2,72.66,,,936.59,0.0,667.6
330000,浙江省,2007,13.58,41.43,72.95,,,813.34,,534.8
330000,浙江省,2006,12.14,39.26,66.47,,,1051.29,,535.0
330000,浙江省,2005,11.81,40.2,68.94,,,1314.0,,535.2
330000,浙江省,2004,12.18,40.9127,71.289,,,1314.0,,538.7
330000,浙江省,2003,9.5,,,,,986.8,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,,,,,,,,
340000,安徽省,2018,,,,,,,,
340000,安徽省,2017,,,,,,,,
340000,安徽省,2016,154.7,12.26,11.28,,,14497.38,0.2,172.11
340000,安徽省,2015,162.1,12.5,11.6,,,14604.3,0.2,176.5
340000,安徽省,2014,167.01,13.27,12.63,,,14848.78,0.2,176.51
340000,安徽省,2013,168.12,10.91,13.61,,,14381.25,0.2,166.03
340000,安徽省,2012,175.61,10.84,13.48,,,14925.81,0.2,155.81
340000,安徽省,2011,182.57,10.59,14.92,,,15078.68,0.2,158.17
340000,安徽省,2010,192.53,5.09,12.07,,,14912.71,0.38,303.37
340000,安徽省,2009,203.5,5.6,25.6,,,13771.3,0.4,234.0
340000,安徽省,2008,209.38,5.55,25.05,,,30712.47,0.37,222.35
340000,安徽省,2007,201.35,4.34,15.68,,,31348.08,0.25,369.28
340000,安徽省,2006,247.14,5.29,16.69,,,32329.0,0.4,349.1
340000,安徽省,2005,245.57,9.52,15.0,,,36419.6,0.37,349.8
340000,安徽省,2004,258.1,12.8701,18.311331,,,42273.226,0.435729,361.3
340000,安徽省,2003,263.1,,,,,43676.2,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,,,,,,,
350000,福建省,2018,,,,,,,,
350000,福建省,2017,,,,,,,,
350000,福建省,2016,62.35,27.41,59.57,,,1018.67,,5262.7
350000,福建省,2015,65.2,27.5,60.4,,,1034.9,,5311.7
350000,福建省,2014,127.02,28.1,69.96,,,1160.2,,5363.15
350000,福建省,2013,87.81,34.07,80.41,,,1106.97,,5366.3
350000,福建省,2012,55.78,32.33,77.53,,,1120.36,,5528.72
350000,福建省,2011,86.15,26.0,68.22,,,1134.33,,5585.69
350000,福建省,2010,83.11,24.28,48.65,65.0,,1011.72,0.04,5608.66
350000,福建省,2009,83.7,24.6,49.9,65.0,,1022.7,0.0,5628.1
350000,福建省,2008,86.36,21.07,42.48,65.01,,1023.0,0.04,5681.8
350000,福建省,2007,85.97,21.13,42.99,65.29,,1011.56,0.04,5745.86
350000,福建省,2006,89.91,20.12,43.0,65.29,,1021.03,0.04,5787.19
350000,福建省,2005,97.33,19.94,44.78,65.29,,1169.1,,5818.2
350000,福建省,2004,97.5617,18.9011,43.912216,65.638,,1241.97,0.03676,5897.34
350000,福建省,2003,97.6,,,,,1249.5,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,,,,,,,,
360000,江西省,2018,,,,,,,,
360000,江西省,2017,,,,,,,,
360000,江西省,2016,475.7,49.23,70.28,,,8071.2,0.62,3075.47
360000,江西省,2015,557.9,51.7,75.4,,,13655.3,0.6,3037.7
360000,江西省,2014,576.82,53.18,77.56,,,13996.05,0.62,2975.75
360000,江西省,2013,597.1,52.64,76.35,,,14886.0,0.61,3176.96
360000,江西省,2012,662.09,55.12,78.77,,,15280.38,0.61,3127.78
360000,江西省,2011,672.05,56.22,81.84,,,15950.62,0.61,3138.62
360000,江西省,2010,698.58,58.25,85.91,,,14892.6,0.72,3137.89
360000,江西省,2009,711.7,33.5,44.3,0.0,,14127.8,0.8,3309.5
360000,江西省,2008,729.0,34.47,45.8,,,13886.84,0.75,3296.75
360000,江西省,2007,733.03,35.47,47.5,,,13965.1,0.76,3539.2
360000,江西省,2006,803.42,37.29,50.01,,,13965.9,0.76,4039.1
360000,江西省,2005,820.1,34.98,48.52,,,13955.1,0.78,3957.6
360000,江西省,2004,824.3321,36.6016,49.5121,,,15575.3,0.75598,4453.3
360000,江西省,2003,833.7,,,,,15576.6,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,,,,,,,,
370000,山东省,2018,,,,,,,,
370000,山东省,2017,,,,,,,,
370000,山东省,2016,6.49,0.63,0.75,158.9,14793.49,3.18,,314.08
370000,山东省,2015,8.3,0.6,0.8,158.9,14793.5,3.2,,314.1
370000,山东省,2014,8.83,0.63,0.75,158.9,14793.49,3.18,,314.08
370000,山东省,2013,9.99,0.28,0.34,158.9,14793.49,3.18,,335.98
370000,山东省,2012,15.4,0.28,0.34,158.9,14793.34,3.18,,366.3
370000,山东省,2011,17.98,0.25,0.06,158.9,14852.02,3.18,,418.82
370000,山东省,2010,29.6,7.11,2.58,412.7,16158.28,311.7,0.67,533.96
370000,山东省,2009,29.4,6.9,2.3,403.6,27196.4,311.7,0.7,564.1
370000,山东省,2008,30.54,7.03,2.43,407.28,27230.87,392.0,0.67,528.35
370000,山东省,2007,29.35,7.07,2.46,787.35,26249.76,392.0,0.67,540.84
370000,山东省,2006,30.33,7.07,2.46,779.7,26267.1,392.0,0.67,607.15
370000,山东省,2005,31.05,6.37,1.23,938.86,26282.0,414.6,0.67,
370000,山东省,2004,30.8,6.3923,1.233,667.8,26648.6,414.6,0.6671,
370000,山东省,2003,31.6,,,,,392.0,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,,,,,,,
410000,河南省,2018,,,,,,,,
410000,河南省,2017,,,,,,,,
410000,河南省,2016,11.58,61.13,46.77,14325.73,,5953.72,0.03,
410000,河南省,2015,11.3,59.2,47.0,14514.9,,5961.5,,
410000,河南省,2014,11.23,57.74,46.37,14933.61,,5960.77,0.03,
410000,河南省,2013,11.14,57.8,47.52,14376.78,,5991.87,0.02,4.7
410000,河南省,2012,9.49,47.33,45.94,15080.21,2.12,6021.1,0.03,22.27
410000,河南省,2011,11.67,43.82,47.37,16119.19,2.11,5706.07,0.03,32.88
410000,河南省,2010,14.15,36.29,38.58,21525.87,2.11,8726.7,0.07,31.31
410000,河南省,2009,13.9,30.1,35.6,21811.8,2.1,8741.4,0.1,31.3
410000,河南省,2008,8.0,28.3,33.65,20344.57,2.12,7506.29,0.07,16.74
410000,河南省,2007,8.82,26.82,42.07,20803.48,,7547.74,0.07,12.5
410000,河南省,2006,8.6,23.14,28.06,20077.2,,12186.1,0.07,
410000,河南省,2005,10.45,26.71,33.77,18238.3,,12619.3,0.07,
410000,河南省,2004,10.46,26.6287,47.64,19002.765,,12551.8,0.06774,
410000,河南省,2003,10.2,,,,,12632.6,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,,,,,,,
420000,湖北省,2018,,,,,,,,
420000,湖北省,2017,,,,,,,,
420000,湖北省,2016,89.58,5.31,20.97,502.87,,4717.38,10.03,418.37
420000,湖北省,2015,94.3,5.1,20.2,502.9,,4717.4,10.4,418.4
420000,湖北省,2014,102.14,5.13,20.23,502.87,,4717.38,8.0,418.37
420000,湖北省,2013,96.58,5.18,20.39,502.87,,4722.08,7.7,460.43
420000,湖北省,2012,108.69,5.22,20.49,502.87,,3933.81,8.3,460.43
420000,湖北省,2011,117.55,5.22,20.49,502.87,,3833.11,8.19,465.93
420000,湖北省,2010,120.71,1.49,4.02,244.2,,3841.2,7.17,467.03
420000,湖北省,2009,158.3,1.1,3.3,244.2,,3800.6,6.2,419.9
420000,湖北省,2008,129.76,1.05,3.25,244.2,,4509.27,7.37,420.53
420000,湖北省,2007,140.89,0.67,1.32,244.2,,4465.8,8.65,1022.8
420000,湖北省,2006,173.03,2.72,5.68,244.2,,2239.7,8.38,1033.0
420000,湖北省,2005,181.36,2.76,5.84,141.3,,2267.7,8.38,1043.2
420000,湖北省,2004,222.63,4.6383,8.6503,279.68,,2210.2,10.0781,136.6
420000,湖北省,2003,234.6,,,,,2214.4,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,,,,,,,,
430000,湖南省,2018,,,,,,,,
430000,湖南省,2017,,,,,,,,
430000,湖南省,2016,9.92,46.88,70.76,311.43,,670.05,0.24,2012.01
430000,湖南省,2015,10.1,48.9,70.9,311.4,,713.6,0.3,2004.4
430000,湖南省,2014,10.11,51.13,73.12,311.43,,728.04,0.24,1986.07
430000,湖南省,2013,9.63,55.14,75.92,311.43,,788.52,0.24,2015.42
430000,湖南省,2012,7.57,55.98,77.29,311.43,,805.22,0.23,2021.23
430000,湖南省,2011,28.72,65.05,98.8,485.53,,3925.77,1.41,2119.13
430000,湖南省,2010,39.31,111.64,178.99,174.1,,6303.31,2.79,2109.18
430000,湖南省,2009,39.1,114.6,187.2,176.1,,6303.3,2.8,2105.1
430000,湖南省,2008,39.81,113.06,191.16,176.1,,6369.28,2.8,2113.13
430000,湖南省,2007,41.25,116.73,227.35,176.1,,6997.68,2.8,2132.49
430000,湖南省,2006,38.81,118.91,229.55,176.6,,6998.02,2.79,2590.1
430000,湖南省,2005,39.22,117.7,228.0,176.6,,6833.7,2.73,2642.15
430000,湖南省,2004,39.54,69.2189,183.035742,176.6,,6966.32,2.76256,2714.57
430000,湖南省,2003,39.4,,,,,6923.5,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,,,,,,,,
440000,广东省,2018,,,,,,,,
440000,广东省,2017,,,,,,,,
440000,广东省,2016,17.59,103.09,186.26,,,14819.44,,5295.26
440000,广东省,2015,18.3,110.8,200.0,,,12591.5,,5375.1
440000,广东省,2014,30.11,119.38,210.48,,,16013.29,,5396.73
440000,广东省,2013,30.62,128.55,228.58,,,16214.6,,5408.55
440000,广东省,2012,30.94,138.17,244.04,,,16226.41,,5455.93
440000,广东省,2011,30.9,144.61,254.55,,,16558.9,,5495.63
440000,广东省,2010,58.14,105.66,192.26,,,27903.63,,27853.43
440000,广东省,2009,58.5,111.7,204.5,0.0,,28199.9,0.0,27981.4
440000,广东省,2008,58.61,115.56,210.83,,,30597.14,0.0,28103.33
440000,广东省,2007,67.08,122.41,223.46,,,30959.59,,27953.63
440000,广东省,2006,66.39,131.53,233.87,,,32704.88,,27992.6
440000,广东省,2005,66.86,143.38,257.14,,,33000.08,,28024.8
440000,广东省,2004,67.17,148.2002,263.6345,,,33387.17,0.00133,29940.2
440000,广东省,2003,67.4,,,,,33655.4,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,
450000,广西壮族自治区,2016,3.12,52.74,188.26,49178.83,,6002.52,,43180.03
450000,广西壮族自治区,2015,3.2,34.1,105.5,48722.3,,6025.0,,31925.5
450000,广西壮族自治区,2014,3.33,44.54,147.08,46644.67,,6141.93,,31906.65
450000,广西壮族自治区,2013,3.33,25.98,106.13,46631.76,,837.06,,23605.6
450000,广西壮族自治区,2012,3.29,25.3,101.07,41529.43,,837.06,,15123.2
450000,广西壮族自治区,2011,3.35,25.52,102.79,41146.02,,682.25,,15174.7
450000,广西壮族自治区,2010,14.41,17.72,149.25,27236.89,,4556.91,,18733.32
450000,广西壮族自治区,2009,13.9,18.3,153.6,22573.4,,4636.5,0.0,18185.0
450000,广西壮族自治区,2008,9.45,19.13,157.78,13508.5,,4642.06,0.0,18278.58
450000,广西壮族自治区,2007,13.67,30.85,170.84,13508.5,,4651.5,,18526.85
450000,广西壮族自治区,2006,13.12,29.98,167.47,13508.5,,4520.48,,15630.46
450000,广西壮族自治区,2005,14.93,30.34,193.17,13508.5,,5593.83,,12818.57
450000,广西壮族自治区,2004,15.26,34.8348,176.021311,13508.5,,5192.13,,6168.55
450000,广西壮族自治区,2003,15.4,,,,,5169.2,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,,,,,,,
460000,海南省,2018,,,,,,,,
460000,海南省,2017,,,,,,,,
460000,海南省,2016,3.52,6.68,16.99,,,,,2814.74
460000,海南省,2015,3.5,6.7,17.0,,,,,1907.0
460000,海南省,2014,3.52,6.68,16.99,,,,,1916.8
460000,海南省,2013,3.52,6.62,16.96,,,,,1917.6
460000,海南省,2012,3.59,6.62,16.96,,,,,1923.2
460000,海南省,2011,3.05,0.92,0.78,,,,,1872.6
460000,海南省,2010,2.67,1.15,0.61,,,,0.04,1872.6
460000,海南省,2009,2.5,1.2,0.6,0.0,,0.0,0.0,1872.6
460000,海南省,2008,2.62,1.15,0.61,,,,0.04,1872.6
460000,海南省,2007,2.75,0.55,0.2,,,,0.04,1896.8
460000,海南省,2006,2.82,0.55,0.2,,,,0.04,1896.8
460000,海南省,2005,2.83,0.29,,,,,,1896.9
460000,海南省,2004,1.77,0.2927,,,,,0.03612,1877.6
460000,海南省,2003,1.8,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,,,,,,,,
500000,重庆市,2018,,,,,,,,
500000,重庆市,2017,,,,,,,,
500000,重庆市,2016,,2.52,8.75,6409.21,,1456.7,,0.4
500000,重庆市,2015,,2.5,8.8,6409.2,,1453.1,,0.4
500000,重庆市,2014,,5.41,17.3,6409.21,,1453.1,,0.4
500000,重庆市,2013,,5.56,18.34,6448.27,,1453.1,,
500000,重庆市,2012,,5.56,18.35,5611.47,,1453.1,,9.0
500000,重庆市,2011,,5.56,18.22,6890.18,,1485.6,,9.0
500000,重庆市,2010,,3.94,14.78,3639.1,,1976.8,,
500000,重庆市,2009,,3.9,14.8,3639.1,,1907.1,0.0,
500000,重庆市,2008,,3.94,14.78,3639.1,,1907.1,0.0,
500000,重庆市,2007,,3.94,14.78,3639.1,,1907.1,,
500000,重庆市,2006,,3.94,14.78,3639.1,,1907.1,,
500000,重庆市,2005,,3.94,14.78,3639.1,,1907.1,,
500000,重庆市,2004,,3.942,14.7755,3639.1,,1907.1,,
500000,重庆市,2003,,,,,,1907.1,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,,,,,,,,
510000,四川省,2018,,,,,,,,
510000,四川省,2017,,,,,,,,
510000,四川省,2016,49.07,99.63,206.45,54.6,186.49,38272.7,4.85,56.1
510000,四川省,2015,51.8,100.8,230.2,54.6,186.5,38052.9,4.8,56.1
510000,四川省,2014,67.77,99.28,231.42,51.6,186.49,37956.92,4.7,56.1
510000,四川省,2013,54.4,90.67,231.83,51.6,186.49,37726.98,4.55,56.1
510000,四川省,2012,70.71,85.13,218.59,14.4,186.49,40990.95,3.6,56.1
510000,四川省,2011,74.96,80.51,217.29,14.4,186.49,40988.03,3.43,71.87
