省份编码,省份,年份,草原总面积(千公顷),可利用草原面积(千公顷),累计种草保留面积(千公顷),当年新增种草面积(千公顷),草原鼠害危害面积(千公顷),草原鼠害治理面积(千公顷),草原虫害危害面积(千公顷),草原虫害治理面积(千公顷),草原火灾受害面积(千公顷)
130000,河北省,2003,,,,,,,,,
130000,河北省,2002,,,,,,,,,
130000,河北省,2001,,,,,,,,,
130000,河北省,2000,,,,,,,,,
140000,山西省,2019,,,,,,,,,
140000,山西省,2018,,,,,,,,,
140000,山西省,2017,4552.0,,392.71,146.014666666667,396.666666666667,135.333333333333,291.333333333333,85.3333333333333,
140000,山西省,2016,,,,,,,,,
140000,山西省,2015,4552.0,,445.02,238.333333333333,400.666666666667,110.666666666667,374.133333333333,99.6666666666667,
140000,山西省,2014,4552.0,,392.893333333333,209.999333333333,326.0,100.666666666667,323.066666666667,102.066666666667,
140000,山西省,2013,4552.0,4552.0,434.888,147.9,412.666666666667,114.666666666667,434.666666666667,100.0,
140000,山西省,2012,4552.0,4552.0,408.186666666667,167.588,462.566666666667,132.0,371.2,97.3333333333333,
140000,山西省,2011,4552.0,4552.0,465.886666666667,184.846,400.666666666667,84.0,318.666666666667,102.206666666667,
140000,山西省,2010,4552.0,4552.0,365.72,90.4266666666666,478.666666666667,116.74,353.033333333333,87.4006666666667,
140000,山西省,2009,,,,,,,,,
140000,山西省,2008,,,,,,,,,
140000,山西省,2007,,,,,,,,,
140000,山西省,2006,,,,,,,,,
140000,山西省,2005,,,,,,,,,
140000,山西省,2004,,,,,,,,,
140000,山西省,2003,,,,,,,,,
140000,山西省,2002,,,,,,,,,
140000,山西省,2001,,,,,,,,,
140000,山西省,2000,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,
150000,内蒙古自治区,2017,78804.483,,3683.53866666667,1788.198,3934.0,1137.33333333333,4904.0,1650.0,2.1536
150000,内蒙古自治区,2016,,,,,,,,,
150000,内蒙古自治区,2015,78804.6666666667,,3858.00266666667,1828.546,4097.02666666667,1027.66666666667,4509.92,1453.1,35.2588
150000,内蒙古自治区,2014,78804.483,,4892.1652,2186.49853333333,4318.8,1167.00666666667,4435.87906666667,1379.11793333333,106.9295
150000,内蒙古自治区,2013,78804.483,63591.092,4499.4084,1926.40966666667,4835.33333333333,1310.2,6103.33333333333,1522.66666666667,30.6501
150000,内蒙古自治区,2012,78804.483,63591.092,4408.994,1930.69133333333,5700.2,1286.0,7552.74666666667,1996.66666666667,121.532
150000,内蒙古自治区,2011,78804.483,63591.092,4311.77266666667,1798.532,6034.0,1301.33333333333,7476.8,2102.36666666667,12.293
150000,内蒙古自治区,2010,78804.483,63591.092,4368.104,1901.058,6548.0,1567.86,7962.80666666667,2146.3,1.78714
150000,内蒙古自治区,2009,,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,
210000,辽宁省,2017,3388.848,,506.286666666667,78.2033333333333,280.666666666667,176.0,288.666666666667,137.333333333333,0.0133
210000,辽宁省,2016,,,,,,,,,
210000,辽宁省,2015,3388.66666666667,,589.497333333333,133.524,270.643333333333,157.975333333333,292.326666666667,141.566666666667,0.0133
210000,辽宁省,2014,3388.848,,824.0,365.0,276.6,172.095333333333,288.066666666667,125.2,
210000,辽宁省,2013,3388.848,3239.293,725.514,366.794666666667,277.333333333333,193.0,296.0,143.333333333333,
210000,辽宁省,2012,3388.848,3239.293,651.536666666667,319.391333333333,286.986666666667,216.666666666667,299.606666666667,172.0,
210000,辽宁省,2011,3388.848,3239.293,608.692,356.34,268.0,151.333333333333,300.846666666667,165.873333333333,
210000,辽宁省,2010,3388.848,3239.293,575.860333333333,362.751,271.333333333333,140.6,290.706666666667,144.126666666667,
210000,辽宁省,2009,,,,,,,,,
210000,辽宁省,2008,,,,,,,,,
210000,辽宁省,2007,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,
220000,吉林省,2019,,,,,,,,,
220000,吉林省,2018,,,,,,,,,
220000,吉林省,2017,5842.182,,329.67,158.26,200.666666666667,128.666666666667,126.666666666667,72.0,
220000,吉林省,2016,,,,,,,,,
220000,吉林省,2015,5842.0,,579.887333333333,193.986666666667,302.0,172.0,224.333333333333,93.3333333333333,0.82
220000,吉林省,2014,5842.182,,637.545333333333,248.974666666667,320.666666666667,196.666666666667,281.866666666667,104.866666666667,0.73
220000,吉林省,2013,5842.182,4378.993,663.564,263.270666666667,396.666666666667,268.666666666667,290.666666666667,125.333333333333,0.83
220000,吉林省,2012,5842.182,4378.993,651.050666666667,254.977333333333,409.333333333333,332.0,395.333333333333,105.533333333333,1.583
220000,吉林省,2011,5842.182,4378.993,680.600666666667,409.884,498.666666666667,470.0,373.333333333333,154.266666666667,2.44
220000,吉林省,2010,5842.182,4378.993,702.426666666667,363.938666666667,500.0,466.666666666667,386.0,156.0,0.93
220000,吉林省,2009,,,,,,,,,
220000,吉林省,2008,,,,,,,,,
220000,吉林省,2007,,,,,,,,,
220000,吉林省,2006,,,,,,,,,
220000,吉林省,2005,,,,,,,,,
220000,吉林省,2004,,,,,,,,,
220000,吉林省,2003,,,,,,,,,
220000,吉林省,2002,,,,,,,,,
220000,吉林省,2001,,,,,,,,,
220000,吉林省,2000,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,
230000,黑龙江省,2017,7531.767,,408.102666666667,181.129333333333,192.0,121.333333333333,213.333333333333,108.666666666667,
230000,黑龙江省,2016,,,,,,,,,
230000,黑龙江省,2015,7532.0,,305.514,121.756,79.3333333333333,47.4666666666667,128.6,56.1333333333333,0.07
230000,黑龙江省,2014,7531.767,,430.922,134.875333333333,171.333333333333,65.4,245.066666666667,95.0,9.348
230000,黑龙江省,2013,7531.767,6081.653,462.08,195.946666666667,615.333333333333,128.0,469.333333333333,102.0,0.1
230000,黑龙江省,2012,7531.767,6081.653,828.926666666667,360.346666666667,668.666666666667,109.333333333333,597.333333333333,116.666666666667,
230000,黑龙江省,2011,7531.767,6081.653,1375.74,412.406666666667,661.333333333333,120.0,601.133333333333,134.266666666667,0.415
230000,黑龙江省,2010,7531.767,6081.653,1328.1,381.233333333333,604.666666666667,110.666666666667,678.0,139.133333333333,0.16
230000,黑龙江省,2009,,,,,,,,,
230000,黑龙江省,2008,,,,,,,,,
230000,黑龙江省,2007,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,
310000,上海市,2019,,,,,,,,,
310000,上海市,2018,,,,,,,,,
310000,上海市,2017,73.333,,,,,,,,
310000,上海市,2016,,,,,,,,,
310000,上海市,2015,73.3333333333333,,,,,,,,
310000,上海市,2014,73.333,,,,,,,,
310000,上海市,2013,73.333,37.333,47.7353333333333,41.2773333333333,,,,,
310000,上海市,2012,73.333,37.333,1.3,,,,,,
310000,上海市,2011,73.333,37.333,,,,,,,
310000,上海市,2010,73.333,37.333,1.2,,,,,,
310000,上海市,2009,,,,,,,,,
310000,上海市,2008,,,,,,,,,
310000,上海市,2007,,,,,,,,,
310000,上海市,2006,,,,,,,,,
310000,上海市,2005,,,,,,,,,
310000,上海市,2004,,,,,,,,,
310000,上海市,2003,,,,,,,,,
310000,上海市,2002,,,,,,,,,
310000,上海市,2001,,,,,,,,,
310000,上海市,2000,,,,,,,,,
320000,江苏省,2019,,,,,,,,,
320000,江苏省,2018,,,,,,,,,
320000,江苏省,2017,412.709,,18.6466666666667,16.3526666666667,,,,,
320000,江苏省,2016,,,,,,,,,
320000,江苏省,2015,412.666666666667,,21.1186666666667,13.894,,,,,
320000,江苏省,2014,412.709,,30.78,24.318,,,,,
320000,江苏省,2013,412.709,325.673,115.250666666667,70.5406666666667,,,,,
320000,江苏省,2012,412.709,325.673,34.8233333333333,25.6513333333333,,,,,
320000,江苏省,2011,412.709,325.673,38.598,28.1173333333333,,,,,
320000,江苏省,2010,412.709,325.673,39.926,31.9333333333333,,,,,
320000,江苏省,2009,,,,,,,,,
320000,江苏省,2008,,,,,,,,,
320000,江苏省,2007,,,,,,,,,
320000,江苏省,2006,,,,,,,,,
320000,江苏省,2005,,,,,,,,,
320000,江苏省,2004,,,,,,,,,
320000,江苏省,2003,,,,,,,,,
320000,江苏省,2002,,,,,,,,,
320000,江苏省,2001,,,,,,,,,
320000,江苏省,2000,,,,,,,,,
330000,浙江省,2019,,,,,,,,,
330000,浙江省,2018,,,,,,,,,
330000,浙江省,2017,3169.853,,,,,,,,
330000,浙江省,2016,,,,,,,,,
330000,浙江省,2015,3170.0,,,,,,,,
330000,浙江省,2014,3169.853,,,,,,,,
330000,浙江省,2013,3169.853,2075.176,55.0,30.4666666666667,,,,,
330000,浙江省,2012,3169.853,2075.176,50.5333333333333,34.9333333333333,,,,,
330000,浙江省,2011,3169.853,2075.176,50.538,34.88,,,,,
330000,浙江省,2010,3169.853,2075.176,50.5373333333333,34.88,,,,,
330000,浙江省,2009,,,,,,,,,
330000,浙江省,2008,,,,,,,,,
330000,浙江省,2007,,,,,,,,,
330000,浙江省,2006,,,,,,,,,
330000,浙江省,2005,,,,,,,,,
330000,浙江省,2004,,,,,,,,,
330000,浙江省,2003,,,,,,,,,
330000,浙江省,2002,,,,,,,,,
330000,浙江省,2001,,,,,,,,,
330000,浙江省,2000,,,,,,,,,
340000,安徽省,2019,,,,,,,,,
340000,安徽省,2018,,,,,,,,,
340000,安徽省,2017,1663.179,,76.476,64.7506666666666,,,,,
340000,安徽省,2016,,,,,,,,,
340000,安徽省,2015,1663.33333333333,,99.156,67.1146666666667,,,,,
340000,安徽省,2014,1663.179,,100.119333333333,83.9593333333333,,,,,
340000,安徽省,2013,1663.179,1485.176,233.028,132.281333333333,,,,,
340000,安徽省,2012,1663.179,1485.176,121.597,73.4443333333333,,,,,
340000,安徽省,2011,1663.179,1485.176,116.311,71.355,,,,,
340000,安徽省,2010,1663.179,1485.176,127.494333333333,70.2636666666667,,,,,
340000,安徽省,2009,,,,,,,,,
340000,安徽省,2008,,,,,,,,,
340000,安徽省,2007,,,,,,,,,
340000,安徽省,2006,,,,,,,,,
340000,安徽省,2005,,,,,,,,,
340000,安徽省,2004,,,,,,,,,
340000,安徽省,2003,,,,,,,,,
340000,安徽省,2002,,,,,,,,,
340000,安徽省,2001,,,,,,,,,
340000,安徽省,2000,,,,,,,,,
350000,福建省,2019,,,,,,,,,
350000,福建省,2018,,,,,,,,,
350000,福建省,2017,2047.957,,32.2156666666667,20.6286666666667,,,,,
350000,福建省,2016,,,,,,,,,
350000,福建省,2015,2048.0,,,,,,,,
350000,福建省,2014,2047.957,,10.4326666666667,10.4326666666667,,,,,
350000,福建省,2013,2047.957,1957.06,168.194,68.7673333333333,,,,,
350000,福建省,2012,2047.957,1957.06,54.6,30.2666666666667,,,,,
350000,福建省,2011,2047.957,1957.06,54.5333333333333,30.3333333333333,,,,,
350000,福建省,2010,2047.957,1957.06,54.4,32.2,,,,,
350000,福建省,2009,,,,,,,,,
350000,福建省,2008,,,,,,,,,
350000,福建省,2007,,,,,,,,,
350000,福建省,2006,,,,,,,,,
350000,福建省,2005,,,,,,,,,
350000,福建省,2004,,,,,,,,,
350000,福建省,2003,,,,,,,,,
350000,福建省,2002,,,,,,,,,
350000,福建省,2001,,,,,,,,,
350000,福建省,2000,,,,,,,,,
360000,江西省,2019,,,,,,,,,
360000,江西省,2018,,,,,,,,,
360000,江西省,2017,4442.334,,179.411333333333,105.902666666667,,,,,
360000,江西省,2016,,,,,,,,,
360000,江西省,2015,4442.66666666667,,216.115333333333,139.375333333333,,,,,
360000,江西省,2014,4442.334,,214.296666666667,136.471333333333,,,,,
360000,江西省,2013,4442.334,3847.562,235.834666666667,150.442666666667,,,,,
360000,江西省,2012,4442.334,3847.562,239.098666666667,140.766666666667,,,,,
360000,江西省,2011,4442.334,3847.562,235.016,135.473333333333,,,,,
360000,江西省,2010,4442.334,3847.562,247.504666666667,134.197333333333,,,,,
360000,江西省,2009,,,,,,,,,
360000,江西省,2008,,,,,,,,,
360000,江西省,2007,,,,,,,,,
360000,江西省,2006,,,,,,,,,
360000,江西省,2005,,,,,,,,,
360000,江西省,2004,,,,,,,,,
360000,江西省,2003,,,,,,,,,
360000,江西省,2002,,,,,,,,,
360000,江西省,2001,,,,,,,,,
360000,江西省,2000,,,,,,,,,
370000,山东省,2019,,,,,,,,,
370000,山东省,2018,,,,,,,,,
370000,山东省,2017,1637.974,,160.265333333333,147.522666666667,,,,,
370000,山东省,2016,,,,,,,,,
370000,山东省,2015,1638.0,,125.16,76.9173333333333,,,,,
370000,山东省,2014,1637.974,,112.666666,62.2993333333,,,,,
370000,山东省,2013,1637.974,1329.157,238.518666666667,97.8306666666666,,,,,0.3583
370000,山东省,2012,1637.974,1329.157,178.422666666667,79.5406666666667,,,,,
370000,山东省,2011,1637.974,1329.157,201.453333333333,113.088666666667,,,,,
370000,山东省,2010,1637.974,1329.157,180.167333333333,81.978,,,,,
370000,山东省,2009,,,,,,,,,
370000,山东省,2008,,,,,,,,,
370000,山东省,2007,,,,,,,,,
370000,山东省,2006,,,,,,,,,
370000,山东省,2005,,,,,,,,,
370000,山东省,2004,,,,,,,,,
370000,山东省,2003,,,,,,,,,
370000,山东省,2002,,,,,,,,,
370000,山东省,2001,,,,,,,,,
370000,山东省,2000,,,,,,,,,
410000,河南省,2019,,,,,,,,,
410000,河南省,2018,,,,,,,,,
410000,河南省,2017,4433.788,,86.082,70.336,,,,,
410000,河南省,2016,,,,,,,,,
410000,河南省,2015,4434.0,,85.812,60.8553333333333,,,,,
410000,河南省,2014,4433.788,,81.2046666666667,50.7766666666667,,,,,
410000,河南省,2013,4433.788,4043.253,224.432666666667,42.5506666666667,,,,,
410000,河南省,2012,4433.788,4043.253,213.549333333333,42.8553333333333,,,,,
410000,河南省,2011,4433.788,4043.253,231.804,45.7593333333333,,,,,
410000,河南省,2010,4433.788,4043.253,292.991333333333,52.686,,,,,
410000,河南省,2009,,,,,,,,,
410000,河南省,2008,,,,,,,,,
410000,河南省,2007,,,,,,,,,
410000,河南省,2006,,,,,,,,,
410000,河南省,2005,,,,,,,,,
410000,河南省,2004,,,,,,,,,
410000,河南省,2003,,,,,,,,,
410000,河南省,2002,,,,,,,,,
410000,河南省,2001,,,,,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,,,,,,,,,
420000,湖北省,2018,,,,,,,,,
420000,湖北省,2017,6352.215,,199.788666666667,65.7093333333333,,,,,
420000,湖北省,2016,,,,,,,,,
420000,湖北省,2015,6352.0,,205.682666666667,93.5500000000001,,,,,
420000,湖北省,2014,6352.215,,214.078,74.112,,,,,
420000,湖北省,2013,6352.215,5071.537,48.424,36.9766666666667,,,,,
420000,湖北省,2012,6352.215,5071.537,220.527333333333,89.218,,,,,
420000,湖北省,2011,6352.215,5071.537,218.226,93.7486666666667,,,,,
420000,湖北省,2010,6352.215,5071.537,179.059333333333,82.0073333333333,,,,,
420000,湖北省,2009,,,,,,,,,
420000,湖北省,2008,,,,,,,,,
420000,湖北省,2007,,,,,,,,,
420000,湖北省,2006,,,,,,,,,
420000,湖北省,2005,,,,,,,,,
420000,湖北省,2004,,,,,,,,,
420000,湖北省,2003,,,,,,,,,
420000,湖北省,2002,,,,,,,,,
420000,湖北省,2001,,,,,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,,,,,,,,,
430000,湖南省,2018,,,,,,,,,
430000,湖南省,2017,6372.668,,230.087333333333,85.0900000000001,,,,,
430000,湖南省,2016,,,,,,,,,
430000,湖南省,2015,6372.66666666667,,254.232,46.3633333333333,,,,,
430000,湖南省,2014,6372.668,,227.296,39.6866666666667,,,,,
430000,湖南省,2013,6372.668,5666.309,89.1466666666667,24.1913333333333,,,,,
430000,湖南省,2012,6372.668,5666.309,209.012666666667,36.1833333333333,,,,,
430000,湖南省,2011,6372.668,5666.309,199.402666666667,42.5366666666666,,,,,
430000,湖南省,2010,6372.668,5666.309,226.235333333333,58.9476666666667,,,,,
430000,湖南省,2009,,,,,,,,,
430000,湖南省,2008,,,,,,,,,
430000,湖南省,2007,,,,,,,,,
430000,湖南省,2006,,,,,,,,,
430000,湖南省,2005,,,,,,,,,
430000,湖南省,2004,,,,,,,,,
430000,湖南省,2003,,,,,,,,,
430000,湖南省,2002,,,,,,,,,
430000,湖南省,2001,,,,,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,,,,,,,,,
440000,广东省,2018,,,,,,,,,
440000,广东省,2017,3266.241,,39.4353333333333,23.732,,,,,
440000,广东省,2016,,,,,,,,,
440000,广东省,2015,3266.0,,39.6193333333333,27.8406666666667,,,,,
440000,广东省,2014,3266.241,,43.9306666666667,23.3826666666667,,,,,
440000,广东省,2013,3266.241,2677.239,18.32,0.306666666666667,,,,,
440000,广东省,2012,3266.241,2677.239,30.7713333333333,18.732,,,,,
440000,广东省,2011,3266.241,2677.239,33.6943333333333,19.729,,,,,
440000,广东省,2010,3266.241,2677.239,36.6057333333333,22.1224,,,,,
440000,广东省,2009,,,,,,,,,
440000,广东省,2008,,,,,,,,,
440000,广东省,2007,,,,,,,,,
440000,广东省,2006,,,,,,,,,
440000,广东省,2005,,,,,,,,,
440000,广东省,2004,,,,,,,,,
440000,广东省,2003,,,,,,,,,
440000,广东省,2002,,,,,,,,,
440000,广东省,2001,,,,,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,
450000,广西壮族自治区,2017,8698.342,,103.8,24.4993333333333,,,,,
450000,广西壮族自治区,2016,,,,,,,,,
450000,广西壮族自治区,2015,8698.66666666667,,94.2273333333333,24.4413333333333,,,,,
450000,广西壮族自治区,2014,8698.342,,102.36,34.2293333333333,,,,,
450000,广西壮族自治区,2013,8698.342,6500.346,94.7256,42.8446,,,,,
450000,广西壮族自治区,2012,8698.342,6500.346,89.2281333333333,23.9226666666667,,,,,
450000,广西壮族自治区,2011,8698.342,6500.346,81.5946666666667,18.32,,,,,
450000,广西壮族自治区,2010,8698.342,6500.346,86.2033333333333,19.528,,,,,
450000,广西壮族自治区,2009,,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,,,,,,,,,
460000,海南省,2018,,,,,,,,,
460000,海南省,2017,949.773,,12.23,2.40666666666667,,,,,
460000,海南省,2016,,,,,,,,,
460000,海南省,2015,950.0,,18.0533333333333,0.12,,,,,
460000,海南省,2014,949.773,,18.4866666666667,,,,,,
460000,海南省,2013,949.773,843.273,2183.37386666667,,,,,,
460000,海南省,2012,949.773,843.273,18.32,0.306666666666667,,,,,
460000,海南省,2011,949.773,843.273,18.2,0.2,,,,,
460000,海南省,2010,949.773,843.273,18.2,0.2,,,,,0.14
460000,海南省,2009,,,,,,,,,
460000,海南省,2008,,,,,,,,,
460000,海南省,2007,,,,,,,,,
460000,海南省,2006,,,,,,,,,
460000,海南省,2005,,,,,,,,,
460000,海南省,2004,,,,,,,,,
460000,海南省,2003,,,,,,,,,
460000,海南省,2002,,,,,,,,,
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,,,,,,,,,
500000,重庆市,2018,,,,,,,,,
500000,重庆市,2017,2158.444,,78.1413333333333,39.29,,,,,
500000,重庆市,2016,,,,,,,,,
500000,重庆市,2015,2158.66666666667,,79.842,38.436,,,,,
500000,重庆市,2014,2158.444,,81.1866666666667,38.842,,,,,
500000,重庆市,2013,2158.444,1867.22666666667,620.666666666667,158.666666666667,,,,,
500000,重庆市,2012,2158.444,1867.22666666667,101.966,48.0200666666667,,,,,
500000,重庆市,2011,2158.444,1867.22666666667,88.017,41.8026666666667,,,,,
500000,重庆市,2010,2158.444,1867.22666666667,81.1106,35.6047333333333,,,,,
500000,重庆市,2009,,,,,,,,,
500000,重庆市,2008,,,,,,,,,
500000,重庆市,2007,,,,,,,,,
500000,重庆市,2006,,,,,,,,,
500000,重庆市,2005,,,,,,,,,
500000,重庆市,2004,,,,,,,,,
500000,重庆市,2003,,,,,,,,,
500000,重庆市,2002,,,,,,,,,
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,,,,,,,,,
510000,四川省,2018,,,,,,,,,
510000,四川省,2017,20380.381,,2875.33066666667,610.576666666667,2716.0,384.0,794.666666666667,238.666666666667,0.4007
510000,四川省,2016,,,,,,,,,
510000,四川省,2015,20380.6666666667,,2324.38,584.51,2683.26666666667,241.02,795.133333333333,446.866666666667,0.1636
510000,四川省,2014,20380.381,,2555.86653333333,743.002533333333,2920.4,893.9,860.956666666667,334.933333333333,0.3997
510000,四川省,2013,20380.381,17753.0753333333,974.886666666667,315.726666666667,3016.0,935.0,868.666666666667,382.0,
510000,四川省,2012,20380.381,17753.0753333333,2065.3194,730.1176,3039.8,904.0,834.7,370.666666666667,2.6823
510000,四川省,2011,20380.381,17753.0753333333,1822.71686666667,1083.73653333333,3081.33333333333,339.333333333333,827.0,401.64,0.7175
510000,四川省,2010,20380.381,17753.0753333333,1818.40353333333,1082.54006666667,2918.0,459.666666666667,810.063333333333,361.266666666667,0.8618
510000,四川省,2009,,,,,,,,,
510000,四川省,2008,,,,,,,,,
510000,四川省,2007,,,,,,,,,
510000,四川省,2006,,,,,,,,,
510000,四川省,2005,,,,,,,,,
510000,四川省,2004,,,,,,,,,
510000,四川省,2003,,,,,,,,,
510000,四川省,2002,,,,,,,,,
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,,,,,,,,,
520000,贵州省,2018,,,,,,,,,
520000,贵州省,2017,4287.257,,302.638,131.763333333333,,,,,
520000,贵州省,2016,,,,,,,,,
520000,贵州省,2015,4287.33333333333,,621.666666666667,152.0,,,,,
520000,贵州省,2014,4287.257,,568.333333333333,120.666666666667,,,,,
520000,贵州省,2013,4287.257,3759.735,154.408666666667,64.76,,,,,
520000,贵州省,2012,4287.257,3759.735,603.0,141.333333333333,,,,,
520000,贵州省,2011,4287.257,3759.735,576.0,160.0,,,,,
520000,贵州省,2010,4287.257,3759.735,491.366666666667,174.5,,,,,
520000,贵州省,2009,,,,,,,,,
520000,贵州省,2008,,,,,,,,,
520000,贵州省,2007,,,,,,,,,
520000,贵州省,2006,,,,,,,,,
520000,贵州省,2005,,,,,,,,,
520000,贵州省,2004,,,,,,,,,
520000,贵州省,2003,,,,,,,,,
520000,贵州省,2002,,,,,,,,,
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,,,,,,,,,
530000,云南省,2018,,,,,,,,,
530000,云南省,2017,15308.433,,1443.23533333333,326.284666666667,,,,,
530000,云南省,2016,,,,,,,,,
530000,云南省,2015,15308.6666666667,,1368.64266666667,307.323333333333,,,,,
530000,云南省,2014,15308.433,,1271.10266666667,344.29,,,,,
530000,云南省,2013,15308.433,11925.587,856.333333333333,136.866666666667,,,,,
530000,云南省,2012,15308.433,11925.587,819.788,294.594666666667,,,,,
530000,云南省,2011,15308.433,11925.587,685.421333333333,203.366666666667,,,,,
