省份编码,省份,年份,生活垃圾清运量(万吨),无害化处理厂数(座),生活垃圾卫生填埋无害化处理厂数(座),生活垃圾堆肥无害化处理厂数(座),生活垃圾焚烧无害化处理厂数(座),生活垃圾无害化处理能力(吨/日),生活垃圾卫生填埋无害化处理能力(吨/日),生活垃圾堆肥无害化处理能力(吨/日),生活垃圾焚烧无害化处理能力(吨/日),生活垃圾无害化处理量(万吨),生活垃圾卫生填埋无害化处理量(万吨),生活垃圾堆肥无害化处理量(万吨),生活垃圾焚烧无害化处理量(万吨),粪便清运量(万吨),粪便无害化处理量(万吨),生活垃圾无害化处理率(%)
640000,宁夏回族自治区,2007,109.98,5,5,,,1330,1330,,,57.64,57.64,,,7.91,1.13,52.41
640000,宁夏回族自治区,2006,97.3,5,5,,,1985,1985,,,53.9,53.9,,,3.2,1.4,55.41
640000,宁夏回族自治区,2005,96.4,5,5,,,2040,2040,,,48.54,48.54,,,5.0,1.1,50.3526970954357
640000,宁夏回族自治区,2004,135.3,4,4,,,1860,1860,,,39.6,39.6,,,10.1,3.1,29.2682926829268
640000,宁夏回族自治区,2003,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,371.917822,29,26,,2,17036.33,14936.33,,1800,358.009454,340.311526,,11.499347,,,96.260365280371
650000,新疆维吾尔自治区,2018,390.6653,26,24,,1,14312.37,13212.37,,800,357.248069,339.290076,,15.504811,,,91.4460713557104
650000,新疆维吾尔自治区,2017,371.37,27,24,,1,14229,13064,,800,328.91,311.07,,14.81,,,88.57
650000,新疆维吾尔自治区,2016,378.66,21,20,,1,9643,8843,,800,315.41,304.4,,11.01,0.16,,83.3
650000,新疆维吾尔自治区,2015,380.04,23,23,,,9205,9205,,,307.39,307.39,,,0.06,0.06,80.88
650000,新疆维吾尔自治区,2014,360.63,22,22,,,8218,8218,,,295.25,295.25,,,0.42,0.28,81.87
650000,新疆维吾尔自治区,2013,352.33,20,19,,,8338,7738,,,275.13,265.35,,,0.33,0.28,78.09
650000,新疆维吾尔自治区,2012,352.69,18,17,,,7310,6710,,,277.72,263.46,,,0.37,0.97,78.74
650000,新疆维吾尔自治区,2011,344.48,19,18,,,7004,6404,,,273.78,256.98,,,3.39,2.85,79.48
650000,新疆维吾尔自治区,2010,303.27,17,17,,,6295,6295,,,214.0,214.0,,,4.12,2.9,70.6
650000,新疆维吾尔自治区,2009,298.23,13,12,1,,5360,4760,600,,180.81,165.54,15.27,,4.8,2.8,60.63
650000,新疆维吾尔自治区,2008,292.58,12,11,1,,5210,4610,600,,152.13,140.23,11.9,,7.37,4.95,52.0
650000,新疆维吾尔自治区,2007,340.19,9,9,,,3238,3238,,,95.79,95.79,,,20.11,3.4,28.16
650000,新疆维吾尔自治区,2006,307.2,7,7,,,3740,3740,,,82.8,82.8,,,5.4,0.2,26.96
650000,新疆维吾尔自治区,2005,343.6,7,7,,,3815,3810,,5,123.37,123.36,,,3.9,3.0,35.9051222351572
650000,新疆维吾尔自治区,2004,345.3,19,16,1,2,4096,4068,20,8,123.8,123.55,,0.25,8.7,3.2,35.8528815522734
650000,新疆维吾尔自治区,2003,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,,,,,,,
