省份编码,省份,年份,废水排放总量(万吨),化学需氧量排放量(万吨),氨氮排放量(万吨),总氮排放量(万吨),总磷排放量(万吨),石油类排放量(吨),挥发酚排放量(吨),铅排放量(千克),汞排放量(千克),镉排放量(千克),总铬排放量(千克),砷排放量(千克),六价铬排放量(千克)
120000,天津市,2009,59647.3756,13.3,1.19803352,,,,,,,,,,
120000,天津市,2008,61229.0,13.3,1.43411,,,,,,,,,,
120000,天津市,2007,56928.1563,13.7,1.48944423,,,,,,,,,,
120000,天津市,2006,58834.0,14.3,1.49874,,,,,,,,,,
120000,天津市,2005,60361.0,14.6,1.94251,,,,,,,,,,
120000,天津市,2004,48671.0,13.70128,1.53824,,,,,,,,,,
120000,天津市,2003,,,,,,,,,,,,,
120000,天津市,2002,,,,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,
130000,河北省,2019,,,,,,,,,,,,,
130000,河北省,2018,,,,,,,,,,,,,
130000,河北省,2017,,116.125581,3.963273,11.37,1.12,255.78,25.20524,328,9,7,18510,843,4848.96
130000,河北省,2016,288794.549663,41.11900538,6.14631019,8.30684444,0.55029221,554.4986,11.673866,333.6278,33.1025,5.1088,4707.2182,15.9649,2084.5052
130000,河北省,2015,310567.556622,120.80594042,9.7272182,37.8331,4.6159,1083.288,35.1212316,341.4031,76.0378,13.4335,6432.9187,52.0067,2686.3223
130000,河北省,2014,309823.956882,126.85483773,10.27093967,38.54269877,4.71936134,964.0855,33.8976415,321.676,2.4626,14.545,5650.0123,52.4062,2619.3369
130000,河北省,2013,310920.536032,130.99470242,10.70668013,36.10116575,3.92699748,897.5059,27.4841734,346.598,3.6276,28.854,5401.0121,89.466,2589.3587
130000,河北省,2012,305773.4952,134.91406214,11.07301201,36.03601487,3.86176492,986.028,120.2977858,377.7843,4.9912,26.558,5963.5589,66.302,2870.789
130000,河北省,2011,278551.2644,138.88245605,11.43076162,45.0082442,6.8145706,1302.178,308.845783,566.469,4.559,33.704,8480.457,78.127,3141.296
130000,河北省,2010,262543.0,54.6,5.45719,,,,,,,,,,
130000,河北省,2009,244988.5141,57.0,5.51174603,,,,,,,,,,
130000,河北省,2008,234697.0,60.5,5.58162,,,,,,,,,,
130000,河北省,2007,222914.3536,66.7,6.04866766,,,,,,,,,,
130000,河北省,2006,213672.0,68.8,6.78069,,,,,,,,,,
130000,河北省,2005,208524.0,66.1,6.89197,,,,,,,,,,
130000,河北省,2004,206736.0,65.80795,6.28201,,,,,,,,,,
130000,河北省,2003,,,,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,
140000,山西省,2019,,,,,,,,,,,,,
140000,山西省,2018,,,,,,,,,,,,,
140000,山西省,2017,,60.872617,1.791087,5.538623,0.688966,106.21,24.12654,271,45,74,672,1676,243.83
140000,山西省,2016,139291.058558,22.70548313,3.26266039,4.49136588,0.34255858,447.2965,171.1465982,76.7856,5.5105,32.9976,145.4351,114.557,21.7781
140000,山西省,2015,145252.202852,40.50579357,5.01034268,8.9298,1.0593,739.366,423.3494213,460.8781,36.8961,110.7673,119.0524,290.9149,25.5984
140000,山西省,2014,145033.493161,44.13237172,5.36668022,9.24740802,1.03417325,957.6497,653.4824193,299.279,42.7977,52.048,802.191,264.5451,19.3021
140000,山西省,2013,138030.428805,46.13113636,5.5331494,8.29465976,0.77848385,985.0353,621.1069014,191.684,11.3187,784.604,242.8298,197.548,141.6125
140000,山西省,2012,134298.4817,47.67726006,5.69047712,8.44636319,0.80564131,1202.0263,727.2472389,453.599,5.8293,799.013,501.172,573.992,466.177
140000,山西省,2011,116132.0125,48.95631389,5.90625192,8.7879335,0.9635716,1489.133,1048.022886,662.695,5.106,830.86,519.785,755.403,490.918
140000,山西省,2010,118299.0,33.3,4.15436,,,,,,,,,,
140000,山西省,2009,105875.049,34.4,4.07355863,,,,,,,,,,
140000,山西省,2008,106911.0,35.9,4.18911,,,,,,,,,,
140000,山西省,2007,104594.3926,37.4,4.4511464,,,,,,,,,,
140000,山西省,2006,89142.0,38.7,4.24044,,,,,,,,,,
140000,山西省,2005,95096.0,38.7,4.2568,,,,,,,,,,
140000,山西省,2004,93738.0,38.02292,4.19935,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,,,,
150000,内蒙古自治区,2017,,46.065233,0.9,4.14,0.335203,41.64,2.14195,692,31,85,32,1365,3.65
150000,内蒙古自治区,2016,104695.9653968,16.9540543,2.13284097,2.79754048,0.15493516,237.8546,6.1610143,2066.6261,19.8021,542.5141,107.7935,3877.354,45.6961
150000,内蒙古自治区,2015,110861.368357,83.56035198,4.69430776,18.9256,2.1524,1214.8427,150.2662628,11870.8729,38.2145,1621.5164,560.1478,19657.8952,33.1022
150000,内蒙古自治区,2014,111916.934242,84.76597999,4.93177561,18.87657362,2.15386875,1226.5066,183.51765,7057.9287,44.0182,760.4967,88.6748,15637.906,37.1273
150000,内蒙古自治区,2013,106920.470949,86.32116161,5.11987885,15.50065854,1.25379842,947.7715,241.503047,3746.8579,94.2235,536.8966,152.5329,6071.5913,37.2696
150000,内蒙古自治区,2012,102424.4868,88.39365759,5.26750054,26.69550128,2.07137095,798.2938,216.8356484,3049.9978,77.0397,415.7157,35.245,5081.8165,4.1353
150000,内蒙古自治区,2011,100388.9865,91.89737771,5.38837799,15.9213511,1.7289223,808.111,5.919508,3086.674,43.476,549.116,114.198,4929.649,31.399
150000,内蒙古自治区,2010,92548.0,27.5,4.06133,,,,,,,,,,
150000,内蒙古自治区,2009,73154.7379999999,27.9,3.38621254,,,,,,,,,,
150000,内蒙古自治区,2008,70421.0,28.0,3.37784,,,,,,,,,,
150000,内蒙古自治区,2007,60405.2265,28.8,3.3330239,,,,,,,,,,
150000,内蒙古自治区,2006,55102.0,29.8,3.77099,,,,,,,,,,
150000,内蒙古自治区,2005,56241.0,29.7,5.00246,,,,,,,,,,
150000,内蒙古自治区,2004,52568.0,27.5184,3.00873,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,,,,
210000,辽宁省,2017,,99.49757,2.32,9.67,1.192889,423.12,17.71537,518,56,67,1295,650,732.31
210000,辽宁省,2016,228201.743478,25.81866717,5.13632618,7.18834778,0.27651671,320.1058,8.0559937,81.2481,2.2132,11.74,845.7796,10.0767,87.7371
210000,辽宁省,2015,260044.58435,116.74661344,9.62917052,20.7809,2.851,524.4345,9.5585037,114.8028,4.6468,18.799,871.705,91.2165,321.9287
210000,辽宁省,2014,262878.958906,121.69796141,10.01120219,20.78350157,2.88851831,789.7106,8.3716761,130.5239,6.7521,24.2826,684.7581,71.0786,199.1571
210000,辽宁省,2013,234508.177636,125.26268729,10.33441681,20.34889778,2.6805142,958.6305,8.062904,247.002,12.7695,42.6524,682.2832,246.6807,236.7331
210000,辽宁省,2012,238768.7925,130.59489926,10.75232365,20.53288467,2.76377694,714.5929,30.1270504,557.1689,10.7821,56.9314,741.9864,350.2702,513.4142
210000,辽宁省,2011,232247.0182,134.33874377,11.11231234,20.007338,2.78251296,897.635,70.023655,981.987,10.5,96.384,692.48,478.762,462.764
210000,辽宁省,2010,218189.0,54.2,5.61438,,,,,,,,,,
210000,辽宁省,2009,217154.6778,56.3,6.24899973,,,,,,,,,,
210000,辽宁省,2008,212021.0,58.4,6.43781,,,,,,,,,,
210000,辽宁省,2007,220996.7306,62.8,6.86517603,,,,,,,,,,
210000,辽宁省,2006,206236.0,64.1,7.39708,,,,,,,,,,
210000,辽宁省,2005,218705.0,64.4,9.08584,,,,,,,,,,
210000,辽宁省,2004,195257.0,50.04063,6.48189,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,,,,
220000,吉林省,2017,,51.400691,1.087283,4.39,0.527136,542.87,3.61045,50,11,9,113,160,421.83
220000,吉林省,2016,97073.310457,17.74092092,2.32345274,3.39002801,0.24540435,323.7309,0.8115794,219.4312,5.4049,70.9262,116.7986,1594.0719,64.1336
220000,吉林省,2015,126908.0192945,72.422559,5.139188,12.4675,1.5231,282.174,3.9667409,203.9772,4.3442,28.426,168.069,1300.8281,75.6458
220000,吉林省,2014,122170.657756,74.299914,5.3053,12.82755036,1.58884178,231.8665,3.8795489,165.1404,6.3312,30.1974,216.3834,889.7684,134.9759
220000,吉林省,2013,117702.532058,76.12056446,5.4716131,12.87067366,1.57357494,341.3412,5.7359825,161.593,5.894,28.863,134.0147,590.507,59.459
220000,吉林省,2012,119509.2024,78.75267327,5.63250694,12.89617869,1.58056102,301.4593,4.9532733,198.862,5.4108,26.622,162.152,1015.359,109.666
220000,吉林省,2011,116162.3645,82.47351204,5.82,11.0259684,1.36949871,287.5331,4.655135,267.821,7.714,35.341,199.79,1028.664,131.49
220000,吉林省,2010,114431.0,35.2,2.96825,,,,,,,,,,
220000,吉林省,2009,109714.7412,36.1,2.86133731,,,,,,,,,,
220000,吉林省,2008,107781.0,37.4,3.02511,,,,,,,,,,
220000,吉林省,2007,97857.8272,40.0,3.05022749,,,,,,,,,,
220000,吉林省,2006,89855.0,41.7,3.60764,,,,,,,,,,
220000,吉林省,2005,98005.0,40.7,3.59776,,,,,,,,,,
220000,吉林省,2004,86923.0,36.61759,3.16373,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,,,,
230000,黑龙江省,2017,,69.147943,2.33,7.54,0.735282,218.93,5.36834,29,5,6,551,1286,133.55
230000,黑龙江省,2016,138334.754737,29.63435131,4.36872923,6.07069778,0.32282878,174.0074,36.9968598,31.1452,10.347,5.2971,116.392,33.6648,61.0058
230000,黑龙江省,2015,148594.832833,139.27042732,8.13120059,28.4608,2.9293,212.7292,2.4997248,46.0736,3.153,9.4615,94.8649,56.4093,41.6322
230000,黑龙江省,2014,149643.709557,142.38515999,8.49374868,27.55990278,2.84065202,223.2803,4.2944955,44.0254,1.6083,3.9453,100.2911,12.7956,40.1581
230000,黑龙江省,2013,153089.623201,144.7317976,8.7746168,26.52146009,2.53695747,290.3532,6.5241843,39.1988,1.7161,4.2407,115.0096,28.2748,98.7251
230000,黑龙江省,2012,162589.0772,149.87507257,9.27544392,24.75303674,2.36924259,293.3891,6.4803127,31.0243,1.5682,4.1152,376.2953,4.0762,369.7183
230000,黑龙江省,2011,150661.011,157.65305996,9.64715991,26.9292957,2.9059112,1252.112,25.712876,37.922,1.687,5.558,875.417,78.507,195.291
230000,黑龙江省,2010,118575.0,44.4,4.33818,,,,,,,,,,
230000,黑龙江省,2009,110508.1609,46.2,4.75381812,,,,,,,,,,
230000,黑龙江省,2008,110996.0,47.6,4.98427,,,,,,,,,,
230000,黑龙江省,2007,108972.5857,48.8,5.09807856,,,,,,,,,,
230000,黑龙江省,2006,110201.0,49.8,5.26896,,,,,,,,,,
230000,黑龙江省,2005,114041.0,50.4,5.46413,,,,,,,,,,
230000,黑龙江省,2004,114340.0,50.45682,4.84009,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,,
310000,上海市,2017,,9.076388,1.085836,3.52,0.150098,135.46,0.71572,123,18,15,674,261,129.89
310000,上海市,2016,220758.7879038,14.7506807,3.83654327,6.50871291,0.31598961,512.9383,1.1781917,213.6848,13.7358,22.4481,1773.1695,147.575,595.6276
310000,上海市,2015,224147.222641,19.88115721,4.25445673,1.5585,0.2054,633.7402,1.1411542,152.8321,17.7596,12.1262,1821.0884,89.4107,540.3022
310000,上海市,2014,221159.726282,22.43613506,4.45889352,1.49726714,0.19517842,655.9571,1.6503397,131.6026,8.2437,6.8527,2523.8567,71.3521,1108.7672
310000,上海市,2013,222962.9100069,23.56244075,4.57550269,1.55624535,0.18204731,622.4168,3.0466775,173.6525,11.807,12.7363,2443.6637,68.3423,1073.2334
310000,上海市,2012,219244.0641,24.25806616,4.74158909,1.54596135,0.18104558,649.7386,3.9771015,321.2531,4.0023,15.3372,2815.4382,99.861,1010.9736
310000,上海市,2011,214155.085644,24.898194,5.0369707,1.5291837,0.1975718,776.957,5.835047,175.541,3.394,18.219,2548.905,38.048,1024.605
310000,上海市,2010,248250.0,22.0,2.75124,,,,,,,,,,
310000,上海市,2009,230517.5286,24.3,2.97941614,,,,,,,,,,
310000,上海市,2008,223751.0,26.7,3.3532,,,,,,,,,,
310000,上海市,2007,226614.0759,29.4,3.39699428,,,,,,,,,,
310000,上海市,2006,222565.0,30.2,3.45337,,,,,,,,,,
310000,上海市,2005,199710.0,30.4,3.36803,,,,,,,,,,
310000,上海市,2004,193325.0,29.38487,3.10485,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,,
320000,江苏省,2017,,142.139486,7.014794,21.232807,2.077149,1098.37,31.50909,1111,22,140,11634,675,2754.92
320000,江苏省,2016,616624.0131047,74.64575097,10.27669058,17.01537718,1.12982655,559.6015,22.6007694,738.9907,2.7772,18.0979,6540.3149,56.9207,1921.9092
320000,江苏省,2015,621302.796919,105.45912444,13.77031021,17.3424,1.8328,961.63,31.4641228,1142.5705,12.4645,26.0753,9915.3307,302.7706,3624.3353
320000,江苏省,2014,601157.857229,110.00427057,14.25387952,17.42252852,1.86319061,1160.0742,44.8198178,1204.0684,3.8874,26.4981,9676.5371,307.6473,3553.7823
320000,江苏省,2013,594359.096695,114.88878582,14.74293497,17.41000682,1.82099334,1319.4582,40.5470063,1128.6579,15.8243,28.302,8869.8155,237.5644,4009.4303
320000,江苏省,2012,598210.9535,119.70483601,15.31395043,17.47192808,1.85716482,1205.3328,52.1085188,2322.9411,113.9396,38.6561,11340.0241,584.1401,4542.1071
320000,江苏省,2011,592773.7644,124.61662969,15.71678078,17.6245777,1.89732941,1578.8725,63.335139,3608.478,98.036,147.84,12318.279,804.456,5400.409
320000,江苏省,2010,555500.0,78.8,6.29935,,,,,,,,,,
320000,江苏省,2009,522329.2873,82.2,6.53309955,,,,,,,,,,
320000,江苏省,2008,509701.0,85.1,7.00447,,,,,,,,,,
320000,江苏省,2007,505598.3263,89.1,7.45783501,,,,,,,,,,
320000,江苏省,2006,508825.0,93.0,8.30926,,,,,,,,,,
320000,江苏省,2005,519425.0,96.6,8.48789,,,,,,,,,,
320000,江苏省,2004,466111.0,85.38968,7.29987,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,,
330000,浙江省,2017,,42.284234,3.095436,12.063711,0.980838,470.02,2.91082,1637,29,165,8795,268,2297.37
330000,浙江省,2016,430856.7759375,46.14568391,7.3006574,12.48508167,0.79449646,244.4464,2.5170614,524.7533,9.0337,68.1756,7411.1714,187.3576,2394.9037
330000,浙江省,2015,433822.4618691,68.31972652,9.84868985,8.4348,1.0427,391.7429,4.2137493,724.8583,11.7069,310.3484,12157.7428,246.9386,3704.2882
330000,浙江省,2014,418261.896821,72.53670107,10.31907006,9.58614031,1.15773349,506.1745,5.0137271,454.2632,6.4798,244.3835,12902.5916,185.466,4708.66
330000,浙江省,2013,419120.300788,75.51129718,10.74887742,9.38261669,1.06396999,747.3798,7.2747749,555.2765,7.42,220.1995,18684.6683,292.7324,8795.0071
330000,浙江省,2012,420960.5183,78.62025418,11.22733937,9.22978452,1.06330311,684.17,23.8846549,498.0818,10.435,212.9305,19519.9785,199.371,9364.8405
330000,浙江省,2011,420133.893,81.8250328,11.54278164,9.227374,1.14702459,981.2753,23.661685,568.356,8.268,281.179,21660.471,218.126,10008.911
330000,浙江省,2010,394828.0,48.7,3.9716,,,,,,,,,,
330000,浙江省,2009,365017.128,51.4,4.09867852,,,,,,,,,,
330000,浙江省,2008,350377.0,53.9,4.68573,,,,,,,,,,
330000,浙江省,2007,338100.9216,56.4,5.30982848,,,,,,,,,,
330000,浙江省,2006,303515.0,59.3,5.7341,,,,,,,,,,
330000,浙江省,2005,313196.0,59.5,6.28922,,,,,,,,,,
330000,浙江省,2004,281326.0,55.65,6.29499,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,,
340000,安徽省,2017,,106.192527,4.264358,14.518508,1.682187,388.84,15.11938,1560,19,36,1592,1079,1006.31
340000,安徽省,2016,240665.85817,49.63068816,5.63464677,8.59729139,0.44749549,439.3,2.723509,1124.4752,84.1488,104.2694,644.6819,1711.4611,188.8888
340000,安徽省,2015,280626.238169,87.1056073,9.67508241,18.6231,2.011,666.1655,3.5819386,1513.0415,13.29,141.0764,765.7307,2281.5815,291.4316
340000,安徽省,2014,272313.121452,88.56040547,10.04961035,18.61927064,1.99825617,709.8087,5.3572649,1345.4025,6.4466,144.9305,757.9118,2244.5806,221.4424
340000,安徽省,2013,266234.1873,90.26838386,10.33277053,18.60684559,1.97041464,758.6397,6.3395303,1550.005,7.5751,131.8133,714.5577,4827.0686,272.7523
340000,安徽省,2012,254328.8931,92.43376395,10.61404715,18.12098229,2.00699004,739.3231,5.6057881,1737.4862,9.0062,132.212,3547.5182,5062.4489,2297.1938
340000,安徽省,2011,243265.2421,95.33492293,10.9804252,18.8508708,2.9745266,785.189,7.028942,3026.059,9.617,777.713,6965.163,7166.113,5744.008
340000,安徽省,2010,184700.0,41.1,4.43096,,,,,,,,,,
340000,安徽省,2009,179701.2104,42.4,4.67963832,,,,,,,,,,
340000,安徽省,2008,168670.0,43.3,4.77162,,,,,,,,,,
340000,安徽省,2007,175327.0914,45.1,5.47565451,,,,,,,,,,
340000,安徽省,2006,164449.0,45.6,5.92183,,,,,,,,,,
340000,安徽省,2005,156591.0,44.4,5.30038,,,,,,,,,,
340000,安徽省,2004,148316.0,42.70084,4.86101,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,,
350000,福建省,2017,,51.216601,3.78,10.590283,1.13,332.13,0.26324,2349,39,248,2369,519,4328.6
350000,福建省,2016,237016.091539,39.16450621,5.32519594,7.36374641,0.63587455,153.0238,0.3458529,398.1888,2.2373,43.7204,4519.5833,375.9336,674.782
350000,福建省,2015,256868.168965,60.94387627,8.51330525,9.1526,1.2589,341.0086,2.2097494,3593.7836,18.5547,624.7584,9962.174,3096.7828,925.0859
350000,福建省,2014,260579.222136,62.98220939,8.93429673,9.3189932,1.28823867,373.447,1.9220936,3727.1994,12.5651,633.9425,10390.5009,3753.9986,2145.6365
350000,福建省,2013,259097.858883,63.89955251,9.09285419,9.63567289,1.24621167,515.2724,2.0164032,3116.9926,14.2868,317.2304,11425.4711,1430.4509,3096.5133
350000,福建省,2012,256262.7711,66.00454073,9.31809171,9.56835798,1.20984397,434.4559,9.3605146,3093.0142,27.4736,347.4404,11769.3322,1230.4734,2774.2924
350000,福建省,2011,316177.526,67.94478939,9.53859963,9.5450418,1.2975693,455.0347,16.747155,5104.452,54.952,422.136,15327.6486,1504.532,2906.7613
350000,福建省,2010,238502.0,37.3,2.97706,,,,,,,,,,
350000,福建省,2009,246012.6293,37.6,3.00799718,,,,,,,,,,
350000,福建省,2008,236269.0,37.8,3.00098,,,,,,,,,,
350000,福建省,2007,226997.8671,38.3,2.98354969,,,,,,,,,,
350000,福建省,2006,213401.0,39.5,4.92479,,,,,,,,,,
350000,福建省,2005,212392.0,39.4,5.15725,,,,,,,,,,
350000,福建省,2004,192968.0,35.85095,4.44741,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,,
360000,江西省,2017,,88.397244,5.36,13.849523,1.61,252.35,12.66544,13914,173,2563,2146,5460,1027.7
360000,江西省,2016,221091.876025,55.46665653,6.04465199,8.225088,0.6021299,407.9119,20.5996708,8602.008,90.6456,1817.5371,1496.4509,12940.017,732.2779
360000,江西省,2015,223232.278012,71.55833081,8.45796185,10.7191,1.5241,672.9589,14.2530761,9206.2084,88.2845,2092.9029,1227.8735,9199.5907,676.7721
360000,江西省,2014,208289.042891,72.00574234,8.59788365,11.24282284,1.51807157,687.5468,14.1799258,6145.2766,74.8003,1769.4608,922.2618,7355.3037,570.6913
360000,江西省,2013,207137.563513,73.44696575,8.88268379,10.65980581,1.26491228,737.3005,15.7759608,5716.5073,79.4526,1983.6101,17563.7604,9364.4903,17196.7176
360000,江西省,2012,201189.7066,74.83446116,9.10506085,11.38169991,1.36360498,578.9921,10.8943017,6750.3772,95.5537,2219.5104,17438.6994,8712.0974,17155.6895
360000,江西省,2011,194431.5522,76.78874471,9.34044744,9.4646534,1.36402983,706.9144,76.837467,9401.571,1537.107,2791.835,22669.249,10851.622,17352.904
360000,江西省,2010,160661.0,43.1,3.45676,,,,,,,,,,
360000,江西省,2009,147080.539,43.5,3.40736161,,,,,,,,,,
360000,江西省,2008,138909.0,44.5,3.43241,,,,,,,,,,
360000,江西省,2007,141266.6925,46.9,3.70906885,,,,,,,,,,
360000,江西省,2006,130183.0,47.4,3.52717,,,,,,,,,,
360000,江西省,2005,123320.0,45.7,3.43152,,,,,,,,,,
360000,江西省,2004,120092.0,45.3723,3.28301,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,,
370000,山东省,2017,,141.159101,5.29,16.26,1.4,486.43,34.67789,878,112,102,2061,1379,712.38
370000,山东省,2016,507591.286337,53.05145504,7.79739349,13.24089673,0.84761198,426.3145,31.2151433,570.8129,6.0994,59.072,6465.7587,436.8802,499.9911
370000,山东省,2015,559907.6661522,175.76303213,15.22084178,67.6673,8.1539,461.7531,32.9989268,924.2204,3.0969,1042.954,6786.768,2256.9249,515.5784
370000,山东省,2014,514423.3405,178.04216473,15.50304876,57.42428298,6.37322617,507.3632,35.2495858,876.6253,11.208,1050.683,7859.5743,2400.0281,508.9987
370000,山东省,2013,494570.191805,184.57057282,16.15174077,56.53049963,6.20021513,530.9642,39.2404226,913.5771,18.1544,1053.96,7849.1869,2401.366,514.0303
370000,山东省,2012,479100.2463,192.12332629,16.85829074,56.27044857,6.10015057,1086.8411,38.6258262,735.669,15.4229,1012.4023,7104.1977,2192.3365,533.3242
370000,山东省,2011,443330.9788,198.24971987,17.29446377,56.0255304,6.4997359,725.661,48.579379,1096.551,48.352,1097.629,13958.98,2177.749,754.09
