省份编码,省份,年份,农作物受灾面积(千公顷),农作物绝收面积(千公顷),旱灾受灾面积(千公顷),旱灾绝收面积(千公顷),洪涝、地质灾害和台风受灾面积(千公顷),洪涝、地质灾害和台风绝收面积(千公顷),风雹灾害受灾面积(千公顷),风雹灾害绝收面积(千公顷),低温冷冻和雪灾受灾面积(千公顷),低温冷冻和雪灾绝收面积(千公顷),自然灾害受灾人口(万人次),自然灾害受灾死亡人口(人),自然灾害直接经济损失(亿元)
120000,天津市,2016,24.0,0.1,,,23.6,0.1,0.4,,,,14.5,,3.6
120000,天津市,2015,,,,,,,,,,,,,
120000,天津市,2014,10.3,4.3,,,,,10.3,4.3,,,3.7,1,1.3
120000,天津市,2013,7.8,0.8,,,,,7.8,0.8,,,8.6,,1.0
120000,天津市,2012,133.6,13.9,,,117.5,13.9,16.1,,,,88.4,,32.5
120000,天津市,2011,8.1,0.3,2.8,,3.8,0.3,1.5,,,,3.6,,0.9
120000,天津市,2010,33.3,1.3,,,0.0,0.0,,,33.3,1.3,0.6,,0.5
120000,天津市,2009,,,,,,,,,,,,,
120000,天津市,2008,,,,,,,,,,,,,
120000,天津市,2007,,,,,,,,,,,,,
120000,天津市,2006,,,,,,,,,,,,,
120000,天津市,2005,,,,,,,,,,,,,
120000,天津市,2004,,,,,,,,,,,,,
120000,天津市,2003,,,,,,,,,,,,,
120000,天津市,2002,,,,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,
130000,河北省,2019,314.7,51.6,130.5,30.9,58.1,4.9,115.9,11.7,10.2,4.1,289.2,3,23.2
130000,河北省,2018,557.0,80.3,44.0,13.0,252.2,23.7,139.7,6.2,121.1,37.4,503.9,4,41.3
130000,河北省,2017,718.0,42.9,367.4,30.1,91.6,4.8,217.6,7.8,41.4,0.2,722.0,6,46.01
130000,河北省,2016,1447.2,118.3,216.7,0.7,953.5,103.3,261.6,13.1,15.4,1.2,1428.2,282,618.85
130000,河北省,2015,1798.8,169.5,1112.7,81.7,282.2,31.1,346.8,54.7,57.1,2.0,1699.5,12,107.5
130000,河北省,2014,1435.7,176.7,1027.9,107.8,48.4,4.5,254.2,26.3,105.2,38.1,1716.1,13,135.1
130000,河北省,2013,1106.5,94.5,250.3,7.4,311.3,41.9,386.3,29.1,158.6,16.1,1709.6,19,113.3
130000,河北省,2012,1329.0,123.0,430.3,25.0,375.6,49.2,268.7,11.5,254.4,37.3,2112.1,72,397.2
130000,河北省,2011,1383.3,55.3,855.7,27.5,227.3,8.7,260.5,18.3,39.8,0.8,2181.9,14,69.2
130000,河北省,2010,1527.4,188.6,595.6,137.3,284.9,14.1,236.0,10.5,410.9,26.7,2280.5,17,97.5
130000,河北省,2009,,,,,,,,,,,,,
130000,河北省,2008,,,,,,,,,,,,,
130000,河北省,2007,,,,,,,,,,,,,
130000,河北省,2006,,,,,,,,,,,,,
130000,河北省,2005,,,,,,,,,,,,,
130000,河北省,2004,,,,,,,,,,,,,
130000,河北省,2003,,,,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,
140000,山西省,2019,1473.7,314.2,1284.5,294.5,71.5,6.1,73.4,9.4,44.3,4.2,953.0,38,124.0
140000,山西省,2018,830.8,185.6,150.0,8.7,140.7,21.3,23.0,1.3,517.1,154.3,619.1,13,109.2
140000,山西省,2017,821.3,53.6,497.3,21.1,52.9,5.1,218.1,23.6,53.0,3.8,658.0,5,57.96
140000,山西省,2016,503.7,32.3,77.0,4.4,256.5,16.6,104.5,11.2,65.7,0.1,648.8,30,109.0
140000,山西省,2015,1142.6,140.4,1023.4,126.0,31.4,6.7,55.8,5.1,32.0,2.6,863.3,10,103.3
140000,山西省,2014,1173.5,113.7,721.6,41.4,90.3,13.7,153.9,19.9,207.7,38.7,476.0,9,50.8
140000,山西省,2013,1592.4,132.4,1001.7,33.9,145.1,18.8,161.4,20.5,284.2,59.2,1465.9,50,146.9
140000,山西省,2012,931.0,70.1,403.9,5.4,261.4,48.4,123.4,11.7,142.3,4.6,546.7,42,64.9
140000,山西省,2011,1015.0,72.4,476.7,28.8,240.8,21.6,192.8,20.5,104.7,1.5,1273.6,35,74.2
140000,山西省,2010,1395.7,176.6,727.8,105.9,209.3,9.5,79.9,2.1,378.7,59.1,1330.1,2,123.0
140000,山西省,2009,,,,,,,,,,,,,
140000,山西省,2008,,,,,,,,,,,,,
140000,山西省,2007,,,,,,,,,,,,,
140000,山西省,2006,,,,,,,,,,,,,
140000,山西省,2005,,,,,,,,,,,,,
140000,山西省,2004,,,,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,
150000,内蒙古自治区,2019,1453.5,110.8,379.7,58.8,222.8,22.3,498.1,27.3,352.9,2.4,220.7,8,46.8
150000,内蒙古自治区,2018,2629.8,559.2,1427.0,388.9,672.6,146.0,204.7,15.0,325.5,9.3,484.2,25,144.5
150000,内蒙古自治区,2017,3917.3,376.1,3238.8,246.9,212.0,44.3,254.6,28.6,211.9,56.3,722.7,18,126.45
150000,内蒙古自治区,2016,3629.9,547.5,2770.5,489.4,256.2,14.7,418.7,23.1,184.5,20.3,596.2,18,179.8
150000,内蒙古自治区,2015,2700.8,315.0,2171.7,254.0,185.2,21.2,301.5,37.9,42.4,1.9,584.4,26,113.5
150000,内蒙古自治区,2014,1878.3,258.9,1313.6,183.5,77.8,24.3,439.4,50.9,47.5,0.2,644.5,17,113.1
150000,内蒙古自治区,2013,1733.1,232.6,582.6,24.3,549.1,131.1,469.6,76.8,131.8,0.4,565.6,75,128.9
150000,内蒙古自治区,2012,2060.7,378.0,453.6,10.5,965.5,283.6,243.5,20.7,398.1,63.2,668.9,64,152.8
150000,内蒙古自治区,2011,2036.6,307.6,1131.2,129.0,389.9,130.0,346.4,44.8,169.1,3.8,692.0,29,103.1
150000,内蒙古自治区,2010,2032.7,616.3,1434.1,511.1,215.6,35.3,267.8,63.7,115.2,6.2,889.4,26,138.3
150000,内蒙古自治区,2009,,,,,,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,
210000,辽宁省,2019,324.7,35.1,13.7,3.0,282.5,31.0,28.5,1.1,,,171.4,6,47.5
210000,辽宁省,2018,1467.3,277.7,1167.5,239.1,242.9,34.7,56.9,3.9,,,680.3,,90.2
210000,辽宁省,2017,949.6,57.8,777.6,30.1,112.7,21.8,58.9,5.5,0.4,0.4,599.4,5,108.46
210000,辽宁省,2016,581.9,18.7,401.0,5.3,141.5,10.2,39.4,3.2,,,156.5,3,45.85
210000,辽宁省,2015,1482.8,240.5,1429.5,233.0,6.8,0.9,46.5,6.6,,,715.6,10,65.1
210000,辽宁省,2014,1931.4,550.6,1811.4,543.7,23.0,1.4,24.1,5.5,72.9,,746.7,8,169.6
210000,辽宁省,2013,450.5,82.1,23.9,4.3,336.1,58.1,90.5,19.7,,,322.0,168,125.2
210000,辽宁省,2012,355.4,27.0,,,323.3,27.0,32.1,,,,569.1,19,206.6
210000,辽宁省,2011,450.2,50.2,6.7,,375.6,49.3,41.6,0.9,26.3,,255.6,,36.6
210000,辽宁省,2010,755.6,121.6,17.6,,707.5,115.4,30.5,6.2,,,631.3,18,168.8
210000,辽宁省,2009,,,,,,,,,,,,,
210000,辽宁省,2008,,,,,,,,,,,,,
210000,辽宁省,2007,,,,,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,
220000,吉林省,2019,536.2,64.3,,,410.8,50.6,125.4,13.7,,,177.7,2,51.7
220000,吉林省,2018,1319.7,131.8,1086.0,104.3,71.1,10.2,162.6,17.3,,,383.7,,88.5
220000,吉林省,2017,983.1,100.2,475.4,8.9,451.9,83.4,54.8,7.9,1.0,,363.4,39,394.83
220000,吉林省,2016,748.2,90.4,524.3,52.3,143.8,21.7,61.3,8.1,18.8,8.3,259.9,,98.7
220000,吉林省,2015,846.2,74.0,700.0,60.0,24.2,3.9,121.8,10.1,0.2,,450.5,,81.9
220000,吉林省,2014,689.3,117.8,568.3,97.3,24.3,6.1,89.2,14.4,7.5,,545.5,1,117.4
220000,吉林省,2013,623.2,67.5,,,427.1,61.9,196.0,5.5,0.1,0.1,675.4,23,133.3
220000,吉林省,2012,632.8,15.8,303.8,9.3,270.4,2.5,51.7,3.6,6.9,0.4,712.4,5,52.1
220000,吉林省,2011,616.4,33.0,252.0,11.5,58.2,9.8,107.6,2.5,198.6,9.2,201.5,2,41.4
220000,吉林省,2010,896.1,232.4,349.3,119.5,373.3,105.7,115.1,7.1,58.4,0.1,779.6,106,523.7
220000,吉林省,2009,,,,,,,,,,,,,
220000,吉林省,2008,,,,,,,,,,,,,
220000,吉林省,2007,,,,,,,,,,,,,
220000,吉林省,2006,,,,,,,,,,,,,
220000,吉林省,2005,,,,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,
230000,黑龙江省,2019,3540.7,737.5,,,3279.7,723.9,223.6,13.6,37.4,,397.6,2,221.4
230000,黑龙江省,2018,4155.0,275.7,2294.0,14.5,1090.2,227.2,384.5,18.0,386.3,16.0,362.3,4,87.5
230000,黑龙江省,2017,1550.5,110.7,997.2,41.3,188.0,30.9,325.3,32.0,40.0,6.5,241.5,7,54.74
230000,黑龙江省,2016,4223.7,264.1,2955.0,172.3,957.3,57.2,210.9,20.0,100.5,14.6,589.1,4,160.4
230000,黑龙江省,2015,1175.3,68.8,484.1,10.1,481.7,40.2,146.5,15.1,63.0,3.4,249.7,3,39.5
230000,黑龙江省,2014,810.0,114.3,61.8,10.8,513.3,68.8,234.9,34.7,,,257.4,11,55.8
230000,黑龙江省,2013,2734.1,828.8,,,2654.0,815.1,66.2,13.1,13.9,0.6,666.9,23,325.2
230000,黑龙江省,2012,2429.4,134.9,1200.0,63.2,1042.9,33.3,186.5,38.4,,,796.2,,69.9
230000,黑龙江省,2011,1536.8,99.6,703.4,30.0,234.0,11.0,518.5,57.3,80.9,1.3,660.6,1,90.3
230000,黑龙江省,2010,1432.2,99.9,1011.6,36.1,220.7,42.7,109.4,21.1,90.5,,698.7,12,60.1
230000,黑龙江省,2009,,,,,,,,,,,,,
230000,黑龙江省,2008,,,,,,,,,,,,,
230000,黑龙江省,2007,,,,,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,
310000,上海市,2019,8.7,0.1,,,8.7,0.1,,,,,18.9,,1.9
310000,上海市,2018,7.3,,,,7.3,,,,,,40.8,,0.9
310000,上海市,2017,,,,,,,,,,,,,
310000,上海市,2016,3.1,0.6,,,3.1,0.6,,,,,0.5,1,0.2
310000,上海市,2015,12.3,1.1,,,12.3,1.1,,,,,16.9,1,3.5
310000,上海市,2014,,,,,,,,,,,,,
310000,上海市,2013,28.0,1.6,,,28.0,1.6,,,,,12.1,3,3.7
310000,上海市,2012,14.7,1.9,,,14.7,1.9,,,,,42.0,4,5.2
310000,上海市,2011,24.3,2.7,,,24.2,2.7,0.1,,,,44.1,5,3.6
310000,上海市,2010,,,,,0.0,0.0,,,,,0.1,,
310000,上海市,2009,,,,,,,,,,,,,
310000,上海市,2008,,,,,,,,,,,,,
310000,上海市,2007,,,,,,,,,,,,,
310000,上海市,2006,,,,,,,,,,,,,
310000,上海市,2005,,,,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,
320000,江苏省,2019,224.2,18.1,,,155.4,14.9,68.6,3.2,0.2,,145.9,9,15.6
320000,江苏省,2018,380.0,34.7,5.8,0.2,258.1,31.5,99.4,2.8,16.7,0.2,348.3,17,41.3
320000,江苏省,2017,90.7,8.1,37.3,3.9,0.6,,52.8,4.2,,,77.0,18,7.97
320000,江苏省,2016,301.1,7.3,134.3,,92.6,4.9,70.1,2.1,4.1,0.3,237.7,101,120.87
320000,江苏省,2015,615.5,41.0,,,459.7,33.4,97.0,6.0,58.8,1.6,534.8,10,84.9
320000,江苏省,2014,554.1,39.8,473.9,34.5,23.4,0.3,56.3,5.0,0.5,,548.4,1,14.0
320000,江苏省,2013,487.1,25.1,223.1,11.7,43.6,1.3,164.4,6.3,56.0,5.8,590.7,11,32.7
320000,江苏省,2012,697.5,43.4,366.7,9.3,296.6,34.1,34.2,,,,1492.9,10,107.8
320000,江苏省,2011,1032.1,37.0,481.6,20.0,342.9,17.0,204.5,,3.1,,1907.5,22,90.5
320000,江苏省,2010,648.4,13.8,70.4,3.6,527.8,10.0,20.0,0.2,30.2,,743.7,11,54.5
320000,江苏省,2009,,,,,,,,,,,,,
320000,江苏省,2008,,,,,,,,,,,,,
320000,江苏省,2007,,,,,,,,,,,,,
320000,江苏省,2006,,,,,,,,,,,,,
320000,江苏省,2005,,,,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,
330000,浙江省,2019,353.8,45.7,11.6,0.8,341.7,44.8,0.5,0.1,,,896.0,64,552.6
330000,浙江省,2018,168.6,1.7,,,46.0,1.5,3.4,,119.2,0.2,139.9,2,36.8
330000,浙江省,2017,107.3,7.1,,,105.3,7.0,0.9,0.1,1.1,,113.0,11,46.19
330000,浙江省,2016,456.0,19.5,,,189.4,15.1,0.4,,266.2,4.4,436.9,76,167.3
330000,浙江省,2015,393.2,58.0,,,392.4,58.0,0.8,,,,704.6,79,228.2
330000,浙江省,2014,204.0,13.8,,,192.2,13.6,5.3,0.2,6.5,,471.4,20,64.4
330000,浙江省,2013,1326.9,142.5,635.6,58.4,641.6,81.5,3.1,0.6,46.6,2.0,1702.2,23,695.9
330000,浙江省,2012,554.2,42.0,,,523.5,41.4,0.6,0.1,30.1,0.5,1126.7,10,309.9
330000,浙江省,2011,431.1,43.7,4.1,,298.2,40.9,1.4,,127.4,2.8,784.7,14,163.9
330000,浙江省,2010,282.5,12.6,1.5,,257.8,12.6,4.2,,19.0,,611.6,25,75.4
330000,浙江省,2009,,,,,,,,,,,,,
330000,浙江省,2008,,,,,,,,,,,,,
330000,浙江省,2007,,,,,,,,,,,,,
330000,浙江省,2006,,,,,,,,,,,,,
330000,浙江省,2005,,,,,,,,,,,,,
330000,浙江省,2004,,,,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,
340000,安徽省,2019,958.0,123.7,857.1,116.3,48.4,4.7,52.5,2.7,,,789.1,15,85.0
340000,安徽省,2018,863.2,111.5,,,559.4,99.8,36.9,0.5,266.9,11.2,728.3,35,138.2
340000,安徽省,2017,399.8,34.7,216.9,16.2,156.8,17.4,26.0,1.1,0.1,,347.6,7,21.23
340000,安徽省,2016,1341.2,409.3,179.5,17.6,1107.2,390.8,35.2,0.1,19.3,0.8,1487.8,36,564.0
340000,安徽省,2015,966.7,149.0,,,789.9,141.0,118.7,6.5,58.1,1.5,1069.7,27,118.9
340000,安徽省,2014,641.3,22.0,283.3,16.5,307.2,5.4,9.8,,41.0,0.1,1201.6,6,29.4
340000,安徽省,2013,1769.7,138.2,1165.0,117.7,317.1,11.3,38.8,4.3,248.8,4.9,2855.9,36,206.4
340000,安徽省,2012,1152.5,59.2,616.1,21.5,513.2,36.7,21.9,1.0,1.3,,2206.3,26,87.2
340000,安徽省,2011,1317.2,38.9,687.3,3.3,396.1,30.4,88.6,5.2,145.2,,2990.3,19,115.2
340000,安徽省,2010,1751.6,105.8,41.3,,1276.6,99.3,41.0,6.5,392.7,,1640.0,19,104.1
340000,安徽省,2009,,,,,,,,,,,,,
340000,安徽省,2008,,,,,,,,,,,,,
340000,安徽省,2007,,,,,,,,,,,,,
340000,安徽省,2006,,,,,,,,,,,,,
340000,安徽省,2005,,,,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,
350000,福建省,2019,123.1,21.6,21.6,1.7,93.6,18.5,7.9,1.4,,,139.8,7,117.7
350000,福建省,2018,78.7,3.5,23.9,0.5,43.5,3.0,0.8,,10.5,,115.1,8,38.1
350000,福建省,2017,57.5,5.7,20.0,2.0,37.4,3.7,0.1,,,,61.4,9,17.1
350000,福建省,2016,386.7,51.3,,,229.3,25.7,1.5,0.2,155.9,25.4,562.3,206,473.52
350000,福建省,2015,203.3,26.5,,,203.1,26.4,0.2,0.1,,,370.9,50,189.1
350000,福建省,2014,102.6,11.1,,,97.8,10.9,2.7,0.2,2.1,,155.8,23,45.4
350000,福建省,2013,276.8,24.3,31.9,0.8,217.2,19.7,20.0,3.5,7.7,0.3,404.2,45,120.8
350000,福建省,2012,159.3,11.4,,,141.5,11.3,17.1,0.1,0.7,,225.6,4,47.3
350000,福建省,2011,133.1,4.4,55.6,1.7,58.8,2.5,1.5,0.2,17.2,,156.1,24,15.1
350000,福建省,2010,605.1,83.6,4.8,,415.5,52.7,35.0,1.4,149.8,29.5,809.2,111,158.9
350000,福建省,2009,,,,,,,,,,,,,
350000,福建省,2008,,,,,,,,,,,,,
350000,福建省,2007,,,,,,,,,,,,,
350000,福建省,2006,,,,,,,,,,,,,
350000,福建省,2005,,,,,,,,,,,,,
350000,福建省,2004,,,,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,
360000,江西省,2019,1200.7,216.8,492.6,92.2,671.1,122.7,37.0,1.9,,,1545.9,56,333.6
360000,江西省,2018,530.7,60.4,309.7,29.7,167.0,28.1,19.4,0.9,34.6,1.7,621.1,37,58.8
360000,江西省,2017,441.4,55.3,41.2,2.5,394.9,52.6,5.3,0.2,,,665.5,20,118.23
360000,江西省,2016,786.1,72.5,35.3,6.5,424.8,55.5,35.2,3.8,290.8,6.7,805.1,45,106.0
360000,江西省,2015,455.3,39.5,,,439.3,38.6,16.0,0.9,,,628.3,50,69.7
360000,江西省,2014,487.1,46.6,,,416.3,42.1,42.4,4.4,28.4,0.1,634.2,50,72.8
360000,江西省,2013,1049.1,84.8,576.1,68.7,316.4,11.6,24.5,1.4,132.1,3.1,1160.3,35,90.2
360000,江西省,2012,673.5,47.5,,,448.4,37.1,84.1,2.2,141.0,8.2,775.9,41,113.3
360000,江西省,2011,1075.3,68.5,518.4,25.3,447.4,41.7,9.2,,100.3,1.5,1659.3,34,135.7
360000,江西省,2010,2075.2,207.5,,,1812.9,188.3,119.7,5.7,142.6,13.5,2184.6,103,520.0
360000,江西省,2009,,,,,,,,,,,,,
360000,江西省,2008,,,,,,,,,,,,,
360000,江西省,2007,,,,,,,,,,,,,
360000,江西省,2006,,,,,,,,,,,,,
360000,江西省,2005,,,,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,
370000,山东省,2019,1340.7,198.7,282.5,20.1,946.1,159.9,111.8,18.7,0.3,,1126.6,21,425.3
370000,山东省,2018,983.8,97.2,22.9,0.3,851.2,85.3,103.2,7.8,6.5,3.8,889.3,39,289.6
370000,山东省,2017,856.9,86.4,531.0,81.3,97.5,4.2,227.1,0.7,1.3,0.2,785.7,2,86.78
370000,山东省,2016,552.2,34.7,211.6,15.3,105.6,6.1,208.5,12.1,26.5,1.2,544.2,6,72.6
370000,山东省,2015,1379.0,98.9,883.2,65.4,245.1,8.4,207.6,23.4,43.1,1.7,1173.2,11,80.7
370000,山东省,2014,886.1,76.7,688.5,60.0,139.7,2.9,57.7,13.8,0.2,,959.8,1,82.4
370000,山东省,2013,1461.7,145.1,206.7,,900.5,141.7,111.6,1.1,242.9,2.3,1157.5,3,89.7
370000,山东省,2012,1822.6,89.8,673.3,7.4,934.2,75.3,215.1,7.1,,,1940.3,16,244.8
370000,山东省,2011,2117.2,50.1,1294.9,16.7,694.2,31.3,107.3,2.1,20.8,,3083.3,12,147.5
370000,山东省,2010,2582.3,148.4,585.5,4.1,1544.7,142.9,75.7,1.4,376.4,,2226.3,12,205.4
370000,山东省,2009,,,,,,,,,,,,,
370000,山东省,2008,,,,,,,,,,,,,
370000,山东省,2007,,,,,,,,,,,,,
370000,山东省,2006,,,,,,,,,,,,,
370000,山东省,2005,,,,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,
410000,河南省,2019,969.8,97.4,807.1,90.0,86.9,3.1,75.8,4.3,,,1221.9,6,41.9
410000,河南省,2018,1167.7,86.1,4.3,0.8,829.8,56.8,99.1,3.6,234.5,24.9,1332.3,15,63.5
410000,河南省,2017,1247.0,109.4,219.1,43.7,933.7,63.2,93.5,2.5,0.7,,1538.5,21,58.16
410000,河南省,2016,519.3,63.1,173.3,18.9,206.8,38.4,139.1,5.8,0.1,,712.2,54,124.6
410000,河南省,2015,225.1,12.2,,,52.6,2.8,152.6,8.9,19.9,0.5,516.5,19,44.0
410000,河南省,2014,1905.2,210.4,1809.3,203.8,48.3,3.7,37.7,2.9,9.9,,2491.0,10,118.7
410000,河南省,2013,1179.9,93.7,848.1,72.0,61.3,0.2,198.7,20.7,71.8,0.8,2587.8,20,109.6
410000,河南省,2012,1388.8,22.6,1001.5,2.7,367.1,19.4,20.2,0.5,,,1232.1,14,26.8
410000,河南省,2011,1477.6,27.4,1020.4,12.9,287.3,10.0,146.2,4.5,23.7,,2468.0,28,62.0
410000,河南省,2010,1568.1,95.3,50.4,,1129.8,79.6,100.6,11.5,287.3,4.2,1843.8,147,195.2
410000,河南省,2009,,,,,,,,,,,,,
410000,河南省,2008,,,,,,,,,,,,,
410000,河南省,2007,,,,,,,,,,,,,
410000,河南省,2006,,,,,,,,,,,,,
410000,河南省,2005,,,,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,
420000,湖北省,2019,1429.8,202.0,1153.4,173.6,219.0,22.7,45.8,5.2,11.6,0.5,1281.6,49,100.7
420000,湖北省,2018,1076.1,89.0,515.1,54.2,147.1,10.6,19.2,3.7,394.7,20.5,1026.3,11,81.1
420000,湖北省,2017,1437.1,200.8,626.7,34.3,692.7,160.4,41.0,5.6,76.7,0.5,1254.8,42,149.65
420000,湖北省,2016,2741.2,368.8,341.9,39.0,1870.2,319.2,36.9,5.5,492.2,5.1,2331.0,133,837.7
420000,湖北省,2015,1115.6,90.5,117.7,12.1,873.7,74.4,50.5,2.7,73.7,1.3,1100.2,54,82.2
420000,湖北省,2014,1058.8,72.8,633.5,21.8,293.6,36.1,48.8,4.2,82.9,10.7,986.9,24,68.4
420000,湖北省,2013,2487.9,141.3,1861.9,110.0,455.7,22.5,70.0,6.6,100.3,2.2,2353.9,46,145.0
420000,湖北省,2012,1718.7,112.3,939.2,39.5,667.2,63.6,38.2,5.1,74.1,4.1,1703.6,64,131.7
420000,湖北省,2011,2580.0,143.3,1205.4,49.0,891.1,63.8,160.5,11.8,323.0,18.7,2843.3,65,216.2
420000,湖北省,2010,2465.5,200.2,204.4,4.7,1998.9,177.3,33.3,6.1,228.9,12.1,2362.5,139,238.7
420000,湖北省,2009,,,,,,,,,,,,,
420000,湖北省,2008,,,,,,,,,,,,,
420000,湖北省,2007,,,,,,,,,,,,,
420000,湖北省,2006,,,,,,,,,,,,,
420000,湖北省,2005,,,,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,,
