省份编码,省份,年份,等级教练员发展人数(人),等级女教练员发展人数(人),国家级教练员发展人数(人),国家级女教练员发展人数(人),高级教练员发展人数(人),高级女教练员发展人数(人),中级教练员发展人数(人),中级女教练员发展人数(人),初级教练员发展人数(人),初级女教练员发展人数(人)
140000,山西省,2009,,,,,,,,,,
140000,山西省,2008,,,,,,,,,,
140000,山西省,2007,,,,,,,,,,
140000,山西省,2006,,,,,,,,,,
140000,山西省,2005,,,,,,,,,,
140000,山西省,2004,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,,,
150000,内蒙古自治区,2015,29,10,,,3,1,,,,
150000,内蒙古自治区,2014,43,15,,,7,3,,,,
150000,内蒙古自治区,2013,23,7,,,6,2,,,,
150000,内蒙古自治区,2012,2,,,,2,,,,,
150000,内蒙古自治区,2011,15,3,,,2,1,3,,10,2
150000,内蒙古自治区,2010,1,0,1,,,,,,,
150000,内蒙古自治区,2009,,,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,,
210000,辽宁省,2015,115,35,4,,16,3,,,,
210000,辽宁省,2014,112,33,,,14,3,,,,
210000,辽宁省,2013,98,26,7,,18,4,,,,
210000,辽宁省,2012,51,14,9,2,9,4,8,3,25,4
210000,辽宁省,2011,92,24,3,2,10,3,31,6,48,13
210000,辽宁省,2010,220,56,12,5,68,19,61,10,79,22
210000,辽宁省,2009,,,,,,,,,,
210000,辽宁省,2008,,,,,,,,,,
210000,辽宁省,2007,,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,
220000,吉林省,2017,,,,,,,,,,
220000,吉林省,2016,,,,,,,,,,
220000,吉林省,2015,53,8,1,,21,3,,,,
220000,吉林省,2014,47,11,1,,20,5,,,,
220000,吉林省,2013,44,10,1,,17,4,,,,
220000,吉林省,2012,21,9,2,,9,4,3,1,7,4
220000,吉林省,2011,30,15,,,11,3,10,5,9,7
220000,吉林省,2010,11,3,1,1,3,1,3,,4,1
220000,吉林省,2009,,,,,,,,,,
220000,吉林省,2008,,,,,,,,,,
220000,吉林省,2007,,,,,,,,,,
220000,吉林省,2006,,,,,,,,,,
220000,吉林省,2005,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,,
230000,黑龙江省,2015,59,15,2,1,16,4,,,,
230000,黑龙江省,2014,61,17,4,2,17,5,,,,
230000,黑龙江省,2013,49,8,6,1,14,3,,,,
230000,黑龙江省,2012,24,6,4,,3,1,9,2,8,3
230000,黑龙江省,2011,37,11,,,11,1,9,1,17,9
230000,黑龙江省,2010,215,57,9,4,57,16,97,23,52,14
230000,黑龙江省,2009,,,,,,,,,,
230000,黑龙江省,2008,,,,,,,,,,
230000,黑龙江省,2007,,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,
310000,上海市,2017,,,,,,,,,,
310000,上海市,2016,,,,,,,,,,
310000,上海市,2015,40,16,1,1,9,2,,,,
310000,上海市,2014,42,16,1,1,10,2,,,,
310000,上海市,2013,48,17,5,1,10,2,,,,
310000,上海市,2012,4,,4,,,,,,,
310000,上海市,2011,22,3,,,9,2,7,,6,1
310000,上海市,2010,76,25,1,,1,,16,1,58,24
310000,上海市,2009,,,,,,,,,,
310000,上海市,2008,,,,,,,,,,
310000,上海市,2007,,,,,,,,,,
310000,上海市,2006,,,,,,,,,,
310000,上海市,2005,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,
320000,江苏省,2017,,,,,,,,,,
320000,江苏省,2016,,,,,,,,,,
320000,江苏省,2015,104,27,3,2,14,2,,,,
320000,江苏省,2014,111,27,3,2,12,1,,,,
320000,江苏省,2013,85,22,6,1,4,1,,,,
320000,江苏省,2012,49,10,2,,13,4,11,3,23,3
320000,江苏省,2011,80,27,2,,9,3,29,9,40,15
320000,江苏省,2010,178,57,5,,57,15,77,31,39,11
320000,江苏省,2009,,,,,,,,,,
320000,江苏省,2008,,,,,,,,,,
320000,江苏省,2007,,,,,,,,,,
320000,江苏省,2006,,,,,,,,,,
320000,江苏省,2005,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,
330000,浙江省,2017,,,,,,,,,,
330000,浙江省,2016,,,,,,,,,,
330000,浙江省,2015,71,20,3,,19,5,,,,
330000,浙江省,2014,65,23,,,19,7,,,,
330000,浙江省,2013,79,25,2,,19,7,,,,
330000,浙江省,2012,35,14,2,,5,,7,3,21,11
330000,浙江省,2011,48,17,1,,6,1,4,1,37,15
330000,浙江省,2010,28,12,7,3,3,1,12,6,6,2
330000,浙江省,2009,,,,,,,,,,
330000,浙江省,2008,,,,,,,,,,
330000,浙江省,2007,,,,,,,,,,
330000,浙江省,2006,,,,,,,,,,
330000,浙江省,2005,,,,,,,,,,
330000,浙江省,2004,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,
340000,安徽省,2017,,,,,,,,,,
340000,安徽省,2016,,,,,,,,,,
340000,安徽省,2015,17,6,,,6,2,,,,
340000,安徽省,2014,14,4,,,4,1,,,,
340000,安徽省,2013,16,3,2,,2,1,,,,
340000,安徽省,2012,27,4,1,,1,1,7,2,18,1
340000,安徽省,2011,19,2,,,,,,,19,2
340000,安徽省,2010,29,6,1,1,4,,10,3,14,2
340000,安徽省,2009,,,,,,,,,,
340000,安徽省,2008,,,,,,,,,,
340000,安徽省,2007,,,,,,,,,,
340000,安徽省,2006,,,,,,,,,,
340000,安徽省,2005,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,
350000,福建省,2017,,,,,,,,,,
350000,福建省,2016,,,,,,,,,,
350000,福建省,2015,121,49,1,,22,12,,,,
350000,福建省,2014,131,52,,,22,12,,,,
350000,福建省,2013,130,49,3,,22,13,,,,
350000,福建省,2012,67,27,4,1,6,1,8,4,49,21
350000,福建省,2011,60,25,1,,14,4,14,6,31,15
350000,福建省,2010,23,8,3,1,2,1,3,1,15,5
350000,福建省,2009,,,,,,,,,,
350000,福建省,2008,,,,,,,,,,
350000,福建省,2007,,,,,,,,,,
350000,福建省,2006,,,,,,,,,,
350000,福建省,2005,,,,,,,,,,
350000,福建省,2004,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,
360000,江西省,2017,,,,,,,,,,
360000,江西省,2016,,,,,,,,,,
360000,江西省,2015,41,14,1,,11,4,,,,
360000,江西省,2014,45,14,1,,9,3,,,,
360000,江西省,2013,27,9,1,,4,2,,,,
360000,江西省,2012,9,1,2,,2,,3,1,2,
360000,江西省,2011,17,5,,,5,2,6,,6,3
360000,江西省,2010,3,0,1,,,,1,,1,
360000,江西省,2009,,,,,,,,,,
360000,江西省,2008,,,,,,,,,,
360000,江西省,2007,,,,,,,,,,
360000,江西省,2006,,,,,,,,,,
360000,江西省,2005,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,
370000,山东省,2017,,,,,,,,,,
370000,山东省,2016,,,,,,,,,,
370000,山东省,2015,157,42,2,,25,6,,,,
370000,山东省,2014,149,49,1,,25,6,,,,
370000,山东省,2013,165,47,3,,29,7,,,,
370000,山东省,2012,35,7,6,,1,1,5,1,23,5
370000,山东省,2011,95,41,,,9,1,37,16,49,24
370000,山东省,2010,22,6,5,2,2,1,4,1,11,2
370000,山东省,2009,,,,,,,,,,
370000,山东省,2008,,,,,,,,,,
370000,山东省,2007,,,,,,,,,,
370000,山东省,2006,,,,,,,,,,
370000,山东省,2005,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,
410000,河南省,2017,,,,,,,,,,
410000,河南省,2016,,,,,,,,,,
410000,河南省,2015,55,15,2,,14,5,,,,
410000,河南省,2014,48,14,2,,11,3,,,,
410000,河南省,2013,42,10,2,,5,1,,,,
410000,河南省,2012,26,8,1,,6,3,5,1,14,4
410000,河南省,2011,82,19,,,18,6,37,4,27,9
410000,河南省,2010,74,19,1,,14,5,33,9,26,5
410000,河南省,2009,,,,,,,,,,
410000,河南省,2008,,,,,,,,,,
410000,河南省,2007,,,,,,,,,,
410000,河南省,2006,,,,,,,,,,
410000,河南省,2005,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,
420000,湖北省,2017,,,,,,,,,,
420000,湖北省,2016,,,,,,,,,,
420000,湖北省,2015,42,6,2,,4,2,,,,
420000,湖北省,2014,42,6,,,3,2,,,,
420000,湖北省,2013,40,4,,,3,1,,,,
420000,湖北省,2012,9,1,3,,2,,3,1,1,
420000,湖北省,2011,52,13,3,1,22,4,14,2,13,6
420000,湖北省,2010,3,1,,,1,,1,1,1,
420000,湖北省,2009,,,,,,,,,,
420000,湖北省,2008,,,,,,,,,,
420000,湖北省,2007,,,,,,,,,,
420000,湖北省,2006,,,,,,,,,,
420000,湖北省,2005,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,
430000,湖南省,2017,,,,,,,,,,
430000,湖南省,2016,,,,,,,,,,
430000,湖南省,2015,45,17,2,1,5,1,,,,
430000,湖南省,2014,50,17,2,1,5,1,,,,
430000,湖南省,2013,52,17,,,7,,,,,
430000,湖南省,2012,10,3,,,,,4,1,6,2
430000,湖南省,2011,25,5,,,2,,5,,18,5
430000,湖南省,2010,65,17,1,1,8,1,20,5,36,10
430000,湖南省,2009,,,,,,,,,,
430000,湖南省,2008,,,,,,,,,,
430000,湖南省,2007,,,,,,,,,,
430000,湖南省,2006,,,,,,,,,,
430000,湖南省,2005,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,
440000,广东省,2017,,,,,,,,,,
440000,广东省,2016,,,,,,,,,,
440000,广东省,2015,111,26,7,1,16,2,,,,
440000,广东省,2014,112,27,8,1,25,6,,,,
440000,广东省,2013,119,30,14,1,25,6,,,,
440000,广东省,2012,74,18,9,1,7,2,21,6,37,9
440000,广东省,2011,42,17,,,3,2,16,4,23,11
440000,广东省,2010,46,15,10,3,6,4,9,1,21,7
440000,广东省,2009,,,,,,,,,,
440000,广东省,2008,,,,,,,,,,
440000,广东省,2007,,,,,,,,,,
440000,广东省,2006,,,,,,,,,,
440000,广东省,2005,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,,
450000,广西壮族自治区,2015,47,18,3,1,3,2,,,,
450000,广西壮族自治区,2014,76,27,2,1,11,5,,,,
450000,广西壮族自治区,2013,33,12,4,2,,,,,,
450000,广西壮族自治区,2012,83,23,1,,3,,39,11,40,12
450000,广西壮族自治区,2011,41,6,,,1,1,18,3,22,2
450000,广西壮族自治区,2010,46,15,3,1,3,1,16,6,24,7
450000,广西壮族自治区,2009,,,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,
460000,海南省,2017,,,,,,,,,,
460000,海南省,2016,,,,,,,,,,
460000,海南省,2015,8,3,,,,,,,,
460000,海南省,2014,9,2,,,1,,,,,
460000,海南省,2013,8,3,,,1,,,,,
460000,海南省,2012,4,1,1,,,,,,3,1
460000,海南省,2011,8,1,1,,,,4,,3,1
460000,海南省,2010,1,1,1,1,,,,,,
460000,海南省,2009,,,,,,,,,,
460000,海南省,2008,,,,,,,,,,
460000,海南省,2007,,,,,,,,,,
460000,海南省,2006,,,,,,,,,,
460000,海南省,2005,,,,,,,,,,
460000,海南省,2004,,,,,,,,,,
460000,海南省,2003,,,,,,,,,,
460000,海南省,2002,,,,,,,,,,
460000,海南省,2001,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,
500000,重庆市,2019,,,,,,,,,,
500000,重庆市,2018,,,,,,,,,,
500000,重庆市,2017,,,,,,,,,,
500000,重庆市,2016,,,,,,,,,,
500000,重庆市,2015,21,6,,,2,1,,,,
500000,重庆市,2014,30,8,,,2,1,,,,
500000,重庆市,2013,31,10,,,1,1,,,,
500000,重庆市,2012,44,9,,,5,1,13,3,26,5
500000,重庆市,2011,11,5,,,2,1,3,1,6,3
500000,重庆市,2010,15,3,,,1,,6,,8,3
500000,重庆市,2009,,,,,,,,,,
500000,重庆市,2008,,,,,,,,,,
500000,重庆市,2007,,,,,,,,,,
500000,重庆市,2006,,,,,,,,,,
500000,重庆市,2005,,,,,,,,,,
500000,重庆市,2004,,,,,,,,,,
500000,重庆市,2003,,,,,,,,,,
500000,重庆市,2002,,,,,,,,,,
500000,重庆市,2001,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,
510000,四川省,2019,,,,,,,,,,
510000,四川省,2018,,,,,,,,,,
510000,四川省,2017,,,,,,,,,,
510000,四川省,2016,,,,,,,,,,
510000,四川省,2015,61,16,1,,11,4,,,,
510000,四川省,2014,68,17,1,,13,4,,,,
510000,四川省,2013,64,15,1,,11,2,,,,
510000,四川省,2012,13,2,3,,1,,3,1,6,1
510000,四川省,2011,42,15,,,3,3,14,5,25,7
510000,四川省,2010,120,32,,,20,5,35,11,65,16
510000,四川省,2009,,,,,,,,,,
510000,四川省,2008,,,,,,,,,,
510000,四川省,2007,,,,,,,,,,
510000,四川省,2006,,,,,,,,,,
510000,四川省,2005,,,,,,,,,,
510000,四川省,2004,,,,,,,,,,
510000,四川省,2003,,,,,,,,,,
510000,四川省,2002,,,,,,,,,,
510000,四川省,2001,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,
520000,贵州省,2019,,,,,,,,,,
520000,贵州省,2018,,,,,,,,,,
520000,贵州省,2017,,,,,,,,,,
520000,贵州省,2016,,,,,,,,,,
520000,贵州省,2015,9,4,1,1,2,,,,,
520000,贵州省,2014,14,4,1,1,3,,,,,
520000,贵州省,2013,8,5,1,,2,1,,,,
520000,贵州省,2012,33,13,1,,8,3,11,5,13,5
520000,贵州省,2011,11,3,,,1,,2,1,8,2
520000,贵州省,2010,30,7,,,9,,6,1,15,6
520000,贵州省,2009,,,,,,,,,,
520000,贵州省,2008,,,,,,,,,,
520000,贵州省,2007,,,,,,,,,,
520000,贵州省,2006,,,,,,,,,,
520000,贵州省,2005,,,,,,,,,,
520000,贵州省,2004,,,,,,,,,,
520000,贵州省,2003,,,,,,,,,,
520000,贵州省,2002,,,,,,,,,,
520000,贵州省,2001,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,
530000,云南省,2019,,,,,,,,,,
530000,云南省,2018,,,,,,,,,,
530000,云南省,2017,,,,,,,,,,
530000,云南省,2016,,,,,,,,,,
530000,云南省,2015,74,17,2,,9,3,,,,
530000,云南省,2014,85,18,2,,6,1,,,,
530000,云南省,2013,89,20,3,,4,1,,,,
530000,云南省,2012,2,,1,,,,1,,,
530000,云南省,2011,33,14,,,2,,14,5,17,9
530000,云南省,2010,9,4,,,1,,3,1,5,3
530000,云南省,2009,,,,,,,,,,
530000,云南省,2008,,,,,,,,,,
530000,云南省,2007,,,,,,,,,,
530000,云南省,2006,,,,,,,,,,
530000,云南省,2005,,,,,,,,,,
530000,云南省,2004,,,,,,,,,,
530000,云南省,2003,,,,,,,,,,
530000,云南省,2002,,,,,,,,,,
530000,云南省,2001,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,,
540000,西藏自治区,2016,,,,,,,,,,
540000,西藏自治区,2015,5,1,,,,,,,,
540000,西藏自治区,2014,6,,,,,,,,,
540000,西藏自治区,2013,4,,,,,,,,,
540000,西藏自治区,2012,15,5,,,1,,3,1,11,4
540000,西藏自治区,2011,7,2,,,,,6,2,1,
540000,西藏自治区,2010,0,0,,,,,,,,
540000,西藏自治区,2009,,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,
610000,陕西省,2019,,,,,,,,,,
610000,陕西省,2018,,,,,,,,,,
610000,陕西省,2017,,,,,,,,,,
610000,陕西省,2016,,,,,,,,,,
610000,陕西省,2015,52,14,2,,8,,,,,
610000,陕西省,2014,39,11,2,,4,,,,,
610000,陕西省,2013,34,7,2,,5,,,,,
610000,陕西省,2012,27,9,2,,,,5,1,20,8
610000,陕西省,2011,27,10,,,1,1,6,2,20,7
610000,陕西省,2010,6,0,,,1,,2,,3,
610000,陕西省,2009,,,,,,,,,,
610000,陕西省,2008,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,,
620000,甘肃省,2016,,,,,,,,,,
620000,甘肃省,2015,43,13,,,12,3,,,,
620000,甘肃省,2014,45,13,,,9,1,,,,
620000,甘肃省,2013,42,10,,,12,2,,,,
620000,甘肃省,2012,6,3,,,1,1,2,1,3,1
620000,甘肃省,2011,20,4,,,3,,4,,13,4
620000,甘肃省,2010,64,5,,,9,,21,2,34,3
620000,甘肃省,2009,,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,
630000,青海省,2019,,,,,,,,,,
630000,青海省,2018,,,,,,,,,,
630000,青海省,2017,,,,,,,,,,
630000,青海省,2016,,,,,,,,,,
630000,青海省,2015,8,2,1,,2,,,,,
630000,青海省,2014,15,2,,,5,1,,,,
630000,青海省,2013,,,,,,,,,,
630000,青海省,2012,,,,,,,,,,
630000,青海省,2011,4,0,,,1,,1,,2,
630000,青海省,2010,13,1,,,2,,3,,8,1
630000,青海省,2009,,,,,,,,,,
630000,青海省,2008,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,,,
640000,宁夏回族自治区,2015,9,1,,,3,1,,,,
640000,宁夏回族自治区,2014,8,2,,,3,1,,,,
640000,宁夏回族自治区,2013,13,5,,,2,,,,,
640000,宁夏回族自治区,2012,1,,,,,,,,1,
640000,宁夏回族自治区,2011,4,1,,,,,2,,2,1
640000,宁夏回族自治区,2010,1,0,,,,,,,1,
640000,宁夏回族自治区,2009,,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,
