省份编码,省份,年份,医疗卫生机构诊疗人次(亿次),医疗卫生机构门急诊诊疗人次数(亿次),医疗卫生机构观察室留观病例数(万人),医疗卫生机构门诊健康检查人数(万人),医疗卫生机构急诊抢救成功率(%),医疗卫生机构急诊病死率(%),医疗卫生机构观察室病死率(%)
150000,内蒙古自治区,2009,,,,,,,
150000,内蒙古自治区,2008,,,,,,,
150000,内蒙古自治区,2007,,,,,,,
150000,内蒙古自治区,2006,,,,,,,
150000,内蒙古自治区,2005,,,,,,,
150000,内蒙古自治区,2004,,,,,,,
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,1.99875532,1.87153062,261.7373,1010.253,,0.13,0.07
210000,辽宁省,2018,1.98690224,1.84948825,249.8171,973.3149,,0.13,0.1
210000,辽宁省,2017,2.00422682,1.86359879,242.9312,955.7901,,0.13,0.09
210000,辽宁省,2016,1.92941947,1.78598447,252.8364,933.0822,,0.1248575703,0.059959721
210000,辽宁省,2015,1.85509799,1.71315393,255.0031,950.0463,,0.121283595822443,0.06517567825646
210000,辽宁省,2014,1.84512966,1.70081242,273.1897,1050.4484,,0.1255870532,0.0570665732
210000,辽宁省,2013,1.78380704,1.6408968,298.6798,898.3342,,0.12898807378376,0.103890520885577
210000,辽宁省,2012,1.75255041,1.58642538,300.8438,804.478,,0.13831043126853,0.061427225689876
210000,辽宁省,2011,1.54400472,1.42457161,301.4231,695.912,95.0861035273348,0.136990498433219,0.104172507017544
210000,辽宁省,2010,1.470901,1.34025501,317.8774,594.1855,96.3930018220736,0.128615908292185,0.04747113195213
210000,辽宁省,2009,,,,,,,
210000,辽宁省,2008,,,,,,,
210000,辽宁省,2007,,,,,,,
210000,辽宁省,2006,,,,,,,
210000,辽宁省,2005,,,,,,,
210000,辽宁省,2004,,,,,,,
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,1.10419561,1.00093396,41.821,498.6321,,0.12,0.12
220000,吉林省,2018,1.10406451,0.99265028,51.2832,507.7555,,0.11,0.07
220000,吉林省,2017,1.08432944,0.96247427,52.0545,456.8885,,0.1,0.09
220000,吉林省,2016,1.07607593,0.95463389,50.5068,447.6355,,0.0994845939,0.0857310303
220000,吉林省,2015,1.0469227,0.93130809,65.8454,419.6244,,0.104597332856087,0.779401446418429
220000,吉林省,2014,1.0634936,0.93801837,66.3068,417.5443,,0.0986109518,0.066961458
220000,吉林省,2013,1.02045935,0.90358001,55.7599,413.3733,,0.096564863584129,0.21215963443263
220000,吉林省,2012,0.97428078,0.86030281,53.6465,438.4017,,0.106069740346476,0.10755594493583
220000,吉林省,2011,0.89831148,0.81115691,52.171,378.3944,80.0040388326278,0.096220406722132,0.107147649077073
220000,吉林省,2010,0.86136909,0.79253716,61.9228,406.9933,96.8247459573104,0.101950626143116,0.088820272985072
220000,吉林省,2009,,,,,,,
220000,吉林省,2008,,,,,,,
220000,吉林省,2007,,,,,,,
220000,吉林省,2006,,,,,,,
220000,吉林省,2005,,,,,,,
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,1.12508919,1.05119073,37.6849,646.074,,0.16,0.34
230000,黑龙江省,2018,1.11779824,1.04144895,39.2287,598.4898,,0.14,0.35
230000,黑龙江省,2017,1.17906619,1.09712176,38.3611,617.7885,,0.4,0.36
230000,黑龙江省,2016,1.18908161,1.09746506,52.1731,575.59,,0.1745409737,0.3174049462
230000,黑龙江省,2015,1.14748541,1.05363415,48.3039,604.2663,,0.131847359013065,0.311569045149564
230000,黑龙江省,2014,1.20844594,1.10434804,60.8483,597.8442,,0.1140123775,0.232381184
230000,黑龙江省,2013,1.20940915,1.09355441,49.0697,592.6037,,0.110360166054926,0.348076307782603
230000,黑龙江省,2012,1.15285849,1.03624553,54.3977,686.7418,,0.117118418876354,0.198170143222967
230000,黑龙江省,2011,1.05729867,0.92898859,50.8802,600.873,97.9542719614922,0.132293174034521,0.21580103851793
230000,黑龙江省,2010,1.05098901,0.91424262,58.2961,544.5717,97.5009264626232,0.157554222117931,0.196239542610912
230000,黑龙江省,2009,,,,,,,
230000,黑龙江省,2008,,,,,,,
230000,黑龙江省,2007,,,,,,,
230000,黑龙江省,2006,,,,,,,
230000,黑龙江省,2005,,,,,,,
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,2.75599946,2.71383748,18.3641,1020.3926,,0.1,1.71
310000,上海市,2018,2.70168774,2.66409385,16.0438,1000.9077,,0.11,2.75
310000,上海市,2017,2.65794415,2.61528412,17.8351,959.5973,,0.11,2.52
310000,上海市,2016,2.59319129,2.55488722,18.5585,880.5021,,0.1165571888,2.5373817927
310000,上海市,2015,2.57693124,2.51557889,42.2827,776.3972,,0.123533766200125,1.07750924136822
310000,上海市,2014,2.50597123,2.44966926,17.4999,652.553,,0.1247120826,2.9085880491
310000,上海市,2013,2.34066344,2.29502219,31.589,676.9387,,0.143955845861847,1.38655861217512
310000,上海市,2012,2.20859433,2.17245821,33.2631,630.2523,,0.128732033404357,1.53713875134909
310000,上海市,2011,2.10629305,2.0810221,49.8839,613.9596,96.6660295800203,0.139258406110847,0.962635239025016
310000,上海市,2010,2.00399498,1.97423996,61.5094,591.3171,96.6061383310502,0.140031074568565,0.796301053172361
310000,上海市,2009,,,,,,,
310000,上海市,2008,,,,,,,
310000,上海市,2007,,,,,,,
310000,上海市,2006,,,,,,,
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,6.17216469,5.99497385,146.0849,3360.5787,,0.04,0.06
320000,江苏省,2018,5.94421128,5.77557093,149.3879,3286.6992,,0.04,0.03
320000,江苏省,2017,5.84337028,5.6793038,170.677,3059.8116,,0.04,0.04
320000,江苏省,2016,5.51949189,5.36538852,169.5626,2786.4253,,0.0403997629,0.0265978465
320000,江苏省,2015,5.45791558,5.3118328,179.8993,2900.2218,,0.04460208390117,0.035908977967118
320000,江苏省,2014,5.25785762,5.10212751,204.2101,2730.4127,,0.0414303654,0.037902141
320000,江苏省,2013,4.94401226,4.78592532,216.8314,2600.0335,,0.04216476322747,0.042659873062665
320000,江苏省,2012,4.50546481,4.34904224,208.7359,2309.3255,,0.040326079101126,0.052171188568905
320000,江苏省,2011,4.0683718,3.91599447,208.9728,2264.203,94.6800708482708,0.044020868177415,0.045173343133652
320000,江苏省,2010,3.84655571,3.69935098,213.2553,2017.5554,96.9838277079959,0.047475335902959,0.036716555227467
320000,江苏省,2009,,,,,,,
320000,江苏省,2008,,,,,,,
320000,江苏省,2007,,,,,,,
320000,江苏省,2006,,,,,,,
320000,江苏省,2005,,,,,,,
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,6.81331526,6.65469747,117.1383,3074.4796,,0.03,0.17
330000,浙江省,2018,6.27551592,6.14687505,125.6826,3043.5371,,0.03,0.17
330000,浙江省,2017,5.95141249,5.82826297,127.0262,2769.5986,,0.03,0.16
330000,浙江省,2016,5.55212876,5.44525149,108.4734,8490.9506,,0.0367481085,0.1467640915
330000,浙江省,2015,5.29734231,5.19749885,113.8822,2462.4309,,0.033917855966382,0.15849711368414
330000,浙江省,2014,5.04249625,4.9425421,113.442,2259.7352,,0.0346309396,0.1754200384
330000,浙江省,2013,4.75263495,4.66001047,123.3692,2203.0692,,0.037729335086276,0.148416298395386
330000,浙江省,2012,4.51911194,4.4341671,114.9435,2072.5763,,0.039389146994733,0.151987715703802
330000,浙江省,2011,4.0886225,4.01742212,124.013,1972.2328,97.6318857475954,0.038052796192544,0.152887197309959
330000,浙江省,2010,3.60997973,3.54278606,128.9089,1974.4374,92.8574086593028,0.044530065052932,0.147856354371188
330000,浙江省,2009,,,,,,,
330000,浙江省,2008,,,,,,,
330000,浙江省,2007,,,,,,,
330000,浙江省,2006,,,,,,,
330000,浙江省,2005,,,,,,,
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,3.33159292,3.12239737,88.6422,1659.7569,,0.06,0.05
340000,安徽省,2018,2.97019168,2.84348012,111.4573,1478.1628,,0.07,0.03
340000,安徽省,2017,2.8012228,2.66785981,140.3872,1504.8604,,0.07,0.01
340000,安徽省,2016,2.63001944,2.51672653,159.8351,1390.537,,0.0763404746,0.0201457627
340000,安徽省,2015,2.64468618,2.53326952,173.2847,1359.8473,,0.070452385702569,0.021121310767771
340000,安徽省,2014,2.62820439,2.51244757,169.9417,1328.1508,,0.0820788899,0.020242236
340000,安徽省,2013,2.5474342,2.42391552,189.2043,1333.5723,,0.080791402123167,0.014481700468753
340000,安徽省,2012,2.34915352,2.22773005,190.9437,1378.3655,,0.084048866721384,0.021577040771704
340000,安徽省,2011,2.04303899,1.92362186,211.487,1246.4498,93.8070493687079,0.082881696454161,0.014516258682567
340000,安徽省,2010,1.98541635,1.85186951,197.5608,1025.2146,96.2347038824443,0.08591349910271,0.014223469433207
340000,安徽省,2009,,,,,,,
340000,安徽省,2008,,,,,,,
340000,安徽省,2007,,,,,,,
340000,安徽省,2006,,,,,,,
340000,安徽省,2005,,,,,,,
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,2.48996411,2.42084397,69.6274,1086.7665,,0.03,0.03
350000,福建省,2018,2.336676,2.26556934,67.6259,1075.6289,,0.03,0.02
350000,福建省,2017,2.26356151,2.20034235,71.4004,1016.9337,,0.03,0.03
350000,福建省,2016,2.19266573,2.13139309,66.4021,921.5055,,0.0245279428,0.0420167434
350000,福建省,2015,2.11900466,2.05502178,86.1023,869.8607,,0.028585763412804,0.0599287127057
350000,福建省,2014,2.12119356,2.05275563,94.1769,943.321,,0.0286075685,0.0222984617
350000,福建省,2013,2.03956273,1.96056735,94.7126,939.6176,,0.0280415371841,0.021644427457382
350000,福建省,2012,1.9203119,1.84630437,101.9947,911.2276,,0.028898213803793,0.018824507547941
350000,福建省,2011,1.75181563,1.6885241,108.5316,852.5327,95.5619496554365,0.026212362278002,0.010227436064704
350000,福建省,2010,1.64074506,1.57635249,114.4206,752.5068,95.7091807947554,0.035490420262647,0.013808702279135
350000,福建省,2009,,,,,,,
350000,福建省,2008,,,,,,,
350000,福建省,2007,,,,,,,
350000,福建省,2006,,,,,,,
350000,福建省,2005,,,,,,,
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,2.36277434,2.26563556,119.0226,1401.6942,,0.04,0.03
360000,江西省,2018,2.12322869,2.03011233,119.0206,1558.2746,,0.04,0.03
360000,江西省,2017,2.16051523,2.06410955,141.8014,1500.9877,,0.04,0.02
360000,江西省,2016,2.13411742,2.03778881,170.3886,1283.6018,,0.0332017104,0.0183110842
360000,江西省,2015,2.0838305,1.98574109,177.3809,1186.1629,,0.037274406918383,0.024918128163743
360000,江西省,2014,2.10871031,2.00913602,193.8261,1161.2553,,0.0343045228,0.016716015
360000,江西省,2013,1.98526885,1.88292371,217.2193,1134.0501,,0.032047655438092,0.014547510281085
360000,江西省,2012,1.89724177,1.78535528,235.0725,1181.5093,,0.031986193162559,0.010252156249668
360000,江西省,2011,1.78937053,1.67846377,218.6701,1045.9351,96.4397262886844,0.032010496682336,0.01408514469971
360000,江西省,2010,1.56378218,1.48004863,210.1935,712.6597,98.1891618983507,0.034412326991756,0.018506756869266
360000,江西省,2009,,,,,,,
360000,江西省,2008,,,,,,,
360000,江西省,2007,,,,,,,
360000,江西省,2006,,,,,,,
360000,江西省,2005,,,,,,,
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,6.74640523,6.46957192,291.6732,3015.8836,,0.14,0.16
370000,山东省,2018,6.55617685,6.27531609,337.5093,3210.1793,,0.14,0.15
370000,山东省,2017,6.44363178,6.14289085,409.8479,3152.7706,,0.16,0.1
370000,山东省,2016,6.21629641,5.8969517,374.3792,2854.5873,,0.1620900202,0.1156581349
370000,山东省,2015,6.15213256,5.85657185,386.7813,2818.5248,,0.171305603729192,0.110217324363923
370000,山东省,2014,6.31266197,5.99058888,419.4188,2800.7615,,0.1690767418,0.093605723
370000,山东省,2013,6.22079035,5.88796501,462.8706,2809.7802,,0.184859722739275,0.091602275020276
370000,山东省,2012,5.8264687,5.4763768,476.9083,2884.5809,,0.179727759492881,0.096538475006621
370000,山东省,2011,5.17942116,4.8687332,846.7521,2605.2055,94.7246492499111,0.198479958519656,0.049991018622806
370000,山东省,2010,4.80244146,4.47813101,494.5075,2511.5705,95.8782298372389,0.201235432847319,0.080403229475792
370000,山东省,2009,,,,,,,
370000,山东省,2008,,,,,,,
370000,山东省,2007,,,,,,,
370000,山东省,2006,,,,,,,
370000,山东省,2005,,,,,,,
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,6.10202911,5.81166209,138.0239,2774.5656,,0.08,0.11
410000,河南省,2018,5.85427744,5.55984996,138.9869,3150.7435,,0.08,0.11
410000,河南省,2017,5.85201385,5.54803034,159.9927,2990.1264,,0.09,0.11
410000,河南省,2016,5.77769911,5.47689924,161.2656,2635.8304,,0.1763751818,0.1044860156
410000,河南省,2015,5.55529518,5.24170074,171.0876,2771.1215,,0.082041095986294,0.089720119985317
410000,河南省,2014,5.49630611,5.16747293,199.3938,2949.2363,,0.0834166474,0.0803435212
410000,河南省,2013,5.18604412,4.8423777,207.0309,2807.3,,0.087912869491607,0.06433822197556
410000,河南省,2012,4.96552408,4.60532478,195.8205,2664.6053,,0.089965909927079,0.064599978041114
410000,河南省,2011,4.64965269,4.30607298,208.8537,2466.3121,94.9765738386761,0.107629483740693,0.060999637545325
410000,河南省,2010,4.18776228,3.85723156,197.92,1683.443,98.2018245856888,0.125888803782382,0.060276879547292
410000,河南省,2009,,,,,,,
410000,河南省,2008,,,,,,,
410000,河南省,2007,,,,,,,
410000,河南省,2006,,,,,,,
410000,河南省,2005,,,,,,,
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,3.53825758,3.40822126,272.6292,1639.8803,,0.06,0.05
420000,湖北省,2018,3.5149455,3.39124492,298.1254,1714.653,,0.06,0.05
420000,湖北省,2017,3.56018351,3.43189456,334.9263,1685.3102,,0.06,0.04
420000,湖北省,2016,3.54790816,3.39929293,349.2084,1778.2884,,0.0665091109,0.0483665341
420000,湖北省,2015,3.48394038,3.34691704,398.6911,1735.3409,,0.057990376250977,0.036444254712483
420000,湖北省,2014,3.44751784,3.31068508,384.9606,1729.1258,,0.0670766413,0.0397703038
420000,湖北省,2013,3.20597308,3.0601301,410.5298,1731.3667,,0.06961774833301,0.036538151432612
420000,湖北省,2012,3.05791226,2.91299061,398.0181,1732.3177,,0.057074514040661,0.035752142930183
420000,湖北省,2011,2.67984254,2.55778668,393.4858,1573.9161,95.7938658252362,0.062212398234561,0.026633743835229
420000,湖北省,2010,2.3920429,2.27100273,397.4923,1293.401,97.8231659970967,0.11809326518157,0.026340132878046
420000,湖北省,2009,,,,,,,
420000,湖北省,2008,,,,,,,
420000,湖北省,2007,,,,,,,
420000,湖北省,2006,,,,,,,
420000,湖北省,2005,,,,,,,
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,2.80980963,2.63626302,377.1638,1583.5043,,0.03,0.04
430000,湖南省,2018,2.69274119,2.5208294,368.7251,1595.1998,,0.03,0.04
430000,湖南省,2017,2.70584057,2.51133771,387.0233,1627.6682,,0.03,0.04
430000,湖南省,2016,2.64308415,2.45511615,414.6003,1652.2377,,0.0708446093,0.0973950091
430000,湖南省,2015,2.56961281,2.39256683,436.8523,1637.7523,,0.032957062191134,0.033649817112099
430000,湖南省,2014,2.50506548,2.33887075,464.9348,1606.1221,,0.0342984783,0.037682703
430000,湖南省,2013,2.44375823,2.28576949,465.209,1601.7279,,0.032295784843254,0.035704382331382
430000,湖南省,2012,2.28999444,2.13938692,450.6774,1658.7342,,0.034768531219696,0.032550999894825
430000,湖南省,2011,2.16852772,2.02195221,449.3284,1667.6376,97.8654483672149,0.044359438396411,0.033583454773836
430000,湖南省,2010,2.07691553,1.93441448,425.8173,1203.9676,96.992277950107,0.043621530866057,0.031562832228752
430000,湖南省,2009,,,,,,,
430000,湖南省,2008,,,,,,,
430000,湖南省,2007,,,,,,,
430000,湖南省,2006,,,,,,,
430000,湖南省,2005,,,,,,,
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,8.91797672,8.71974552,477.0583,5202.8119,,0.03,0.01
440000,广东省,2018,8.45302553,8.25885598,489.1974,4872.7915,,0.03,0.05
440000,广东省,2017,8.36202228,8.16958304,526.8727,4429.5993,,0.03,0.05
440000,广东省,2016,8.12006651,7.93446531,561.4045,4239.7359,,0.0265201561,0.0444955464
440000,广东省,2015,7.86326275,7.66266393,649.1052,4062.3907,,0.025423325099521,0.036034220647131
440000,广东省,2014,7.80947749,7.59432031,687.4002,3930.2701,,0.0240259519,0.0353360386
440000,广东省,2013,7.57794438,7.3572528,676.191,3704.8478,,0.025221703171768,0.05458516898332
440000,广东省,2012,7.14918028,6.93940191,803.2388,3657.9613,,0.02622605657811,0.029654941967445
440000,广东省,2011,6.5253234,6.30208194,791.4064,3377.0813,97.7316758153051,0.027339558081145,0.029908780116006
440000,广东省,2010,6.02106884,5.82269982,809.8492,3018.3472,97.5380773675665,0.028820835780399,0.026585196355074
440000,广东省,2009,,,,,,,
440000,广东省,2008,,,,,,,
440000,广东省,2007,,,,,,,
440000,广东省,2006,,,,,,,
440000,广东省,2005,,,,,,,
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,2.61311747,2.54034672,114.9891,1508.6329,,0.03,0.06
450000,广西壮族自治区,2018,2.55742589,2.48890108,128.946,1529.2389,,0.04,0.05
450000,广西壮族自治区,2017,2.61030575,2.54254401,151.7948,1404.9517,,0.03,0.04
450000,广西壮族自治区,2016,2.54233641,2.4676518,174.566,1402.8087,,0.0337560613,0.0422762737
450000,广西壮族自治区,2015,2.51883595,2.44069664,186.8569,1382.6573,,0.033619347093913,0.032966403702512
450000,广西壮族自治区,2014,2.49326114,2.40929775,211.3577,1391.0281,,0.0348772053,0.0231834468
450000,广西壮族自治区,2013,2.49698807,2.41682838,197.8839,1334.2444,,0.033178822222486,0.019354783284542
450000,广西壮族自治区,2012,2.31892032,2.23887741,225.0477,1417.5698,,0.03421545409001,0.018351665002575
450000,广西壮族自治区,2011,2.05285704,1.99547069,223.3314,1292.7402,97.0711068650198,0.037012417983299,0.020686746243475
450000,广西壮族自治区,2010,1.95837763,1.90054171,227.6389,951.1298,96.5265067719192,0.03776062046574,0.018889565887025
450000,广西壮族自治区,2009,,,,,,,
450000,广西壮族自治区,2008,,,,,,,
450000,广西壮族自治区,2007,,,,,,,
450000,广西壮族自治区,2006,,,,,,,
450000,广西壮族自治区,2005,,,,,,,
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,0.52526284,0.51433579,14.9127,223.1649,,0.03,0.02
460000,海南省,2018,0.50785497,0.49985619,13.862,208.2678,,0.03,0.06
460000,海南省,2017,0.49616436,0.49014056,18.4691,228.1913,,0.03,0.03
460000,海南省,2016,0.48657469,0.48015148,20.6685,218.847,,0.028773884,0.0164501536
460000,海南省,2015,0.46408719,0.4571982,13.9245,164.7423,,0.036267212896256,0.021544759237316
460000,海南省,2014,0.45312522,0.44412063,30.0937,161.9138,,0.1863118262,0.009304273
