省份编码,省份,年份,乡镇卫生院诊疗人次(亿次),乡镇卫生院入院人数(万人),乡镇卫生院病床使用率(%),乡镇卫生院出院者平均住院日(日)
140000,山西省,2011,0.13410175,47.4711,45.1855668543451,6.93067115120012
140000,山西省,2010,0.12772496,52.7511,45.9727385651781,6.43501663435352
140000,山西省,2009,0.13,,49.9595730329915,5.63441355214836
140000,山西省,2008,0.14,,41.4187462373982,5.51729651596618
140000,山西省,2007,,,,
140000,山西省,2006,,,,
140000,山西省,2005,,,,
140000,山西省,2004,,,,
140000,山西省,2003,,,,
140000,山西省,2002,,,,
140000,山西省,2001,,,,
140000,山西省,2000,,,,
150000,内蒙古自治区,2019,0.10428519,24.1066,29.71,6.9
150000,内蒙古自治区,2018,0.11164829,36.0529,37.6,6.4
150000,内蒙古自治区,2017,0.11850316,40.6058,40.71,5.8
150000,内蒙古自治区,2016,0.12170068,36.2848,42.1798448183,6.5065797643
150000,内蒙古自治区,2015,0.11811,32.1,40.7,6.7
150000,内蒙古自治区,2014,0.12329912,34.3259,40.9694826457,5.995987958
150000,内蒙古自治区,2013,0.12860704,35.2513,40.19626597804,5.20144145662986
150000,内蒙古自治区,2012,0.12271812,32.559,38.4131180964804,5.22629199247256
150000,内蒙古自治区,2011,0.11830538,38.039,39.7606298785689,4.50280003039808
150000,内蒙古自治区,2010,0.12462156,41.6796,42.0201373448409,4.22811086013755
150000,内蒙古自治区,2009,0.12,,44.9037755733893,4.17586465155561
150000,内蒙古自治区,2008,0.11,,39.3830211537302,3.95942291589452
150000,内蒙古自治区,2007,,,,
150000,内蒙古自治区,2006,,,,
150000,内蒙古自治区,2005,,,,
150000,内蒙古自治区,2004,,,,
150000,内蒙古自治区,2003,,,,
150000,内蒙古自治区,2002,,,,
150000,内蒙古自治区,2001,,,,
150000,内蒙古自治区,2000,,,,
210000,辽宁省,2019,0.17946103,44.2505,38.4,7.9
210000,辽宁省,2018,0.1887927,55.7534,43.0,7.3
210000,辽宁省,2017,0.18519517,60.1606,44.39,6.8
210000,辽宁省,2016,0.17181622,55.248,44.3129643661,7.5675831339
210000,辽宁省,2015,0.16067,55.2,43.7,7.3
210000,辽宁省,2014,0.16380081,57.7375,46.3447191511,7.3130271921
210000,辽宁省,2013,0.16497923,62.1303,48.2179241724505,6.65501412715247
210000,辽宁省,2012,0.16977734,62.5119,46.1464500262435,6.16019928651697
210000,辽宁省,2011,0.14043555,57.8499,44.7835269672813,6.15491330475059
210000,辽宁省,2010,0.1369379,62.8259,44.7072071692811,5.47795549529788
210000,辽宁省,2009,0.13,,45.2220884519551,4.82770616301388
210000,辽宁省,2008,0.12,,43.4957510681159,4.01233299631445
210000,辽宁省,2007,,,,
210000,辽宁省,2006,,,,
210000,辽宁省,2005,,,,
210000,辽宁省,2004,,,,
210000,辽宁省,2003,,,,
210000,辽宁省,2002,,,,
210000,辽宁省,2001,,,,
210000,辽宁省,2000,,,,
220000,吉林省,2019,0.10158741,15.5154,27.05,7.4
220000,吉林省,2018,0.10381316,23.2322,32.2,6.5
220000,吉林省,2017,0.10773892,21.9661,31.02,6.6
220000,吉林省,2016,0.09672381,17.6646,28.8003502524,7.4518816139
220000,吉林省,2015,0.09402,17.3,28.3,7.5
220000,吉林省,2014,0.09873313,19.7717,30.1777904006,6.9584419015
220000,吉林省,2013,0.09700883,20.8995,32.2054575493098,6.98315614946562
220000,吉林省,2012,0.10274,30.4844,34.2391935879483,5.50245750160557
220000,吉林省,2011,0.09642309,28.0532,33.3647047209825,5.48972581843502
220000,吉林省,2010,0.10727921,34.5113,33.9808409879921,4.84410945512496
220000,吉林省,2009,0.11,,35.3721383566719,4.02321090264621
220000,吉林省,2008,0.1,,36.2205391490838,4.00843276811542
220000,吉林省,2007,,,,
220000,吉林省,2006,,,,
220000,吉林省,2005,,,,
220000,吉林省,2004,,,,
220000,吉林省,2003,,,,
220000,吉林省,2002,,,,
220000,吉林省,2001,,,,
220000,吉林省,2000,,,,
230000,黑龙江省,2019,0.07921636,38.62,38.78,6.9
230000,黑龙江省,2018,0.08095059,46.1087,41.2,6.5
230000,黑龙江省,2017,0.10379092,69.6213,55.1,6.0
230000,黑龙江省,2016,0.09832813,66.558,56.5862827259,6.2723456601
230000,黑龙江省,2015,0.09637,61.2,53.9,6.5
230000,黑龙江省,2014,0.09455678,56.3303,52.4667422132,6.6513436541
230000,黑龙江省,2013,0.10058103,64.8701,60.0968489376459,5.7178886540423
230000,黑龙江省,2012,0.10642614,57.2291,52.7378689711786,5.37764557201441
230000,黑龙江省,2011,0.0848262,45.8273,46.4110283206092,5.26303299799679
230000,黑龙江省,2010,0.10497062,73.6287,57.3707257118556,4.29687093295653
230000,黑龙江省,2009,0.1,,58.0858421809877,4.08102396764969
230000,黑龙江省,2008,0.09,,51.5945607820603,3.80871235091975
230000,黑龙江省,2007,,,,
230000,黑龙江省,2006,,,,
230000,黑龙江省,2005,,,,
230000,黑龙江省,2004,,,,
230000,黑龙江省,2003,,,,
230000,黑龙江省,2002,,,,
230000,黑龙江省,2001,,,,
230000,黑龙江省,2000,,,,
310000,上海市,2019,,,,
310000,上海市,2018,,,,
310000,上海市,2017,,,,
310000,上海市,2016,,,,
310000,上海市,2015,,,,
310000,上海市,2014,,,,
310000,上海市,2013,,,,
310000,上海市,2012,,,,
310000,上海市,2011,,,,
310000,上海市,2010,,,,
310000,上海市,2009,,,,
310000,上海市,2008,,,,
310000,上海市,2007,,,,
310000,上海市,2006,,,,
310000,上海市,2005,,,,
310000,上海市,2004,,,,
310000,上海市,2003,,,,
310000,上海市,2002,,,,
310000,上海市,2001,,,,
310000,上海市,2000,,,,
320000,江苏省,2019,0.96806451,209.6145,64.23,7.4
320000,江苏省,2018,0.95010187,200.9522,64.8,7.4
320000,江苏省,2017,0.94703473,210.1685,67.54,7.3
320000,江苏省,2016,0.82885508,163.3807,63.5899837982,7.6085675971
320000,江苏省,2015,0.82166,156.9,63.4,7.6
320000,江苏省,2014,0.80656166,150.5772,61.5729234695,7.6118520228
320000,江苏省,2013,0.79413364,147.9139,61.2469447608911,7.3114927344782
320000,江苏省,2012,0.73829962,140.1247,58.089946699397,6.94613840889077
320000,江苏省,2011,0.70258808,141.0277,58.7463238558782,7.08196836093285
320000,江苏省,2010,0.64579277,139.4867,57.2672477245066,6.85637314671086
320000,江苏省,2009,0.74,,56.69807508174,6.50325268452322
320000,江苏省,2008,0.69,,51.7892799260793,5.94923711514583
320000,江苏省,2007,,,,
320000,江苏省,2006,,,,
320000,江苏省,2005,,,,
320000,江苏省,2004,,,,
320000,江苏省,2003,,,,
320000,江苏省,2002,,,,
320000,江苏省,2001,,,,
320000,江苏省,2000,,,,
330000,浙江省,2019,1.11156539,38.592,52.68,8.8
330000,浙江省,2018,1.03560583,34.5873,52.7,8.9
330000,浙江省,2017,0.98299511,33.7402,52.35,9.0
330000,浙江省,2016,0.93518494,30.6854,49.6997415447,9.0624848782
330000,浙江省,2015,0.8825,24.1,45.0,9.1
330000,浙江省,2014,0.83512753,21.6971,39.2020746091,8.7956893118
330000,浙江省,2013,0.77967079,19.5412,35.7627938023502,8.87063358226933
330000,浙江省,2012,0.75298964,19.3588,33.5050181727574,7.63836931913148
330000,浙江省,2011,0.64261568,16.6231,30.4361926313885,7.74216166237954
330000,浙江省,2010,0.73059416,24.925,35.2387862803404,8.40791310726709
330000,浙江省,2009,0.7,,37.1135709092091,6.67231660318968
330000,浙江省,2008,0.58,,36.3934578403034,6.57479363117451
330000,浙江省,2007,,,,
330000,浙江省,2006,,,,
330000,浙江省,2005,,,,
330000,浙江省,2004,,,,
330000,浙江省,2003,,,,
330000,浙江省,2002,,,,
330000,浙江省,2001,,,,
330000,浙江省,2000,,,,
340000,安徽省,2019,0.70732168,123.5909,47.94,6.8
340000,安徽省,2018,0.58985812,153.1807,55.9,6.5
340000,安徽省,2017,0.52460858,174.2656,61.21,6.2
340000,安徽省,2016,0.45766171,157.9512,60.6164414256,6.6138733672
340000,安徽省,2015,0.46167,160.5,60.6,6.5
340000,安徽省,2014,0.44279564,171.2399,61.9988866726,6.0685861993
340000,安徽省,2013,0.4280588,172.2795,62.4154131329621,5.83865496959706
340000,安徽省,2012,0.41596371,165.6828,59.8904613657164,5.94527033557243
340000,安徽省,2011,0.35203332,130.6834,51.1148458000686,5.96031943490631
340000,安徽省,2010,0.40573266,151.5937,53.8717565592153,5.48618583801286
340000,安徽省,2009,0.44,,60.4407319043259,5.02179253809239
340000,安徽省,2008,0.42,,56.016469224584,4.57157749513645
340000,安徽省,2007,,,,
340000,安徽省,2006,,,,
340000,安徽省,2005,,,,
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,0.32733191,80.9069,45.49,6.1
350000,福建省,2018,0.30082642,78.7156,45.2,6.0
350000,福建省,2017,0.29668925,76.2438,45.46,6.0
350000,福建省,2016,0.27029663,82.14,49.4713802848,6.0851710878
350000,福建省,2015,0.25895,86.7,49.9,6.0
350000,福建省,2014,0.24264246,94.2418,54.4489968108,5.8800578403
350000,福建省,2013,0.22968431,110.0135,59.545060653942,5.45776999188734
350000,福建省,2012,0.20915899,118.1303,63.3250872721185,5.02158805188728
350000,福建省,2011,0.18911608,104.7189,58.7209390010595,4.84103976682661
350000,福建省,2010,0.18575967,106.8906,59.1756213753703,4.42596124539782
350000,福建省,2009,0.2,,65.5320851995803,4.08585064121364
350000,福建省,2008,0.18,,60.9408710289279,3.46492675925358
350000,福建省,2007,,,,
350000,福建省,2006,,,,
350000,福建省,2005,,,,
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,0.33599761,199.438,59.56,5.5
360000,江西省,2018,0.29305492,229.4061,66.2,5.4
360000,江西省,2017,0.29530767,234.098,69.67,5.3
360000,江西省,2016,0.32286995,201.8833,68.7450115763,5.4374046619
360000,江西省,2015,0.31171,200.6,70.7,5.5
360000,江西省,2014,0.29265751,203.2609,70.3822188956,5.4770404398
360000,江西省,2013,0.26912682,231.2518,76.2403424479053,4.72734280103323
360000,江西省,2012,0.26305357,235.3239,76.2603393078657,4.29192064995983
360000,江西省,2011,0.240934,210.3584,73.6069700286221,3.95581531147067
360000,江西省,2010,0.23282543,205.6527,71.1616169100999,3.60142207562362
360000,江西省,2009,0.25,,73.8032438826366,3.21100639942532
360000,江西省,2008,0.24,,68.2001182533946,2.8304501623298
360000,江西省,2007,,,,
360000,江西省,2006,,,,
360000,江西省,2005,,,,
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,0.74485645,241.0212,55.11,7.3
370000,山东省,2018,0.7342547,271.8583,60.4,7.0
370000,山东省,2017,0.72357526,277.9311,61.4,6.9
370000,山东省,2016,0.73318651,273.5308,60.6530018002,7.2754060878
370000,山东省,2015,0.75227,253.5,55.6,7.2
370000,山东省,2014,0.79422951,260.0515,55.9796401087,7.126395568
370000,山东省,2013,0.81371717,280.7122,55.2782954056173,6.7795226599458
370000,山东省,2012,0.79919504,319.0269,56.9179277546918,6.23661164249557
370000,山东省,2011,0.72175835,277.5385,54.2088721569662,6.12949175619089
370000,山东省,2010,0.68684695,263.0378,53.1594156691654,5.65340996355621
370000,山东省,2009,0.61,,51.2663240160336,5.18641552105037
370000,山东省,2008,0.6,,48.1454667511218,4.61558790429942
370000,山东省,2007,,,,
370000,山东省,2006,,,,
370000,山东省,2005,,,,
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,1.15549492,324.0896,61.08,7.3
410000,河南省,2018,1.08333667,339.5903,63.1,7.0
410000,河南省,2017,1.06372782,323.6759,63.28,6.8
410000,河南省,2016,1.12184736,287.3277,62.1702019632,7.2196080739
410000,河南省,2015,1.04564,289.0,62.6,7.1
410000,河南省,2014,0.96487056,284.9859,62.082313384,7.0144576772
410000,河南省,2013,0.89346419,283.2897,61.7360418301947,6.86068217332914
410000,河南省,2012,0.81407224,317.1918,65.0493324408233,6.30055600211176
410000,河南省,2011,0.68626543,297.7216,62.5613593246907,6.02476990166564
410000,河南省,2010,0.64729993,324.8522,64.1336064792893,5.36757689136445
410000,河南省,2009,0.62,,63.4458656814308,5.18323202305095
410000,河南省,2008,0.61,,64.9623720389749,4.63437445913789
410000,河南省,2007,,,,
410000,河南省,2006,,,,
410000,河南省,2005,,,,
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,0.55507918,280.827,72.91,6.8
420000,湖北省,2018,0.54379337,284.3919,76.5,6.9
420000,湖北省,2017,0.56112471,281.6163,81.09,6.9
420000,湖北省,2016,0.57558456,258.6697,76.6551660302,7.0278438912
420000,湖北省,2015,0.59142,234.3,73.6,7.1
420000,湖北省,2014,0.59075221,225.9693,73.7429451523,7.1573232211
420000,湖北省,2013,0.56149388,220.8991,75.6551674986423,6.98524737083094
420000,湖北省,2012,0.55769174,206.7962,74.9162939315333,6.71934264791356
420000,湖北省,2011,0.46420616,166.282,68.5397112985286,6.74173492913611
420000,湖北省,2010,0.41919374,164.5132,69.0883676429922,6.45600839494721
420000,湖北省,2009,0.38,,68.8344778358785,6.03930083375397
420000,湖北省,2008,0.34,,58.2080751827252,5.85723404219906
420000,湖北省,2007,,,,
420000,湖北省,2006,,,,
420000,湖北省,2005,,,,
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,0.44023579,406.9308,68.85,5.7
430000,湖南省,2018,0.42454661,392.5573,69.8,5.8
430000,湖南省,2017,0.42567683,378.5796,68.75,5.9
430000,湖南省,2016,0.40460119,373.0273,70.4899207008,6.0044038628
430000,湖南省,2015,0.40514,355.0,70.0,6.0
430000,湖南省,2014,0.40668916,336.1613,71.2178341146,5.8710107703
430000,湖南省,2013,0.41928551,349.1642,74.6321121114873,5.57081409258118
430000,湖南省,2012,0.42098443,330.108,74.2886524374074,5.58862208047168
430000,湖南省,2011,0.39455955,300.2253,69.7278746910483,5.44386355410289
430000,湖南省,2010,0.36732106,266.4643,66.8405334636155,5.20534762122552
430000,湖南省,2009,0.37,,66.5324532108704,4.97834550075868
430000,湖南省,2008,0.35,,62.1870713968139,4.72907761465411
430000,湖南省,2007,,,,
430000,湖南省,2006,,,,
430000,湖南省,2005,,,,
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,0.7285565,188.0279,53.98,5.8
440000,广东省,2018,0.70046256,185.9899,54.5,5.9
440000,广东省,2017,0.68274214,183.2071,54.27,5.7
440000,广东省,2016,0.669025,194.4772,55.1601683122,5.2600935179
440000,广东省,2015,0.68077,184.6,53.3,5.2
440000,广东省,2014,0.67462233,183.8201,53.1811417631,5.1216214752
440000,广东省,2013,0.6971014,181.7769,54.5692178567769,5.06476501028325
440000,广东省,2012,0.66059481,174.6412,52.5485597469302,4.87483301883201
440000,广东省,2011,0.66993437,173.1512,52.6093713033839,5.01074477701308
440000,广东省,2010,0.79742897,200.4105,60.14373172645,4.92362403553195
440000,广东省,2009,0.74,,60.4584533802699,4.69783595709203
440000,广东省,2008,0.75,,56.9930231642721,4.4844422211666
440000,广东省,2007,,,,
440000,广东省,2006,,,,
440000,广东省,2005,,,,
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,0.4637303,287.8797,64.76,5.3
450000,广西壮族自治区,2018,0.4562153,245.1477,59.9,5.3
450000,广西壮族自治区,2017,0.50049313,247.0191,60.25,5.2
450000,广西壮族自治区,2016,0.51320466,252.3238,63.2790553379,5.1762813319
450000,广西壮族自治区,2015,0.5124,257.1,65.3,5.1
450000,广西壮族自治区,2014,0.49905764,279.6005,69.4141506957,5.0827063321
450000,广西壮族自治区,2013,0.49733169,309.5109,75.6792572231124,4.63987250096818
450000,广西壮族自治区,2012,0.45472344,245.9177,67.2368735260252,4.58161693235632
450000,广西壮族自治区,2011,0.37194698,214.2801,61.3296609307955,4.42990321070615
450000,广西壮族自治区,2010,0.36891466,248.6014,67.2622224950155,4.15881659231085
450000,广西壮族自治区,2009,0.35,,73.1520627073687,3.83473716583609
450000,广西壮族自治区,2008,0.34,,69.4545979976385,3.49223179355512
450000,广西壮族自治区,2007,,,,
450000,广西壮族自治区,2006,,,,
450000,广西壮族自治区,2005,,,,
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,0.11399849,7.044,36.46,6.6
460000,海南省,2018,0.11399527,7.9203,39.0,7.0
460000,海南省,2017,0.11859383,8.2614,35.35,7.0
460000,海南省,2016,0.11497223,7.716,33.3017334105,6.4613535387
460000,海南省,2015,0.11261,8.4,34.8,6.6
460000,海南省,2014,0.11213371,8.6263,33.0707517884,6.3640396359
460000,海南省,2013,0.10665316,8.3783,33.6639607593637,6.51062387786405
460000,海南省,2012,0.0970217,8.756,30.868313532822,5.99208495558716
460000,海南省,2011,0.09370033,10.1506,30.1049258832514,5.35343076541987
460000,海南省,2010,0.08507613,12.1466,34.1122563041671,4.96385243052682
460000,海南省,2009,0.08,,36.8096551696385,4.24101016498699
460000,海南省,2008,0.06,,33.5003514239453,4.51315045147616
460000,海南省,2007,,,,
460000,海南省,2006,,,,
460000,海南省,2005,,,,
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,0.20773508,179.5167,78.05,6.7
500000,重庆市,2018,0.19884296,168.0292,76.3,6.7
500000,重庆市,2017,0.20374037,168.3222,76.15,6.4
500000,重庆市,2016,0.20026938,153.7416,74.0921524257,6.717761982
500000,重庆市,2015,0.20518,151.8,72.9,6.5
500000,重庆市,2014,0.21162875,155.1412,73.483972628,6.3496241358
500000,重庆市,2013,0.21865224,161.0156,77.9388568349805,6.19688421420481
500000,重庆市,2012,0.24049716,155.8983,76.4085227574196,5.82061753154616
500000,重庆市,2011,0.24669187,128.9581,74.1098686678771,6.1143522724055
500000,重庆市,2010,0.27005794,132.896,72.0728698612578,5.85437496179658
500000,重庆市,2009,0.28,,77.3437477726546,5.29303579347211
500000,重庆市,2008,0.28,,71.3782751380515,4.75720848133104
500000,重庆市,2007,,,,
500000,重庆市,2006,,,,
500000,重庆市,2005,,,,
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,1.03399575,488.1484,73.13,6.8
510000,四川省,2018,0.99266468,458.7491,72.2,6.9
510000,四川省,2017,0.97108597,488.1517,75.35,6.5
510000,四川省,2016,0.93720611,443.2819,70.6857151974,6.3152316264
510000,四川省,2015,0.91734,425.7,67.1,6.2
510000,四川省,2014,0.90914852,439.7499,67.6776886976,6.1440428387
510000,四川省,2013,0.90680519,466.6951,71.2935732852256,5.90424324015884
510000,四川省,2012,0.89945511,489.5237,71.8784773577009,5.66204710183944
510000,四川省,2011,0.78657113,408.6947,65.3733063130023,5.51688179948557
510000,四川省,2010,0.77690999,437.8472,66.45230316016,4.9313609589088
510000,四川省,2009,0.8,,70.0486366732484,4.33341734033562
510000,四川省,2008,0.76,,62.9423885390189,4.20221192486243
510000,四川省,2007,,,,
510000,四川省,2006,,,,
510000,四川省,2005,,,,
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,0.37617273,145.1876,48.29,5.0
520000,贵州省,2018,0.34735531,134.9888,47.8,4.9
520000,贵州省,2017,0.30624182,123.7807,47.22,4.9
520000,贵州省,2016,0.26619679,119.6341,44.9378148366,4.9439659244
520000,贵州省,2015,0.24644,130.4,51.7,4.8
520000,贵州省,2014,0.23540662,163.2543,59.5926932813,4.5763996333
520000,贵州省,2013,0.22720998,204.1809,70.4666942852984,4.15823892660337
520000,贵州省,2012,0.20606169,199.7153,70.3083302068566,3.83596841787726
520000,贵州省,2011,0.18611628,161.7501,63.950758239237,3.73897919568272
520000,贵州省,2010,0.18939629,175.6783,66.6592871169926,3.36991655996126
520000,贵州省,2009,0.19,,72.6551465726725,3.14651850496921
520000,贵州省,2008,0.16,,63.0037332646062,3.03847196344459
520000,贵州省,2007,,,,
520000,贵州省,2006,,,,
520000,贵州省,2005,,,,
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,0.60564039,152.9492,49.17,5.8
530000,云南省,2018,0.55743238,152.5654,50.6,5.8
530000,云南省,2017,0.53526623,144.802,51.38,5.7
530000,云南省,2016,0.50879175,140.9572,53.3585659908,5.8090323407
530000,云南省,2015,0.46431,135.9,54.6,5.9
530000,云南省,2014,0.42499091,141.8593,57.4937870941,5.8317442814
530000,云南省,2013,0.4000099,151.2617,62.2324175058945,5.79965031943253
530000,云南省,2012,0.3730863,137.4351,59.8553767203172,5.71112733863653
530000,云南省,2011,0.32488619,114.2325,54.6377388674377,5.70642265242325
530000,云南省,2010,0.3306609,122.7763,57.2659423197275,5.3821811782534
530000,云南省,2009,0.33,,58.6600502839843,5.14708327080038
530000,云南省,2008,0.28,,51.4268169504751,4.96677536292903
530000,云南省,2007,,,,
530000,云南省,2006,,,,
530000,云南省,2005,,,,
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,0.0465391,1.7645,14.65,4.5
540000,西藏自治区,2018,0.04569848,3.1556,24.0,4.1
540000,西藏自治区,2017,0.04459069,3.678,27.95,4.6
540000,西藏自治区,2016,0.04136256,3.6975,28.2536198325,5.0228147259
540000,西藏自治区,2015,0.03802,2.8,30.9,6.4
540000,西藏自治区,2014,0.03723597,2.8775,30.1169978597,5.9119016772
540000,西藏自治区,2013,0.03542675,2.7233,28.9423008187752,4.84614319825587
540000,西藏自治区,2012,0.03040672,2.8726,25.8218191431392,4.74735161240069
540000,西藏自治区,2011,0.03009073,3.2302,22.6899513592613,3.92553158753116
540000,西藏自治区,2010,0.03131099,3.9273,23.5468489049687,4.35030708819976
540000,西藏自治区,2009,0.03,,27.4150410440013,4.96368542540395
540000,西藏自治区,2008,0.03,,29.5848389416583,5.16421559941883
540000,西藏自治区,2007,,,,
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,0.25607059,79.0895,44.26,7.4
610000,陕西省,2018,0.23888469,92.1545,50.9,7.2
610000,陕西省,2017,0.23242024,89.5284,51.84,7.2
610000,陕西省,2016,0.22025752,75.4251,46.5672974179,7.2927999871
610000,陕西省,2015,0.21432,74.0,47.9,7.3
610000,陕西省,2014,0.20624988,72.4121,47.5522300766,7.2695091395
610000,陕西省,2013,0.20152411,71.9088,49.4223694951805,7.1957341576507
610000,陕西省,2012,0.18949221,73.6287,51.313044574112,6.61658209190784
610000,陕西省,2011,0.18143108,56.7318,42.7531566849771,6.80291158590778
610000,陕西省,2010,0.19110799,57.7843,43.1819069513552,6.78366002317578
610000,陕西省,2009,0.2,,46.5864117303033,6.48800345173448
610000,陕西省,2008,0.19,,41.6520578051451,5.91341413540544
610000,陕西省,2007,,,,
610000,陕西省,2006,,,,
610000,陕西省,2005,,,,
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,0.17305351,77.5094,59.89,5.7
620000,甘肃省,2018,0.18901855,76.9673,61.0,5.6
620000,甘肃省,2017,0.20909061,74.2455,61.09,6.0
