省份编码,省份,年份,医院病床周转次数(次),医院病床工作日(日),医院病床使用率(%),医院平均住院日(日),政府办医院病床周转次数(次),政府办医院病床工作日(日),政府办医院病床使用率(%),政府办医院平均住院日(日)
120000,天津市,2010,23.7852358025604,314.939588832935,86.2848188583383,12.5589311761371,27.1690634620328,332.598405215949,91.1228507440957,11.9990801482038
120000,天津市,2009,,,,,,,,
120000,天津市,2008,,,,,,,,
120000,天津市,2007,,,,,,,,
120000,天津市,2006,,,,,,,,
120000,天津市,2005,,,,,,,,
120000,天津市,2004,,,,,,,,
120000,天津市,2003,,,,,,,,
120000,天津市,2002,,,,,,,,
120000,天津市,2001,,,,,,,,
120000,天津市,2000,,,,,,,,
130000,河北省,2019,,296.8,81.3,9,,,,
130000,河北省,2018,,301.8,82.7,9,,,,
130000,河北省,2017,,305.6,83.72,8.79,,,,
130000,河北省,2016,,314.9967389134,86.3004764146,8.7937257579,,,,
130000,河北省,2015,,305.3,83.6,9.1,,320.7,87.9,9.3
130000,河北省,2014,,316.340832533,86.6687212419,9.0448856391,,329.5274363607,90.2814894139,9.1404240117
130000,河北省,2013,,322.14634791673,88.2592734018439,9.24727186983128,,334.952411965613,91.7677841001678,9.37222902242402
130000,河北省,2012,,323.537939170061,88.3983440355357,9.10088165799029,,337.973917780566,92.3426004864935,9.23262377327537
130000,河北省,2011,31.5886667202017,312.29422746856,85.5600623201535,9.27626448088859,35.3293382068621,336.467300844595,92.182822149204,9.08720663207684
130000,河北省,2010,29.988244798968,302.414412759394,82.8532637696971,9.36063830371374,34.5254273197869,329.931489844302,90.3921889984389,9.15826810159028
130000,河北省,2009,,,,,,,,
130000,河北省,2008,,,,,,,,
130000,河北省,2007,,,,,,,,
130000,河北省,2006,,,,,,,,
130000,河北省,2005,,,,,,,,
130000,河北省,2004,,,,,,,,
130000,河北省,2003,,,,,,,,
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,,279.6,76.6,10.3,,,,
140000,山西省,2018,,290.5,79.6,10.5,,,,
140000,山西省,2017,,283.2,77.58,10.44,,,,
140000,山西省,2016,,277.1025383652,75.9185036617,10.4873763843,,,,
140000,山西省,2015,,280.6,76.9,10.8,,291.2,79.8,11.1
140000,山西省,2014,,295.8755170592,81.0617854957,10.790565159,,306.7565492245,84.0428901985,11.0257103428
140000,山西省,2013,,295.029600344299,80.8300274915888,11.0752459932804,,306.19580325067,83.8892611645671,11.3138260799245
140000,山西省,2012,,292.976734475975,80.0482881081899,11.2165960022026,,304.068061244699,83.0787052581144,11.5504635430635
140000,山西省,2011,23.0571122446313,275.176239132446,75.3907504472454,11.7652128162408,25.9208573961517,295.924213876016,81.0751270893195,11.7127223615899
140000,山西省,2010,21.4398702025695,266.858832208804,73.1120088243299,11.5602016304149,23.7924268023597,286.655610543413,78.5357837105241,11.5967858316831
140000,山西省,2009,,,,,,,,
140000,山西省,2008,,,,,,,,
140000,山西省,2007,,,,,,,,
140000,山西省,2006,,,,,,,,
140000,山西省,2005,,,,,,,,
140000,山西省,2004,,,,,,,,
140000,山西省,2003,,,,,,,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,260.8,71.4,9.3,,,,
150000,内蒙古自治区,2018,,277.6,76.1,9.6,,,,
150000,内蒙古自治区,2017,,272.7,74.71,9.82,,,,
150000,内蒙古自治区,2016,,272.6695651341,74.7039904477,9.8788215338,,,,
150000,内蒙古自治区,2015,,267.2,73.2,10.1,,284.4,77.9,10.3
150000,内蒙古自治区,2014,,277.3230961892,75.9789304628,9.9002078408,,289.2548972186,79.2479170462,10.0256822889
150000,内蒙古自治区,2013,,287.162744369837,78.674724484887,10.1583316195773,,297.780380370664,81.5836658549764,10.3027081488548
150000,内蒙古自治区,2012,,303.223337116799,82.8479063160652,10.6196966279545,,312.504882620825,85.383847710608,10.7809653649042
150000,内蒙古自治区,2011,25.8481168241355,295.944852125733,81.0807814043105,10.9046983332117,26.9946688353192,307.031458226238,84.118207733216,10.8121261109339
150000,内蒙古自治区,2010,24.3989822296538,284.595470949689,77.9713619040245,10.971314297603,25.4932097172931,293.349577402492,80.3697472335596,10.8520840571045
150000,内蒙古自治区,2009,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,,269.4,73.8,10,,,,
210000,辽宁省,2018,,285.0,78.1,10.3,,,,
210000,辽宁省,2017,,299.2,81.98,10.47,,,,
210000,辽宁省,2016,,305.8684223134,83.7995677571,10.8346535553,,,,
210000,辽宁省,2015,,311.8,85.4,11.1,,328.1,89.9,11.3
210000,辽宁省,2014,,320.0886888797,87.6955311999,11.2098386351,,335.2740734141,91.8559105244,11.4062191866
210000,辽宁省,2013,,323.136544523835,88.5305601435164,11.5143259964087,,335.455157906548,91.9055227141227,11.6772153518549
210000,辽宁省,2012,,319.13234050459,87.1946285531667,11.6813450484529,,328.583728150336,89.7769749044633,11.7822446161216
210000,辽宁省,2011,24.4160317570184,310.820071729323,85.1561840354311,12.2155167414106,25.3029713782652,322.777281230549,88.4321318439861,12.3127539494925
210000,辽宁省,2010,23.5854017359803,303.595341247786,83.1768058213111,12.2021398339073,24.6074896564974,314.311003680597,86.1126037481088,12.2331326698155
210000,辽宁省,2009,,,,,,,,
210000,辽宁省,2008,,,,,,,,
210000,辽宁省,2007,,,,,,,,
210000,辽宁省,2006,,,,,,,,
210000,辽宁省,2005,,,,,,,,
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,278.3,76.2,9.3,,,,
220000,吉林省,2018,,277.5,76.0,9.3,,,,
220000,吉林省,2017,,283.2,77.59,9.38,,,,
220000,吉林省,2016,,285.8865491435,78.3250819571,9.5864495663,,,,
220000,吉林省,2015,,286.7,78.5,9.8,,306.3,83.9,10.1
220000,吉林省,2014,,293.1836809283,80.3242961447,9.8479566322,,313.1314539328,85.7894394336,10.0196968125
220000,吉林省,2013,,294.141658643891,80.5867557928467,10.0880749629413,,315.17921162747,86.3504689390328,10.21857619285
220000,吉林省,2012,,290.582749559219,79.3941938686391,10.1048066288678,,309.876566724896,84.6657286133595,10.2820573257811
220000,吉林省,2011,24.800718789948,273.652005479975,74.9731521862946,10.2211313135795,27.491580263237,300.888706590429,82.4352620795697,10.1299218452923
220000,吉林省,2010,22.6920634300058,258.566171474194,70.8400469792311,10.5199001644368,25.4696259360564,286.484323669178,78.4888557997749,10.3782144027818
220000,吉林省,2009,,,,,,,,
220000,吉林省,2008,,,,,,,,
220000,吉林省,2007,,,,,,,,
220000,吉林省,2006,,,,,,,,
220000,吉林省,2005,,,,,,,,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,271.8,74.5,10.4,,,,
230000,黑龙江省,2018,,269.5,73.8,10.2,,,,
230000,黑龙江省,2017,,288.1,78.93,10.45,,,,
230000,黑龙江省,2016,,301.9324627512,82.7212226716,10.7463380156,,,,
230000,黑龙江省,2015,,297.1,81.4,10.8,,311.4,85.3,11.1
230000,黑龙江省,2014,,300.6471382255,82.3690789659,11.0680658021,,313.5038965594,85.8914785094,11.2597544574
230000,黑龙江省,2013,,309.572829948932,84.8144739586114,11.0497472784181,,323.07213864307,88.5129146967316,11.2339586892804
230000,黑龙江省,2012,,300.276206860098,82.0426794699721,11.3230874634349,,313.242002717951,85.5852466442489,11.3849069643575
230000,黑龙江省,2011,23.7827867239623,290.587269313755,79.6129504969191,11.5841041333271,26.3369141076881,316.991560226584,86.8470028018038,11.3285921658854
230000,黑龙江省,2010,22.7512123240108,279.947656616301,76.6979881140552,11.7733422630616,25.3846675458658,302.407401966513,82.851343004524,11.4552038897034
230000,黑龙江省,2009,,,,,,,,
230000,黑龙江省,2008,,,,,,,,
230000,黑龙江省,2007,,,,,,,,
230000,黑龙江省,2006,,,,,,,,
230000,黑龙江省,2005,,,,,,,,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,351.2,96.2,10,,,,
310000,上海市,2018,,349.9,95.9,10.2,,,,
310000,上海市,2017,,348.3,95.43,10.13,,,,
310000,上海市,2016,,349.5938817616,95.7791456881,10.1078216987,,,,
310000,上海市,2015,,349.4,95.7,10.6,,360.2,98.7,10.4
310000,上海市,2014,,354.4466854061,97.1086809332,11.0991495723,,363.3964784082,99.560679016,10.715476715
310000,上海市,2013,,347.324564048606,95.1574148078374,11.1297422250509,,358.639574467115,98.2574176622233,10.9719013663267
310000,上海市,2012,,360.020177668928,98.3661687620021,11.5360632031602,,370.385750210853,101.198292407337,11.4297318451077
310000,上海市,2011,26.6940731985201,352.671324873899,96.6222807873697,12.1401534511146,28.4279948938726,364.034485177363,99.7354753910585,11.8177318575822
310000,上海市,2010,25.5791753851025,357.754262966663,98.0148665662092,13.0324496053708,27.0136810156896,368.336811565067,100.914194949333,12.8673471763
310000,上海市,2009,,,,,,,,
310000,上海市,2008,,,,,,,,
310000,上海市,2007,,,,,,,,
310000,上海市,2006,,,,,,,,
310000,上海市,2005,,,,,,,,
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,312.9,85.7,9.4,,,,
320000,江苏省,2018,,315.2,86.4,9.6,,,,
320000,江苏省,2017,,319.2,87.45,9.5,,,,
320000,江苏省,2016,,318.7105748072,87.3179657006,9.6445558064,,,,
320000,江苏省,2015,,323.4,88.6,9.8,,347.1,95.1,10.0
320000,江苏省,2014,,329.5289067771,90.2818922677,10.1182487641,,353.1231786147,96.7460763328,10.399931533
320000,江苏省,2013,,332.37925943712,91.0628108046903,10.344312169156,,354.73677272231,97.1881569102219,10.6953959419441
320000,江苏省,2012,,336.305134218375,91.8866486935451,10.50866118209,,357.778478084659,97.7536825367922,10.9535320882566
320000,江苏省,2011,30.2841070920888,339.165288163191,92.9219967570385,10.8401409222589,32.3351235027193,370.001096038476,101.370163298213,11.2365953069613
320000,江苏省,2010,29.8013149819452,344.355619908297,94.3440054543279,11.3043205818172,32.0571005665564,379.367109485772,103.936194379664,11.783158042718
320000,江苏省,2009,,,,,,,,
320000,江苏省,2008,,,,,,,,
320000,江苏省,2007,,,,,,,,
320000,江苏省,2006,,,,,,,,
320000,江苏省,2005,,,,,,,,
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,322.6,88.4,9.3,,,,
330000,浙江省,2018,,326.5,89.5,9.6,,,,
330000,浙江省,2017,,326.2,89.36,9.8,,,,
330000,浙江省,2016,,326.2993205898,89.3970741342,9.9152546621,,,,
330000,浙江省,2015,,324.6,88.9,10.1,,347.7,95.2,9.8
330000,浙江省,2014,,337.599989852,92.4931479047,10.0254673812,,356.8428405134,97.7651617845,9.8424288454
330000,浙江省,2013,,340.338352769737,93.2433843204759,10.3690851612766,,357.215952788354,97.8673843255764,10.2403179135995
330000,浙江省,2012,,349.200613676303,95.4100037366947,11.165349496132,,364.871536125327,99.6916765369745,11.1679929620875
330000,浙江省,2011,31.0051497422929,345.442821974557,94.6418690341251,11.0087526165438,32.753925767511,361.167584709421,98.9500232080605,10.9693988957821
330000,浙江省,2010,29.8436302971047,344.691999605963,94.4361642756064,11.2928080623628,31.3384826409937,359.299449710471,98.4382054001291,11.2761085336594
330000,浙江省,2009,,,,,,,,
330000,浙江省,2008,,,,,,,,
330000,浙江省,2007,,,,,,,,
330000,浙江省,2006,,,,,,,,
330000,浙江省,2005,,,,,,,,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,,303.3,83.1,8.6,,,,
340000,安徽省,2018,,303.9,83.3,8.7,,,,
340000,安徽省,2017,,314.6,86.2,8.68,,,,
340000,安徽省,2016,,309.681566187,84.8442647088,8.843893027,,,,
340000,安徽省,2015,,310.1,85.0,9.1,,327.8,89.8,9.3
340000,安徽省,2014,,320.0199296134,87.6766930448,9.1737210931,,338.5012458159,92.7400673468,9.3631952077
340000,安徽省,2013,,316.876014653829,86.8153464805011,9.15924093034262,,335.236564156588,91.8456340155034,9.31163173823509
340000,安徽省,2012,,322.565961733427,88.132776429898,9.28438400963396,,341.566188789234,93.3240952976048,9.39218884181948
340000,安徽省,2011,32.549634371609,318.377093724883,87.2266010205158,9.52255936675462,35.250836733421,342.702225885975,93.8910207906782,9.44758963306859
340000,安徽省,2010,31.673703567531,318.803892828171,87.3435322816908,9.72057542174612,34.4712644900149,341.192538950801,93.4774079317262,9.5836550009292
340000,安徽省,2009,,,,,,,,
340000,安徽省,2008,,,,,,,,
340000,安徽省,2007,,,,,,,,
340000,安徽省,2006,,,,,,,,
340000,安徽省,2005,,,,,,,,
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,302.1,82.8,8.6,,,,
350000,福建省,2018,,306.3,83.9,8.6,,,,
350000,福建省,2017,,303.3,83.09,8.63,,,,
350000,福建省,2016,,299.0655487152,81.9357667713,8.7143009984,,,,
350000,福建省,2015,,301.5,82.6,8.7,,317.2,86.9,9.0
350000,福建省,2014,,316.9885779169,86.8461857307,8.6507052339,,334.1070253401,91.5361713261,8.9174436976
350000,福建省,2013,,322.855128573379,88.4534598831177,8.73720516913404,,339.641677933298,93.0525145022734,8.98538338192127
350000,福建省,2012,,337.036362693797,92.0864378944801,8.74770975021843,,356.174321042151,97.3153882628829,9.02559393168836
350000,福建省,2011,35.4052221959617,330.792781779129,90.6281593915423,9.14342665420658,36.4331054382723,349.272641155884,95.691134563256,9.42231070958608
350000,福建省,2010,34.0616145156806,327.186648108026,89.6401775638427,9.43159372538312,35.0096103641384,346.272085554605,94.8690645355082,9.76076802246159
350000,福建省,2009,,,,,,,,
350000,福建省,2008,,,,,,,,
350000,福建省,2007,,,,,,,,
350000,福建省,2006,,,,,,,,
350000,福建省,2005,,,,,,,,
350000,福建省,2004,,,,,,,,
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,,309.3,84.8,8.9,,,,
360000,江西省,2018,,316.5,86.7,8.9,,,,
360000,江西省,2017,,313.1,85.79,8.86,,,,
360000,江西省,2016,,326.3202712547,89.4028140424,9.117426304,,,,
360000,江西省,2015,,329.8,90.4,9.1,,338.8,92.8,9.4
360000,江西省,2014,,340.0645297913,93.1683643264,9.1858171186,,350.1415653999,95.929196,9.4397460156
360000,江西省,2013,,340.327597075251,93.2404375548633,9.1752548562411,,350.454826861603,96.0150210579735,9.45512363727295
360000,江西省,2012,,346.149952929037,94.5764898713216,9.08552844775074,,356.110678630754,97.2979996258889,9.50507486684755
360000,江西省,2011,35.9791955423239,343.503626473062,94.1105825953594,9.1684934610838,37.4784975775934,364.810735900461,99.9481468220441,9.43724738174
360000,江西省,2010,33.0765334561499,319.80972856702,87.6191037169918,9.23688644717663,35.363113071832,341.650810360257,93.6029617425361,9.38579228046031
360000,江西省,2009,,,,,,,,
360000,江西省,2008,,,,,,,,
360000,江西省,2007,,,,,,,,
360000,江西省,2006,,,,,,,,
360000,江西省,2005,,,,,,,,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,,294.5,80.7,8.6,,,,
370000,山东省,2018,,301.3,82.5,8.8,,,,
370000,山东省,2017,,304.4,83.41,8.63,,,,
370000,山东省,2016,,310.3686625181,85.0325102789,8.9475945479,,,,
370000,山东省,2015,,307.7,84.3,9.4,,327.2,89.6,9.5
370000,山东省,2014,,317.2703232282,86.9233762269,9.4775142104,,337.2789338726,92.4051873624,9.5395241621
370000,山东省,2013,,310.828568530491,85.158511926162,9.60056089563559,,332.111420681125,90.9894303235959,9.72739436222304
370000,山东省,2012,,313.230174940006,85.5820150109305,9.4584448128498,,331.776360905485,90.6492789359249,9.57307907965632
370000,山东省,2011,31.3727885748886,310.231974876305,84.9950616099467,9.61830255548352,34.5256167639256,335.651088157665,91.9592022349768,9.57311783315597
370000,山东省,2010,30.6740776882297,297.977583546185,81.6376941222424,9.41733735527482,33.5420682344617,321.411727420922,88.0580075125815,9.36624590095111
370000,山东省,2009,,,,,,,,
370000,山东省,2008,,,,,,,,
370000,山东省,2007,,,,,,,,
370000,山东省,2006,,,,,,,,
370000,山东省,2005,,,,,,,,
370000,山东省,2004,,,,,,,,
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,321.5,88.1,9.3,,,,
410000,河南省,2018,,319.8,87.6,9.5,,,,
410000,河南省,2017,,322.6,88.39,9.64,,,,
410000,河南省,2016,,320.6579148841,87.8514835299,9.6700868901,,,,
410000,河南省,2015,,318.3,87.2,9.9,,327.5,89.7,10.1
410000,河南省,2014,,332.7620860182,91.1676947995,9.9064203691,,341.2224095127,93.4855916473,10.0248385685
410000,河南省,2013,,330.947536081155,90.6705578304534,10.0209492650773,,339.267462507825,92.9499897281711,10.0933965844044
410000,河南省,2012,,335.072826954666,91.5499527198541,10.1831496625495,,342.815680640375,93.6654865137638,10.2708949155201
410000,河南省,2011,29.6752624885234,321.553272976213,88.0967871167707,10.4255440166599,31.939905885752,339.133262745078,92.9132226698843,10.3073244183403
410000,河南省,2010,28.7723130201229,311.548583858502,85.3557763995895,10.3168835631839,31.0963313852664,327.469382020137,89.7176389096265,10.1579793136182
410000,河南省,2009,,,,,,,,
410000,河南省,2008,,,,,,,,
410000,河南省,2007,,,,,,,,
410000,河南省,2006,,,,,,,,
410000,河南省,2005,,,,,,,,
410000,河南省,2004,,,,,,,,
410000,河南省,2003,,,,,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,336.7,92.3,9.3,,,,
420000,湖北省,2018,,338.2,92.7,9.4,,,,
420000,湖北省,2017,,338.4,92.71,9.51,,,,
420000,湖北省,2016,,335.7087680672,91.9750049499,9.6821576315,,,,
420000,湖北省,2015,,337.4,92.4,9.8,,354.1,97.0,10.0
420000,湖北省,2014,,350.9069133305,96.1388803645,9.7403137538,,365.3970615413,100.1087839839,9.9465721608
420000,湖北省,2013,,352.336061011879,96.5304276744874,10.0062778281293,,364.047851427307,99.7391373773445,10.2242167471896
420000,湖北省,2012,,363.438519429558,99.3001419206442,10.149824687794,,376.048682101484,102.745541557782,10.3000456700616
420000,湖北省,2011,33.8493548016265,360.12436414556,98.664209354948,10.3613410585713,36.0245876551032,379.74667448396,104.040184790126,10.3258232353692
420000,湖北省,2010,32.5280843504344,350.653369814637,96.0694163875718,10.512079125484,34.7236076370064,369.041638294436,101.107298162859,10.4052528811506
420000,湖北省,2009,,,,,,,,
420000,湖北省,2008,,,,,,,,
420000,湖北省,2007,,,,,,,,
420000,湖北省,2006,,,,,,,,
420000,湖北省,2005,,,,,,,,
420000,湖北省,2004,,,,,,,,
420000,湖北省,2003,,,,,,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,,305.6,83.7,9.1,,,,
430000,湖南省,2018,,307.6,84.3,9.2,,,,
430000,湖南省,2017,,311.1,85.22,9.06,,,,
430000,湖南省,2016,,313.8992822479,85.9998033556,9.5094545802,,,,
430000,湖南省,2015,,315.5,86.4,9.4,,333.7,91.4,9.6
430000,湖南省,2014,,326.6669417754,89.4977922672,9.3986610071,,343.0805178947,93.9946624369,9.6280075411
430000,湖南省,2013,,344.080361508356,94.26859219407,9.4849887385812,,357.35695728086,97.9060156933863,9.70865667600503
430000,湖南省,2012,,351.537414704648,96.0484739630187,9.61195242657825,,360.700631938709,98.5520852291555,9.80788985208205
430000,湖南省,2011,33.372080712906,345.916993692527,94.7717790938429,9.96452334456068,34.6864567421132,360.842021627446,98.860827843136,10.1058834897631
430000,湖南省,2010,32.6470741480276,340.696003684995,93.3413708726015,9.94148804235668,33.6985156576436,356.067966711177,97.5528675921034,10.1885361230431
430000,湖南省,2009,,,,,,,,
430000,湖南省,2008,,,,,,,,
430000,湖南省,2007,,,,,,,,
430000,湖南省,2006,,,,,,,,
430000,湖南省,2005,,,,,,,,
430000,湖南省,2004,,,,,,,,
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,,300.2,82.2,8.4,,,,
440000,广东省,2018,,303.1,83.0,8.9,,,,
440000,广东省,2017,,306.7,84.03,8.69,,,,
440000,广东省,2016,,306.5073739744,83.9746230067,8.7863817103,,,,
440000,广东省,2015,,304.9,83.5,8.8,,321.2,88.0,8.9
440000,广东省,2014,,314.8896471994,86.271136219,8.7889841448,,329.8286769648,90.3640210863,8.8838105196
440000,广东省,2013,,318.71255908536,87.3185093384549,8.87875847500384,,333.039406108885,91.2436729065438,8.98427577409658
440000,广东省,2012,,318.810636268799,87.1067312209833,8.70093844885897,,332.931731743298,90.9649540282235,8.81149954854844
440000,广东省,2011,33.3730695007711,316.115245425312,86.60691655488,9.09210333675451,35.1264720963699,332.116488496975,90.9908187662945,9.16442610183332
440000,广东省,2010,32.7800245219628,318.385594559521,87.2289300163072,9.39777113326076,34.56573505373,335.348776388395,91.8763770927108,9.48042958231994
440000,广东省,2009,,,,,,,,
440000,广东省,2008,,,,,,,,
440000,广东省,2007,,,,,,,,
440000,广东省,2006,,,,,,,,
440000,广东省,2005,,,,,,,,
440000,广东省,2004,,,,,,,,
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,,328.7,90.0,8.9,,,,
450000,广西壮族自治区,2018,,319.8,87.6,8.7,,,,
450000,广西壮族自治区,2017,,320.0,87.66,8.63,,,,
450000,广西壮族自治区,2016,,321.0819049769,87.9676451991,8.6478835276,,,,
450000,广西壮族自治区,2015,,327.9,89.8,8.8,,335.0,91.8,8.8
450000,广西壮族自治区,2014,,346.9666083458,95.0593447523,8.99300965,,355.4439083287,97.3818926928,9.0450876891
450000,广西壮族自治区,2013,,355.962923808466,97.5240887146482,9.22780965013638,,363.206658811468,99.5086736469775,9.27896760509479
450000,广西壮族自治区,2012,,350.015676609806,95.6326985272693,9.31035042994635,,357.32404029445,97.6295192061338,9.33216498143173
450000,广西壮族自治区,2011,34.8730183941436,340.381594018478,93.2552312379391,9.49524033898284,36.0743280521605,349.338399465067,95.7091505383746,9.45637080607399
450000,广西壮族自治区,2010,33.6588638139259,328.207629330689,89.9198984467641,9.56118705066868,34.7766518023624,337.049179795802,92.3422410399458,9.53141820431151
450000,广西壮族自治区,2009,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,286.2,78.4,8.9,,,,
460000,海南省,2018,,290.5,79.6,8.9,,,,
460000,海南省,2017,,296.0,81.09,8.88,,,,
460000,海南省,2016,,285.4482378706,78.2049966769,9.0169000547,,,,
460000,海南省,2015,,289.8,79.4,9.3,,294.7,80.7,9.4
460000,海南省,2014,,293.6917794173,80.4635012102,9.4687470055,,298.0945533064,81.6697406319,9.558225648
460000,海南省,2013,,309.952313950846,84.918442178314,9.72819526879047,,314.930612241929,86.2823595183368,9.80105463669757
460000,海南省,2012,,309.325794020758,84.5152442679667,9.86116457850415,,315.642999631727,86.2412567299801,10.0463922786675
460000,海南省,2011,30.0953993480904,315.683520247106,86.4886356841385,10.0061314663836,34.5002463006106,355.398093364199,97.3693406477258,10.1202896582264
460000,海南省,2010,29.6926602474632,321.283059803538,88.0227561105583,10.307400979277,34.8573051126538,370.631639624718,101.542914965676,10.3438580839523
460000,海南省,2009,,,,,,,,
