省份编码,省份,年份,每万人拥有卫生技术人员数(人),每万人拥有城市卫生技术人员数(人),每万人拥有农村卫生技术人员数(人),每万人拥有执业(助理)医师数(人),每万人拥有城市执业(助理)医师数(人),每万人拥有农村执业(助理)医师数(人),每万人拥有注册护士数(人),每万人拥有城市注册护士数(人),每万人拥有农村注册护士数(人)
120000,天津市,2015,59.0,95.0,55,23.0,36.0,27,22.0,37.0,15
120000,天津市,2014,55.952537904,89.668135494,55.237565024,21.977587343,33.918364315,27.597035439,20.815425181,34.667198851,14.619469719
120000,天津市,2013,80.54,86.67,52.83,31.84,32.94,26.91,29.52,33.03,13.62
120000,天津市,2012,54.54,82.48,54.25,21.72,31.44,27.92,19.55,30.92,13.3
120000,天津市,2011,73.2887870894661,77.78,52.83,29.8191141011193,30.3,27.64,25.8037146393448,28.7,12.64
120000,天津市,2010,71.2,74.9,54.32,29.2,29.72,26.82,24.5,27.39,11.07
120000,天津市,2009,68.9859471979753,,,28.0188765374965,,,23.4479101259245,,
120000,天津市,2008,66.8815822075551,,,26.5736278349565,,,22.5593575196798,,
120000,天津市,2007,,,,,,,,,
120000,天津市,2006,,,,,,,,,
120000,天津市,2005,,,,,,,,,
120000,天津市,2004,64.5,,,26.9,,,,,
120000,天津市,2003,,,,27.7,,,,,
120000,天津市,2002,,,,28.8,,,,,
120000,天津市,2001,,,,31.96,,,,,
120000,天津市,2000,,,,,,,,,
130000,河北省,2019,64.5500443231467,84.4645082185831,50.2261187473806,30.1085225573863,34.8909271084863,25.6306628396147,24.371144775335,37.8126373626115,16.0672781455543
130000,河北省,2018,61.0295129698253,92.2,45.2,27.9760455267337,38.2,22.4,22.8775807305453,40.6,14.4
130000,河北省,2017,56.55001915,94.744117719,39.80336563,25.525698449,38.571132054,19.468029426,21.06291359,41.761782824,12.508425603
130000,河北省,2016,52.617987831,98.048602813,36.082999164,23.713362026,39.539720757,17.726782131,19.20094243,43.226937312,10.819190009
130000,河北省,2015,50.0,104.0,34,22.0,41.0,17,18.0,46.0,10
130000,河北省,2014,47.604685807,109.521818768,32.469102966,21.360373781,44.486144184,15.585483773,16.501218852,47.676321201,9.134581519
130000,河北省,2013,44.39,102.78,31.81,20.01,41.68,15.34,14.86,43.73,8.65
130000,河北省,2012,43.22,97.11,30.64,19.62,40.03,14.79,13.99,40.57,7.95
130000,河北省,2011,41.0730775841969,93.71,29.71,18.6256533141814,38.92,14.25,12.7328827855223,37.76,7.33
130000,河北省,2010,40.0,91.91,28.84,18.4,38.79,13.95,12.0,36.64,6.65
130000,河北省,2009,37.1436793409189,,,17.2003383170623,,,10.3510764938026,,
130000,河北省,2008,34.6674171068561,,,15.40630882238,,,9.6720932314807,,
130000,河北省,2007,,,,,,,,,
130000,河北省,2006,,,,,,,,,
130000,河北省,2005,,,,,,,,,
130000,河北省,2004,32.8,,,14.8,,,,,
130000,河北省,2003,,,,14.3,,,,,
130000,河北省,2002,,,,14.4,,,,,
130000,河北省,2001,,,,14.0,,,,,
130000,河北省,2000,,,,,,,,,
140000,山西省,2019,69.1491016358273,144.381315783395,44.7050905449405,28.3563958165728,54.5750838506368,20.1831450558175,29.2284794851167,68.3383691880667,15.9757752936408
140000,山西省,2018,66.2633136094675,137.6,43,26.7590102205487,51.8,18.9,27.9343733189887,65.1,15.3
140000,山西省,2017,63.01647758,130.293480876,41.032740773,25.467585089,49.051000416,17.99947901,26.161264182,61.200038821,14.242423253
140000,山西省,2016,61.347093971,126.305060148,39.688936533,24.904671374,47.894960979,17.43850947,25.016838675,58.252968814,13.537691471
140000,山西省,2015,58.0,118.0,39,25.0,46.0,18,23.0,53.0,12
140000,山西省,2014,57.421600877,113.331172252,38.515448445,24.625822368,45.109202156,17.878874483,21.670778509,49.442846144,11.936481988
140000,山西省,2013,57.69,108.7,37.75,25.01,43.81,17.66,21.23,46.89,11.2
140000,山西省,2012,55.28,106.02,38.02,24.18,43.16,17.88,19.48,44.34,10.69
140000,山西省,2011,54.6980934764288,100.14,37.1,24.2371739691757,41.11,17.7,18.5197864243707,40.77,9.9
140000,山西省,2010,55.8,100.96,38.27,25.3,42.04,18.84,18.0,39.97,9.5
140000,山西省,2009,53.7987750823686,,,24.4593701001129,,,16.5343667071892,,
140000,山西省,2008,46.5460870309834,,,21.0749585050024,,,14.2227314451686,,
140000,山西省,2007,,,,,,,,,
140000,山西省,2006,,,,,,,,,
140000,山西省,2005,,,,,,,,,
140000,山西省,2004,44.8,,,20.7,,,,,
140000,山西省,2003,,,,20.4,,,,,
140000,山西省,2002,,,,20.2,,,,,
140000,山西省,2001,,,,20.0,,,,,
140000,山西省,2000,,,,,,,,,
150000,内蒙古自治区,2019,77.3370190111673,144.456302022943,55.7397299144391,30.7509962355684,53.8065429488536,23.6247785108581,31.6724156940572,66.4742804706365,19.8851837183581
150000,内蒙古自治区,2018,74.259273875296,138.6,53.2,29.0303867403315,50.9,22.1,30.163772691397,63.3,18.8
150000,内蒙古自治区,2017,71.327006722,129.638209311,51.252558957,27.797943851,47.381007146,21.261516314,28.41676552,58.145822828,17.757557336
150000,内蒙古自治区,2016,67.617940344,126.782257461,47.545390872,26.344275891,46.322237374,19.722035063,26.365703357,56.435568274,15.809384545
150000,内蒙古自治区,2015,65.0,119.0,46,26.0,44.0,19,24.0,52.0,15
150000,内蒙古自治区,2014,61.669860279,111.906343325,44.049394097,24.823153693,41.664424747,19.022938997,22.643912176,47.865354269,13.583236249
150000,内蒙古自治区,2013,60.09,117.39,40.82,25.16,45.87,18.2,21.23,49.09,11.86
150000,内蒙古自治区,2012,56.18,109.28,39.42,23.91,42.84,18,18.79,43.75,10.78
150000,内蒙古自治区,2011,53.368451893959,92.95,38.71,23.1737892257797,37.57,17.84,17.2324262728197,36.42,10.13
150000,内蒙古自治区,2010,51.3,96.87,36.38,22.9,39.89,17.38,15.6,36.37,8.8
150000,内蒙古自治区,2009,55.0315519857333,,,28.2100505434319,,,14.4374861619015,,
150000,内蒙古自治区,2008,45.0432144255197,,,20.3371178385365,,,12.9140000420355,,
150000,内蒙古自治区,2007,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,
150000,内蒙古自治区,2004,43.1,,,21.3,,,,,
150000,内蒙古自治区,2003,,,,21.0,,,,,
150000,内蒙古自治区,2002,,,,20.9,,,,,
150000,内蒙古自治区,2001,,,,22.0,,,,,
150000,内蒙古自治区,2000,,,,,,,,,
210000,辽宁省,2019,71.0471769653239,110.509829483169,40.4902192639439,28.4654273042719,42.9050297835138,17.4970545447245,31.9640600225199,52.3104079411584,15.8075112804995
210000,辽宁省,2018,69.5434732736866,108.7,39.6,27.6281257169075,41.9,17,30.8538655654967,51.0,15.1
210000,辽宁省,2017,66.649347677,115.189733321,34.11157049,26.485465782,44.276697133,14.677542858,29.170290684,53.516648141,12.60609043
210000,辽宁省,2016,63.386632555,102.923249099,34.899241865,25.081090959,39.420676566,14.89857808,27.216181644,47.074422497,12.577072462
210000,辽宁省,2015,60.0,95.0,35,24.0,36.0,15,25.0,43.0,12
210000,辽宁省,2014,58.365748121,92.411697988,33.985037897,23.146435892,35.384670327,14.519863401,24.101115919,41.271253885,11.467101361
210000,辽宁省,2013,60.1,76.21,41.44,24.38,29.5,18.46,24.4,33.93,13.37
210000,辽宁省,2012,56.23,87.29,34.34,23.01,34.01,15.44,22.34,38.07,10.87
210000,辽宁省,2011,55.3757676967943,83.53,32.79,22.971649786971,32.89,15.02,21.6010218041013,36.06,10
210000,辽宁省,2010,54.6,82.57,32.43,22.8,32.66,14.96,20.9,35.29,9.51
210000,辽宁省,2009,53.2016940425029,,,22.4808730599474,,,19.8539770043211,,
210000,辽宁省,2008,51.3181721966026,,,21.3638881004599,,,18.9513424106974,,
210000,辽宁省,2007,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,
210000,辽宁省,2004,51.0,,,22.1,,,,,
210000,辽宁省,2003,,,,22.3,,,,,
210000,辽宁省,2002,,,,21.6,,,,,
210000,辽宁省,2001,,,,24.5,,,,,
210000,辽宁省,2000,,,,,,,,,
220000,吉林省,2019,70.0594262523553,114.418688033108,53.2080090968083,29.370096590888,46.930592456146,22.8189246113399,29.4771307414716,51.655535656123,20.6453605316457
220000,吉林省,2018,67.9593195266272,111.3,51.5,28.5162721893491,46.2,21.8,28.1956360946746,49.6,19.7
220000,吉林省,2017,61.844313581,83.167861995,50.422603797,25.96687523,34.677973117,21.316625452,24.714390872,35.886316842,18.557883857
220000,吉林省,2016,60.959813833,97.947571969,46.984477779,25.490389787,40.682483507,19.77590513,24.057181956,42.561505343,16.700299292
220000,吉林省,2015,58.0,93.0,45,24.0,39.0,19,22.0,39.0,15
220000,吉林省,2014,55.02434593,83.66448145,44.485002989,22.97747093,34.195400226,18.911916465,20.869549419,35.824096044,15.021340808
220000,吉林省,2013,54.48,131.42,36.96,23.15,55.56,15.77,19.68,53.46,11.99
220000,吉林省,2012,52.38,73.63,43.75,22.32,31.78,18.46,18.53,29.34,13.93
220000,吉林省,2011,50.9840516121006,70.61,41.78,21.8522464506191,30.38,17.86,17.5819974547218,27.66,12.86
220000,吉林省,2010,50.8,71.87,40.94,22.8,31.37,18.75,16.8,27.28,11.89
220000,吉林省,2009,48.7422542878927,,,22.118865367513,,,15.593373533295,,
220000,吉林省,2008,47.1875876777697,,,21.2217787106708,,,15.1503496780837,,
220000,吉林省,2007,,,,,,,,,
220000,吉林省,2006,,,,,,,,,
220000,吉林省,2005,,,,,,,,,
220000,吉林省,2004,48.4,,,21.9,,,,,
220000,吉林省,2003,,,,21.4,,,,,
220000,吉林省,2002,,,,21.4,,,,,
220000,吉林省,2001,,,,23.4,,,,,
220000,吉林省,2000,,,,,,,,,
230000,黑龙江省,2019,63.355370138352,107.540668521135,44.8863379330814,24.9292245354944,40.2293722319352,18.8995107086659,26.0283101858023,50.1947926119858,14.8729381237403
230000,黑龙江省,2018,61.1749271137026,104.4,42.5,23.7182613305062,38.7,17.5,24.6668433607209,47.9,13.7
230000,黑龙江省,2017,60.549264919,102.48301041,41.945276471,23.352865099,37.691512101,17.242582261,23.872568427,46.144928452,13.205870627
230000,黑龙江省,2016,58.264964216,95.824973438,41.068644716,22.220818429,34.970727468,16.569102387,22.482976814,42.681338298,12.562797685
230000,黑龙江省,2015,56.0,93.0,39,22.0,34.0,16,21.0,40.0,12
230000,黑龙江省,2014,55.363162014,90.398627944,38.157269385,21.229063397,32.785100109,15.6873992,20.276545787,38.780946499,10.785873123
230000,黑龙江省,2013,54.93,86.16,37.39,21.29,31.32,15.66,19.57,36.17,10.25
230000,黑龙江省,2012,52.47,83.32,35.8,20.5,30.53,15.11,18.28,34.15,9.62
230000,黑龙江省,2011,50.8641048009879,81.71,34.09,20.0244372202075,30.11,14.54,17.250538883738,32.96,8.71
230000,黑龙江省,2010,50.0,78.77,34.02,20.9,31.1,15.23,16.3,30.75,8.34
230000,黑龙江省,2009,45.598493919867,,,19.2928609106138,,,14.5267351565223,,
230000,黑龙江省,2008,42.2743213681699,,,17.4306295090995,,,13.4057467640261,,
230000,黑龙江省,2007,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,
230000,黑龙江省,2004,39.7,,,17.0,,,,,
230000,黑龙江省,2003,,,,17.2,,,,,
230000,黑龙江省,2002,,,,17.3,,,,,
230000,黑龙江省,2001,,,,20.9,,,,,
230000,黑龙江省,2000,,,,,,,,,
310000,上海市,2019,84.2142545322757,145.037029032449,,30.7819977431285,52.7376330289397,,38.2494419596893,66.0686137686889,
310000,上海市,2018,80.7095709570957,136.3,73.8,29.529702970297,49.4,37.3,36.3056930693069,61.7,24.4
310000,上海市,2017,77.302315964,130.795956778,76.835279576,28.083953681,47.002964427,38.62708175,34.714226634,59.182362496,25.237756356
310000,上海市,2016,73.643840145,125.114478273,76.208847966,27.022358144,45.350347792,39.458917179,32.802826797,56.189323082,24.470184777
310000,上海市,2015,70.0,120.0,77,26.0,44.0,41,31.0,54.0,25
310000,上海市,2014,67.623248145,115.811499995,75.788858935,25.227535037,42.527011813,41.986939363,29.649216818,51.269991175,23.257254435
310000,上海市,2013,109.69,111.34,76.58,40.45,40.34,42.76,47.43,48.66,22.94
310000,上海市,2012,62.09,104.99,75.7,23.44,38.9,43.21,26.57,45.46,21.84
310000,上海市,2011,99.1574575193712,100.28,77.09,37.8699197038775,37.48,45.5,41.4870462272856,42.54,20.72
310000,上海市,2010,97.1,98.14,76.69,37.5,37.09,46.21,39.6,40.62,18.78
310000,上海市,2009,94.8284355371393,,,37.8554120874021,,,37.3178229711187,,
310000,上海市,2008,91.6370144496643,,,36.6969324521814,,,35.0514042451752,,
310000,上海市,2007,,,,,,,,,
310000,上海市,2006,,,,,,,,,
310000,上海市,2005,,,,,,,,,
310000,上海市,2004,75.2,,,32.4,,,,,
310000,上海市,2003,,,,32.9,,,,,
310000,上海市,2002,,,,32.8,,,,,
310000,上海市,2001,,,,37.0,,,,,
310000,上海市,2000,,,,,,,,,
320000,江苏省,2019,78.4781908302354,103.357807199236,61.6387700542632,31.5562577447336,38.5034752816671,27.1369102707149,34.6760842627014,48.8190634412873,24.8122394252104
320000,江苏省,2018,73.2905229164079,100.5,56.5,28.9731710346541,37.1,24.2,32.3465408023848,47.6,22.6
320000,江苏省,2017,68.20968204,101.431211828,49.897028408,27.044200615,37.285748165,21.615989643,29.505187252,47.308756051,19.436864145
320000,江苏省,2016,64.634561048,98.329122651,47.328770753,25.585352437,35.786075258,20.605349677,27.650838897,45.505758507,18.196200229
320000,江苏省,2015,61.0,100.0,43,24.0,36.0,19,26.0,45.0,16
320000,江苏省,2014,57.600879397,89.755552078,42.852832918,22.431030151,32.234536442,18.213160502,23.714447236,40.15648835,15.844770572
320000,江苏省,2013,56.31,89.01,39.41,22.27,32.4,17.04,22.86,39.55,14.25
320000,江苏省,2012,50.0,78.99,38.72,19.94,28.86,16.8,19.6,34.22,13.5
320000,江苏省,2011,46.6505633077078,64.77,36.12,17.9236781059497,23.77,14.52,18.0459790658285,27.38,12.62
320000,江苏省,2010,44.0,66.11,32.59,17.3,24.87,13.37,16.4,27.12,10.91
320000,江苏省,2009,41.6459558521948,,,16.877758152805,,,14.9663742814991,,
320000,江苏省,2008,39.401741017611,,,16.1682142849457,,,13.6339159575786,,
320000,江苏省,2007,,,,,,,,,
320000,江苏省,2006,,,,,,,,,
320000,江苏省,2005,,,,,,,,,
320000,江苏省,2004,34.7,,,14.7,,,,,
320000,江苏省,2003,,,,14.4,,,,,
320000,江苏省,2002,,,,14.4,,,,,
320000,江苏省,2001,,,,15.6,,,,,
320000,江苏省,2000,,,,,,,,,
330000,浙江省,2019,88.9211965811966,131.939384350705,79.1130933728342,35.1307692307692,50.4906563351347,32.4475834753979,37.5709401709402,58.4137329274633,31.483730491168
330000,浙江省,2018,84.7488234268782,129.2,73.6,33.2546627157051,49.2,29.9,35.1248039044797,56.3,28.6
330000,浙江省,2017,81.255258971,130.348126369,68.686168678,31.589888634,48.854133126,27.821803254,33.183135938,56.243275969,26.201269595
330000,浙江省,2016,77.395527728,121.604085381,67.208877014,30.085509839,45.331498179,27.277240275,31.220572451,52.222007455,25.229835887
330000,浙江省,2015,73.0,126.0,61,29.0,47.0,25,29.0,53.0,22
330000,浙江省,2014,68.246550472,115.933427425,58.203932386,26.456971678,42.892345826,23.597916551,26.350944081,48.693849218,20.491890398
330000,浙江省,2013,73.02,102.99,56.91,28.65,38.33,23.44,27.49,42.39,19.49
330000,浙江省,2012,60.17,101.42,53.42,23.73,37.72,22.13,22.15,41.42,17.76
330000,浙江省,2011,64.191988092309,95.78,49.56,26.0382440539557,36.61,21.14,22.854599861812,37.84,15.92
330000,浙江省,2010,60.8,88.38,47.99,25.4,34.64,21.08,21.0,34.85,14.57
330000,浙江省,2009,56.4554483619048,,,24.1407291792784,,,18.6897062219224,,
330000,浙江省,2008,51.8165242637336,,,21.7355587580673,,,16.6993461946997,,
330000,浙江省,2007,,,,,,,,,
330000,浙江省,2006,,,,,,,,,
330000,浙江省,2005,,,,,,,,,
330000,浙江省,2004,40.5,,,18.1,,,,,
330000,浙江省,2003,,,,17.4,,,,,
330000,浙江省,2002,,,,16.5,,,,,
330000,浙江省,2001,,,,17.0,,,,,
330000,浙江省,2000,,,,,,,,,
340000,安徽省,2019,56.744058185017,82.6407122542058,36.0540300386948,21.7417804238207,29.3695167430056,14.8288843323259,25.6664415086633,41.0874162300048,14.6687165456251
340000,安徽省,2018,52.7455724225174,76.8,33.9,20.0543959519292,26.9,13.9,23.6753636938646,38.3,13.5
340000,安徽省,2017,50.11638689,72.59108365,31.878239687,19.318784972,25.5552506,13.337607351,22.084572342,35.886394542,12.36250683
340000,安徽省,2016,47.410539908,69.202617543,30.001205831,18.197239932,24.34831763,12.449906578,20.393834235,33.598950042,11.287025375
340000,安徽省,2015,46.0,69.0,29,18.0,24.0,12,19.0,33.0,11
340000,安徽省,2014,44.063619924,66.366483907,27.844419312,17.05441394,23.407320637,11.69521001,18.329278317,31.770291146,9.905016714
340000,安徽省,2013,36.59,62.79,26.27,14.23,22.33,11.04,14.92,29.63,9.13
340000,安徽省,2012,39.44,55.35,25.08,15.37,20.01,10.45,15.87,25.66,8.64
340000,安徽省,2011,31.5963747004101,55.46,22.52,12.298700551153,20.08,9.34,12.2635597471791,25.17,7.35
340000,安徽省,2010,31.0,52.64,22.27,12.7,20.04,9.71,11.3,23.2,6.55
340000,安徽省,2009,30.6988184581341,,,12.4773924713482,,,10.2963728786129,,
340000,安徽省,2008,27.8555544490344,,,10.9520379333994,,,9.02794707115319,,
340000,安徽省,2007,,,,,,,,,
340000,安徽省,2006,,,,,,,,,
340000,安徽省,2005,,,,,,,,,
340000,安徽省,2004,24.5,,,10.0,,,,,
340000,安徽省,2003,,,,9.7,,,,,
340000,安徽省,2002,,,,9.7,,,,,
340000,安徽省,2001,,,,11.4,,,,,
340000,安徽省,2000,,,,,,,,,
350000,福建省,2019,66.2522023659703,108.366134671649,45.8282574788564,25.0334759627486,41.088185964388,17.2469435342485,29.2509438711301,50.2111274266447,19.0775974415626
350000,福建省,2018,62.7792438467394,107.3,42.9,23.118497843187,39.9,15.6,27.7416899264146,49.6,18
350000,福建省,2017,59.163385323,101.068026106,40.790230971,21.469189466,37.202482064,14.558928258,25.878036308,46.315951703,16.869077833
350000,福建省,2016,56.674496644,98.955904643,39.919355552,20.569179143,36.205590647,14.362443757,24.687919463,45.366156807,16.412930537
350000,福建省,2015,55.0,98.0,40,20.0,36.0,14,24.0,44.0,16
350000,福建省,2014,54.260641093,103.333025278,38.126253063,19.790856542,37.54472585,13.960409024,22.507619548,45.688687855,14.753067789
350000,福建省,2013,54.37,102.07,37.43,19.99,37.6,13.74,22.0,44.15,14.13
350000,福建省,2012,46.98,94.6,33.11,17.81,35.51,12.67,18.98,41.04,12.38
350000,福建省,2011,44.7076803673535,86.88,29.89,17.5923994437576,33.88,11.87,17.5864868839292,36.52,10.93
350000,福建省,2010,40.5,76.88,27.8,16.6,30.72,11.69,15.2,31.35,9.51
350000,福建省,2009,37.388109204182,,,15.7390823371288,,,13.6794479470996,,
350000,福建省,2008,29.720117371183,,,12.3702248718969,,,10.8595004106392,,
350000,福建省,2007,,,,,,,,,
350000,福建省,2006,,,,,,,,,
350000,福建省,2005,,,,,,,,,
350000,福建省,2004,29.8,,,12.9,,,,,
350000,福建省,2003,,,,12.3,,,,,
350000,福建省,2002,,,,13.4,,,,,
350000,福建省,2001,,,,12.8,,,,,
350000,福建省,2000,,,,,,,,,
360000,江西省,2019,57.3987215706166,89.2094650983564,39.7408174160296,20.6691546946874,30.2482134300721,14.9585897259403,25.8057434211353,44.2958671976118,16.420148948925
360000,江西省,2018,53.1968588640275,89.0,36.2,18.7831325301205,29.7,13.3,23.8500430292599,44.4,14.8
360000,江西省,2017,51.004110775,107.040037577,32.617063945,18.097793163,35.972652841,12.037724821,22.524664647,52.664730097,13.157920578
360000,江西省,2016,48.118299086,97.451970048,31.811436964,17.243559138,32.894688053,11.871978456,20.799973799,47.253934491,12.557113719
360000,江西省,2015,46.0,93.0,31,17.0,31.0,12,20.0,45.0,12
360000,江西省,2014,44.333333333,88.594878974,30.107814443,16.434830471,30.460070999,11.70463866,18.524878908,42.6105702,11.305889443
360000,江西省,2013,39.45,81.33,29.48,14.58,27.88,11.41,16.23,38.65,10.9
360000,江西省,2012,39.9,75.81,28.3,14.89,26.43,11,16.0,35.29,10.19
360000,江西省,2011,34.9154864189451,69.99,26.62,13.222132670516,25.07,10.42,13.559003632904,31.73,9.26
360000,江西省,2010,33.7,68.2,25.48,13.2,25.76,10.21,12.4,29.35,8.44
360000,江西省,2009,32.5339644112215,,,12.8039315030132,,,11.5797612630623,,
360000,江西省,2008,30.5012349089388,,,12.0436711236055,,,10.5278188463561,,
360000,江西省,2007,,,,,,,,,
360000,江西省,2006,,,,,,,,,
360000,江西省,2005,,,,,,,,,
360000,江西省,2004,27.1,,,11.5,,,,,
360000,江西省,2003,,,,11.2,,,,,
360000,江西省,2002,,,,11.3,,,,,
360000,江西省,2001,,,,12.8,,,,,
360000,江西省,2000,,,,,,,,,
370000,山东省,2019,77.6839807710068,111.11798196394,56.2567064596062,31.3112636181371,43.1997675452169,23.5536078910924,33.8998888801723,52.1317804168661,22.533183897089
370000,山东省,2018,73.5077137453966,109.4,52.9,28.905743007863,42.1,21.3,32.1240171195382,51.2,21.3
370000,山东省,2017,68.81638005,110.976137172,48.371491267,26.441584556,42.127290799,18.819623063,29.347590355,50.928764897,18.989773315
370000,山东省,2016,64.514348564,102.079159718,47.283379091,24.621379682,38.269790359,18.351892143,26.981875287,46.500096983,18.078492569
370000,山东省,2015,63.0,98.0,47,24.0,37.0,18,26.0,44.0,18
370000,山东省,2014,61.679946879,92.95815308,48.320309519,23.585963837,34.928909988,18.74909166,25.100725304,41.659454529,17.978753108
370000,山东省,2013,62.11,90.51,50.21,24.11,34.47,19.77,24.98,40.2,18.6
370000,山东省,2012,54.73,75.94,46.77,20.7,29.71,17.28,19.8,31.79,15.12
370000,山东省,2011,50.2281425841652,69.49,42.25,19.3967307488771,27.24,16.15,17.8258827024846,28.74,13.31
370000,山东省,2010,47.1,65.52,39.56,19.4,26.73,16.44,16.4,26.55,12.31
370000,山东省,2009,43.9148273040376,,,18.6458455342188,,,14.7744036087261,,
370000,山东省,2008,40.0115757898458,,,17.0141582615993,,,13.0810002501089,,
370000,山东省,2007,,,,,,,,,
370000,山东省,2006,,,,,,,,,
370000,山东省,2005,,,,,,,,,
370000,山东省,2004,35.0,,,15.1,,,,,
370000,山东省,2003,,,,14.5,,,,,
370000,山东省,2002,,,,14.5,,,,,
370000,山东省,2001,,,,16.45,,,,,
370000,山东省,2000,,,,,,,,,
410000,河南省,2019,67.8326720091289,127.024083369194,39.9303328060271,26.0787883503203,45.2086336801417,16.202392350518,28.9313519541482,62.1309054029419,15.1646688655647
410000,河南省,2018,64.7046330036439,123.4,37.9,24.5339927121291,43.5,15.2,27.3919833420094,60.0,14.3
410000,河南省,2017,60.780834815,117.522453811,35.260581612,23.047808348,40.961070881,14.191666517,25.271576525,56.825449394,12.846415018
410000,河南省,2016,57.385753252,109.839787458,33.985237801,21.689781788,37.780276289,13.696053962,23.302874528,52.791234033,11.935397791
410000,河南省,2015,55.0,104.0,33,21.0,36.0,13,22.0,49.0,11
410000,河南省,2014,52.439063162,99.406181611,31.87059867,20.065175922,34.204899215,13.061004242,20.25402713,46.511822245,10.474874446
410000,河南省,2013,42.44,93.36,30.86,16.36,32.12,12.78,15.99,43.4,9.76
410000,河南省,2012,45.56,86.8,28.46,17.82,30.3,11.95,16.59,39.57,8.57
410000,河南省,2011,36.2830813145418,77.49,26.7,14.3433072194332,28.49,11.05,12.5543306640808,33.33,7.72
410000,河南省,2010,34.5,76.65,25.42,14.3,29.72,11.01,11.2,31.46,6.87
410000,河南省,2009,33.7500083462791,,,14.1596032137639,,,10.5201566204599,,
410000,河南省,2008,29.473368722082,,,11.3468328018377,,,9.18380594812319,,
410000,河南省,2007,,,,,,,,,
410000,河南省,2006,,,,,,,,,
410000,河南省,2005,,,,,,,,,
410000,河南省,2004,28.7,,,11.1,,,,,
410000,河南省,2003,,,,10.9,,,,,
410000,河南省,2002,,,,10.5,,,,,
410000,河南省,2001,,,,11.6,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,70.2216973173612,102.424636856073,49.7280056092576,25.9223890669816,36.2638275116259,19.117461497468,32.7681795174625,51.4360726067161,21.4148274913709
420000,湖北省,2018,69.4559743113064,102.5,49.3,25.695453777252,36.1,19.1,32.2558729085685,51.2,21.2
420000,湖北省,2017,67.720264317,100.939243928,48.281718934,24.964418841,35.069096023,18.796443038,31.223822433,50.626986901,20.356672065
420000,湖北省,2016,65.341036534,98.52274543,46.086802246,24.085131691,34.147553938,17.976470234,29.722684792,48.996099603,19.058911124
420000,湖北省,2015,63.0,97.0,44,23.0,34.0,17,28.0,48.0,18
420000,湖北省,2014,57.699965612,86.190207625,41.721115824,21.685522696,30.58441322,16.460421746,24.778026135,40.839533314,16.26526769
420000,湖北省,2013,50.13,79.06,37.79,18.99,28.57,14.9,20.72,36.53,13.98
420000,湖北省,2012,49.96,79.21,33.04,18.89,28.87,12.95,20.03,35.74,11.55
