省份编码,省份,年份,入院人数(万人),医疗卫生机构出院人数(万人),医疗卫生机构住院病人手术人次(万人次),医疗卫生机构危重病人抢救人次(万人次),医疗卫生机构危重病人抢救成功率(%),医疗卫生机构每百门急诊入院人数(人)
230000,黑龙江省,2019,604.74,601.72,156.72,,,7.18
230000,黑龙江省,2018,585.1895,582.8164,142.9058,,,7.2
230000,黑龙江省,2017,604.7316,599.0396,118.5728,,,7.11
230000,黑龙江省,2016,564.1399,561.2284,120.2127,,,6.8201263471
230000,黑龙江省,2015,514.9,512.0,111.9,,,6.5
230000,黑龙江省,2014,489.5691,486.7033,116.9295,,,6.1963245578
230000,黑龙江省,2013,471.2166,469.4656,109.1064,,,6.25286856163665
230000,黑龙江省,2012,420.0879,421.1114,103.7849,,,5.82930789941722
230000,黑龙江省,2011,370.1318,368.566,92.0136,13.854,86.9041432077378,5.75137996009435
230000,黑龙江省,2010,373.1748,374.0852,87.2794,13.8321,86.7424324578336,5.8339764246725
230000,黑龙江省,2009,,,,,,
230000,黑龙江省,2008,,,,,,
230000,黑龙江省,2007,,,,,,
230000,黑龙江省,2006,,,,,,
230000,黑龙江省,2005,,,,,,
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,454.94,453.38,284.79,,,1.81
310000,上海市,2018,418.3576,418.116,236.2163,,,1.7
310000,上海市,2017,391.2251,390.9466,211.3144,,,1.61
310000,上海市,2016,366.6108,366.1626,199.0579,,,1.5477278418
310000,上海市,2015,335.1,334.8,171.6,,,1.4
310000,上海市,2014,318.5533,318.5404,161.0369,,,1.4041393608
310000,上海市,2013,291.0404,290.0065,139.0056,,,1.37182324830245
310000,上海市,2012,276.7289,276.7137,115.5223,,,1.3818515890188
310000,上海市,2011,247.1545,246.8594,102.2219,6.8558,77.6204089967619,1.27511058603433
310000,上海市,2010,232.4635,232.3476,81.3258,7.1733,78.1160693125897,1.26757811173009
310000,上海市,2009,,,,,,
310000,上海市,2008,,,,,,
310000,上海市,2007,,,,,,
310000,上海市,2006,,,,,,
310000,上海市,2005,,,,,,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,1528.21,1523.43,435.5,,,3.22
320000,江苏省,2018,1449.4104,1447.4612,381.1385,,,3.2
320000,江苏省,2017,1418.0402,1416.1725,352.5281,,,3.21
320000,江苏省,2016,1308.9607,1302.7468,330.07,,,3.1884793863
320000,江苏省,2015,1217.6,1214.1,302.5,,,3.0
320000,江苏省,2014,1152.0434,1148.2357,286.7796,,,2.9918051519
320000,江苏省,2013,1053.6853,1049.2721,264.7156,,,2.92312955042875
320000,江苏省,2012,952.8969,950.4513,244.7204,,,2.88721567002231
320000,江苏省,2011,830.3894,826.4109,210.1768,32.5606,93.1702732750625,2.79514715597518
320000,江苏省,2010,742.7514,743.7755,185.6052,27.3914,92.6115496104617,2.7173032356236
320000,江苏省,2009,,,,,,
320000,江苏省,2008,,,,,,
320000,江苏省,2007,,,,,,
320000,江苏省,2006,,,,,,
320000,江苏省,2005,,,,,,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,1104.33,1102.83,388.69,,,2.06
330000,浙江省,2018,1019.7352,1018.6432,346.0838,,,2.0
330000,浙江省,2017,949.2582,946.3499,332.6655,,,1.96
330000,浙江省,2016,871.2905,869.4165,268.0317,,,1.9269302813
330000,浙江省,2015,791.2,789.7,243.9,,,1.8
330000,浙江省,2014,756.2762,753.6903,235.9224,,,1.8037494345
330000,浙江省,2013,689.5225,686.2932,216.7281,,,1.75323626683101
330000,浙江省,2012,626.3527,629.0992,204.2874,,,1.65373986356416
330000,浙江省,2011,551.7418,550.8273,189.1711,17.0331,90.2255021105964,1.59920492523134
330000,浙江省,2010,499.3741,499.9324,169.6145,18.117,90.0275983882541,1.67065889205938
330000,浙江省,2009,,,,,,
330000,浙江省,2008,,,,,,
330000,浙江省,2007,,,,,,
330000,浙江省,2006,,,,,,
330000,浙江省,2005,,,,,,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,1035.89,1032.41,243.85,,,4.63
340000,安徽省,2018,1011.0634,1009.6781,216.9731,,,5.0
340000,安徽省,2017,996.0909,990.88,194.778,,,5.46
340000,安徽省,2016,897.315,891.361,180.1024,,,5.4393812402
340000,安徽省,2015,843.0,838.7,173.7,,,5.1
340000,安徽省,2014,821.3618,818.1804,158.4797,,,5.315998618
340000,安徽省,2013,762.5812,756.0368,149.2489,,,5.31828321111407
340000,安徽省,2012,711.6535,708.9016,138.6039,,,5.28912972268251
340000,安徽省,2011,598.46,594.4465,125.2281,20.2468,88.464349921963,5.11488705886481
340000,安徽省,2010,551.1196,548.6539,106.3424,17.8641,88.3380634904641,4.87309177516352
340000,安徽省,2009,,,,,,
340000,安徽省,2008,,,,,,
340000,安徽省,2007,,,,,,
340000,安徽省,2006,,,,,,
340000,安徽省,2005,,,,,,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,609.22,607.78,158.37,,,3.55
350000,福建省,2018,574.1629,574.6659,144.0494,,,3.6
350000,福建省,2017,551.1106,549.419,137.8188,,,3.51
350000,福建省,2016,535.0435,533.8778,132.3388,,,3.5888943095
350000,福建省,2015,523.0,521.9,113.9,,,3.7
350000,福建省,2014,533.7142,532.7991,109.4056,,,3.8100126524
350000,福建省,2013,527.6703,525.3383,103.225,,,4.00252513855456
350000,福建省,2012,510.1566,509.81,103.9836,,,4.16488271192166
350000,福建省,2011,439.9954,440.2476,93.7462,10.9693,93.3988495163775,3.85973316368108
350000,福建省,2010,402.2501,404.4398,82.1329,10.7529,93.1599847483005,3.89529692376398
350000,福建省,2009,,,,,,
350000,福建省,2008,,,,,,
350000,福建省,2007,,,,,,
350000,福建省,2006,,,,,,
350000,福建省,2005,,,,,,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,884.37,882.66,182.11,,,6.81
360000,江西省,2018,865.538,861.8696,159.1499,,,7.6
360000,江西省,2017,827.7642,820.6115,142.2285,,,7.47
360000,江西省,2016,745.4683,742.0483,130.4691,,,6.8491920908
360000,江西省,2015,712.1,709.7,117.7,,,7.0
360000,江西省,2014,696.6492,694.5176,110.2057,,,7.0925777476
360000,江西省,2013,688.6646,686.1718,103.5209,,,7.60385884701731
360000,江西省,2012,657.8688,661.6088,95.6128,,,7.50328281152435
360000,江西省,2011,561.1493,564.6555,84.435,12.1645,91.7727814542316,6.95796067206681
360000,江西省,2010,500.0817,499.3126,74.0224,10.9188,91.6657508151079,6.50176786039948
360000,江西省,2009,,,,,,
360000,江西省,2008,,,,,,
360000,江西省,2007,,,,,,
360000,江西省,2006,,,,,,
360000,江西省,2005,,,,,,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,1859.68,1849.93,452.03,,,4.85
370000,山东省,2018,1841.4586,1838.0531,416.6911,,,5.1
370000,山东省,2017,1825.3466,1818.9206,405.0952,,,5.22
370000,山东省,2016,1691.7849,1684.2011,351.8739,,,5.2273605907
370000,山东省,2015,1521.8,1513.3,299.8,,,5.0
370000,山东省,2014,1501.8236,1501.7374,300.2764,,,4.9824362262
370000,山东省,2013,1414.8389,1406.1632,262.214,,,4.94476980637694
370000,山东省,2012,1397.4795,1399.23,252.9761,,,5.20430807332533
370000,山东省,2011,1203.7193,1201.5119,222.2123,40.8223,91.8622909537189,5.02284188037246
370000,山东省,2010,1106.6723,1107.9319,203.6532,41.5463,90.9989577892616,5.023802534188
370000,山东省,2009,,,,,,
370000,山东省,2008,,,,,,
370000,山东省,2007,,,,,,
370000,山东省,2006,,,,,,
370000,山东省,2005,,,,,,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,2021.72,2013.22,396.25,,,5.38
410000,河南省,2018,1916.4344,1910.9867,357.3788,,,5.5
410000,河南省,2017,1745.3061,1734.5749,333.0212,,,5.34
410000,河南省,2016,1601.8202,1593.8947,314.7635,,,4.9986594631
410000,河南省,2015,1501.6,1492.1,286.5,,,5.0
410000,河南省,2014,1447.1027,1437.2206,268.8917,,,5.1713577159
410000,河南省,2013,1327.3962,1317.6331,246.3226,,,5.21979029265341
410000,河南省,2012,1273.1364,1265.0627,227.4421,,,5.53562288003712
410000,河南省,2011,1088.9367,1081.6119,193.5242,57.6437,93.4832427481234,5.50899997288342
410000,河南省,2010,1027.8304,1023.3444,172.1278,52.0334,95.0639397002694,5.7037470084446
410000,河南省,2009,,,,,,
410000,河南省,2008,,,,,,
410000,河南省,2007,,,,,,
410000,河南省,2006,,,,,,
410000,河南省,2005,,,,,,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,1368.76,1367.02,367.32,,,5.74
420000,湖北省,2018,1319.3923,1317.6535,332.6543,,,5.8
420000,湖北省,2017,1279.861,1276.8765,294.355,,,5.71
420000,湖北省,2016,1197.5693,1190.8419,271.7043,,,5.5110502704
420000,湖北省,2015,1107.5,1103.3,229.9,,,5.3
420000,湖北省,2014,1053.4537,1053.6575,206.1897,,,5.2503008926
420000,湖北省,2013,952.3566,950.7837,181.6286,,,5.21504484149065
420000,湖北省,2012,862.0798,867.3986,164.1154,,,4.86837104466447
420000,湖北省,2011,713.7293,717.618,143.1682,53.3745,94.4572782883212,4.5802306838562
420000,湖北省,2010,649.5685,647.9863,127.4653,50.3544,94.7096976629649,4.59355660213642
420000,湖北省,2009,,,,,,
420000,湖北省,2008,,,,,,
420000,湖北省,2007,,,,,,
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,1616.18,1606.7,288.34,,,8.95
430000,湖南省,2018,1537.3194,1537.7036,254.8743,,,9.0
430000,湖南省,2017,1473.5447,1464.8555,235.8628,,,8.99
430000,湖南省,2016,1400.9319,1391.0452,222.2818,,,9.1165939218
430000,湖南省,2015,1304.1,1295.3,204.3,,,8.9
430000,湖南省,2014,1226.6254,1222.6715,190.5605,,,8.6248124049
430000,湖南省,2013,1160.7476,1152.2435,173.2989,,,8.6406308814754
430000,湖南省,2012,1053.4202,1047.576,158.8346,,,8.39424121470931
430000,湖南省,2011,910.7481,897.8849,145.7472,40.6215,95.6557488029738,7.9331775497619
430000,湖南省,2010,797.804,797.7436,132.1305,41.8414,96.1987409599105,7.56664614065329
430000,湖南省,2009,,,,,,
430000,湖南省,2008,,,,,,
430000,湖南省,2007,,,,,,
430000,湖南省,2006,,,,,,
430000,湖南省,2005,,,,,,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,1815.95,1814.17,837.24,,,2.8
440000,广东省,2018,1710.1244,1708.7344,734.5581,,,2.8
440000,广东省,2017,1634.6246,1632.4104,631.4144,,,2.73
440000,广东省,2016,1546.8824,1544.8632,556.4568,,,2.6372105913
440000,广东省,2015,1441.5,1438.9,496.9,,,2.5
440000,广东省,2014,1392.8432,1392.3645,469.9209,,,2.479228786
440000,广东省,2013,1297.5612,1296.6883,436.4218,,,2.38550870873772
440000,广东省,2012,1215.7959,1228.0074,413.2514,,,2.3910180045591
440000,广东省,2011,1086.0,1083.5465,370.0828,43.6994,88.8245605202818,2.20655880627948
440000,广东省,2010,1026.345,1024.7216,317.5109,40.7359,88.3179210475281,2.18946767459596
440000,广东省,2009,,,,,,
440000,广东省,2008,,,,,,
440000,广东省,2007,,,,,,
440000,广东省,2006,,,,,,
440000,广东省,2005,,,,,,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,1046.44,1043.64,196.66,,,5.68
450000,广西壮族自治区,2018,932.0244,929.5105,181.9109,,,5.3
450000,广西壮族自治区,2017,901.0272,897.601,157.9281,,,5.15
450000,广西壮族自治区,2016,860.3641,858.4441,143.1667,,,5.1452881837
450000,广西壮族自治区,2015,831.2,828.3,126.2,,,5.2
450000,广西壮族自治区,2014,832.7839,831.4717,120.7206,,,5.4166490509
450000,广西壮族自治区,2013,818.75,816.1944,114.211,,,5.61532020386997
450000,广西壮族自治区,2012,699.5176,696.3238,104.47,,,5.20498887458613
450000,广西壮族自治区,2011,593.8577,591.8645,92.3322,26.0596,92.0275061781455,5.03785638914872
450000,广西壮族自治区,2010,590.1975,587.9126,82.1218,22.9399,90.8831337538525,5.24554433027225
450000,广西壮族自治区,2009,,,,,,
450000,广西壮族自治区,2008,,,,,,
450000,广西壮族自治区,2007,,,,,,
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,,,,,,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,128.94,128.95,30.11,,,3.28
460000,海南省,2018,119.4119,119.5495,26.0151,,,3.2
460000,海南省,2017,116.4726,116.1471,23.5223,,,3.18
460000,海南省,2016,110.0364,109.9111,20.0497,,,3.1928680763
460000,海南省,2015,104.6,104.5,18.0,,,3.2
460000,海南省,2014,97.0976,96.9633,16.0554,,,3.0592629162
460000,海南省,2013,90.9505,90.5856,14.4688,,,3.02608729097571
460000,海南省,2012,84.1516,83.8977,13.2687,,,3.00531586161982
460000,海南省,2011,76.8057,76.5219,12.9366,2.7385,91.6194997261274,3.00831290273836
460000,海南省,2010,69.9815,69.6142,11.2825,2.279,90.0789820096534,3.03373192225195
460000,海南省,2009,,,,,,
460000,海南省,2008,,,,,,
460000,海南省,2007,,,,,,
460000,海南省,2006,,,,,,
460000,海南省,2005,,,,,,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,752.87,749.93,161.87,,,6.6
500000,重庆市,2018,705.4422,703.2988,147.3174,,,6.8
500000,重庆市,2017,687.0595,682.7346,127.534,,,6.8
500000,重庆市,2016,631.3679,628.0342,113.1716,,,6.5607261615
500000,重庆市,2015,591.1,588.1,106.0,,,6.4
500000,重庆市,2014,551.3272,548.8059,99.1114,,,6.3124765376
500000,重庆市,2013,507.1511,503.7832,86.8168,,,6.34128233617161
500000,重庆市,2012,449.7381,448.1741,75.5543,,,5.75386637629641
500000,重庆市,2011,370.1313,371.8621,67.4842,18.2524,90.2023843439767,5.13391277513802
500000,重庆市,2010,336.6488,336.9342,59.3631,15.9308,90.9044115800839,4.90918206829295
500000,重庆市,2009,,,,,,
500000,重庆市,2008,,,,,,
500000,重庆市,2007,,,,,,
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,,,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,1981.59,1973.99,482.37,,,5.55
510000,四川省,2018,1835.2921,1827.0007,404.3116,,,5.6
510000,四川省,2017,1824.7387,1818.03,356.3619,,,5.79
510000,四川省,2016,1655.9605,1647.2683,323.4578,,,5.5956224861
510000,四川省,2015,1546.8,1542.6,291.2,,,5.5
510000,四川省,2014,1508.7855,1501.1552,277.9224,,,5.6068802344
510000,四川省,2013,1451.8489,1443.4463,252.4227,,,5.7315098818652
510000,四川省,2012,1383.1118,1376.222,231.9915,,,5.76519434775313
510000,四川省,2011,1124.8801,1118.5446,199.8222,57.2656,85.9135327316923,5.3463701394741
510000,四川省,2010,1058.3255,1056.4069,174.3528,51.6444,91.0019285730883,5.43400866135362
510000,四川省,2009,,,,,,
510000,四川省,2008,,,,,,
510000,四川省,2007,,,,,,
510000,四川省,2006,,,,,,
510000,四川省,2005,,,,,,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,860.1,854.53,180.81,,,6.78
520000,贵州省,2018,815.249,809.5951,160.5169,,,7.1
520000,贵州省,2017,732.7784,727.213,142.8364,,,7.15
520000,贵州省,2016,661.9276,654.6079,126.0351,,,7.431999312
520000,贵州省,2015,633.9,626.5,113.3,,,8.0
520000,贵州省,2014,640.1353,633.8357,107.6532,,,8.7930552293
520000,贵州省,2013,653.5166,646.0704,96.2241,,,9.6991011558497
520000,贵州省,2012,563.3205,562.0611,81.7577,,,9.59722376194262
520000,贵州省,2011,443.219,439.3717,64.1047,25.0804,89.5815058770992,8.60290151860518
520000,贵州省,2010,419.9704,418.0253,56.7747,20.1535,94.8401022154961,8.74601047083697
520000,贵州省,2009,,,,,,
520000,贵州省,2008,,,,,,
520000,贵州省,2007,,,,,,
520000,贵州省,2006,,,,,,
520000,贵州省,2005,,,,,,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,1011.53,1007.33,271.72,,,5.16
530000,云南省,2018,961.3994,957.0371,229.1409,,,5.4
530000,云南省,2017,892.2516,886.1269,211.6885,,,5.19
530000,云南省,2016,819.4449,816.855,188.066,,,5.1301343091
530000,云南省,2015,748.9,744.8,165.6,,,5.1
530000,云南省,2014,728.5484,725.9036,153.4075,,,5.3403521937
530000,云南省,2013,675.0288,670.9985,128.7902,,,5.32714562707275
530000,云南省,2012,621.1754,619.6508,112.5783,,,5.30703161332665
530000,云南省,2011,515.4381,515.0787,99.6872,49.9855,96.3107301117324,4.96699706222973
530000,云南省,2010,483.6023,481.5732,87.6019,48.3605,96.3707984822324,4.91109153882767
530000,云南省,2009,,,,,,
530000,云南省,2008,,,,,,
530000,云南省,2007,,,,,,
530000,云南省,2006,,,,,,
530000,云南省,2005,,,,,,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,30.56,30.47,6.49,,,2.94
540000,西藏自治区,2018,31.0572,30.9053,5.9056,,,3.0
540000,西藏自治区,2017,33.2046,32.7368,5.6812,,,3.15
540000,西藏自治区,2016,34.3803,28.7103,4.9821,,,3.4493438478
540000,西藏自治区,2015,29.0,28.7,3.9,,,3.2
540000,西藏自治区,2014,22.9261,23.0589,3.7826,,,2.7411236095
540000,西藏自治区,2013,19.4693,19.8919,3.1764,,,2.50954518626277
540000,西藏自治区,2012,14.5468,14.4039,2.3312,,,2.36261536525054
540000,西藏自治区,2011,16.1223,16.1197,2.6045,0.9939,92.7356876949391,2.39325590008543
540000,西藏自治区,2010,16.7373,15.5158,2.0262,0.7263,91.9317086603332,2.55344408992868
540000,西藏自治区,2009,,,,,,
540000,西藏自治区,2008,,,,,,
540000,西藏自治区,2007,,,,,,
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
