省份编码,省份,年份,中、短波转播发射台数(座),中波发射机数(部),短波发射机数(部),调频转播发射台数(座),调频发射机数(部),电视转播发射台数(座),电视发射机数(部),微波实有站数(座)
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,
150000,内蒙古自治区,2016,58,242,14,800,1011,800,1390,306
150000,内蒙古自治区,2015,58,240,11,,985,799,1293,237
150000,内蒙古自治区,2014,56,226,11,561,1121,857,1437,238
150000,内蒙古自治区,2013,57,212,11,554,1105,800,1323,158
150000,内蒙古自治区,2012,34,86,11,556,1047,1126,1770,158
150000,内蒙古自治区,2011,57,181,11,547,1005,1268,1891,158
150000,内蒙古自治区,2010,57,178,11,531,886,1266,1857,153
150000,内蒙古自治区,2009,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,,,,,,,,
210000,辽宁省,2018,,,,,,,,
210000,辽宁省,2017,,,,,,,,
210000,辽宁省,2016,37,90,1,208,273,,403,83
210000,辽宁省,2015,37,90,1,,269,,397,93
210000,辽宁省,2014,35,92,,230,363,359,568,91
210000,辽宁省,2013,34,90,,231,366,369,568,90
210000,辽宁省,2012,34,91,,241,360,368,572,
210000,辽宁省,2011,35,83,,237,350,368,576,85
210000,辽宁省,2010,34,79,,237,348,367,571,85
210000,辽宁省,2009,,,,,,,,
210000,辽宁省,2008,,,,,,,,
210000,辽宁省,2007,,,,,,,,
210000,辽宁省,2006,,,,,,,,
210000,辽宁省,2005,,,,,,,,
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,,,,,,,
220000,吉林省,2018,,,,,,,,
220000,吉林省,2017,,,,,,,,
220000,吉林省,2016,34,114,,140,331,,438,142
220000,吉林省,2015,34,100,,,314,,402,133
220000,吉林省,2014,34,97,,79,291,146,412,136
220000,吉林省,2013,34,91,,78,280,148,416,133
220000,吉林省,2012,41,101,,78,273,148,407,133
220000,吉林省,2011,34,87,,78,268,156,415,133
220000,吉林省,2010,33,79,,78,262,157,413,86
220000,吉林省,2009,,,,,,,,
220000,吉林省,2008,,,,,,,,
220000,吉林省,2007,,,,,,,,
220000,吉林省,2006,,,,,,,,
220000,吉林省,2005,,,,,,,,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,,,,,,,
230000,黑龙江省,2018,,,,,,,,
230000,黑龙江省,2017,,,,,,,,
230000,黑龙江省,2016,41,110,6,203,599,,635,84
230000,黑龙江省,2015,41,113,7,,580,,581,80
230000,黑龙江省,2014,43,110,,148,540,184,547,79
230000,黑龙江省,2013,43,106,,145,536,181,547,64
230000,黑龙江省,2012,4,8,,143,403,233,616,59
230000,黑龙江省,2011,40,95,1,146,395,240,624,64
230000,黑龙江省,2010,42,97,1,145,375,240,617,64
230000,黑龙江省,2009,,,,,,,,
230000,黑龙江省,2008,,,,,,,,
230000,黑龙江省,2007,,,,,,,,
230000,黑龙江省,2006,,,,,,,,
230000,黑龙江省,2005,,,,,,,,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,,,,,,,
310000,上海市,2018,,,,,,,,
310000,上海市,2017,,,,,,,,
310000,上海市,2016,3,14,,22,27,,20,
310000,上海市,2015,3,14,,,27,,20,
310000,上海市,2014,3,8,,11,26,11,20,
310000,上海市,2013,3,8,,11,26,11,20,
310000,上海市,2012,21,105,3,11,26,11,20,
310000,上海市,2011,4,8,3,11,21,11,18,
310000,上海市,2010,4,8,3,11,21,11,18,
310000,上海市,2009,,,,,,,,
310000,上海市,2008,,,,,,,,
310000,上海市,2007,,,,,,,,
310000,上海市,2006,,,,,,,,
310000,上海市,2005,,,,,,,,
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,,,,,,,
320000,江苏省,2018,,,,,,,,
320000,江苏省,2017,,,,,,,,
320000,江苏省,2016,21,105,1,104,267,,341,63
320000,江苏省,2015,21,105,1,,252,,334,73
320000,江苏省,2014,21,104,1,106,224,83,322,73
320000,江苏省,2013,21,104,1,94,209,83,321,73
320000,江苏省,2012,36,153,1,94,209,83,321,72
320000,江苏省,2011,21,104,1,94,202,83,318,76
320000,江苏省,2010,21,104,1,93,195,96,344,82
320000,江苏省,2009,,,,,,,,
320000,江苏省,2008,,,,,,,,
320000,江苏省,2007,,,,,,,,
320000,江苏省,2006,,,,,,,,
320000,江苏省,2005,,,,,,,,
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,,,,,,,
330000,浙江省,2018,,,,,,,,
330000,浙江省,2017,,,,,,,,
330000,浙江省,2016,36,153,,164,265,,360,75
330000,浙江省,2015,37,154,,,265,,291,69
330000,浙江省,2014,36,148,,97,264,100,255,84
330000,浙江省,2013,36,148,,97,262,100,255,88
330000,浙江省,2012,23,99,,99,257,97,252,84
330000,浙江省,2011,37,149,,107,228,97,250,84
330000,浙江省,2010,37,151,,106,241,98,260,69
330000,浙江省,2009,,,,,,,,
330000,浙江省,2008,,,,,,,,
330000,浙江省,2007,,,,,,,,
330000,浙江省,2006,,,,,,,,
330000,浙江省,2005,,,,,,,,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,,,,,,,,
340000,安徽省,2018,,,,,,,,
340000,安徽省,2017,,,,,,,,
340000,安徽省,2016,24,113,,220,514,,528,108
340000,安徽省,2015,23,117,,,585,,496,106
340000,安徽省,2014,23,113,,291,547,136,495,100
340000,安徽省,2013,23,108,,325,595,142,479,100
340000,安徽省,2012,37,96,,367,598,142,440,106
340000,安徽省,2011,23,96,,393,616,146,432,102
340000,安徽省,2010,23,90,,461,676,163,429,98
340000,安徽省,2009,,,,,,,,
340000,安徽省,2008,,,,,,,,
340000,安徽省,2007,,,,,,,,
340000,安徽省,2006,,,,,,,,
340000,安徽省,2005,,,,,,,,
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,,,,,,,
350000,福建省,2018,,,,,,,,
350000,福建省,2017,,,,,,,,
350000,福建省,2016,37,96,2,88,256,,331,147
350000,福建省,2015,39,96,2,,259,,261,168
350000,福建省,2014,37,96,2,88,258,73,268,162
350000,福建省,2013,37,96,2,88,257,73,267,156
350000,福建省,2012,17,36,2,88,257,73,268,181
350000,福建省,2011,37,96,2,87,261,76,242,185
350000,福建省,2010,37,96,2,87,255,75,240,206
350000,福建省,2009,,,,,,,,
350000,福建省,2008,,,,,,,,
350000,福建省,2007,,,,,,,,
350000,福建省,2006,,,,,,,,
350000,福建省,2005,,,,,,,,
350000,福建省,2004,,,,,,,,
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,,,,,,,,
360000,江西省,2018,,,,,,,,
360000,江西省,2017,,,,,,,,
360000,江西省,2016,19,49,,437,474,,371,15
360000,江西省,2015,19,50,2,,481,,361,14
360000,江西省,2014,15,34,,422,539,237,423,12
360000,江西省,2013,15,34,,425,553,241,434,14
360000,江西省,2012,30,102,,595,737,292,527,20
360000,江西省,2011,16,31,,602,738,297,519,18
360000,江西省,2010,16,32,,644,781,301,516,18
360000,江西省,2009,,,,,,,,
360000,江西省,2008,,,,,,,,
360000,江西省,2007,,,,,,,,
360000,江西省,2006,,,,,,,,
360000,江西省,2005,,,,,,,,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,,,,,,,,
370000,山东省,2018,,,,,,,,
370000,山东省,2017,,,,,,,,
370000,山东省,2016,33,122,2,206,253,,442,28
370000,山东省,2015,30,102,2,,237,,410,28
370000,山东省,2014,30,103,1,131,238,150,407,38
370000,山东省,2013,30,103,1,133,243,151,411,38
370000,山东省,2012,30,103,1,132,236,150,407,54
370000,山东省,2011,30,102,1,131,231,156,420,82
370000,山东省,2010,31,99,1,133,227,163,420,49
370000,山东省,2009,,,,,,,,
370000,山东省,2008,,,,,,,,
370000,山东省,2007,,,,,,,,
370000,山东省,2006,,,,,,,,
370000,山东省,2005,,,,,,,,
370000,山东省,2004,,,,,,,,
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,,,,,,,
410000,河南省,2018,,,,,,,,
410000,河南省,2017,,,,,,,,
410000,河南省,2016,30,117,,162,190,,399,52
410000,河南省,2015,30,103,,,190,,399,52
410000,河南省,2014,30,103,,139,190,153,399,52
410000,河南省,2013,30,103,,139,190,153,399,52
410000,河南省,2012,28,82,,138,189,153,399,
410000,河南省,2011,30,103,,138,189,153,399,54
410000,河南省,2010,30,103,,138,189,153,399,56
410000,河南省,2009,,,,,,,,
410000,河南省,2008,,,,,,,,
410000,河南省,2007,,,,,,,,
410000,河南省,2006,,,,,,,,
410000,河南省,2005,,,,,,,,
410000,河南省,2004,,,,,,,,
410000,河南省,2003,,,,,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,,,,,,,
420000,湖北省,2018,,,,,,,,
420000,湖北省,2017,,,,,,,,
420000,湖北省,2016,28,89,,478,486,,751,122
420000,湖北省,2015,28,88,,,716,,888,126
420000,湖北省,2014,28,86,,432,611,885,1170,116
420000,湖北省,2013,28,86,,432,609,908,1191,116
420000,湖北省,2012,25,51,,428,604,991,1273,119
420000,湖北省,2011,26,80,,428,598,992,1273,119
420000,湖北省,2010,26,76,,426,584,991,1275,121
420000,湖北省,2009,,,,,,,,
420000,湖北省,2008,,,,,,,,
420000,湖北省,2007,,,,,,,,
420000,湖北省,2006,,,,,,,,
420000,湖北省,2005,,,,,,,,
420000,湖北省,2004,,,,,,,,
420000,湖北省,2003,,,,,,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,,,,,,,,
430000,湖南省,2018,,,,,,,,
430000,湖南省,2017,,,,,,,,
430000,湖南省,2016,25,44,1,250,186,,373,148
430000,湖南省,2015,25,44,1,,186,,415,148
430000,湖南省,2014,25,45,1,100,175,179,407,154
430000,湖南省,2013,25,45,1,99,173,179,407,150
430000,湖南省,2012,27,97,1,99,167,180,403,152
430000,湖南省,2011,25,51,1,99,167,180,401,159
430000,湖南省,2010,25,45,1,98,161,195,403,159
430000,湖南省,2009,,,,,,,,
430000,湖南省,2008,,,,,,,,
430000,湖南省,2007,,,,,,,,
430000,湖南省,2006,,,,,,,,
430000,湖南省,2005,,,,,,,,
430000,湖南省,2004,,,,,,,,
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,,,,,,,,
440000,广东省,2018,,,,,,,,
440000,广东省,2017,,,,,,,,
440000,广东省,2016,27,97,2,125,288,,228,91
440000,广东省,2015,26,96,2,,248,,192,200
440000,广东省,2014,29,103,2,98,255,90,220,205
440000,广东省,2013,27,97,1,91,278,87,243,212
440000,广东省,2012,20,37,1,95,288,90,249,146
440000,广东省,2011,26,97,1,92,278,88,262,183
440000,广东省,2010,23,94,,95,258,88,246,168
440000,广东省,2009,,,,,,,,
440000,广东省,2008,,,,,,,,
440000,广东省,2007,,,,,,,,
440000,广东省,2006,,,,,,,,
440000,广东省,2005,,,,,,,,
440000,广东省,2004,,,,,,,,
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,
450000,广西壮族自治区,2016,20,37,2,712,1528,,778,31
450000,广西壮族自治区,2015,20,37,2,,1305,,592,51
450000,广西壮族自治区,2014,20,37,2,392,905,128,392,50
450000,广西壮族自治区,2013,20,37,2,261,642,128,388,52
450000,广西壮族自治区,2012,3,7,2,155,397,129,379,54
450000,广西壮族自治区,2011,20,37,2,154,370,129,376,54
450000,广西壮族自治区,2010,20,37,2,150,345,128,377,72
450000,广西壮族自治区,2009,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,,,,,,,
460000,海南省,2018,,,,,,,,
460000,海南省,2017,,,,,,,,
460000,海南省,2016,3,7,,22,82,,95,11
460000,海南省,2015,5,14,,,82,,74,12
460000,海南省,2014,3,7,,22,59,22,64,77
460000,海南省,2013,3,7,,23,60,23,66,80
460000,海南省,2012,5,13,,62,95,22,61,75
460000,海南省,2011,3,7,,62,95,22,61,56
460000,海南省,2010,3,7,,62,95,22,62,43
460000,海南省,2009,,,,,,,,
460000,海南省,2008,,,,,,,,
460000,海南省,2007,,,,,,,,
460000,海南省,2006,,,,,,,,
460000,海南省,2005,,,,,,,,
460000,海南省,2004,,,,,,,,
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,,,,,,,,
500000,重庆市,2018,,,,,,,,
500000,重庆市,2017,,,,,,,,
500000,重庆市,2016,5,13,,63,262,,185,28
500000,重庆市,2015,5,13,,,255,,150,31
500000,重庆市,2014,5,13,,58,253,46,137,33
500000,重庆市,2013,5,13,,60,261,47,137,33
500000,重庆市,2012,36,94,,60,260,47,121,
500000,重庆市,2011,5,13,,60,260,47,121,38
500000,重庆市,2010,5,13,,61,254,47,122,45
500000,重庆市,2009,,,,,,,,
500000,重庆市,2008,,,,,,,,
500000,重庆市,2007,,,,,,,,
500000,重庆市,2006,,,,,,,,
500000,重庆市,2005,,,,,,,,
500000,重庆市,2004,,,,,,,,
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,,,,,,,,
510000,四川省,2018,,,,,,,,
510000,四川省,2017,,,,,,,,
510000,四川省,2016,36,102,2,338,739,,934,43
510000,四川省,2015,36,95,2,,719,,942,50
510000,四川省,2014,40,104,3,393,731,566,944,131
510000,四川省,2013,36,94,2,1586,2152,2195,2920,71
510000,四川省,2012,11,28,2,2215,2832,3056,4173,67
510000,四川省,2011,37,100,2,2164,2776,3001,4121,67
510000,四川省,2010,37,99,2,2299,2901,3482,4810,141
510000,四川省,2009,,,,,,,,
510000,四川省,2008,,,,,,,,
510000,四川省,2007,,,,,,,,
510000,四川省,2006,,,,,,,,
510000,四川省,2005,,,,,,,,
510000,四川省,2004,,,,,,,,
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,,,,,,,
520000,贵州省,2018,,,,,,,,
520000,贵州省,2017,,,,,,,,
520000,贵州省,2016,11,30,2,283,398,,282,3
520000,贵州省,2015,12,29,2,,397,,276,3
520000,贵州省,2014,12,29,2,260,385,91,280,5
520000,贵州省,2013,11,28,2,261,384,91,279,9
520000,贵州省,2012,60,102,2,258,392,89,279,100
520000,贵州省,2011,11,28,2,171,305,89,279,101
520000,贵州省,2010,11,30,2,156,288,90,284,109
520000,贵州省,2009,,,,,,,,
520000,贵州省,2008,,,,,,,,
520000,贵州省,2007,,,,,,,,
520000,贵州省,2006,,,,,,,,
520000,贵州省,2005,,,,,,,,
520000,贵州省,2004,,,,,,,,
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,,,,,,,,
530000,云南省,2018,,,,,,,,
530000,云南省,2017,,,,,,,,
530000,云南省,2016,60,105,4,440,972,,942,29
530000,云南省,2015,61,106,4,,897,,726,64
530000,云南省,2014,60,105,2,283,811,187,631,95
530000,云南省,2013,60,102,2,284,799,185,629,119
530000,云南省,2012,42,151,2,284,822,185,857,119
530000,云南省,2011,60,102,2,393,869,180,703,119
530000,云南省,2010,57,99,2,393,843,176,676,148
530000,云南省,2009,,,,,,,,
530000,云南省,2008,,,,,,,,
530000,云南省,2007,,,,,,,,
530000,云南省,2006,,,,,,,,
530000,云南省,2005,,,,,,,,
530000,云南省,2004,,,,,,,,
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,,,,,,,,
540000,西藏自治区,2018,,,,,,,,
540000,西藏自治区,2017,,,,,,,,
540000,西藏自治区,2016,42,151,,4696,5153,,6476,
540000,西藏自治区,2015,42,151,,,5153,,6475,
540000,西藏自治区,2014,42,151,,2636,5151,2060,6475,
540000,西藏自治区,2013,42,151,,2636,5151,2060,6474,
540000,西藏自治区,2012,14,36,,2636,5151,2060,6470,
540000,西藏自治区,2011,42,151,,2636,5150,2060,6469,
540000,西藏自治区,2010,42,151,,2635,5148,2060,6467,
540000,西藏自治区,2009,,,,,,,,
540000,西藏自治区,2008,,,,,,,,
540000,西藏自治区,2007,,,,,,,,
540000,西藏自治区,2006,,,,,,,,
540000,西藏自治区,2005,,,,,,,,
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,,,,,,,,
610000,陕西省,2018,,,,,,,,
610000,陕西省,2017,,,,,,,,
610000,陕西省,2016,14,36,1,214,394,,242,53
610000,陕西省,2015,14,36,1,,383,,240,56
610000,陕西省,2014,14,36,1,171,381,124,238,52
610000,陕西省,2013,14,36,1,171,378,124,238,56
610000,陕西省,2012,14,36,3,172,383,123,273,71
610000,陕西省,2011,14,36,3,172,314,123,251,69
610000,陕西省,2010,14,36,3,165,244,123,251,58
610000,陕西省,2009,,,,,,,,
610000,陕西省,2008,,,,,,,,
610000,陕西省,2007,,,,,,,,
610000,陕西省,2006,,,,,,,,
610000,陕西省,2005,,,,,,,,
610000,陕西省,2004,,,,,,,,
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,,,,,,,,
620000,甘肃省,2018,,,,,,,,
620000,甘肃省,2017,,,,,,,,
620000,甘肃省,2016,31,69,2,1949,702,,2396,89
620000,甘肃省,2015,31,68,2,,773,,2453,97
620000,甘肃省,2014,30,60,2,630,894,2235,3318,91
620000,甘肃省,2013,30,59,2,702,985,2285,3472,102
620000,甘肃省,2012,30,59,2,700,981,2285,3464,107
620000,甘肃省,2011,30,59,2,697,967,2504,3997,108
620000,甘肃省,2010,30,59,2,695,949,2527,4008,102
620000,甘肃省,2009,,,,,,,,
620000,甘肃省,2008,,,,,,,,
620000,甘肃省,2007,,,,,,,,
620000,甘肃省,2006,,,,,,,,
620000,甘肃省,2005,,,,,,,,
620000,甘肃省,2004,,,,,,,,
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,,,,,,,,
630000,青海省,2016,26,81,255,436,616,,1122,3
630000,青海省,2015,21,61,195,,592,,694,3
630000,青海省,2014,21,61,195,257,393,1011,1541,
630000,青海省,2013,21,63,195,214,333,1134,1659,
630000,青海省,2012,21,61,195,215,340,1162,1721,3
630000,青海省,2011,12,25,17,219,333,1187,1763,7
630000,青海省,2010,9,16,17,219,328,1194,1750,7
630000,青海省,2009,,,,,,,,
630000,青海省,2008,,,,,,,,
630000,青海省,2007,,,,,,,,
630000,青海省,2006,,,,,,,,
630000,青海省,2005,,,,,,,,
630000,青海省,2004,,,,,,,,
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,
640000,宁夏回族自治区,2016,12,39,,42,61,,94,24
640000,宁夏回族自治区,2015,12,39,,,73,,593,23
640000,宁夏回族自治区,2014,11,34,,24,70,27,582,22
640000,宁夏回族自治区,2013,12,34,,24,64,26,578,26
640000,宁夏回族自治区,2012,12,34,,24,64,26,578,27
640000,宁夏回族自治区,2011,12,34,,24,64,26,578,27
640000,宁夏回族自治区,2010,12,34,,24,64,26,578,27
640000,宁夏回族自治区,2009,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,
650000,新疆维吾尔自治区,2016,68,156,128,1068,1533,,1451,29
650000,新疆维吾尔自治区,2015,66,156,122,,1575,,1477,25
650000,新疆维吾尔自治区,2014,66,156,122,889,1653,653,1535,30
650000,新疆维吾尔自治区,2013,66,156,122,859,1604,643,1470,34
650000,新疆维吾尔自治区,2012,64,156,116,961,1484,883,1961,38
650000,新疆维吾尔自治区,2011,53,155,83,976,1497,911,1983,37
650000,新疆维吾尔自治区,2010,54,156,83,984,1487,914,1963,37
650000,新疆维吾尔自治区,2009,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
