省份编码,省份,年份,出版物发行机构数(处),国有书店及国有发行点数(处),供销社数(处),出版社数(处),网上书店数(处),文化教育广电邮政系统数(处),新华书店系统外批发网点数(处),集体个体零售数(处),新华书店系统出版社自办发行从业人数(人),国有书店及国有发行点从业人数(人)
540000,西藏自治区,2012,131,52,,1,,8,,70,4,295
540000,西藏自治区,2011,131,52,,1,,8,,70,299,295
540000,西藏自治区,2010,230,53,,1,,8,,168,388,383
540000,西藏自治区,2009,,,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,,
540000,西藏自治区,2007,,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,
610000,陕西省,2019,,,,,,,,,,
610000,陕西省,2018,4663,204,,23,,1423,245,2768,4413,4067
610000,陕西省,2017,4111,204,,23,,1577,216,2091,4504,4193
610000,陕西省,2016,4353,204,,24,,1577,268,2280,4811,4500
610000,陕西省,2015,4353,204,,24,,1577,268,2280,4811,4500
610000,陕西省,2014,4385,206,,24,,1595,269,2291,4811,4500
610000,陕西省,2013,4300,197,,24,,1597,258,2224,4406,4115
610000,陕西省,2012,4680,205,,25,,1600,240,2610,296,4073
610000,陕西省,2011,4714,205,,25,,1597,269,2618,4287,3997
610000,陕西省,2010,4194,236,,25,,1597,269,2067,3107,2816
610000,陕西省,2009,,,,,,,,,,
610000,陕西省,2008,,,,,,,,,,
610000,陕西省,2007,,,,,,,,,,
610000,陕西省,2006,,,,,,,,,,
610000,陕西省,2005,,,,,,,,,,
610000,陕西省,2004,,,,,,,,,,
610000,陕西省,2003,,,,,,,,,,
610000,陕西省,2002,,,,,,,,,,
610000,陕西省,2001,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,,
620000,甘肃省,2018,3782,219,,,,1672,231,1660,2254,2254
620000,甘肃省,2017,2215,257,,1,,81,221,1655,2369,2309
620000,甘肃省,2016,2214,270,,1,,82,181,1680,2375,2317
620000,甘肃省,2015,2339,272,,1,,82,194,1790,2419,2357
620000,甘肃省,2014,2381,277,,1,,82,218,1803,2829,2767
620000,甘肃省,2013,2206,293,,2,,82,210,1619,3063,2949
620000,甘肃省,2012,2203,295,,2,,82,210,1614,117,2830
620000,甘肃省,2011,2204,323,,3,,80,179,1619,3136,3032
620000,甘肃省,2010,2278,317,,9,1,82,179,1690,2899,2865
620000,甘肃省,2009,,,,,,,,,,
620000,甘肃省,2008,,,,,,,,,,
620000,甘肃省,2007,,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,
630000,青海省,2019,,,,,,,,,,
630000,青海省,2018,531,58,,,,189,27,257,511,511
630000,青海省,2017,531,58,,,,189,27,257,595,595
630000,青海省,2016,555,58,,,,189,30,278,593,593
630000,青海省,2015,967,58,,,,189,30,690,611,611
630000,青海省,2014,982,58,,,,189,30,705,595,595
630000,青海省,2013,987,58,,,,189,28,712,666,634
630000,青海省,2012,1052,55,,,,183,28,786,,624
630000,青海省,2011,534,61,,,,93,28,352,734,734
630000,青海省,2010,661,62,,,,185,21,393,653,653
630000,青海省,2009,,,,,,,,,,
630000,青海省,2008,,,,,,,,,,
630000,青海省,2007,,,,,,,,,,
630000,青海省,2006,,,,,,,,,,
630000,青海省,2005,,,,,,,,,,
630000,青海省,2004,,,,,,,,,,
630000,青海省,2003,,,,,,,,,,
630000,青海省,2002,,,,,,,,,,
630000,青海省,2001,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,,
640000,宁夏回族自治区,2018,983,29,,1,,298,65,590,353,350
640000,宁夏回族自治区,2017,1066,31,,3,,200,63,769,388,365
640000,宁夏回族自治区,2016,952,31,,3,,200,53,665,388,365
640000,宁夏回族自治区,2015,1151,31,,1,,390,47,682,410,385
640000,宁夏回族自治区,2014,1016,31,,1,,392,47,545,673,658
640000,宁夏回族自治区,2013,945,31,,1,6,439,42,426,659,642
640000,宁夏回族自治区,2012,989,31,,1,6,457,42,452,14,726
640000,宁夏回族自治区,2011,939,31,,1,1,457,32,417,456,442
640000,宁夏回族自治区,2010,1014,30,,1,,436,33,514,693,693
640000,宁夏回族自治区,2009,,,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,,
640000,宁夏回族自治区,2007,,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,,
650000,新疆维吾尔自治区,2018,3447,164,,4,,1544,218,1517,2701,2530
650000,新疆维吾尔自治区,2017,3447,164,,4,,1544,218,1517,2707,2536
650000,新疆维吾尔自治区,2016,2983,161,,4,,110,258,2450,2550,2379
650000,新疆维吾尔自治区,2015,3138,161,,4,,110,261,2602,2541,2379
650000,新疆维吾尔自治区,2014,3139,161,,4,,110,262,2602,2541,2379
650000,新疆维吾尔自治区,2013,3003,299,,,2,170,55,2477,2970,2970
650000,新疆维吾尔自治区,2012,2991,299,,,2,170,55,2465,,2769
650000,新疆维吾尔自治区,2011,2585,296,,,2,,147,2140,2768,2768
650000,新疆维吾尔自治区,2010,2464,177,,,,,147,2140,2369,2369
650000,新疆维吾尔自治区,2009,,,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,,
