省份编码,省份,年份,出版印刷企业数(个),出版印刷企业工业销售产值(万元),出版印刷企业黑白印刷产量(万令),出版印刷企业彩色印刷产量(万对开色令),出版印刷企业装订产量(万令),出版印刷企业用纸量(万令),出版印刷企业用纸量(万吨)
220000,吉林省,2010,277,172300.2509,1073.2252521,2025.0886766,510.891788,454.25488,7.897872
220000,吉林省,2009,,,,,,,
220000,吉林省,2008,,,,,,,
220000,吉林省,2007,,,,,,,
220000,吉林省,2006,,,,,,,
220000,吉林省,2005,,,,,,,
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,155,,208.5,1224.8,278.1,513.6,
230000,黑龙江省,2018,155,,193.44,1359.08,281.46,551.32,
230000,黑龙江省,2017,155,,222.06,1782.63,278.02,674.71,
230000,黑龙江省,2016,169,,249.07,2108.87,309.34,778.58,
230000,黑龙江省,2015,169,,332.77,2174.14,378.01,608.91,
230000,黑龙江省,2014,169,134399.000039,310.6570507,2677.31512055,354.81708,608.79184525,
230000,黑龙江省,2013,156,133971.21933,319.3749145,2711.729874,370.014302,681.354093,
230000,黑龙江省,2012,177,140202.249592,320.0721464,2203.7409962,392.3176192,707.928367,
230000,黑龙江省,2011,170,132503.277081,286.841096,2038.5995682,461.4928401,311.8791761,9.0929986
230000,黑龙江省,2010,196,134419.988253,897.233841,2151.7195932,481.3697863,320.945932,7.629336
230000,黑龙江省,2009,,,,,,,
230000,黑龙江省,2008,,,,,,,
230000,黑龙江省,2007,,,,,,,
230000,黑龙江省,2006,,,,,,,
230000,黑龙江省,2005,,,,,,,
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,185,,454.4,9417.6,477.0,3120.8,
310000,上海市,2018,198,,439.47,10201.92,494.63,2901.27,
310000,上海市,2017,201,,382.51,7239.14,394.3,1552.87,
310000,上海市,2016,216,,522.9,12578.41,429.97,1674.91,
310000,上海市,2015,244,,492.52,11537.16,521.81,1128.3,
310000,上海市,2014,246,1082188.43,563.23084,14930.833102,633.756194,1448.8124231454,
310000,上海市,2013,255,1071368.03,875.3473,15302.8617,668.0364,1499.63894521442,
310000,上海市,2012,279,934797.045919159,1027.1899,14616.9237,608.854,1356.66353517436,
310000,上海市,2011,255,942895.91,1227.0459,12546.30656762,574.4488,500.24098,29.287691
310000,上海市,2010,256,900062.39,1231.467689,10157.8584152,742.7723,406.862881,28.310482
310000,上海市,2009,,,,,,,
310000,上海市,2008,,,,,,,
310000,上海市,2007,,,,,,,
310000,上海市,2006,,,,,,,
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,443,,1392.7,7008.8,1905.1,3718.8,
320000,江苏省,2018,433,,1381.07,6973.4,1831.84,3716.94,
320000,江苏省,2017,426,,1307.22,6476.46,1632.42,3360.55,
320000,江苏省,2016,415,,1317.87,6082.36,1529.17,3257.68,
320000,江苏省,2015,408,,1249.8,5821.72,1281.83,3186.12,
320000,江苏省,2014,415,753150.4494,1207.189551,6370.093696,1278.046865,3139.442107,
320000,江苏省,2013,400,812407.2372,1250.591697,6839.4487036,1227.094838,3349.969952,
320000,江苏省,2012,415,849501.248019159,1295.083103,7108.533596,1213.333634,3642.735787,
320000,江苏省,2011,419,836226.329,1511.5284939,6508.9900134,1651.5133961,1670.77585,58.7664691
320000,江苏省,2010,475,754608.6906,1721.10483326,5611.9209837,1722.09826,1665.6176079,59.6455827
320000,江苏省,2009,,,,,,,
320000,江苏省,2008,,,,,,,
320000,江苏省,2007,,,,,,,
320000,江苏省,2006,,,,,,,
320000,江苏省,2005,,,,,,,
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,705,,2173.8,13232.5,2778.1,5492.5,
330000,浙江省,2018,704,,2114.84,12417.7,2492.34,5179.75,
330000,浙江省,2017,748,,1885.23,13483.08,2034.0,5326.02,
330000,浙江省,2016,749,,1866.81,14111.84,2124.28,5528.52,
330000,浙江省,2015,683,,1690.28,22001.8,1920.79,5325.12,
330000,浙江省,2014,928,2129530.68025601,1631.275279,23892.179502,1766.679812,5371.276857,
330000,浙江省,2013,898,2083589.099247,1661.6172775,23824.00228563,1982.6213283,5514.21918853,
330000,浙江省,2012,805,2016466.92448532,1634.308423,22451.034276,1807.052155,5234.603352,
330000,浙江省,2011,450,1538739.8254,1537.65649968,19613.7448828,1405.0470887,2684.0761938,86.24722261
330000,浙江省,2010,322,1313404.918,1657.40671712,11401.5326628,1666.46,2319.79218744,131.416004468
330000,浙江省,2009,,,,,,,
330000,浙江省,2008,,,,,,,
330000,浙江省,2007,,,,,,,
330000,浙江省,2006,,,,,,,
330000,浙江省,2005,,,,,,,
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,354,,796.7,3961.6,1311.9,1840.7,
340000,安徽省,2018,337,,758.74,4273.3,1295.83,1947.48,
340000,安徽省,2017,302,,838.2,5227.77,1400.39,2433.18,
340000,安徽省,2016,308,,923.24,4402.86,1187.64,2124.14,
340000,安徽省,2015,293,,858.99,3876.95,999.02,1737.36,
340000,安徽省,2014,280,479430.6607544,838.7162894,4399.578195,997.168512,1624.5038904,
340000,安徽省,2013,283,429519.51148,787.6723674,3802.0427169,1339.720682,1550.9131805,
340000,安徽省,2012,268,430320.711442212,1011.90392478,2774.725162224,1292.132412012,1472.598098628,
340000,安徽省,2011,261,391575.804537037,1228.3,2293.39,1015.33,928.9,33.9
340000,安徽省,2010,258,302869.77,1094.23,2715.25,809.97,1040.7,30.04
340000,安徽省,2009,,,,,,,
340000,安徽省,2008,,,,,,,
340000,安徽省,2007,,,,,,,
340000,安徽省,2006,,,,,,,
340000,安徽省,2005,,,,,,,
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,274,,634.8,1452.1,657.8,956.9,
350000,福建省,2018,278,,614.95,1824.89,629.46,1098.24,
350000,福建省,2017,288,,548.28,1426.8,447.07,888.2,
350000,福建省,2016,311,,595.15,1558.24,458.36,908.97,
350000,福建省,2015,320,,571.99,1612.95,447.01,852.46,
350000,福建省,2014,332,450297.780564,402.498646,1854.192406,330.784698,720.742443,
350000,福建省,2013,323,374225.96905,490.57187554,1719.14331716,301.646423,685.77584505,
350000,福建省,2012,312,305127.00295958,472.63,1713.79,293.09,658.6,
350000,福建省,2011,219,347832.1703,506.4935962,1782.1599441,311.5590501,476.7335182,12.7534208262
350000,福建省,2010,289,332925.357376,456.0906196,1729.7277858,307.9229025,484.6363621,13.02987358
350000,福建省,2009,,,,,,,
350000,福建省,2008,,,,,,,
350000,福建省,2007,,,,,,,
350000,福建省,2006,,,,,,,
350000,福建省,2005,,,,,,,
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,143,,787.3,1501.9,922.0,1132.4,
360000,江西省,2018,142,,937.27,1420.14,1080.88,1221.05,
360000,江西省,2017,140,,984.11,1363.42,933.45,1024.03,
360000,江西省,2016,148,,1017.45,1447.79,929.58,1093.33,
360000,江西省,2015,140,,980.63,1384.1,802.86,893.4,
360000,江西省,2014,139,315370.83,1012.1755217,1554.5847044,948.0132908,1043.4841053,
360000,江西省,2013,138,265128.870708661,1080.99926291339,1379.84711012598,911.714607496063,855.815658141732,
360000,江西省,2012,136,240413.43295958,868.731467414063,1534.32437921094,849.926449257812,698.452647570312,
360000,江西省,2011,124,234156.59,705.8925075,1532.6240486,771.0170953,522.41595,16.901546
360000,江西省,2010,142,157974.311066667,530.610524666667,1170.98562,604.591675466667,414.648238666667,15.496
360000,江西省,2009,,,,,,,
360000,江西省,2008,,,,,,,
360000,江西省,2007,,,,,,,
360000,江西省,2006,,,,,,,
360000,江西省,2005,,,,,,,
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,605,,2912.2,7674.8,3573.5,5032.4,
370000,山东省,2018,587,,3630.95,7330.9,3839.44,5604.37,
370000,山东省,2017,522,,3550.52,28712.03,4906.64,8825.59,
370000,山东省,2016,522,,3720.19,29706.17,4950.38,9384.85,
370000,山东省,2015,512,,3333.94,28607.48,4206.21,8148.8,
370000,山东省,2014,489,1003362.4186,3524.0348967,29890.6297727,4613.9364112,10085.9777939,
370000,山东省,2013,471,992043.74,3049.7201391,29884.3640314,4195.196967,8804.9134608,
370000,山东省,2012,460,982939.825919159,2590.5,25169.9,3729.3,7505.5,
370000,山东省,2011,589,1011225.39714588,2426.61790321184,22876.1774945655,3283.89654170317,2769.71879316194,132.556434917548
370000,山东省,2010,547,808284.04125,2201.35401299917,19543.3881857083,2383.7062300825,2242.12170020833,111.6931736
370000,山东省,2009,,,,,,,
370000,山东省,2008,,,,,,,
370000,山东省,2007,,,,,,,
370000,山东省,2006,,,,,,,
370000,山东省,2005,,,,,,,
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,449,,814.9,3582.7,1315.5,1635.0,
410000,河南省,2018,440,,868.94,3331.09,1173.29,1785.43,
410000,河南省,2017,434,,867.35,3605.93,1171.82,2236.49,
410000,河南省,2016,434,,961.69,3796.59,1207.53,2398.59,
410000,河南省,2015,433,,905.2,3964.43,1182.98,2383.5,
410000,河南省,2014,428,393738.87,1104.7769662921,3857.2782303371,1190.5800561798,2401.1130617978,
410000,河南省,2013,423,384044.303658333,1087.68,3798.81,1137.16,2340.85,
410000,河南省,2012,410,418250.81295958,1026.41,3271.12,1116.91,2254.72854328622,
410000,河南省,2011,405,402932.402417527,1153.54,3001.76,1126.63,1156.45,35.49
410000,河南省,2010,393,309682.0,1073.39,2544.51,971.59,1174.62,31.65
410000,河南省,2009,,,,,,,
410000,河南省,2008,,,,,,,
410000,河南省,2007,,,,,,,
410000,河南省,2006,,,,,,,
410000,河南省,2005,,,,,,,
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,374,,1431.0,4208.4,1740.6,2497.9,
420000,湖北省,2018,356,,1157.7,2803.02,1551.96,2092.87,
420000,湖北省,2017,349,,1122.41,2710.27,1454.01,1980.1,
420000,湖北省,2016,361,,1168.16,2667.86,1439.39,2042.01,
420000,湖北省,2015,379,,1317.64,3205.67,1592.4,2586.74,
420000,湖北省,2014,357,443443.29,1285.447321,3236.7488882,1468.911828,2598.7441052,
420000,湖北省,2013,343,456165.992914,1605.9801622,3490.5529581,1554.72572,2789.2571467,
420000,湖北省,2012,349,431073.78397258,1628.284614,3488.975109,1377.463638,2770.9273252,
420000,湖北省,2011,359,434663.036964,1255.0290135,3724.6762036,1270.9056339,847.9815665,61.4854049
420000,湖北省,2010,351,446877.974115,1161.0734275,8242.9792736,1316.9156126,665.2461481,78.6273285
420000,湖北省,2009,,,,,,,
420000,湖北省,2008,,,,,,,
420000,湖北省,2007,,,,,,,
420000,湖北省,2006,,,,,,,
420000,湖北省,2005,,,,,,,
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,411,,883.6,5660.5,1295.7,1881.0,
430000,湖南省,2018,430,,911.6,4380.88,1214.36,2027.6,
430000,湖南省,2017,434,,920.2,4660.07,1321.61,2310.35,
430000,湖南省,2016,424,,940.41,5049.11,1400.31,2819.29,
430000,湖南省,2015,404,,1048.0,5506.45,1294.56,3805.62,
430000,湖南省,2014,498,863970.891131388,1130.3557933827,5736.4989586341,1308.425735358,4489.1170111605,
430000,湖南省,2013,495,798291.303173,1266.8175122,5384.8679266,1916.5182975,8687.151945,
430000,湖南省,2012,484,770757.450370159,1143.0563572,4325.2933795,1509.231635,7978.8624914,
430000,湖南省,2011,453,703243.42863,1135.126763,3178.817423,1436.547073,2098.3053702,83.4080281
430000,湖南省,2010,451,609441.83,1204.104853,2866.803761,1265.652856,2394.651813,81.299835
430000,湖南省,2009,,,,,,,
430000,湖南省,2008,,,,,,,
430000,湖南省,2007,,,,,,,
430000,湖南省,2006,,,,,,,
430000,湖南省,2005,,,,,,,
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,808,,2628.5,17397.3,5299.6,6718.1,
440000,广东省,2018,788,,3360.25,16955.14,3997.98,6969.38,
440000,广东省,2017,910,,3353.43,17726.94,4019.28,6971.47,
440000,广东省,2016,900,,3412.0,18492.55,4242.1,7242.24,
440000,广东省,2015,874,,3422.13,19987.41,4320.14,7256.12,
440000,广东省,2014,874,2217429.79797911,3191.44375088,32583.0688405474,4447.7592856924,7425.9324122283,
440000,广东省,2013,881,1949510.30315108,2748.54581587265,37587.0134748409,4814.90565211078,7859.89773422732,
440000,广东省,2012,859,2267226.90627448,3792.54195151865,30368.4547191236,4264.01327085438,8170.05764179818,
440000,广东省,2011,858,2269874.3772485,3903.29712707,32406.84233402,4144.70942237,9958.28,127.42
440000,广东省,2010,857,3064706.795,3149.3767843,36166.9826405,5417.655,13192.7949228,106.81003742
440000,广东省,2009,,,,,,,
440000,广东省,2008,,,,,,,
440000,广东省,2007,,,,,,,
440000,广东省,2006,,,,,,,
440000,广东省,2005,,,,,,,
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,252,,545.4,3525.4,527.0,1118.8,
450000,广西壮族自治区,2018,176,,829.44,3413.32,590.09,1976.88,
450000,广西壮族自治区,2017,151,,1109.14,4437.37,1004.41,2830.83,
450000,广西壮族自治区,2016,183,,1455.49,4973.35,1006.22,3104.14,
450000,广西壮族自治区,2015,175,,1608.43,5376.65,1102.95,3421.66,
450000,广西壮族自治区,2014,171,236835.2231,1925.78427,4574.2393051,1026.92189,3162.481851,
450000,广西壮族自治区,2013,175,209476.307692308,2029.27888653846,3715.84495384615,822.8775,2547.059975,
450000,广西壮族自治区,2012,185,205048.471847134,1852.67085996255,3271.15367225478,722.882853675159,2364.78320249936,
450000,广西壮族自治区,2011,178,152913.0,1759.0,3245,660.0,477.0,62.0
450000,广西壮族自治区,2010,205,205419.0,1749.0,3190,640.0,450.0,60.0
450000,广西壮族自治区,2009,,,,,,,
450000,广西壮族自治区,2008,,,,,,,
450000,广西壮族自治区,2007,,,,,,,
450000,广西壮族自治区,2006,,,,,,,
450000,广西壮族自治区,2005,,,,,,,
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,37,,54.0,1087.9,38.5,277.9,
460000,海南省,2018,40,,53.31,965.4,34.36,244.37,
460000,海南省,2017,26,,63.23,476.01,47.35,131.88,
460000,海南省,2016,26,,68.29,506.35,53.4,139.24,
460000,海南省,2015,26,,71.1,493.18,55.04,144.8,
460000,海南省,2014,28,38896.6102,75.44097,586.881042,63.86214,153.149438,
460000,海南省,2013,27,13867.0,73.466005,448.046731,59.906914,123.155945,
460000,海南省,2012,27,12923.0,77.5405,425.2553186,52.5850025,109.29301,
460000,海南省,2011,58,12957.7,68.3046268,425.6585496,49.1002,45.2618,2.4398
460000,海南省,2010,26,23284.3,49.863,428.471344,44.428,58.8452,2.0381
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,110,,315.0,1400.6,371.5,571.4,
500000,重庆市,2018,117,,318.54,1505.54,372.92,699.06,
500000,重庆市,2017,148,,433.33,1173.31,407.86,683.48,
500000,重庆市,2016,190,,470.41,1276.83,441.37,748.65,
500000,重庆市,2015,186,,462.46,1133.29,413.1,684.33,
500000,重庆市,2014,197,283871.0,479.2180094,1150.011471,454.136563,685.2400214,
500000,重庆市,2013,193,256271.414854369,409.88078192233,1004.31065785437,381.203638951456,599.829313262136,
500000,重庆市,2012,184,225973.106776859,356.006287246281,875.796080416529,332.935147371901,519.644588429752,
500000,重庆市,2011,175,186244.947978995,281.62926787234,638.146467446809,332.720957234043,187.359792021277,11.1116957446808
500000,重庆市,2010,206,182122.5484,227.06,521.26,269.61,151.51,9.13
500000,重庆市,2009,,,,,,,
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,,,,,,,
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,307,,1141.9,3415.7,948.4,1469.2,
510000,四川省,2018,296,,1385.02,4012.14,1392.63,1886.5,
510000,四川省,2017,282,,1522.95,4166.21,1308.88,1916.34,
510000,四川省,2016,236,,1485.2,3754.19,1240.4,1788.31,
510000,四川省,2015,235,,1352.16,3528.18,1137.45,1607.09,
510000,四川省,2014,201,237056.995995,1310.57857,3549.5865905,1148.417671,1454.134106,
510000,四川省,2013,242,259579.47,1234.025683,3993.631852,1318.228364,1484.1835781,
510000,四川省,2012,206,254623.6902,1146.9562,4383.886453,1384.894891,1662.283299,
510000,四川省,2011,194,232199.895307,1475.3030782,4130.846274,2316.93645,520.8955902,64.5443824
510000,四川省,2010,265,192908.17,1189.4866471,5228.567401,1879.3313792,2091.9452265,91.5661745
510000,四川省,2009,,,,,,,
510000,四川省,2008,,,,,,,
510000,四川省,2007,,,,,,,
510000,四川省,2006,,,,,,,
510000,四川省,2005,,,,,,,
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,166,,102.8,1183.4,153.2,291.9,
520000,贵州省,2018,170,,135.38,1098.55,134.03,317.79,
520000,贵州省,2017,173,,161.93,1250,147.95,341.68,
520000,贵州省,2016,167,,152.15,1348.92,145.27,333.45,
520000,贵州省,2015,186,,158.19,1591.54,145.15,369.66,
520000,贵州省,2014,165,84345.359529,147.4101967,1683.9363728,129.2128169,358.6209839,
520000,贵州省,2013,168,76297.19,155.316821,1630.31614,141.213842,420.373113,
520000,贵州省,2012,178,78617.4741,170.2045435,1885.2362958,154.093412,369.331745708333,
520000,贵州省,2011,183,79239.5388,149.8342009,2650.3669417,177.19383755,179.87068655,5.7589444
