省份编码,省份,年份,有线广播电视传输干线网络总长(万公里),有线广播电视用户数(万户),数字电视用户数(万户),付费电视用户数(万户),农村有线广播电视用户数(万户),有线广播电视用户数占家庭总户数的比重(%)(%),农村有线广播电视用户数占家庭总户数的比重(%)(%)
140000,山西省,2015,10.913733,519.7984,382.3981,13.1629,173.1796,39.5480190741,31.6816620416
140000,山西省,2014,10.213113,515.2471,367.9723,9.6397,172.2951,39.2344304872,33.1776653852
140000,山西省,2013,10.067763,498.8975,344.6478,9.2938,159.7863,38.9035112446839,29.9982258601997
140000,山西省,2012,9.808717,474.761,305.9448,9.1104,153.2249,38.5005668109043,29.1633366799739
140000,山西省,2011,9.634012,462.6014,270.8312,8.9818,140.4765,39.0166287423821,27.5009925505848
140000,山西省,2010,9.325802,424.0323,202.8316,3.1,140.4939,37.8578195396286,26.6559367910019
140000,山西省,2009,,,,,,,
140000,山西省,2008,,,,,,,
140000,山西省,2007,,,,,,,
140000,山西省,2006,,,,,,,
140000,山西省,2005,,,,,,,
140000,山西省,2004,,,,,,,
140000,山西省,2003,,,,,,,
140000,山西省,2002,,,,,,,
140000,山西省,2001,,,,,,,
140000,山西省,2000,,,,,,,
150000,内蒙古自治区,2019,2.1,218.2,213.4,150.3,14.2,25.3203458210046,3.80796279503977
150000,内蒙古自治区,2018,2.7,228.4,216.1,150.7,19.7,23.34,5.38
150000,内蒙古自治区,2017,3.53,273.0,238.21,23.2,44.06,32.58,12.31
150000,内蒙古自治区,2016,3.56,339.15,301.36,22.78,37.58,40.59,10.48
150000,内蒙古自治区,2015,3.5623,347.34,306.4569,22.8938,46.1497,41.609923321,14.117366707
150000,内蒙古自治区,2014,3.6545,342.0353,271.6703,16.545,80.5902,40.5917355686,23.1908238348
150000,内蒙古自治区,2013,3.76495,317.946,240.9785,14.8365,84.0834,37.7573726665721,24.5607547394673
150000,内蒙古自治区,2012,3.80285,319.8267,223.8463,14.8688,89.6641,38.2344453312204,24.7293779353761
150000,内蒙古自治区,2011,4.428865,317.2324,200.5623,10.6689,88.8912,38.3970412606209,23.5577967860698
150000,内蒙古自治区,2010,4.539964,313.9319,194.2031,7.1003,80.0829,41.232382795169,23.9424791407807
150000,内蒙古自治区,2009,,,,,,,
150000,内蒙古自治区,2008,,,,,,,
150000,内蒙古自治区,2007,,,,,,,
150000,内蒙古自治区,2006,,,,,,,
150000,内蒙古自治区,2005,,,,,,,
150000,内蒙古自治区,2004,,,,,,,
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,3.2,663.5,615.9,163.4,170.2,43.3815923751006,25.3560830926828
210000,辽宁省,2018,3.1,732.8,666.4,165.9,194.1,47.91,30.04
210000,辽宁省,2017,5.85,800.11,724.71,176.9,206.71,52.43,32.88
210000,辽宁省,2016,13.54,842.14,747.53,48.23,221.62,55.69,32.85
210000,辽宁省,2015,13.371655,934.6284,782.6292,38.4372,230.4447,61.6881051509,33.8073810788
210000,辽宁省,2014,12.982214,935.3299,716.2227,19.366,239.4459,62.1258173306,35.0965556564
210000,辽宁省,2013,12.906603,995.5404,672.8549,13.9007,257.84,65.9815774716554,37.9368497995603
210000,辽宁省,2012,12.504352,921.5862,537.4464,13.2826,257.6595,61.4941254414869,38.3183696681393
210000,辽宁省,2011,11.695259,810.2726,358.5681,10.1015,237.1612,54.4254973841226,35.1091834417425
210000,辽宁省,2010,11.474889,752.5761,306.3117,6.5232,231.0903,51.0799725601021,34.6895604358489
210000,辽宁省,2009,,,,,,,
210000,辽宁省,2008,,,,,,,
210000,辽宁省,2007,,,,,,,
210000,辽宁省,2006,,,,,,,
210000,辽宁省,2005,,,,,,,
210000,辽宁省,2004,,,,,,,
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,1.7,435.6,426.0,233.8,150.6,42.4806681553568,35.68565949779
220000,吉林省,2018,1.1,453.5,440.7,230.6,157.7,43.99,36.16
220000,吉林省,2017,1.0,466.51,448.56,218.56,149.95,45.82,35.27
220000,吉林省,2016,9.85,526.41,493.2,209.46,189.66,52.13,41.81
220000,吉林省,2015,9.689351,595.4272,543.439,190.4615,208.0585,59.0605145231,43.3953079085
220000,吉林省,2014,9.33293,574.7773,512.8918,163.4562,207.3768,57.6038825027,43.2141414823
220000,吉林省,2013,9.937464,556.4803,476.8604,120.716,167.1772,56.8899373319566,35.3324610323009
220000,吉林省,2012,9.227965,512.1737,404.2648,79.5981,183.0414,52.9146989229415,37.994249428347
220000,吉林省,2011,9.364131,487.1662,325.4479,24.1678,182.076,51.4724389390659,37.9151853986679
220000,吉林省,2010,8.510006,452.4055,278.9749,20.5425,170.7938,48.7674090203518,35.6599140038726
220000,吉林省,2009,,,,,,,
220000,吉林省,2008,,,,,,,
220000,吉林省,2007,,,,,,,
220000,吉林省,2006,,,,,,,
220000,吉林省,2005,,,,,,,
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,9.0,666.2,652.3,238.8,106.3,42.8955138582174,17.4783952844685
230000,黑龙江省,2018,7.6,591.6,568.8,202.6,125.9,38.56,20.5
230000,黑龙江省,2017,4.6,606.14,554.6,244.39,112.44,41.63,18.51
230000,黑龙江省,2016,6.44,651.39,642.63,193.09,152.86,48.42,24.57
230000,黑龙江省,2015,17.860811,685.681,619.6692,187.5788,162.2224,45.7071424838,23.6877077043
230000,黑龙江省,2014,17.561152,764.5958,701.398,92.2017,88.5183,59.856884425,15.485403782
230000,黑龙江省,2013,18.103832,703.8712,620.7345,88.7067,192.8845,55.2216050758569,34.1358951411108
230000,黑龙江省,2012,17.854457,613.2402,372.1533,99.5905,198.5355,49.8570160044189,34.4407031933053
230000,黑龙江省,2011,17.244654,550.7755,309.7439,94.4956,183.431,45.2459528414005,31.7778394132107
230000,黑龙江省,2010,16.152431,521.3041,219.6347,87.3777,202.8098,42.8869264186078,36.4218451550152
230000,黑龙江省,2009,,,,,,,
230000,黑龙江省,2008,,,,,,,
230000,黑龙江省,2007,,,,,,,
230000,黑龙江省,2006,,,,,,,
230000,黑龙江省,2005,,,,,,,
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,5.4,452.7,425.4,201.9,40.7,82.0201153845387,42.556635995368
310000,上海市,2018,4.8,484.0,451.5,194.3,41.7,88.56,53.13
310000,上海市,2017,4.82,519.28,485.08,256.9,41.73,95.95,53.04
310000,上海市,2016,4.71,522.97,492.42,171.63,39.53,97.43,48.96
310000,上海市,2015,5.503488,745.4527,670.6576,155.8026,62.0075,139.9777636237,75.974220899
310000,上海市,2014,4.409175,687.7868,554.6549,152.2158,69.8587,130.3814764516,84.3612409279
310000,上海市,2013,4.336896,681.7637,518.5574,155.9116,71.7161,130.029682600442,88.2204746106316
310000,上海市,2012,3.980533,647.9881,409.0344,47.8636,67.5393,124.133201969386,74.1723068880804
310000,上海市,2011,3.747533,627.1833,285.5508,44.2653,70.3482,120.782336807587,77.0881731553156
310000,上海市,2010,3.621119,573.0175,235.6332,22.5952,69.8992,112.358311280665,73.3340187712057
310000,上海市,2009,,,,,,,
310000,上海市,2008,,,,,,,
310000,上海市,2007,,,,,,,
310000,上海市,2006,,,,,,,
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,4.4,1545.7,1500.0,724.8,696.8,61.8934902475844,51.0664786651502
320000,江苏省,2018,4.4,1640.5,1566.7,668.9,713.7,66.43,50.59
320000,江苏省,2017,4.35,1605.82,1478.65,634.54,832.18,65.44,67.41
320000,江苏省,2016,40.28,2068.64,1754.1,514.13,957.85,84.8,63.82
320000,江苏省,2015,38.771861,2225.8518,1761.0716,552.6911,1204.4442,91.3953625878,88.998144807
320000,江苏省,2014,34.943206,2291.4706,1787.1091,358.5897,1255.1248,94.5505504716,92.3179738609
320000,江苏省,2013,34.370226,2249.4351,1661.9433,316.3257,1247.2785,93.0955385195301,89.4019997636071
320000,江苏省,2012,35.138809,2177.8633,1449.5278,298.5636,1204.1299,89.8043519495942,84.7263819552838
320000,江苏省,2011,44.285406,1987.8632,1195.8046,234.2348,1131.5848,82.2448633658693,78.0263078235732
320000,江苏省,2010,45.756113,1885.8842,1007.8078,230.7175,1064.7442,78.4784483117359,71.8562394973579
320000,江苏省,2009,,,,,,,
320000,江苏省,2008,,,,,,,
320000,江苏省,2007,,,,,,,
320000,江苏省,2006,,,,,,,
320000,江苏省,2005,,,,,,,
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,3.9,1346.7,1327.2,536.2,857.0,79.4624520546959,70.094900616196
330000,浙江省,2018,7.9,1434.7,1405.6,550.4,892.6,85.81,74.46
330000,浙江省,2017,7.31,1419.56,1401.81,475.48,918.85,85.88,75.96
330000,浙江省,2016,29.59,1526.08,1507.17,438.75,973.7,92.92,76.14
330000,浙江省,2015,28.747876,1562.5672,1519.8573,397.5432,974.4654,95.8339977538,81.7706144158
330000,浙江省,2014,27.525668,1499.7107,1442.6228,352.57,905.8033,92.4343712634,75.5726581155
330000,浙江省,2013,26.254164,1449.0453,1334.3071,316.3328,877.5401,89.6547749419954,73.2466349821629
330000,浙江省,2012,25.159405,1357.3437,1179.787,268.2719,808.6428,83.8881424439445,68.384516115938
330000,浙江省,2011,22.989967,1330.9325,970.0976,213.3791,777.428,82.7797300659286,65.63708910754
330000,浙江省,2010,21.453728,1183.6472,588.7274,56.0921,715.0979,74.1266666249162,61.2507279487524
330000,浙江省,2009,,,,,,,
330000,浙江省,2008,,,,,,,
330000,浙江省,2007,,,,,,,
330000,浙江省,2006,,,,,,,
330000,浙江省,2005,,,,,,,
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,3.2,786.6,587.7,148.7,276.5,36.4497239178968,18.9180774328628
340000,安徽省,2018,3.1,796.0,589.7,136.1,281.7,37.06,19.4
340000,安徽省,2017,3.29,837.39,550.85,67.77,353.2,39.09,24.15
340000,安徽省,2016,6.21,878.09,585.21,61.69,410.83,41.19,27.94
340000,安徽省,2015,5.948125,829.9682,507.4113,48.7573,403.4559,39.0978803002,27.7428278498
340000,安徽省,2014,5.103762,769.4796,386.3385,43.2784,370.8584,35.8935814558,25.6118174814
340000,安徽省,2013,5.011172,708.2576,348.0024,36.6856,333.8779,33.1153688262066,23.0557849509026
340000,安徽省,2012,4.861156,518.8256,293.8979,32.0595,184.0903,24.4960845026001,12.7992948822997
340000,安徽省,2011,4.652875,490.7775,259.7167,24.4283,166.8591,23.448868420781,11.6906161175693
340000,安徽省,2010,4.2928,461.1009,193.2686,16.0184,156.7525,22.5970901120796,11.1679724614659
340000,安徽省,2009,,,,,,,
340000,安徽省,2008,,,,,,,
340000,安徽省,2007,,,,,,,
340000,安徽省,2006,,,,,,,
340000,安徽省,2005,,,,,,,
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,20.8,727.4,727.4,474.1,460.5,67.302355959542,63.8693209306661
350000,福建省,2018,19.2,716.2,716.2,411.3,475.1,65.22,64.24
350000,福建省,2017,5.2,727.02,727.02,307.77,440.06,67.18,59.38
350000,福建省,2016,14.69,738.89,715.37,305.52,428.72,69.25,57.5
350000,福建省,2015,12.376195,730.68,689.18,306.8052,356.4393,69.0699939143,47.383670229
350000,福建省,2014,10.289563,724.03,594.66,123.8503,395.66,69.2589219779,53.8095417485
350000,福建省,2013,8.871763,691.53,489.12,173.0746,383.51,66.923607330793,52.5743558164297
350000,福建省,2012,15.698054,659.6659,383.9518,55.9506,395.1302,64.6121196740607,51.7977940361975
350000,福建省,2011,15.188549,652.1296,333.9293,43.496,436.8916,64.5454950358344,60.4799980951688
350000,福建省,2010,14.411316,613.1612,289.448,18.9007,276.4739,61.3870650310564,43.0951404512027
350000,福建省,2009,,,,,,,
350000,福建省,2008,,,,,,,
350000,福建省,2007,,,,,,,
350000,福建省,2006,,,,,,,
350000,福建省,2005,,,,,,,
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,10.4,551.8,526.9,191.0,315.6,42.4911271297853,51.6809919988943
360000,江西省,2018,10.0,618.2,576.7,224.1,439.2,48.06,71.59
360000,江西省,2017,8.95,638.15,581.89,225.64,457.22,49.82,74.81
360000,江西省,2016,15.85,662.66,585.94,163.13,490.82,52.31,73.29
360000,江西省,2015,13.204429,669.7806,573.1397,119.1716,326.0607,52.8154785219,46.926835685
360000,江西省,2014,12.263792,609.436,498.8005,102.7051,436.191,48.6351402846,49.3855549366
360000,江西省,2013,11.546472,595.1933,420.3021,83.0605,433.6227,48.3266152735908,49.5804519634478
360000,江西省,2012,9.193185,539.8445,322.9654,51.7089,395.3291,44.6227416042099,48.2958547785921
360000,江西省,2011,8.221618,489.6996,219.0433,16.4127,360.8634,41.1933860713414,41.5591095198785
360000,江西省,2010,7.608681,439.4686,41.4113,12.1982,182.0096,34.0000133069855,21.5645717039876
360000,江西省,2009,,,,,,,
360000,江西省,2008,,,,,,,
360000,江西省,2007,,,,,,,
360000,江西省,2006,,,,,,,
360000,江西省,2005,,,,,,,
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,44.2,1579.2,1448.6,654.1,691.5,49.1867483567134,38.5193838827211
370000,山东省,2018,44.1,1684.2,1567.7,612.7,748.8,52.99,40.97
370000,山东省,2017,41.22,1765.7,1694.99,731.42,685.63,55.86,36.84
370000,山东省,2016,39.14,1848.07,1762.66,702.0,770.71,61.49,41.58
370000,山东省,2015,36.468104,1806.7703,1700.6425,646.2711,837.4202,58.5300551169,42.5534762694
370000,山东省,2014,32.483835,1889.7466,1730.7458,430.6803,465.7607,61.9036807459,23.3991517217
370000,山东省,2013,30.224233,1870.1501,1369.4901,314.9734,1032.6024,61.8053234369912,52.1512676172997
370000,山东省,2012,32.464422,1835.4028,1091.6046,186.4085,870.0158,61.4243451945212,45.2018603085257
370000,山东省,2011,31.307794,1802.2613,872.0065,54.3648,1009.5714,61.9105774687721,52.9315337220542
370000,山东省,2010,29.628109,1650.8842,585.2598,14.2172,899.7165,57.2848524443766,47.3529118269899
370000,山东省,2009,,,,,,,
370000,山东省,2008,,,,,,,
370000,山东省,2007,,,,,,,
370000,山东省,2006,,,,,,,
370000,山东省,2005,,,,,,,
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,4.9,903.1,784.9,37.5,295.5,27.4779042291288,13.8511863473847
410000,河南省,2018,5.0,974.9,811.7,44.8,308.9,29.86,14.75
410000,河南省,2017,5.2,1011.59,804.42,59.82,332.82,30.74,15.87
410000,河南省,2016,21.73,1056.49,777.24,58.55,400.41,32.61,19.59
410000,河南省,2015,18.292649,1013.3095,586.7455,47.8071,398.9067,31.8860883399,19.5842830741
410000,河南省,2014,17.763235,1030.4701,452.8487,45.7872,383.1766,32.9692121333,18.6972299816
410000,河南省,2013,16.92333,1034.3617,369.1018,26.019,393.5449,33.2604528155161,19.051000511196
410000,河南省,2012,15.108365,850.4419,145.581,7.9529,303.1615,27.4161889003562,14.705563488395
410000,河南省,2011,14.663658,787.2279,100.8029,8.0583,297.8792,25.804106050855,14.4560823736846
410000,河南省,2010,13.979525,725.1357,87.6609,5.4422,261.8036,24.2848276128373,12.7885761386329
410000,河南省,2009,,,,,,,
410000,河南省,2008,,,,,,,
410000,河南省,2007,,,,,,,
410000,河南省,2006,,,,,,,
410000,河南省,2005,,,,,,,
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,3.2,1071.5,1055.0,472.0,395.7,51.1860283862597,37.6205335636197
420000,湖北省,2018,2.8,1082.8,1060.8,554.4,394.2,51.61,36.14
420000,湖北省,2017,11.93,1082.94,1060.57,525.43,443.97,52.26,41.35
420000,湖北省,2016,27.74,1060.75,1003.25,379.75,506.88,51.45,47.25
420000,湖北省,2015,25.034723,1067.7968,984.1796,325.5111,463.7396,52.0526237126,42.360683435
420000,湖北省,2014,24.467545,1056.6663,895.9534,258.9763,450.2152,51.3245079111,34.4395986017
420000,湖北省,2013,22.911662,1045.3137,872.14,227.5917,470.3208,51.4804181457305,40.1070246525775
420000,湖北省,2012,23.646695,1048.3786,824.6865,137.5935,468.9334,51.639717644574,40.0187099105348
420000,湖北省,2011,22.458347,987.7517,674.8356,93.45,433.6038,49.2797805520643,37.2080702361387
420000,湖北省,2010,20.906514,894.0673,495.2575,50.2702,388.9265,45.2943544127895,32.7168532047966
420000,湖北省,2009,,,,,,,
420000,湖北省,2008,,,,,,,
420000,湖北省,2007,,,,,,,
420000,湖北省,2006,,,,,,,
420000,湖北省,2005,,,,,,,
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,11.3,790.5,725.5,274.2,260.2,37.0587777527753,27.7352181848434
430000,湖南省,2018,11.4,1014.6,874.8,234.4,311.0,47.89,32.22
430000,湖南省,2017,10.92,1181.87,1038.15,278.28,372.58,56.91,37.94
430000,湖南省,2016,13.81,1267.29,1090.3,277.61,412.83,61.59,40.89
430000,湖南省,2015,13.166245,1133.6148,1013.0786,286.9055,328.5109,55.4663052466,31.7470145509
430000,湖南省,2014,12.458318,878.0274,768.2611,156.7015,241.5937,43.8096085843,22.5056859546
430000,湖南省,2013,11.369784,841.0612,679.4877,155.2926,244.8926,41.7226168743551,21.9922450971033
430000,湖南省,2012,11.145069,745.8816,594.3336,86.7902,216.5667,37.1916170949035,19.058769173905
430000,湖南省,2011,10.719262,695.9363,542.0063,57.1767,215.3831,36.1146381459456,18.4784615516605
430000,湖南省,2010,10.047694,641.4575,446.7187,33.4377,197.5109,30.1716109368165,15.7777733398305
430000,湖南省,2009,,,,,,,
430000,湖南省,2008,,,,,,,
430000,湖南省,2007,,,,,,,
430000,湖南省,2006,,,,,,,
430000,湖南省,2005,,,,,,,
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,23.7,1767.0,1705.3,826.6,400.4,65.5098027315957,52.3548429947775
440000,广东省,2018,32.6,1844.9,1760.7,747.1,368.6,71.09,52.13
440000,广东省,2017,17.15,1798.13,1691.66,398.44,390.88,72.68,57.42
440000,广东省,2016,26.7,2017.08,1755.87,113.67,184.63,89.44,25.19
440000,广东省,2015,18.575799,1972.7844,1487.4311,170.595,204.4646,90.3815627484,20.1311656831
440000,广东省,2014,22.53467,2161.8558,1971.2106,423.9656,289.137,91.4474246083,27.224416772
440000,广东省,2013,21.348142,1959.9976,1571.1074,175.0648,544.2006,80.5518863076133,47.4611537600146
440000,广东省,2012,20.753959,1913.0087,1432.8683,187.587,520.0209,75.3389963741353,43.4495900152845
440000,广东省,2011,21.047582,1825.0269,1116.9273,197.0567,461.4151,74.58172223863,40.3859683396274
440000,广东省,2010,21.31286,1701.5319,950.4484,52.1966,433.6024,71.1813093894189,37.8416684033941
440000,广东省,2009,,,,,,,
440000,广东省,2008,,,,,,,
440000,广东省,2007,,,,,,,
440000,广东省,2006,,,,,,,
440000,广东省,2005,,,,,,,
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,1.2,674.3,660.8,215.4,246.3,42.0563437009038,22.2523218135914
450000,广西壮族自治区,2018,1.1,689.3,605.7,280.1,217.1,43.48,19.91
450000,广西壮族自治区,2017,1.12,678.73,533.23,212.3,183.13,42.8,16.6
450000,广西壮族自治区,2016,16.68,690.42,510.47,222.1,314.18,43.82,28.98
450000,广西壮族自治区,2015,13.342386,669.9901,479.9145,186.9684,305.172,42.7696024922,39.2100732365
450000,广西壮族自治区,2014,10.982647,639.1249,429.0317,170.7514,286.6312,40.8590812978,26.8479313607
450000,广西壮族自治区,2013,7.742164,623.4427,370.7312,125.8836,285.2543,45.8097124046615,26.9119889806383
450000,广西壮族自治区,2012,7.660236,622.986,349.9782,66.1823,251.246,45.8280123583934,24.8728297553672
450000,广西壮族自治区,2011,4.49733,436.2191,282.5421,78.9161,137.2732,31.892499347117,13.559286541534
450000,广西壮族自治区,2010,4.02653,467.911,264.1116,49.066,185.4918,31.22091665499,18.2653366681765
450000,广西壮族自治区,2009,,,,,,,
450000,广西壮族自治区,2008,,,,,,,
450000,广西壮族自治区,2007,,,,,,,
450000,广西壮族自治区,2006,,,,,,,
450000,广西壮族自治区,2005,,,,,,,
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,0.2,155.8,145.1,28.0,50.5,58.1636676464263,33.4650403141347
460000,海南省,2018,0.2,226.7,152.0,29.0,70.3,85.66,46.84
460000,海南省,2017,1.31,131.71,124.38,22.06,43.22,50.14,28.94
460000,海南省,2016,1.31,115.15,106.17,10.05,32.38,43.71,22.92
460000,海南省,2015,0.8661,115.3129,98.6504,26.5613,40.4107,43.4538272774,29.2589455088
460000,海南省,2014,0.5832,117.8007,91.4277,40.7879,35.9473,44.8542436127,25.7649429975
460000,海南省,2013,0.856,110.0073,92.2968,16.9937,31.8576,42.6611748573272,24.0210278999697
460000,海南省,2012,0.8661,95.0772,75.8938,8.2203,26.159,36.5916851144274,21.5304132828633
460000,海南省,2011,0.2169,85.4752,68.0026,4.7614,19.9657,33.7134526912324,16.5081231339612
460000,海南省,2010,0.74942,79.745,63.4578,3.0127,19.5142,34.1566713767993,15.8897742688287
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
