省份编码,省份,年份,工业生产者出厂价格指数(上年=100)
340000,安徽省,2000,98.9
350000,福建省,2019,100.6
350000,福建省,2018,102.7616
350000,福建省,2017,104.1
350000,福建省,2016,99.1
350000,福建省,2015,97.0126
350000,福建省,2014,98.6
350000,福建省,2013,98.3785
350000,福建省,2012,98.6728
350000,福建省,2011,103.9
350000,福建省,2010,103.22
350000,福建省,2009,95.5
350000,福建省,2008,102.7
350000,福建省,2007,100.8
350000,福建省,2006,99.19
350000,福建省,2005,100.21
350000,福建省,2004,102.62
350000,福建省,2003,100.7
350000,福建省,2002,97.17
350000,福建省,2001,98.1
350000,福建省,2000,100.5
360000,江西省,2019,98.9
360000,江西省,2018,104.2264
360000,江西省,2017,107.9
360000,江西省,2016,98.6
360000,江西省,2015,93.7451
360000,江西省,2014,97.8
360000,江西省,2013,98.5003
360000,江西省,2012,96.4506
360000,江西省,2011,111.3
360000,江西省,2010,115.25
360000,江西省,2009,93.0
360000,江西省,2008,106.4
360000,江西省,2007,106.2
360000,江西省,2006,109.72
360000,江西省,2005,108.81
360000,江西省,2004,109.67
360000,江西省,2003,104.0
360000,江西省,2002,98.5
360000,江西省,2001,98.1
360000,江西省,2000,101.0
370000,山东省,2019,99.7
370000,山东省,2018,103.6687
370000,山东省,2017,105.5
370000,山东省,2016,98.5
370000,山东省,2015,95.1742
370000,山东省,2014,98.4
370000,山东省,2013,98.4
370000,山东省,2012,98.4044
370000,山东省,2011,106.0
370000,山东省,2010,107.15
370000,山东省,2009,94.1
370000,山东省,2008,108.6
370000,山东省,2007,103.3
370000,山东省,2006,102.34
370000,山东省,2005,103.73
370000,山东省,2004,106.44
370000,山东省,2003,103.5
370000,山东省,2002,98.75
370000,山东省,2001,99.1
370000,山东省,2000,105.9
410000,河南省,2019,100.2
410000,河南省,2018,103.5536
410000,河南省,2017,106.8
410000,河南省,2016,99.0
410000,河南省,2015,95.3531
410000,河南省,2014,98.1
410000,河南省,2013,98.5243
410000,河南省,2012,99.4148
410000,河南省,2011,107.2
410000,河南省,2010,107.79
410000,河南省,2009,94.9
410000,河南省,2008,112.1
410000,河南省,2007,105.2
410000,河南省,2006,104.29
410000,河南省,2005,106.07
410000,河南省,2004,110.23
410000,河南省,2003,105.0
410000,河南省,2002,98.64
410000,河南省,2001,100.5
410000,河南省,2000,104.0
420000,湖北省,2019,100.2
420000,湖北省,2018,104.237
420000,湖北省,2017,105.6
420000,湖北省,2016,99.0
420000,湖北省,2015,96.6684
420000,湖北省,2014,98.4
420000,湖北省,2013,99.1553
420000,湖北省,2012,100.3365
420000,湖北省,2011,106.6
420000,湖北省,2010,104.86
420000,湖北省,2009,95.6
420000,湖北省,2008,106.1
420000,湖北省,2007,103.9
420000,湖北省,2006,102.91
420000,湖北省,2005,104.53
420000,湖北省,2004,105.73
420000,湖北省,2003,103.5
420000,湖北省,2002,98.19
420000,湖北省,2001,99.0
420000,湖北省,2000,101.7
430000,湖南省,2019,99.6
430000,湖南省,2018,103.2249
430000,湖南省,2017,105.8
430000,湖南省,2016,98.9
430000,湖南省,2015,96.3035
430000,湖南省,2014,98.4
430000,湖南省,2013,98.5049
430000,湖南省,2012,99.0568
430000,湖南省,2011,108.5
430000,湖南省,2010,106.89
430000,湖南省,2009,94.3
430000,湖南省,2008,109.3
430000,湖南省,2007,106.1
430000,湖南省,2006,104.29
430000,湖南省,2005,105.9
430000,湖南省,2004,108.03
430000,湖南省,2003,102.6
430000,湖南省,2002,99.21
430000,湖南省,2001,99.8
430000,湖南省,2000,102.9
440000,广东省,2019,100.2
440000,广东省,2018,101.7788
440000,广东省,2017,103.3
440000,广东省,2016,99.4
440000,广东省,2015,96.7965
440000,广东省,2014,98.9
440000,广东省,2013,98.7822
440000,广东省,2012,99.5017
440000,广东省,2011,103.7
440000,广东省,2010,103.16
440000,广东省,2009,95.8
440000,广东省,2008,103.1
440000,广东省,2007,101.3
440000,广东省,2006,101.38
440000,广东省,2005,101.5
440000,广东省,2004,101.68
440000,广东省,2003,99.3
440000,广东省,2002,96.52
440000,广东省,2001,98.5
440000,广东省,2000,103.4
450000,广西壮族自治区,2019,99.3
450000,广西壮族自治区,2018,103.2295
450000,广西壮族自治区,2017,107.6
450000,广西壮族自治区,2016,99.1
450000,广西壮族自治区,2015,96.9855
450000,广西壮族自治区,2014,98.4
450000,广西壮族自治区,2013,98.1875
450000,广西壮族自治区,2012,97.7878
450000,广西壮族自治区,2011,108.5
450000,广西壮族自治区,2010,111.98
450000,广西壮族自治区,2009,93.5
450000,广西壮族自治区,2008,109.0
450000,广西壮族自治区,2007,104.5
450000,广西壮族自治区,2006,109.61
450000,广西壮族自治区,2005,104.86
450000,广西壮族自治区,2004,109.73
450000,广西壮族自治区,2003,102.8
450000,广西壮族自治区,2002,95.63
450000,广西壮族自治区,2001,106.3
450000,广西壮族自治区,2000,105.5
460000,海南省,2019,97.4
460000,海南省,2018,108.2308
460000,海南省,2017,108.8
460000,海南省,2016,96.0
460000,海南省,2015,89.7862
460000,海南省,2014,97.6
460000,海南省,2013,99.4934
460000,海南省,2012,100.8027
460000,海南省,2011,108.8
460000,海南省,2010,107.7
460000,海南省,2009,90.6
460000,海南省,2008,104.5
460000,海南省,2007,102.7
460000,海南省,2006,100.81
460000,海南省,2005,99.48
460000,海南省,2004,100.0
460000,海南省,2003,99.5
460000,海南省,2002,98.7
460000,海南省,2001,
460000,海南省,2000,
500000,重庆市,2019,99.8
500000,重庆市,2018,102.063
500000,重庆市,2017,104.1
500000,重庆市,2016,98.6
500000,重庆市,2015,97.1664
500000,重庆市,2014,98.3
500000,重庆市,2013,97.9693
500000,重庆市,2012,99.8835
500000,重庆市,2011,103.8
500000,重庆市,2010,103.12
500000,重庆市,2009,95.5
500000,重庆市,2008,105.8
500000,重庆市,2007,103.5
500000,重庆市,2006,102.2
500000,重庆市,2005,103.02
500000,重庆市,2004,103.27
500000,重庆市,2003,100.6
500000,重庆市,2002,97.55
500000,重庆市,2001,98.1
500000,重庆市,2000,98.6
510000,四川省,2019,100.4
510000,四川省,2018,103.6421
510000,四川省,2017,106.5
510000,四川省,2016,98.9
510000,四川省,2015,96.4192
510000,四川省,2014,98.7
510000,四川省,2013,98.6503
510000,四川省,2012,98.5814
510000,四川省,2011,107.3
510000,四川省,2010,104.99
510000,四川省,2009,96.5
510000,四川省,2008,109.3
510000,四川省,2007,103.9
510000,四川省,2006,101.92
510000,四川省,2005,104.03
510000,四川省,2004,105.35
510000,四川省,2003,100.5
510000,四川省,2002,97.7
510000,四川省,2001,100.4
510000,四川省,2000,98.1
520000,贵州省,2019,99.8
520000,贵州省,2018,101.8363
520000,贵州省,2017,107.2
520000,贵州省,2016,97.9
520000,贵州省,2015,96.1104
520000,贵州省,2014,98.3
520000,贵州省,2013,97.414
520000,贵州省,2012,100.9999
520000,贵州省,2011,105.4
520000,贵州省,2010,104.66
520000,贵州省,2009,95.1
520000,贵州省,2008,112.4
520000,贵州省,2007,105.0
520000,贵州省,2006,104.34
520000,贵州省,2005,107.22
520000,贵州省,2004,108.04
520000,贵州省,2003,103.4
520000,贵州省,2002,98.94
520000,贵州省,2001,102.2
520000,贵州省,2000,100.4
530000,云南省,2019,100.0
530000,云南省,2018,102.3743
530000,云南省,2017,105.2
530000,云南省,2016,97.6
530000,云南省,2015,94.883
530000,云南省,2014,97.8
530000,云南省,2013,97.4755
530000,云南省,2012,97.9196
530000,云南省,2011,104.7
530000,云南省,2010,108.84
530000,云南省,2009,91.5
530000,云南省,2008,105.8
530000,云南省,2007,105.7
530000,云南省,2006,104.61
530000,云南省,2005,104.51
530000,云南省,2004,108.82
530000,云南省,2003,101.4
530000,云南省,2002,98.19
530000,云南省,2001,99.9
530000,云南省,2000,101.2
540000,西藏自治区,2019,98.9
540000,西藏自治区,2018,100.1456
540000,西藏自治区,2017,110.0
540000,西藏自治区,2016,102.9
540000,西藏自治区,2015,93.1937
540000,西藏自治区,2014,99.0
540000,西藏自治区,2013,99.7848
540000,西藏自治区,2012,99.7352
540000,西藏自治区,2011,104.3
540000,西藏自治区,2010,105.78
540000,西藏自治区,2009,98.2
540000,西藏自治区,2008,105.6
540000,西藏自治区,2007,101.1
540000,西藏自治区,2006,105.95
540000,西藏自治区,2005,
540000,西藏自治区,2004,
540000,西藏自治区,2003,
540000,西藏自治区,2002,
540000,西藏自治区,2001,
540000,西藏自治区,2000,
610000,陕西省,2019,100.8
610000,陕西省,2018,105.4265
610000,陕西省,2017,110.8
610000,陕西省,2016,97.6
610000,陕西省,2015,90.8134
610000,陕西省,2014,97.1
610000,陕西省,2013,97.3451
610000,陕西省,2012,100.7468
610000,陕西省,2011,107.2
610000,陕西省,2010,108.65
610000,陕西省,2009,96.1
610000,陕西省,2008,108.4
610000,陕西省,2007,102.9
610000,陕西省,2006,109.63
610000,陕西省,2005,110.44
610000,陕西省,2004,107.34
610000,陕西省,2003,105.7
610000,陕西省,2002,100.66
610000,陕西省,2001,100.4
610000,陕西省,2000,101.5
620000,甘肃省,2019,98.3
620000,甘肃省,2018,109.5334
620000,甘肃省,2017,114.5
620000,甘肃省,2016,94.9
620000,甘肃省,2015,87.0082
620000,甘肃省,2014,96.7
620000,甘肃省,2013,96.9034
620000,甘肃省,2012,96.7999
620000,甘肃省,2011,111.0
620000,甘肃省,2010,115.04
620000,甘肃省,2009,91.0
620000,甘肃省,2008,104.9
620000,甘肃省,2007,105.5
620000,甘肃省,2006,109.84
620000,甘肃省,2005,109.61
620000,甘肃省,2004,114.3
620000,甘肃省,2003,110.0
620000,甘肃省,2002,97.87
620000,甘肃省,2001,98.5
620000,甘肃省,2000,107.2
630000,青海省,2019,98.5
630000,青海省,2018,104.8198
630000,青海省,2017,116.7
630000,青海省,2016,98.5
630000,青海省,2015,93.1229
630000,青海省,2014,96.1
630000,青海省,2013,97.0274
630000,青海省,2012,96.8572
630000,青海省,2011,107.4
630000,青海省,2010,109.3
630000,青海省,2009,91.3
630000,青海省,2008,107.6
630000,青海省,2007,104.2
630000,青海省,2006,109.49
630000,青海省,2005,110.24
630000,青海省,2004,111.23
630000,青海省,2003,105.5
630000,青海省,2002,97.57
630000,青海省,2001,93.7
630000,青海省,2000,108.1
640000,宁夏回族自治区,2019,99.4
640000,宁夏回族自治区,2018,107.2699
640000,宁夏回族自治区,2017,112.1
640000,宁夏回族自治区,2016,99.1
640000,宁夏回族自治区,2015,93.7447
640000,宁夏回族自治区,2014,96.3
640000,宁夏回族自治区,2013,95.9986
640000,宁夏回族自治区,2012,97.4357
640000,宁夏回族自治区,2011,109.5
640000,宁夏回族自治区,2010,109.13
640000,宁夏回族自治区,2009,93.9
640000,宁夏回族自治区,2008,112.9
640000,宁夏回族自治区,2007,103.7
640000,宁夏回族自治区,2006,106.17
640000,宁夏回族自治区,2005,106.23
640000,宁夏回族自治区,2004,109.97
640000,宁夏回族自治区,2003,103.9
640000,宁夏回族自治区,2002,99.68
640000,宁夏回族自治区,2001,100.3
640000,宁夏回族自治区,2000,103.6
650000,新疆维吾尔自治区,2019,98.5
650000,新疆维吾尔自治区,2018,111.2306
650000,新疆维吾尔自治区,2017,113.7
650000,新疆维吾尔自治区,2016,94.5
650000,新疆维吾尔自治区,2015,82.4057
650000,新疆维吾尔自治区,2014,96.2
650000,新疆维吾尔自治区,2013,96.4937
650000,新疆维吾尔自治区,2012,96.9126
650000,新疆维吾尔自治区,2011,114.8
650000,新疆维吾尔自治区,2010,125.25
650000,新疆维吾尔自治区,2009,85.5
650000,新疆维吾尔自治区,2008,116.4
650000,新疆维吾尔自治区,2007,106.3
650000,新疆维吾尔自治区,2006,114.41
650000,新疆维吾尔自治区,2005,116.56
650000,新疆维吾尔自治区,2004,116.36
650000,新疆维吾尔自治区,2003,115.1
650000,新疆维吾尔自治区,2002,97.32
650000,新疆维吾尔自治区,2001,96.3
650000,新疆维吾尔自治区,2000,129.4
