省份编码,省份,年份,人口数(人口抽样调查)(人),0-14岁人口数(人口抽样调查)(人),15-64岁人口数(人口抽样调查)(人),65岁及以上人口数(人口抽样调查)(人),总抚养比(人口抽样调查)(%),少年儿童抚养比(人口抽样调查)(%),老年人口抚养比(人口抽样调查)(%)
120000,天津市,2008,10114,1087,7785,1242.0,29.92,13.96,15.96
120000,天津市,2007,9896,1123,7699,1074.0,28.54,14.59,13.95
120000,天津市,2006,9694,1171,7500,1023.0,29.25,15.62,13.63
120000,天津市,2005,138060,17488,107195,13377.0,28.79,16.31,12.48
120000,天津市,2004,9868,1294,7510,1065.0,31.4,17.23,14.18
120000,天津市,2003,9956,1390,7478,1088.0,33.15,18.6,14.55
120000,天津市,2002,9961,1450,7441,1070.0,33.87,19.49,14.38
120000,天津市,2001,,,,,,,
120000,天津市,2000,,,,,,,
130000,河北省,2019,59087,11125,40196,7766.66,47.0,27.68,19.32
130000,河北省,2018,61907,11440,42612,7854.22,45.28,26.85,18.43
130000,河北省,2017,62086,11152,43608,7326.46,42.37,25.57,16.8
130000,河北省,2016,62750,11584,44321,6844.89,41.58,26.14,15.44
130000,河北省,2015,1155542,210653,827323,117567.0,39.67,25.46,14.21
130000,河北省,2014,60936,11347,43907,5682.0,38.78,25.84,12.94
130000,河北省,2013,60517,10772,44198,5547.0,36.92,24.37,12.55
130000,河北省,2012,60806,10912,44366,5529.0,37.06,24.6,12.46
130000,河北省,2011,61861,10890,45918,5053.0,34.72,23.72,11.0
130000,河北省,2010,,,,,,,
130000,河北省,2009,62243,10274,46457,5512.0,33.98,22.12,11.87
130000,河北省,2008,62981,10115,47362,5504.0,32.98,21.36,11.62
130000,河北省,2007,63501,10639,47235,5626.0,34.44,22.52,11.91
130000,河北省,2006,63675,10583,47687,5405.0,33.53,22.19,11.33
130000,河北省,2005,906856,160282,672457,74117.0,34.86,23.84,11.02
130000,河北省,2004,66078,11531,49270,5277.0,34.11,23.4,10.71
130000,河北省,2003,66569,12778,48760,5031.0,36.52,26.21,10.32
130000,河北省,2002,66463,14072,47317,5074.0,40.46,29.74,10.72
130000,河北省,2001,,,,,,,
130000,河北省,2000,,,,,,,
140000,山西省,2019,29012,4459,21363,3189.85,35.8,20.87,14.93
140000,山西省,2018,30481,4753,22580,3147.44,34.99,21.05,13.94
140000,山西省,2017,30550,4767,23037,2746.22,32.61,20.69,11.92
140000,山西省,2016,30910,4747,23475,2688.21,31.67,20.22,11.45
140000,山西省,2015,569491,85703,431465,52324.0,31.99,19.86,12.13
140000,山西省,2014,30107,4468,23071,2566.0,30.49,19.37,11.12
140000,山西省,2013,29957,4710,22860,2388.0,31.05,20.61,10.45
140000,山西省,2012,30128,4732,22997,2400.0,31.01,20.58,10.44
140000,山西省,2011,30698,4961,23353,2384.0,31.45,21.24,10.21
140000,山西省,2010,,,,,,,
140000,山西省,2009,30378,5241,22680,2457.0,33.94,23.11,10.83
140000,山西省,2008,30779,5602,22752,2424.0,35.28,24.62,10.66
140000,山西省,2007,31069,6068,22733,2268.0,36.67,26.69,9.98
140000,山西省,2006,31182,6264,22741,2178.0,37.12,27.54,9.58
140000,山西省,2005,444096,94573,315280,34244.0,40.86,30.0,10.86
140000,山西省,2004,32352,6852,23218,2282.0,39.34,29.51,9.83
140000,山西省,2003,32558,7476,22769,2313.0,42.99,32.84,10.16
140000,山西省,2002,32455,7608,22593,2254.0,43.65,33.67,9.98
140000,山西省,2001,,,,,,,
140000,山西省,2000,,,,,,,
150000,内蒙古自治区,2019,19744,2572,15158,2013.17,30.25,16.97,13.28
150000,内蒙古自治区,2018,20781,2759,15976,2046.6,30.08,17.27,12.81
150000,内蒙古自治区,2017,20849,2824,15765,2259.87,32.25,17.91,14.33
150000,内蒙古自治区,2016,21136,2705,16436,1994.8,28.6,16.46,12.14
150000,内蒙古自治区,2015,390222,51002,301933,37288.0,29.24,16.89,12.35
150000,内蒙古自治区,2014,20671,2803,15940,1929.0,29.69,17.58,12.1
150000,内蒙古自治区,2013,20613,2831,16020,1762.0,28.67,17.67,11.0
150000,内蒙古自治区,2012,20775,2878,16261,1636.0,27.76,17.7,10.06
150000,内蒙古自治区,2011,21203,2900,16842,1461.0,25.89,17.22,8.67
150000,内蒙古自治区,2010,,,,,,,
150000,内蒙古自治区,2009,21499,3059,16621,1818.0,29.35,18.41,10.94
150000,内蒙古自治区,2008,21816,3251,16795,1769.0,29.89,19.36,10.53
150000,内蒙古自治区,2007,22066,3462,16802,1802.0,31.33,20.61,10.73
150000,内蒙古自治区,2006,22180,3598,16853,1728.0,31.61,21.35,10.26
150000,内蒙古自治区,2005,315884,53884,236945,25056.0,33.32,22.74,10.57
150000,内蒙古自治区,2004,23233,3976,17520,1736.0,32.61,22.7,9.91
150000,内蒙古自治区,2003,23510,4288,17427,1796.0,34.91,24.6,10.3
150000,内蒙古自治区,2002,23586,4597,17306,1683.0,36.29,26.56,9.72
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,33800,3446,24972,5382.22,35.35,13.8,21.55
210000,辽宁省,2018,35744,3628,26763,5352.83,33.56,13.56,20.0
210000,辽宁省,2017,35969,3650,27257,5062.6,31.96,13.39,18.57
210000,辽宁省,2016,36668,3900,27919,4849.08,31.34,13.97,17.37
210000,辽宁省,2015,680859,72220,521044,87595.0,30.67,13.86,16.81
210000,辽宁省,2014,36236,3719,28111,4407.0,28.91,13.23,15.68
210000,辽宁省,2013,36231,3774,28756,3701.0,25.99,13.13,12.87
210000,辽宁省,2012,36621,3802,29181,3639.0,25.5,13.03,12.47
210000,辽宁省,2011,37447,4254,29159,4034.0,28.42,14.59,13.84
210000,辽宁省,2010,,,,,,,
210000,辽宁省,2009,38429,4243,29767,4419.0,29.1,14.25,14.85
210000,辽宁省,2008,38988,4729,29840,4419.0,30.66,15.85,14.81
210000,辽宁省,2007,39317,4984,30152,4181.0,30.4,16.53,13.87
210000,辽宁省,2006,39231,4915,30162,4155.0,30.07,16.29,13.77
210000,辽宁省,2005,558727,79560,424584,54583.0,31.59,18.74,12.86
210000,辽宁省,2004,41100,5715,31497,3888.0,30.49,18.14,12.34
210000,辽宁省,2003,41549,6108,31409,4032.0,32.28,19.45,12.84
210000,辽宁省,2002,41608,6530,31708,3370.0,31.22,20.6,10.63
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,20939,2464,15692,2782.5,33.44,15.71,17.73
220000,吉林省,2018,22173,2725,16705,2743.18,32.73,16.31,16.42
220000,吉林省,2017,22424,2790,16900,2734.63,32.69,16.51,16.18
220000,吉林省,2016,22945,2903,17552,2490.24,30.72,16.54,14.19
220000,吉林省,2015,428511,51351,330390,46769.0,29.7,15.54,14.16
220000,吉林省,2014,22715,2775,17629,2310.0,28.84,15.74,13.1
220000,吉林省,2013,22707,2669,17844,2193.0,27.25,14.96,12.29
220000,吉林省,2012,22949,2810,18363,1776.0,24.98,15.31,9.67
220000,吉林省,2011,23490,2989,18458,2044.0,27.27,16.19,11.07
220000,吉林省,2010,,,,,,,
220000,吉林省,2009,24349,2963,19222,2164.0,26.67,15.42,11.26
220000,吉林省,2008,24764,3029,19475,2260.0,27.16,15.55,11.61
220000,吉林省,2007,25067,3286,19573,2208.0,28.07,16.79,11.28
220000,吉林省,2006,25243,3312,19846,2084.0,27.19,16.69,10.5
220000,吉林省,2005,359512,52084,279851,27577.0,28.47,18.61,9.85
220000,吉林省,2004,26397,3667,20762,1968.0,27.14,17.66,9.48
220000,吉林省,2003,26684,4067,20736,1881.0,28.68,19.61,9.07
220000,吉林省,2002,26693,4344,20564,1785.0,29.8,21.12,8.68
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,29177,2910,22247,4020.45,31.15,13.08,18.07
230000,黑龙江省,2018,30946,3267,23899,3779.65,29.49,13.67,15.82
230000,黑龙江省,2017,31251,3108,24350,3793.17,28.34,12.76,15.58
230000,黑龙江省,2016,31874,3204,24865,3805.25,28.19,12.89,15.3
230000,黑龙江省,2015,592705,62674,465792,64239.0,27.25,13.46,13.79
230000,黑龙江省,2014,31632,3665,24996,2971.0,26.55,14.66,11.89
230000,黑龙江省,2013,31651,3792,25029,2830.0,26.46,15.15,11.31
230000,黑龙江省,2012,31990,3878,25285,2827.0,26.52,15.34,11.18
230000,黑龙江省,2011,32757,3845,26293,2618.0,24.58,14.62,9.96
230000,黑龙江省,2010,,,,,,,
230000,黑龙江省,2009,34065,4202,26913,2951.0,26.58,15.61,10.96
230000,黑龙江省,2008,34688,4408,27116,3163.0,27.92,16.26,11.67
230000,黑龙江省,2007,35193,4630,27417,3147.0,28.36,16.89,11.48
230000,黑龙江省,2006,35504,4972,27667,2864.0,28.32,17.97,10.35
230000,黑龙江省,2005,505647,74876,392334,38437.0,28.88,19.08,9.8
230000,黑龙江省,2004,37241,5413,29297,2531.0,27.11,18.48,8.64
230000,黑龙江省,2003,37693,5971,29217,2505.0,29.01,20.44,8.58
230000,黑龙江省,2002,37806,6426,28976,2404.0,30.47,22.18,8.3
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,18785,1885,13845,3055.47,35.68,13.62,22.07
310000,上海市,2018,19877,1955,14950,2972.04,32.96,13.08,19.88
310000,上海市,2017,19826,1972,15026,2827.48,31.94,13.12,18.82
310000,上海市,2016,20188,1953,15618,2617.34,29.26,12.5,16.76
310000,上海市,2015,373956,34935,291086,47936.0,28.47,12.0,16.47
310000,上海市,2014,20019,2024,16057,1938.0,24.67,12.61,12.07
310000,上海市,2013,19932,1866,15945,2121.0,25.01,11.71,13.3
310000,上海市,2012,19862,1681,16391,1790.0,21.18,10.26,10.92
310000,上海市,2011,20056,1662,16816,1579.0,19.27,9.88,9.39
310000,上海市,2010,,,,,,,
310000,上海市,2009,16814,1271,13176,2368.0,27.62,9.64,17.97
310000,上海市,2008,16854,1332,13324,2198.0,26.49,10.0,16.5
310000,上海市,2007,16708,1331,12997,2381.0,28.56,10.24,18.32
310000,上海市,2006,16525,1338,12805,2382.0,29.05,10.45,18.6
310000,上海市,2005,235351,21182,186010,28159.0,26.53,11.39,15.14
310000,上海市,2004,16702,1469,12661,2572.0,31.92,11.6,20.31
310000,上海市,2003,16061,1415,12017,2630.0,33.66,11.77,21.88
310000,上海市,2002,16012,1716,12144,2152.0,31.85,14.13,17.72
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,62652,8638,44567,9446.62,40.58,19.38,21.2
320000,江苏省,2018,65996,9061,47499,9435.01,38.94,19.08,19.86
320000,江苏省,2017,66100,8889,48002,9209.52,37.7,18.52,19.19
320000,江苏省,2016,66998,9199,48750,9048.2,37.43,18.87,18.56
320000,江苏省,2015,1238192,167898,913159,157135.0,35.59,18.39,17.21
320000,江苏省,2014,65692,9041,48726,7925.0,34.82,18.55,16.26
320000,江苏省,2013,65526,8733,48762,8030.0,34.38,17.91,16.47
320000,江苏省,2012,66083,8701,49786,7597.0,32.73,17.48,15.26
320000,江苏省,2011,67485,8765,51421,7300.0,31.24,17.05,14.2
320000,江苏省,2010,,,,,,,
320000,江苏省,2009,68371,9357,50788,8225.0,34.62,18.42,16.2
320000,江苏省,2008,69168,9515,51535,8118.0,34.22,18.46,15.75
320000,江苏省,2007,69503,9911,51841,7751.0,34.07,19.12,14.95
320000,江苏省,2006,69474,10400,51392,7683.0,35.19,20.24,14.95
320000,江苏省,2005,989454,153721,728207,107525.0,35.88,21.11,14.77
320000,江苏省,2004,72295,11803,52739,7753.0,37.08,22.38,14.7
320000,江苏省,2003,72967,12418,52271,8278.0,39.59,23.76,15.84
320000,江苏省,2002,72966,13715,52037,7215.0,40.22,26.36,13.86
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,45420,5930,33116,6373.75,37.15,17.91,19.25
330000,浙江省,2018,47034,6441,34485,6107.54,36.39,18.68,17.71
330000,浙江省,2017,46573,5669,35092,5812.47,32.72,16.15,16.56
330000,浙江省,2016,46831,6063,35319,5448.59,32.59,17.17,15.43
330000,浙江省,2015,859773,111031,651886,96855.0,31.89,17.03,14.86
330000,浙江省,2014,45456,5467,35615,4374.0,27.63,15.35,12.28
330000,浙江省,2013,45376,5417,35785,4174.0,26.8,15.14,11.66
330000,浙江省,2012,45700,5638,36063,3998.0,26.72,15.63,11.09
330000,浙江省,2011,46674,5885,36790,3999.0,26.87,16.0,10.87
330000,浙江省,2010,,,,,,,
330000,浙江省,2009,45472,6298,34139,5035.0,33.2,18.45,14.75
330000,浙江省,2008,45900,6435,34576,4889.0,32.75,18.61,14.14
330000,浙江省,2007,45844,6721,34249,4874.0,33.86,19.62,14.23
330000,浙江省,2006,45523,6826,34128,4569.0,33.39,20.0,13.39
330000,浙江省,2005,648340,103086,476673,68581.0,36.01,21.63,14.39
330000,浙江省,2004,45682,7131,34082,4469.0,34.04,20.92,13.11
330000,浙江省,2003,45934,7400,33254,5280.0,38.13,22.25,15.88
330000,浙江省,2002,45769,7520,33144,5104.0,38.09,22.69,15.4
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,49562,9242,33397,6922.82,48.4,27.67,20.73
340000,安徽省,2018,51812,9631,35341,6840.06,46.61,27.25,19.35
340000,安徽省,2017,51658,9867,35079,6712.82,47.26,28.13,19.14
340000,安徽省,2016,52056,9128,36958,5969.0,40.85,24.7,16.15
340000,安徽省,2015,955845,169869,679081,106895.0,40.76,25.01,15.74
340000,安徽省,2014,50201,8976,35994,5231.0,39.47,24.94,14.53
340000,安徽省,2013,49765,9186,35337,5241.0,40.83,26.0,14.83
340000,安徽省,2012,49963,9049,35760,5155.0,39.72,25.3,14.42
340000,安徽省,2011,50989,9187,36459,5342.0,39.85,25.2,14.65
340000,安徽省,2010,,,,,,,
340000,安徽省,2009,54638,10522,38571,5545.0,41.66,27.28,14.38
340000,安徽省,2008,55498,11163,38372,5963.0,44.63,29.09,15.54
340000,安徽省,2007,56247,11738,38600,5908.0,45.72,30.41,15.31
340000,安徽省,2006,56880,12135,38938,5807.0,46.08,31.16,14.91
340000,安徽省,2005,810095,187067,541274,81754.0,49.66,34.56,15.1
340000,安徽省,2004,62575,13575,43670,5330.0,43.29,31.09,12.21
340000,安徽省,2003,62652,13669,43853,5131.0,42.87,31.17,11.7
340000,安徽省,2002,62783,15191,42421,5171.0,48.0,35.81,12.19
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,30869,5208,22575,3086.25,36.74,23.07,13.67
350000,福建省,2018,32309,5402,23842,3064.98,35.51,22.66,12.86
350000,福建省,2017,32221,5956,23196,3069.41,38.91,25.67,13.23
350000,福建省,2016,32474,5940,23303,3230.92,39.36,25.49,13.87
350000,福建省,2015,596224,104768,437763,53694.0,36.2,23.93,12.27
350000,福建省,2014,31409,5527,23501,2383.0,33.66,23.52,10.14
350000,福建省,2013,31148,5249,23355,2543.0,33.37,22.48,10.89
350000,福建省,2012,31273,5229,23357,2687.0,33.89,22.39,11.5
350000,福建省,2011,31783,5009,24335,2438.0,30.6,20.58,10.02
350000,福建省,2010,,,,,,,
350000,福建省,2009,32097,5481,23396,3220.0,37.19,23.43,13.76
350000,福建省,2008,32484,5764,23473,3247.0,38.39,24.55,13.83
350000,福建省,2007,32754,5767,23686,3301.0,38.28,24.35,13.94
350000,福建省,2006,32855,5896,23886,3073.0,37.55,24.68,12.87
350000,福建省,2005,467922,86487,340481,40954.0,37.43,25.4,12.03
350000,福建省,2004,34048,6560,24591,2897.0,38.46,26.67,11.78
350000,福建省,2003,34261,7326,24211,2724.0,41.51,30.26,11.25
350000,福建省,2002,34127,7198,24336,2594.0,40.23,29.58,10.66
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,36318,7339,25293,3686.46,43.59,29.01,14.57
360000,江西省,2018,38080,7725,26648,3706.97,42.9,28.99,13.91
360000,江西省,2017,38163,8245,26196,3723.03,45.69,31.47,14.21
360000,江西省,2016,38576,8187,26687,3701.76,44.55,30.68,13.87
360000,江西省,2015,710552,152541,493623,64388.0,43.95,30.9,13.04
360000,江西省,2014,37486,7776,26245,3464.0,42.83,29.63,13.2
360000,江西省,2013,37321,7353,26608,3360.0,40.26,27.63,12.63
360000,江西省,2012,37580,8085,26455,3040.0,42.05,30.56,11.49
360000,江西省,2011,38348,8234,27191,2923.0,41.03,30.28,10.75
360000,江西省,2010,,,,,,,
360000,江西省,2009,39186,8622,27399,3165.0,43.02,31.47,11.55
360000,江西省,2008,39623,8995,27306,3322.0,45.11,32.94,12.17
360000,江西省,2007,39945,9047,27323,3574.0,46.19,33.11,13.08
360000,江西省,2006,40069,9826,26841,3403.0,49.29,36.61,12.68
360000,江西省,2005,570672,143226,379303,48143.0,50.45,37.76,12.69
360000,江西省,2004,41524,8963,29229,3333.0,42.07,30.67,11.4
360000,江西省,2003,41741,9696,29140,2905.0,43.24,33.27,9.97
360000,江西省,2002,41521,10190,28274,3058.0,46.85,36.04,10.82
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,78318,13841,52075,12401.83,50.39,26.58,23.82
370000,山东省,2018,82408,14842,55071,12495.13,49.64,26.95,22.69
370000,山东省,2017,82502,14588,57242,10672.21,44.13,25.49,18.64
370000,山东省,2016,83464,14140,59599,9725.46,40.04,23.72,16.32
370000,山东省,2015,1530763,250337,1101954,178471.0,38.91,22.72,16.2
370000,山东省,2014,80788,12752,58769,9267.0,37.47,21.7,15.77
370000,山东省,2013,80331,12432,59077,8822.0,35.98,21.04,14.93
370000,山东省,2012,80810,13041,59273,8496.0,36.33,22.0,14.33
370000,山东省,2011,82336,12785,60696,8854.0,35.65,21.06,14.59
370000,山东省,2010,,,,,,,
370000,山东省,2009,83867,13132,62563,8171.0,34.05,20.99,13.06
370000,山东省,2008,84970,13245,63440,8285.0,33.94,20.88,13.06
370000,山东省,2007,85696,13206,64140,8350.0,33.61,20.59,13.02
370000,山东省,2006,85953,13132,64611,8211.0,33.03,20.32,12.71
370000,山东省,2005,1224142,194922,907427,121794.0,34.9,21.48,13.42
370000,山东省,2004,89072,15256,65608,8209.0,35.77,23.25,12.51
370000,山东省,2003,89775,16475,65164,8137.0,37.77,25.28,12.49
370000,山东省,2002,89699,16895,65176,7628.0,37.63,25.92,11.7
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,75087,15814,50562,8711.25,48.5,31.28,17.23
410000,河南省,2018,78679,16761,53220,8697.98,47.84,31.49,16.34
410000,河南省,2017,79005,16476,53962,8566.95,46.41,30.53,15.88
410000,河南省,2016,80140,16659,55405,8074.77,44.64,30.07,14.57
410000,河南省,2015,1476154,309790,1020949,145415.0,44.59,30.34,14.24
410000,河南省,2014,77873,16297,54755,6821.0,42.22,29.76,12.46
410000,河南省,2013,77688,16133,54620,6935.0,42.23,29.54,12.7
410000,河南省,2012,78483,16129,55431,6923.0,41.59,29.1,12.49
410000,河南省,2011,80208,16632,56519,7057.0,41.91,29.43,12.49
410000,河南省,2010,,,,,,,
410000,河南省,2009,83974,16089,60425,7460.0,38.97,26.63,12.35
410000,河南省,2008,84906,16848,61415,6643.0,38.25,27.43,10.82
410000,河南省,2007,86460,17613,62300,6546.0,38.78,28.27,10.51
410000,河南省,2006,87180,18224,61929,7027.0,40.77,29.43,11.35
410000,河南省,2005,1241616,262380,876943,102292.0,41.58,29.92,11.66
410000,河南省,2004,94372,20033,66664,7675.0,41.56,30.05,11.51
410000,河南省,2003,95029,21465,65920,7644.0,44.16,32.56,11.6
410000,河南省,2002,94793,22660,65135,6998.0,45.53,34.79,10.74
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,46101,7180,32895,6025.69,40.15,21.83,18.32
420000,湖北省,2018,48498,7445,34995,6058.55,38.59,21.27,17.31
420000,湖北省,2017,48684,7701,35028,5955.07,38.99,21.99,17.0
420000,湖北省,2016,49384,7645,36023,5716.39,37.09,21.22,15.87
420000,湖北省,2015,909271,138022,669102,102146.0,35.89,20.63,15.27
420000,湖北省,2014,47997,7669,35407,4922.0,35.56,21.66,13.9
420000,湖北省,2013,47860,7153,35966,4741.0,33.07,19.89,13.18
420000,湖北省,2012,48219,6792,36239,5189.0,33.06,18.74,14.32
420000,湖北省,2011,49190,7037,37180,4974.0,32.3,18.93,13.38
420000,湖北省,2010,,,,,,,
420000,湖北省,2009,50862,7357,38330,5175.0,32.69,19.19,13.5
420000,湖北省,2008,51697,7591,38869,5237.0,33.0,19.53,13.47
420000,湖北省,2007,52408,8230,38998,5179.0,34.39,21.1,13.28
420000,湖北省,2006,53070,9011,38862,5197.0,36.56,23.19,13.37
420000,湖北省,2005,755824,142736,543773,69314.0,39.0,26.25,12.75
420000,湖北省,2004,58510,11276,42442,4792.0,37.86,26.57,11.29
420000,湖北省,2003,59184,12511,42002,4671.0,40.91,29.79,11.12
420000,湖北省,2002,59270,13678,40369,5222.0,46.82,33.88,12.94
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,53851,10764,36009,7078.08,49.55,29.89,19.66
430000,湖南省,2018,56516,11013,38446,7056.81,47.0,28.65,18.36
430000,湖南省,2017,56647,10427,39325,6894.64,44.05,26.51,17.53
430000,湖南省,2016,57310,10431,40065,6814.27,43.04,26.03,17.01
430000,湖南省,2015,1056139,194440,743164,118534.0,42.11,26.16,15.95
430000,湖南省,2014,55600,10176,39379,6045.0,41.19,25.84,15.35
430000,湖南省,2013,55219,10088,39294,5837.0,40.53,25.67,14.85
430000,湖南省,2012,55394,10329,38913,6152.0,42.35,26.54,15.81
430000,湖南省,2011,56351,10087,40358,5906.0,39.63,24.99,14.63
430000,湖南省,2010,,,,,,,
430000,湖南省,2009,56820,9784,40685,6351.0,39.66,24.05,15.61
430000,湖南省,2008,57648,9611,41978,6059.0,37.33,22.89,14.43
430000,湖南省,2007,58382,9796,42556,6031.0,37.19,23.02,14.17
430000,湖南省,2006,58795,10588,42001,6206.0,39.98,25.21,14.78
430000,湖南省,2005,837363,156693,595873,84797.0,40.53,26.3,14.23
430000,湖南省,2004,65041,12055,47274,5712.0,37.58,25.5,12.08
430000,湖南省,2003,65521,12686,46950,5885.0,39.56,27.02,12.53
430000,湖南省,2002,65434,13320,46499,5615.0,40.72,28.64,12.07
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,89429,14278,67479,7671.65,32.53,21.16,11.37
440000,广东省,2018,93024,15729,69608,7686.71,33.64,22.6,11.04
440000,广东省,2017,91922,15472,69329,7120.96,32.59,22.32,10.27
440000,广东省,2016,92107,15417,69603,7085.91,32.33,22.15,10.18
440000,广东省,2015,1681666,269349,1288354,123964.0,30.53,20.91,9.62
440000,广东省,2014,88503,14576,66604,7322.0,32.88,21.88,10.99
440000,广东省,2013,87847,14653,66830,6364.0,31.45,21.93,9.52
440000,广东省,2012,88395,14471,67753,6172.0,30.47,21.36,9.11
440000,广东省,2011,89750,15466,68401,5884.0,31.21,22.61,8.6
440000,广东省,2010,,,,,,,
440000,广东省,2009,84981,14734,63891,6356.0,33.01,23.06,9.95
440000,广东省,2008,85714,15835,63402,6477.0,35.19,24.98,10.22
440000,广东省,2007,85649,16386,62959,6305.0,36.04,26.03,10.01
440000,广东省,2006,85451,17285,62093,6073.0,37.62,27.84,9.78
440000,广东省,2005,1217005,260401,866533,90071.0,40.45,30.05,10.39
440000,广东省,2004,77645,19528,51973,6144.0,49.39,37.57,11.82
440000,广东省,2003,77676,20593,50799,6283.0,52.91,40.54,12.37
440000,广东省,2002,77216,19472,51771,5973.0,49.15,37.61,11.54
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,38653,8438,26285,3929.86,47.05,32.1,14.95
450000,广西壮族自治区,2018,40353,8821,27486,4045.75,46.81,32.09,14.72
450000,广西壮族自治区,2017,40385,8989,27461,3935.72,47.06,32.73,14.33
450000,广西壮族自治区,2016,40677,8686,28048,3942.77,45.03,30.97,14.06
450000,广西壮族自治区,2015,747093,169026,505127,72940.0,47.9,33.46,14.44
450000,广西壮族自治区,2014,39232,8591,26902,3741.0,45.84,31.93,13.91
450000,广西壮族自治区,2013,38947,8361,26966,3620.0,44.43,31.01,13.42
450000,广西壮族自治区,2012,39066,8824,26598,3644.0,46.87,33.17,13.7
450000,广西壮族自治区,2011,39686,8716,27183,3786.0,45.99,32.07,13.93
450000,广西壮族自治区,2010,,,,,,,
450000,广西壮族自治区,2009,42891,9122,29776,3993.0,44.05,30.63,13.41
450000,广西壮族自治区,2008,43252,9453,29753,4045.0,45.37,31.77,13.6
450000,广西壮族自治区,2007,43442,9517,29934,3991.0,45.12,31.79,13.33
450000,广西壮族自治区,2006,43311,9629,29789,3892.0,45.39,32.32,13.07
450000,广西壮族自治区,2005,616837,146466,411440,58931.0,49.92,35.6,14.32
450000,广西壮族自治区,2004,47408,9935,33475,3997.0,41.62,29.68,11.94
450000,广西壮族自治区,2003,47661,10284,33038,4339.0,44.26,31.13,13.13
450000,广西壮族自治区,2002,47504,10490,32914,4100.0,44.33,31.87,12.46
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
