省份编码,省份,年份,人口数(人口抽样调查)(人),男性人口数(人口抽样调查)(人),女性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在本乡、镇、街道人口数(人口抽样调查)(人),住本乡、镇、街道，户口在本乡、镇、街道男性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在本乡、镇、街道女性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在外乡、镇、街道，离开户口登记地半年以上人口数(人口抽样调查)(人),住本乡、镇、街道，户口在外乡、镇、街道，离开户口登记地半年以上男性人口数(人口抽样调查)(人),住本乡、镇、街道，户口在外乡、镇、街道，离开户口登记地半年以上女性人口数(人口抽样调查)(人),住本乡、镇、街道，户口待定人口数(人口抽样调查)(人),住本乡、镇、街道，户口待定男性人口数(人口抽样调查)(人),住本乡、镇、街道，户口待定女性人口数(人口抽样调查)(人),居住在港澳台或国外，户口在本乡、镇、街道人口数(人口抽样调查)(人),居住在港澳台或国外，户口在本乡、镇、街道男性人口数(人口抽样调查)(人),居住在港澳台或国外，户口在本乡、镇、街道女性人口数(人口抽样调查)(人)
370000,山东省,2005,1224142,611975,612167,1117888,558422,559466,101586,51330,50257,4629,2196,2433,39,27,11
370000,山东省,2004,89072,44684,44388,80999,40553,40446,,,,297,160,138,,,
370000,山东省,2003,89775,44983,44793,81353,40653,40699,,,,243,103,140,,,
370000,山东省,2002,89699,45371,44327,83730,42432,41298,,,,174,75,99,,,
370000,山东省,2001,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,
410000,河南省,2019,75087,37920,37167,67595,34102,33493,7342,3757,3586,117,39,78,32,22,10
410000,河南省,2018,78679,39815,38864,72571,36714,35857,5866,2956,2910,179,97,82,63,48,15
410000,河南省,2017,79005,40370,38635,72881,37375,35506,5705,2761,2944,372,195,177,47,39,9
410000,河南省,2016,80140,40834,39306,71781,36669,35112,8144,4069,4074,200,87,113,16,9,7
410000,河南省,2015,1476154,752496,723658,1308804,662816,645988,161968,86741,75227,4869,2548,2321,513,392,121
410000,河南省,2014,77873,39385,38488,70846,36199,34646,6748,3044,3704,246,122,124,32,19,13
410000,河南省,2013,77688,39055,38633,70947,35675,35272,6424,3210,3214,296,155,142,20,15,6
410000,河南省,2012,78483,39680,38803,70909,35473,35436,7074,3948,3126,467,241,226,33,18,14
410000,河南省,2011,80208,41614,38595,69766,35394,34373,9798,5879,3919,596,306,290,48,35,13
410000,河南省,2010,,,,,,,,,,,,,,,
410000,河南省,2009,83974,42511,41463,82204,41586,40618,1402,728,674,367,197,171,,,
410000,河南省,2008,84906,42929,41978,82426,41680,40746,,,,185,119,66,,,
410000,河南省,2007,86460,44047,42412,83833,42722,41111,,,,219,122,97,,,
410000,河南省,2006,87180,44191,42989,84050,42614,41435,,,,215,116,99,,,
410000,河南省,2005,1241616,630613,611003,1190572,604059,586513,46278,24181,22097,4736,2351,2385,30,22,8
410000,河南省,2004,94372,48565,45807,88609,45593,43016,,,,297,154,143,,,
410000,河南省,2003,95029,49199,45830,89623,46271,43351,,,,229,128,101,,,
410000,河南省,2002,94793,48290,46504,88000,44808,43192,,,,224,83,141,,,
410000,河南省,2001,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,
420000,湖北省,2019,46101,23216,22885,35428,18120,17308,10491,5003,5488,114,57,57,69,36,33
420000,湖北省,2018,48498,24973,23525,38188,19601,18586,10085,5257,4828,152,78,74,74,37,38
420000,湖北省,2017,48684,25090,23594,38247,19654,18593,10052,5248,4804,355,170,185,30,18,12
420000,湖北省,2016,49384,25352,24032,40121,20499,19622,8984,4722,4262,227,105,122,53,28,25
420000,湖北省,2015,909271,463807,445464,714229,362301,351928,190012,98921,91092,4419,2273,2146,611,312,298
420000,湖北省,2014,47997,24458,23539,39075,20075,19000,8628,4248,4380,268,123,145,27,12,15
420000,湖北省,2013,47860,24322,23538,37612,19200,18412,9882,4944,4938,335,156,180,30,22,8
420000,湖北省,2012,48219,24562,23657,39652,20196,19456,8172,4146,4025,363,200,164,32,20,11
420000,湖北省,2011,49190,25274,23917,41827,21473,20354,6827,3520,3307,492,247,245,45,34,11
420000,湖北省,2010,,,,,,,,,,,,,,,
420000,湖北省,2009,50862,26070,24792,48258,24815,23443,2345,1129,1216,258,126,132,,,
420000,湖北省,2008,51697,26215,25482,48978,24839,24138,,,,138,66,72,,,
420000,湖北省,2007,52408,26640,25767,48716,24710,24006,,,,165,78,86,,,
420000,湖北省,2006,53070,26858,26211,48461,24524,23938,,,,185,79,105,,,
420000,湖北省,2005,755824,384490,371334,692569,352732,339838,61315,30814,30501,1923,939,984,16,5,11
420000,湖北省,2004,58510,29653,28858,55066,27988,27078,,,,154,69,85,,,
420000,湖北省,2003,59184,30286,28897,54526,27848,26678,,,,180,112,68,,,
420000,湖北省,2002,59270,30294,28976,54579,27916,26663,,,,167,88,79,,,
420000,湖北省,2001,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,
430000,湖南省,2019,53851,27438,26413,45050,23122,21928,8599,4207,4392,170,88,83,32,21,11
430000,湖南省,2018,56516,28469,28047,47037,24085,22952,9262,4268,4994,186,101,85,31,15,15
430000,湖南省,2017,56647,28560,28087,48005,24543,23462,8323,3863,4460,295,141,154,25,14,11
430000,湖南省,2016,57310,29286,28024,50311,25654,24657,6682,3459,3223,305,167,138,13,7,6
430000,湖南省,2015,1056139,535812,520326,894196,456653,437543,157549,76952,80597,3928,1950,1979,466,258,207
430000,湖南省,2014,55600,28516,27084,49226,25282,23944,6078,3087,2992,276,135,141,21,12,8
430000,湖南省,2013,55219,28374,26845,49990,25728,24262,4896,2489,2407,311,147,164,22,10,12
430000,湖南省,2012,55394,28577,26817,50607,26108,24498,4331,2252,2079,433,207,226,23,10,13
430000,湖南省,2011,56351,28993,27358,50490,25894,24596,5416,2865,2552,428,223,205,16,11,5
430000,湖南省,2010,,,,,,,,,,,,,,,
430000,湖南省,2009,56820,29087,27732,54953,28196,26757,1524,725,799,343,166,177,,,
430000,湖南省,2008,57648,29812,27835,55483,28681,26802,,,,154,68,86,,,
430000,湖南省,2007,58382,30075,28307,56192,29053,27138,,,,124,65,59,,,
430000,湖南省,2006,58795,29953,28842,55592,28418,27174,,,,192,100,92,,,
430000,湖南省,2005,837363,428236,409126,776821,397281,379540,58256,29772,28484,2271,1177,1094,15,7,8
430000,湖南省,2004,65041,33351,31690,60927,31246,29681,,,,238,118,120,,,
430000,湖南省,2003,65521,34082,31438,61371,31975,29396,,,,249,114,134,,,
430000,湖南省,2002,65434,33973,31461,61027,31761,29266,,,,216,122,95,,,
430000,湖南省,2001,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,
440000,广东省,2019,89429,48416,41012,52309,27014,25296,36319,20981,15339,588,313,275,212,110,103
440000,广东省,2018,93024,50209,42815,57201,29742,27458,35118,20118,15000,567,269,298,138,79,59
440000,广东省,2017,91922,48859,43063,58041,29985,28056,32898,18386,14513,889,449,441,93,40,53
440000,广东省,2016,92107,48869,43238,59496,30832,28664,32027,17746,14281,543,279,264,41,12,29
440000,广东省,2015,1681666,894033,787633,1026860,525764,501096,640143,360865,279278,12537,6342,6195,2127,1064,1064
440000,广东省,2014,88503,48021,40482,60805,31343,29461,26407,16042,10364,1090,535,555,201,100,101
440000,广东省,2013,87847,46183,41665,56359,28999,27360,30065,16461,13604,1351,688,663,72,35,38
440000,广东省,2012,88395,46688,41707,56370,28831,27539,30606,17137,13469,1358,686,672,62,34,28
440000,广东省,2011,89750,48050,41700,61502,31901,29601,26914,15445,11469,1159,605,554,175,99,77
440000,广东省,2010,,,,,,,,,,,,,,,
440000,广东省,2009,84981,42960,42021,60702,30857,29845,23472,11706,11766,807,396,411,,,
440000,广东省,2008,85714,43920,41794,60608,30887,29721,,,,724,338,386,,,
440000,广东省,2007,85649,43606,42043,59187,30030,29157,,,,827,370,457,,,
440000,广东省,2006,85451,43780,41671,58515,29857,28658,,,,748,387,361,,,
440000,广东省,2005,1217005,616339,600667,856030,432917,423113,351468,178647,172821,9458,4749,4709,50,26,24
440000,广东省,2004,77645,39858,37787,64886,33315,31571,,,,1002,511,492,,,
440000,广东省,2003,77676,39703,37973,65701,33604,32097,,,,874,440,434,,,
440000,广东省,2002,77216,39663,37553,61765,31571,30194,,,,696,351,345,,,
440000,广东省,2001,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,38653,19978,18675,32709,17006,15703,5778,2889,2888,134,65,70,31,17,14
450000,广西壮族自治区,2018,40353,20996,19357,35069,18309,16760,5017,2570,2446,244,107,136,24,10,14
450000,广西壮族自治区,2017,40385,21080,19305,35778,18768,17010,4164,2095,2069,430,208,222,14,9,4
450000,广西壮族自治区,2016,40677,21161,19516,36161,18866,17294,4266,2185,2082,235,100,135,15,10,5
450000,广西壮族自治区,2015,747093,383669,363424,634204,328786,305418,107037,51946,55091,5366,2752,2614,486,186,300
450000,广西壮族自治区,2014,39232,20403,18829,32982,17299,15683,5856,2908,2949,383,192,191,13,6,7
450000,广西壮族自治区,2013,38947,20352,18595,33469,17668,15801,4951,2426,2525,520,254,267,7,4,3
450000,广西壮族自治区,2012,39066,20259,18807,34264,17910,16353,4161,2057,2104,629,289,339,13,3,10
450000,广西壮族自治区,2011,39686,20785,18900,33558,17444,16114,5491,3044,2447,619,290,329,17,7,10
450000,广西壮族自治区,2010,,,,,,,,,,,,,,,
450000,广西壮族自治区,2009,42891,22541,20350,41088,21718,19370,1447,637,810,356,186,169,,,
450000,广西壮族自治区,2008,43252,22578,20674,41401,21627,19774,,,,264,129,135,,,
450000,广西壮族自治区,2007,43442,22617,20824,41877,21780,20097,,,,206,102,104,,,
450000,广西壮族自治区,2006,43311,22606,20705,41124,21544,19580,,,,187,87,100,,,
450000,广西壮族自治区,2005,616837,319740,297097,574954,299353,275601,39064,18968,20095,2800,1405,1396,19,14,5
450000,广西壮族自治区,2004,47408,24566,22841,44781,23313,21468,,,,275,130,145,,,
450000,广西壮族自治区,2003,47661,24948,22714,45550,23944,21607,,,,233,121,112,,,
450000,广西壮族自治区,2002,47504,24709,22795,44872,23476,21396,,,,209,109,101,,,
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,
460000,海南省,2019,7350,3788,3562,5831,3131,2700,1478,638,840,36,17,19,6,2,4
460000,海南省,2018,7658,3917,3741,5840,3117,2724,1755,766,989,59,32,27,4,2,2
460000,海南省,2017,7640,4002,3638,5958,3202,2756,1595,753,842,81,45,36,7,3,4
460000,海南省,2016,7698,4058,3641,6493,3463,3030,1146,568,578,47,21,26,12,6,6
460000,海南省,2015,141596,74321,67274,110072,57963,52109,30401,15829,14572,1028,490,538,94,39,55
460000,海南省,2014,7456,3994,3462,5743,3082,2661,1645,877,768,64,34,30,4,1,3
460000,海南省,2013,7389,3899,3490,5978,3186,2792,1356,689,666,52,24,29,3,,3
460000,海南省,2012,7397,3934,3463,5890,3189,2701,1429,703,725,75,41,33,4,1,3
460000,海南省,2011,7496,3897,3599,5773,3065,2707,1609,773,837,107,56,51,6,3,3
460000,海南省,2010,,,,,,,,,,,,,,,
460000,海南省,2009,7606,4054,3551,6978,3726,3252,536,280,256,92,49,43,,,
460000,海南省,2008,7665,4012,3653,6959,3671,3289,,,,80,41,39,,,
460000,海南省,2007,7696,4030,3666,7095,3747,3348,,,,52,27,25,,,
460000,海南省,2006,7696,4030,3666,7014,3693,3322,,,,58,31,27,,,
460000,海南省,2005,109601,57525,52076,95861,50396,45464,12944,6725,6219,777,393,385,19,10,9
460000,海南省,2004,7916,4130,3786,7248,3806,3442,,,,79,41,38,,,
460000,海南省,2003,7939,4217,3721,7095,3789,3306,,,,68,35,33,,,
460000,海南省,2002,7892,4135,3757,7070,3735,3335,,,,72,38,34,,,
460000,海南省,2001,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,
500000,重庆市,2019,24274,12147,12126,17514,8826,8688,6683,3280,3404,55,26,29,21,15,6
500000,重庆市,2018,25416,12730,12686,18510,9387,9123,6805,3295,3510,78,39,39,23,10,14
500000,重庆市,2017,25337,12641,12696,18779,9433,9346,6399,3126,3273,149,79,70,10,3,7
500000,重庆市,2016,25560,12992,12568,19522,9901,9621,5857,2992,2865,176,98,78,5,1,4
500000,重庆市,2015,468563,234986,233577,359666,181848,177818,106858,52060,54799,1942,1025,917,96,53,44
500000,重庆市,2014,24687,12696,11991,18862,9653,9209,5723,2994,2729,92,43,49,10,6,3
500000,重庆市,2013,24512,12494,12018,19427,9887,9539,5007,2566,2441,70,36,34,7,4,3
500000,重庆市,2012,24573,12370,12203,19784,10019,9765,4686,2298,2388,98,50,48,5,3,1
500000,重庆市,2011,24939,12716,12223,19441,9886,9555,5349,2759,2590,140,66,74,9,5,4
500000,重庆市,2010,,,,,,,,,,,,,,,
500000,重庆市,2009,25284,12683,12601,23187,11762,11425,1938,852,1087,159,70,89,,,
500000,重庆市,2008,25545,12878,12667,23402,11867,11535,,,,119,55,63,,,
500000,重庆市,2007,25850,13088,12762,23985,12163,11822,,,,107,51,56,,,
500000,重庆市,2006,26005,13167,12838,23997,12231,11765,,,,102,50,52,,,
500000,重庆市,2005,370367,186623,183744,339248,171213,168034,29427,14574,14853,1679,830,849,13,6,8
500000,重庆市,2004,30553,15223,15330,29021,14500,14522,,,,83,39,44,,,
500000,重庆市,2003,30713,15625,15088,29367,14969,14398,,,,73,39,34,,,
500000,重庆市,2002,30724,15689,15034,29395,15059,14337,,,,95,54,41,,,
500000,重庆市,2001,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,
510000,四川省,2019,65230,32073,33157,50757,25301,25456,14239,6651,7588,156,63,93,79,58,20
510000,四川省,2018,68344,33944,34400,54488,27406,27082,13616,6423,7193,190,81,108,51,34,17
510000,四川省,2017,68609,34633,33976,56698,28769,27929,11576,5685,5891,296,156,140,40,23,16
510000,四川省,2016,69457,34682,34775,59453,29921,29532,9775,4637,5138,195,99,95,35,25,10
510000,四川省,2015,1277289,641473,635816,1032435,521034,511401,238741,117133,121609,5682,3017,2664,431,290,142
510000,四川省,2014,67179,33289,33890,56770,28475,28294,9904,4574,5330,441,209,232,64,30,33
510000,四川省,2013,66904,34111,32793,56677,28870,27807,9598,4942,4656,594,272,322,36,27,8
510000,四川省,2012,67386,35292,32094,54793,27785,27008,12036,7227,4809,515,256,259,42,24,18
510000,四川省,2011,68777,35134,33643,57291,28771,28520,10953,6103,4850,455,227,228,77,32,45
510000,四川省,2010,,,,,,,,,,,,,,,
510000,四川省,2009,72471,36402,36069,67947,34146,33801,3949,1962,1987,575,295,280,,,
510000,四川省,2008,73722,37341,36381,70508,35834,34674,,,,264,135,129,,,
510000,四川省,2007,75201,37813,37388,70963,35866,35097,,,,509,264,245,,,
510000,四川省,2006,76324,38769,37555,71574,36584,34990,,,,509,251,258,,,
510000,四川省,2005,1087009,541978,545031,1005145,502538,502607,75586,36316,39270,6255,3107,3148,24,17,7
510000,四川省,2004,84919,42847,42072,81079,40968,40111,,,,296,168,128,,,
510000,四川省,2003,85739,43493,42246,81369,41443,39926,,,,346,175,171,,,
510000,四川省,2002,85704,42974,42730,80957,40712,40245,,,,410,197,213,,,
510000,四川省,2001,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,
520000,贵州省,2019,28245,14628,13617,23996,12565,11431,4114,1986,2129,126,69,57,9,8,1
520000,贵州省,2018,29487,15403,14084,25000,13187,11813,4322,2137,2185,150,70,80,14,9,5
520000,贵州省,2017,29612,15323,14290,25166,13126,12039,4159,2054,2105,280,137,143,8,5,3
520000,贵州省,2016,29915,15438,14476,26176,13579,12597,3569,1771,1798,160,83,77,10,6,4
520000,贵州省,2015,550172,284548,265624,457080,236642,220438,88951,45972,42979,4058,1879,2179,83,55,28
520000,贵州省,2014,28950,14806,14144,23527,12455,11071,5076,2194,2882,344,154,190,4,2,2
520000,贵州省,2013,28905,14944,13960,23902,12515,11387,4686,2289,2397,314,140,173,3,,3
520000,贵州省,2012,29071,14935,14135,24495,12588,11907,4159,2141,2018,409,203,206,8,4,4
520000,贵州省,2011,29636,15658,13978,24178,12664,11514,4873,2719,2154,579,271,308,6,3,2
520000,贵州省,2010,,,,,,,,,,,,,,,
520000,贵州省,2009,33780,17464,16316,31684,16479,15205,1630,766,864,466,219,247,,,
520000,贵州省,2008,34126,17736,16390,32247,16832,15415,,,,225,113,113,,,
520000,贵州省,2007,34587,17888,16699,32427,16857,15569,,,,232,108,124,,,
520000,贵州省,2006,34666,17919,16747,32413,16820,15593,,,,262,124,138,,,
520000,贵州省,2005,493715,254202,239513,458818,236976,221842,31883,15760,16124,3007,1464,1542,7,2,4
520000,贵州省,2004,37780,19571,18209,35567,18515,17051,,,,155,83,72,,,
520000,贵州省,2003,37933,19663,18270,35169,18354,16815,,,,222,109,113,,,
520000,贵州省,2002,37686,19490,18196,35588,18456,17132,,,,241,124,117,,,
520000,贵州省,2001,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,
530000,云南省,2019,37874,19321,18553,31867,16344,15523,5857,2890,2967,100,61,40,50,26,23
530000,云南省,2018,39584,20523,19061,34028,17573,16455,5415,2883,2532,121,52,69,20,15,5
530000,云南省,2017,39709,20564,19145,35559,18342,17217,3900,2111,1789,238,103,135,12,8,4
530000,云南省,2016,40141,20285,19855,35181,17976,17205,4750,2208,2541,190,93,97,19,7,12
530000,云南省,2015,738612,378276,360337,623494,319628,303866,111076,56717,54359,3707,1720,1987,335,210,125
530000,云南省,2014,38902,19962,18940,34774,17902,16872,3718,1882,1836,383,164,220,27,14,13
530000,云南省,2013,38680,20044,18635,33645,17351,16294,4668,2520,2148,346,161,185,21,12,9
530000,云南省,2012,38874,19993,18882,32430,16705,15725,6076,3097,2979,360,185,176,8,6,2
530000,云南省,2011,39564,20179,19385,32802,16898,15904,6268,3036,3232,468,230,238,26,15,11
530000,云南省,2010,,,,,,,,,,,,,,,
530000,云南省,2009,40460,21008,19451,38478,19949,18529,1766,966,800,215,92,123,,,
530000,云南省,2008,40947,21290,19658,38595,19883,18713,,,,136,81,55,,,
530000,云南省,2007,41269,21266,20003,39218,20267,18952,,,,181,89,92,,,
530000,云南省,2006,41359,21394,19965,38569,19988,18581,,,,271,113,158,,,
530000,云南省,2005,589039,303893,285146,540976,279122,261853,44911,23225,21686,3115,1527,1588,38,19,19
530000,云南省,2004,42720,21618,21102,40753,20650,20103,,,,231,108,123,,,
530000,云南省,2003,42836,22374,20462,40659,21249,19410,,,,246,133,113,,,
530000,云南省,2002,42529,21946,20584,40531,21003,19528,,,,237,119,117,,,
530000,云南省,2001,,,,,,,,,,,,,,,
530000,云南省,2000,,,,,,,,,,,,,,,
540000,西藏自治区,2019,2743,1373,1369,2447,1223,1223,291,147,145,5,3,1,,,
540000,西藏自治区,2018,2817,1401,1416,2630,1294,1336,182,104,77,5,3,2,,,
540000,西藏自治区,2017,2797,1404,1393,2694,1346,1349,73,40,33,29,19,11,,,
540000,西藏自治区,2016,2789,1410,1380,2636,1329,1307,142,74,68,11,7,5,,,
540000,西藏自治区,2015,50634,25609,25025,43917,21880,22037,6533,3620,2913,178,106,73,6,3,3
540000,西藏自治区,2014,2620,1317,1303,2487,1251,1236,38,18,21,96,49,47,,,
540000,西藏自治区,2013,2575,1308,1267,2398,1214,1184,162,86,76,15,7,7,1,,1
540000,西藏自治区,2012,2567,1275,1292,2533,1261,1272,14,6,8,19,8,11,1,,1
540000,西藏自治区,2011,2591,1324,1268,2368,1198,1171,191,112,79,30,14,17,1,,1
540000,西藏自治区,2010,,,,,,,,,,,,,,,
540000,西藏自治区,2009,2556,1256,1300,2548,1252,1296,2,1,1,7,3,3,,,
540000,西藏自治区,2008,2576,1253,1323,2559,1245,1314,,,,8,4,4,,,
540000,西藏自治区,2007,2587,1270,1317,2567,1260,1306,,,,13,7,6,,,
540000,西藏自治区,2006,2574,1259,1315,2539,1242,1297,,,,12,5,7,,,
540000,西藏自治区,2005,36666,18149,18517,35057,17331,17726,1464,742,721,145,75,70,,,
540000,西藏自治区,2004,2636,1285,1351,2617,1274,1343,,,,2,2,,,,
540000,西藏自治区,2003,2638,1266,1372,2635,1264,1371,,,,3,1,2,,,
540000,西藏自治区,2002,2609,1256,1353,2542,1220,1322,,,,8,3,5,,,
540000,西藏自治区,2001,,,,,,,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,,,,,,,
610000,陕西省,2019,30158,15302,14856,25560,12773,12788,4484,2466,2018,52,26,26,62,37,25
610000,陕西省,2018,31684,15879,15804,26774,13394,13380,4808,2436,2371,80,37,43,22,12,10
610000,陕西省,2017,31649,15615,16034,26445,13437,13008,5055,2099,2956,145,76,69,5,3,2
610000,陕西省,2016,32014,16160,15854,27306,13877,13429,4608,2237,2371,82,34,48,19,13,6
610000,陕西省,2015,589346,298442,290904,474436,239634,234802,112446,57623,54823,2185,1022,1163,278,162,116
610000,陕西省,2014,31155,16108,15047,27477,14026,13450,3582,2031,1551,83,46,37,13,4,9
610000,陕西省,2013,31063,15912,15151,26012,13347,12665,4899,2488,2411,140,73,67,12,4,8
610000,陕西省,2012,31315,16193,15123,26783,13817,12966,4393,2297,2096,135,77,59,4,2,2
610000,陕西省,2011,31976,16410,15566,27597,14009,13588,4213,2325,1889,161,73,88,5,3,2
610000,陕西省,2010,,,,,,,,,,,,,,,
610000,陕西省,2009,33504,16965,16539,31476,15951,15526,1844,930,914,184,84,99,,,
610000,陕西省,2008,33999,17233,16766,32044,16243,15801,,,,155,80,74,,,
610000,陕西省,2007,34383,17324,17059,32519,16411,16108,,,,173,83,90,,,
610000,陕西省,2006,34574,17389,17185,32645,16402,16243,,,,172,91,81,,,
610000,陕西省,2005,492410,248660,243750,459543,231626,227917,31153,16131,15022,1700,894,806,14,8,6
610000,陕西省,2004,36022,18525,17497,33595,17304,16291,,,,240,119,120,,,
610000,陕西省,2003,36314,18617,17697,34207,17528,16679,,,,180,98,82,,,
610000,陕西省,2002,36297,18657,17640,34427,17729,16698,,,,186,92,95,,,
610000,陕西省,2001,,,,,,,,,,,,,,,
610000,陕西省,2000,,,,,,,,,,,,,,,
620000,甘肃省,2019,20642,10433,10209,17895,9013,8883,2696,1392,1304,35,19,17,15,10,6
620000,甘肃省,2018,21614,11001,10613,18865,9577,9288,2672,1380,1291,71,37,34,6,6,
620000,甘肃省,2017,21720,11035,10685,19515,9963,9552,2070,1007,1063,123,58,65,12,7,5
620000,甘肃省,2016,21960,11134,10826,20165,10257,9908,1711,839,872,73,33,40,12,5,7
620000,甘肃省,2015,404863,208500,196363,345292,176205,169087,57559,31508,26052,1945,748,1197,67,40,27
620000,甘肃省,2014,21381,11082,10299,19491,10124,9367,1774,906,868,113,50,63,3,1,2
620000,甘肃省,2013,21311,10948,10363,19220,9867,9353,1966,1024,942,124,56,67,2,1,1
620000,甘肃省,2012,21507,11067,10440,19129,9758,9371,2289,1268,1021,88,41,47,1,,1
620000,甘肃省,2011,21908,11384,10523,19745,10165,9579,1987,1134,853,174,84,91,2,2,
620000,甘肃省,2010,,,,,,,,,,,,,,,
620000,甘肃省,2009,23405,11921,11484,22882,11668,11214,437,211,227,86,42,43,,,
620000,甘肃省,2008,23739,12010,11730,23141,11719,11422,,,,45,19,25,,,
620000,甘肃省,2007,23990,12162,11828,23484,11908,11576,,,,72,50,22,,,
620000,甘肃省,2006,24109,12205,11904,23461,11892,11569,,,,61,34,27,,,
620000,甘肃省,2005,343364,173235,170129,325728,164233,161496,16278,8311,7968,1356,691,665,1,1,1
620000,甘肃省,2004,25409,13095,12314,24668,12728,11941,,,,87,44,42,,,
620000,甘肃省,2003,25628,13146,12483,24746,12769,11977,,,,107,56,51,,,
620000,甘肃省,2002,25546,13114,12431,24910,12805,12105,,,,82,42,40,,,
620000,甘肃省,2001,,,,,,,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,,,,,,,
630000,青海省,2019,4733,2445,2287,3690,1876,1813,1022,559,464,18,9,9,3,2,1
630000,青海省,2018,4945,2571,2373,3832,1975,1856,1084,582,502,25,12,13,4,2,1
630000,青海省,2017,4939,2541,2399,4145,2130,2016,761,397,364,30,12,18,3,2,1
630000,青海省,2016,4987,2564,2423,4277,2185,2092,679,363,316,29,15,14,1,1,
630000,青海省,2015,91611,47839,43771,73291,37792,35498,17914,9850,8065,395,190,204,11,7,4
630000,青海省,2014,4814,2420,2394,3872,1976,1896,906,427,479,36,16,19,2,2,
630000,青海省,2013,4769,2429,2339,3976,2029,1947,746,377,369,46,23,23,1,1,
630000,青海省,2012,4782,2465,2318,3959,2027,1932,792,422,370,30,15,14,2,1,1
630000,青海省,2011,4854,2458,2396,3842,1951,1891,964,484,480,47,23,25,1,1,
630000,青海省,2010,,,,,,,,,,,,,,,
630000,青海省,2009,4934,2482,2452,4492,2264,2228,402,198,203,40,19,21,,,
630000,青海省,2008,5007,2524,2484,4612,2330,2282,,,,28,13,14,,,
630000,青海省,2007,5045,2556,2488,4593,2328,2265,,,,38,18,19,,,
630000,青海省,2006,5049,2563,2485,4503,2280,2223,,,,36,18,17,,,
630000,青海省,2005,71903,36328,35574,64692,32638,32054,6648,3406,3242,558,280,277,4,4,1
630000,青海省,2004,5213,2676,2538,4899,2513,2387,,,,38,18,20,,,
630000,青海省,2003,5225,2666,2559,4913,2507,2406,,,,61,31,31,,,
630000,青海省,2002,5189,2661,2528,4726,2417,2309,,,,58,29,29,,,
630000,青海省,2001,,,,,,,,,,,,,,,
630000,青海省,2000,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2019,5404,2780,2624,4055,2084,1970,1341,692,650,6,3,3,2,1,1
640000,宁夏回族自治区,2018,5638,2794,2844,4298,2191,2108,1326,597,729,11,5,6,3,2,1
640000,宁夏回族自治区,2017,5627,2769,2858,4256,2170,2086,1346,586,761,22,12,11,2,2,
640000,宁夏回族自治区,2016,5666,2925,2741,4432,2280,2153,1219,637,582,13,7,6,2,1,
640000,宁夏回族自治区,2015,103820,53462,50358,76453,39056,37397,27038,14243,12794,301,144,157,28,18,10
640000,宁夏回族自治区,2014,5460,2807,2653,4271,2187,2084,1167,609,558,21,10,11,1,,1
640000,宁夏回族自治区,2013,5399,2757,2642,4140,2112,2028,1224,627,597,34,17,17,1,,
640000,宁夏回族自治区,2012,5400,2760,2640,4070,2079,1990,1292,661,631,38,19,19,1,,
640000,宁夏回族自治区,2011,5463,2875,2588,4140,2120,2020,1274,729,545,49,26,23,1,,1
640000,宁夏回族自治区,2010,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2009,5504,2809,2695,5010,2558,2452,464,239,226,30,13,17,,,
640000,宁夏回族自治区,2008,5533,2817,2716,5081,2589,2492,,,,34,17,17,,,
640000,宁夏回族自治区,2007,5560,2822,2738,5155,2622,2533,,,,35,17,18,,,
640000,宁夏回族自治区,2006,5539,2822,2718,5055,2580,2475,,,,52,25,27,,,
640000,宁夏回族自治区,2005,78892,39733,39159,70648,35646,35003,7444,3691,3754,798,395,402,1,,
640000,宁夏回族自治区,2004,5662,2862,2800,5218,2634,2584,,,,57,31,26,,,
640000,宁夏回族自治区,2003,5650,2871,2779,5178,2626,2552,,,,68,35,33,,,
640000,宁夏回族自治区,2002,5585,2858,2727,5018,2557,2460,,,,59,30,29,,,
640000,宁夏回族自治区,2001,,,,,,,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,,,,,,,
650000,新疆维吾尔自治区,2019,19660,9915,9746,16283,8225,8058,3315,1661,1654,46,21,25,16,7,9
650000,新疆维吾尔自治区,2018,20375,10175,10200,16386,8166,8220,3871,1958,1913,99,40,59,20,12,8
