省份编码,省份,年份,公共交通车辆运营数(辆),公共汽电车运营数(辆),轨道交通配属车辆数(辆),运营线路总长度(公里),公共汽电车运营线路总长度(公里),轨道交通运营里程(公里),公共交通客运总量(万人次),公共汽电车客运量(万人次),轨道交通客运量(万人次),出租汽车(辆)
130000,河北省,2012,16493,16493,,18812,18812.0,,203954,203954.0,,49130
130000,河北省,2011,15503,15503,,17512,17512.0,,197470,197470.0,,47441
130000,河北省,2010,14630,14630,,14869,14869.0,,178558.6,178558.6,,46016
130000,河北省,2009,13531,13531,,8410,8410.0,,166910,166910.0,,46597
130000,河北省,2008,14331,14331,,6260,6260.0,,156368,156368.0,,47822
130000,河北省,2007,13407,13407,,5753,5753.0,,143232,143232.0,,47538
130000,河北省,2006,12048,12048,,5481,5481.0,,120091,120091.0,,47435
130000,河北省,2005,10429,10429,,,,,99411.6,99411.6,,44527
130000,河北省,2004,9893,9893,,,,,86888.37,86888.37,,43329
130000,河北省,2003,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,
140000,山西省,2019,,11350,,,22396.4,,,135825.6,,31410
140000,山西省,2018,,10209,,,19364.0,,,128046.0,,30487
140000,山西省,2017,9252,9252,,14291,14291.0,,127183,127183.0,,30492
140000,山西省,2016,8895,8895,,13813,13813.0,,126350,126350.0,,30690
140000,山西省,2015,8153,8153,,13176,13176.0,,132132,132132.0,,30696
140000,山西省,2014,8301,8301,,13658,13658.0,,131496,131496.0,,30401
140000,山西省,2013,8957,8957,,14655,14655.0,,156364,156364.0,,34906
140000,山西省,2012,7851,7851,,13369,13369.0,,124838,124838.0,,29700
140000,山西省,2011,7226,7226,,12592,12592.0,,124029,124029.0,,29116
140000,山西省,2010,6609,6609,,12200,12200.0,,110134.5,110134.5,,28848
140000,山西省,2009,6655,6655,,8710,8710.0,,99887,99887.0,,28729
140000,山西省,2008,6231,6231,,3828,3828.0,,89438,89438.0,,28475
140000,山西省,2007,5982,5982,,3831,3831.0,,84633,84633.0,,27658
140000,山西省,2006,5646,5646,,2959,2959.0,,77145,77145.0,,27511
140000,山西省,2005,4565,4565,,,,,71204.86,71204.86,,29842
140000,山西省,2004,4171,4171,,,,,59916.32,59916.32,,26698
140000,山西省,2003,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,
150000,内蒙古自治区,2019,,8862,144,,19092.9,21.7,,102893.0,19.9,38662
150000,内蒙古自治区,2018,,7992,,,16224.0,,,99378.0,,39044
150000,内蒙古自治区,2017,8013,8013,,11898,11898.0,,108390,108390.0,,39062
150000,内蒙古自治区,2016,8000,8000,,16495,16495.0,,114588,114588.0,,45499
150000,内蒙古自治区,2015,6877,6877,,10731,10731.0,,107674,107674.0,,39359
150000,内蒙古自治区,2014,6836,6836,,11109,11109.0,,107099,107099.0,,38347
150000,内蒙古自治区,2013,6721,6721,,11123,11123.0,,108685,108685.0,,38120
150000,内蒙古自治区,2012,5586,5586,,10650,10650.0,,96349,96349.0,,37778
150000,内蒙古自治区,2011,5646,5646,,9673,9673.0,,92547,92547.0,,37520
150000,内蒙古自治区,2010,5771,5771,,9272,9272.0,,89963.2,89963.2,,37131
150000,内蒙古自治区,2009,5558,5558,,2810,2810.0,,64298,64298.0,,43084
150000,内蒙古自治区,2008,5343,5343,,2791,2791.0,,62004,62004.0,,36517
150000,内蒙古自治区,2007,4611,4611,,3175,3175.0,,51069,51069.0,,36047
150000,内蒙古自治区,2006,4124,4124,,2386,2386.0,,45968,45968.0,,33775
150000,内蒙古自治区,2005,3594,3594,,,,,36806,36806.0,,32508
150000,内蒙古自治区,2004,3314,3314,,,,,30474,30474.0,,31133
150000,内蒙古自治区,2003,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,
210000,辽宁省,2019,,23080,1168,,30295.4,268.5,,364975.7,57821.6,81589
210000,辽宁省,2018,,22166,1012,,28122.0,240.3,,370355.0,52642.0,81650
210000,辽宁省,2017,23675,22723,952,27077.4,26842.0,235.4,432824,383993.0,48831.0,82067
210000,辽宁省,2016,22950,22046,904,26221.9,26001.0,220.9,424262,379069.0,45193.0,80743
210000,辽宁省,2015,22358,21558,800,25343.9,25123.0,220.9,434710,395634.0,39076.0,80997
210000,辽宁省,2014,21872,21386,486,23603,23462.0,141.0,440165,405165.0,35000.0,80951
210000,辽宁省,2013,21387,20929,458,22215,22074.0,141.0,435633,403782.0,31851.0,79607
210000,辽宁省,2012,20968,20500,468,21520.8,21384.0,136.8,428367,401457.0,26910.0,79868
210000,辽宁省,2011,20514,20160,354,20250.9,20136.0,114.9,426751,411312.0,15439.0,79248
210000,辽宁省,2010,19770,19416,354,19218.9,19104.0,114.9,409428.7,400802.0,8626.7,79890
210000,辽宁省,2009,18955,18855,100,8449,8362.0,87.0,380652,373767.0,6885.0,77295
210000,辽宁省,2008,19580,19490,90,6439,6352.0,87.0,378123,371659.0,6464.0,80376
210000,辽宁省,2007,18848,18748,100,6472,6399.0,73.0,359544,353721.0,5823.0,79365
210000,辽宁省,2006,18000,17907,93,6207,6134.0,73.0,336734,329906.0,6828.0,78510
210000,辽宁省,2005,17669,17548,121,,,,321555.17,314393.67,7161.5,81020
210000,辽宁省,2004,17080,16969,111,,,,341791.45,335576.45,6215.0,84578
210000,辽宁省,2003,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,
220000,吉林省,2019,,11391,848,,16983.4,117.6,,151565.6,21761.6,56028
220000,吉林省,2018,,12004,842,,17188.0,117.6,,153623.0,14200.0,56351
220000,吉林省,2017,11823,11215,608,14588.5,14506.0,82.5,177218,167632.0,9586.0,56356
220000,吉林省,2016,11670,11272,398,13267.2,13203.0,64.2,171369,163291.0,8078.0,56413
220000,吉林省,2015,12057,11662,395,12312.2,12248.0,64.2,175452,167617.0,7835.0,56447
220000,吉林省,2014,11723,11343,380,13128.5,13074.0,54.5,176867,169206.0,7661.0,55725
220000,吉林省,2013,11253,10873,380,12909.5,12855.0,54.5,171378,164143.0,7235.0,55096
220000,吉林省,2012,10912,10532,380,11254.5,11200.0,54.5,170561,165336.0,5225.0,55457
220000,吉林省,2011,10521,10273,248,10365.7,10327.0,38.7,156953,152458.0,4495.0,54922
220000,吉林省,2010,10421,10203,218,10174.7,10136.0,38.7,151878.7,148242.3,3636.4,54933
220000,吉林省,2009,10187,10047,140,4729,4690.0,39.0,156675,153721.0,2954.0,53472
220000,吉林省,2008,9846,9713,133,4228,4196.0,32.0,422710,420035.0,2675.0,55365
220000,吉林省,2007,9185,9052,133,3301,3262.0,39.0,113418,111111.0,2307.0,55456
220000,吉林省,2006,8731,8677,54,3108,3077.0,31.0,104245,103429.0,816.0,50282
220000,吉林省,2005,8283,8246,37,,,,105139,103729.0,1410.0,49239
220000,吉林省,2004,8377,8340,37,,,,98257,96868.0,1389.0,53744
220000,吉林省,2003,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,
230000,黑龙江省,2019,,17479,186,,27012.3,30.3,,208392.5,10355.3,62249
230000,黑龙江省,2018,,16998,150,,24198.0,21.8,,228620.0,8269.0,63508
230000,黑龙江省,2017,17741,17633,108,20720.8,20699.0,21.8,255084,247405.0,7679.0,63569
230000,黑龙江省,2016,16939,16861,78,20256.2,20239.0,17.2,253420,246570.0,6850.0,64158
230000,黑龙江省,2015,16365,16299,66,19390.2,19373.0,17.2,257476,250912.0,6564.0,65421
230000,黑龙江省,2014,15706,15640,66,17930.2,17913.0,17.2,251360,245973.0,5387.0,65068
230000,黑龙江省,2013,15591,15525,66,14999.2,14982.0,17.2,238156,236759.0,1397.0,62699
230000,黑龙江省,2012,14364,14364,,15087,15087.0,,223956,223956.0,,62651
230000,黑龙江省,2011,14241,14241,,13661,13661.0,,220063,220063.0,,62092
230000,黑龙江省,2010,13567,13567,,11956,11956.0,,212581.2,212581.2,,61129
230000,黑龙江省,2009,13401,13401,,5698,5698.0,,204493,204493.0,,62012
230000,黑龙江省,2008,12746,12746,,5148,5148.0,,193391,193391.0,,56464
230000,黑龙江省,2007,12460,12460,,4279,4279.0,,170863,170863.0,,55429
230000,黑龙江省,2006,12061,12061,,4928,4928.0,,150593,150593.0,,63662
230000,黑龙江省,2005,10648,10648,,,,,138505.7,138505.7,,56952
230000,黑龙江省,2004,9976,9976,,,,,119306.24,119306.24,,56297
230000,黑龙江省,2003,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,
310000,上海市,2019,,17903,5949,,24779.1,704.9,,204695.4,388023.0,39962
310000,上海市,2018,,17122,5302,,24504.0,704.9,,206233.0,370592.0,41881
310000,上海市,2017,22214,17461,4753,24827.4,24161.0,666.4,573841,220072.0,353769.0,46397
310000,上海市,2016,20718,16693,4025,24786.5,24169.0,617.5,579218,239112.0,340106.0,47271
310000,上海市,2015,20328,16531,3797,24644.5,24027.0,617.5,561650,254852.0,306798.0,49586
310000,上海市,2014,19832,16155,3677,24474.5,23897.0,577.5,549257,266530.0,282727.0,50738
310000,上海市,2013,20207,16717,3490,24391.4,23824.0,567.4,521676,271048.0,250628.0,50612
310000,上海市,2012,19825,16695,3130,23658.2,23190.0,468.2,507933,280360.0,227573.0,50683
310000,上海市,2011,19488,16589,2899,23360.1,22906.0,454.1,491180,281075.0,210105.0,50438
310000,上海市,2010,20297,17455,2842,23582.6,23130.0,452.6,469164,280757.5,188406.5,50007
310000,上海市,2009,18105,16272,1833,7097,6754.0,343.0,402428,270591.0,131837.0,49111
310000,上海市,2008,18004,16573,1431,7007,6754.0,253.0,379137,266339.0,112798.0,48059
310000,上海市,2007,18061,16944,1117,7005,6754.0,251.0,346567,265170.0,81397.0,48614
310000,上海市,2006,18113,17284,829,6444,6274.0,170.0,339604,274035.0,65569.0,48022
310000,上海市,2005,18680,17985,695,,,,337496,278090.0,59406.0,47794
310000,上海市,2004,18797,18186,611,,,,331793.8,283787.0,48006.8,48709
310000,上海市,2003,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,
320000,江苏省,2019,,44976,3611,,80628.0,738.7,,417859.2,165925.4,51098
320000,江苏省,2018,,44186,2926,,79773.0,634.3,,442019.0,155924.0,52559
320000,江苏省,2017,44137,41558,2579,69677.9,69100.0,577.9,582024,449242.0,132782.0,53465
320000,江苏省,2016,41131,39147,1984,62726,62333.0,393.0,551021,443998.0,107023.0,53376
320000,江苏省,2015,38598,36793,1805,58796,58419.0,377.0,547694,454967.0,92727.0,53399
320000,江苏省,2014,36016,34745,1271,54796.7,54484.0,312.7,506163,442725.0,63438.0,53488
320000,江苏省,2013,33380,32710,670,50875.8,50742.0,133.8,489637,439512.0,50125.0,49501
320000,江苏省,2012,30956,30380,576,49903.2,49793.0,110.2,470233,427578.0,42655.0,47269
320000,江苏省,2011,29655,29205,450,47468,47383.0,85.0,442942,408572.0,34370.0,46342
320000,江苏省,2010,27561,27195,366,41351,41266.0,85.0,398716.4,377257.0,21459.4,46075
320000,江苏省,2009,28296,28176,120,16444,16422.0,22.0,384552,373199.0,11353.0,45016
320000,江苏省,2008,25489,25369,120,14679,14657.0,22.0,362976,352597.0,10379.0,44708
320000,江苏省,2007,23994,23874,120,16133,16111.0,22.0,330246,322230.0,8016.0,44993
320000,江苏省,2006,22122,22002,120,12466,12444.0,22.0,310467,304669.0,5798.0,42032
320000,江苏省,2005,22281,22197,84,,,,284116.81,283759.73,357.08,41476
320000,江苏省,2004,19079,19079,,,,,263087.65,263087.65,,40746
320000,江苏省,2003,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,
330000,浙江省,2019,,36794,1632,,88259.8,281.2,,293511.4,80820.8,39341
330000,浙江省,2018,,36378,1176,,82863.0,189.2,,345909.0,65422.0,39036
330000,浙江省,2017,35373,34281,1092,75653.7,75474.0,179.7,392857,347638.0,45219.0,38435
330000,浙江省,2016,32551,31651,900,70040,69884.0,156.0,383041,346196.0,36845.0,37781
330000,浙江省,2015,29700,28956,744,60101.7,59971.0,130.7,380428,354306.0,26122.0,37416
330000,浙江省,2014,27048,26532,516,50273.2,50186.0,87.2,357679,341776.0,15903.0,36732
330000,浙江省,2013,25518,25230,288,43797,43749.0,48.0,330597,321359.0,9238.0,35449
330000,浙江省,2012,23060,22892,168,40606,40558.0,48.0,311024,310463.0,561.0,34165
330000,浙江省,2011,21927,21927,,39982,39982.0,,300425,300425.0,,33285
330000,浙江省,2010,21589,21589,,39989,39989.0,,302932.1,302932.1,,32532
330000,浙江省,2009,22135,22135,,20022,20022.0,,320709,320709.0,,31116
330000,浙江省,2008,21836,21836,,8947,8947.0,,292044,292044.0,,33208
330000,浙江省,2007,18712,18712,,9150,9150.0,,262806,262806.0,,32431
330000,浙江省,2006,17173,17173,,7773,7773.0,,241138,241138.0,,31828
330000,浙江省,2005,15981,15981,,,,,226740.43,226740.43,,29993
330000,浙江省,2004,15115,15115,,,,,214172.62,214172.62,,28779
330000,浙江省,2003,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,
340000,安徽省,2019,,18156,594,,22202.2,89.5,,158478.1,17981.6,39131
340000,安徽省,2018,,16675,324,,18784.0,53.2,,162782.0,15324.0,38911
340000,安徽省,2017,16477,16171,306,15718.3,15666.0,52.3,176245,171973.0,4272.0,39490
340000,安徽省,2016,14605,14473,132,14784.6,14760.0,24.6,186678,186608.0,70.0,39199
340000,安徽省,2015,13916,13916,,13709,13709.0,,198829,198829.0,,39190
340000,安徽省,2014,13915,13915,,12319,12319.0,,211631,211631.0,,38792
340000,安徽省,2013,13023,13023,,11068,11068.0,,211012,211012.0,,37833
340000,安徽省,2012,11992,11992,,10535,10535.0,,212719,212719.0,,37142
340000,安徽省,2011,11035,11035,,9551,9551.0,,198662,198662.0,,36525
340000,安徽省,2010,9626,9626,,8948,8948.0,,181875.7,181875.7,,36681
340000,安徽省,2009,9712,9712,,5026,5026.0,,182560,182560.0,,35591
340000,安徽省,2008,10240,10240,,4022,4022.0,,164226,164226.0,,35382
340000,安徽省,2007,9521,9521,,3772,3772.0,,155909,155909.0,,34391
340000,安徽省,2006,8557,8557,,3008,3008.0,,152189,152189.0,,33435
340000,安徽省,2005,8880,8880,,,,,139660.94,139660.94,,34287
340000,安徽省,2004,8323,8323,,,,,116157.92,116157.92,,35005
340000,安徽省,2003,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,
350000,福建省,2019,,17444,834,,28504.5,125.3,,193950.6,16541.6,20382
350000,福建省,2018,,17871,408,,25985.0,53.6,,195680.0,10252.0,20191
350000,福建省,2017,17572,17224,348,24651.2,24596.0,55.2,211379,206505.0,4874.0,21466
350000,福建省,2016,16238,16094,144,23563.2,23554.0,9.2,220573,220394.0,179.0,21727
350000,福建省,2015,15065,15065,,21757,21757.0,,225201,225201.0,,21449
350000,福建省,2014,13426,13426,,19675,19675.0,,225977,225977.0,,20380
350000,福建省,2013,12414,12414,,17030,17030.0,,227004,227004.0,,19391
350000,福建省,2012,11823,11823,,15627,15627.0,,224703,224703.0,,18325
350000,福建省,2011,11203,11203,,15209,15209.0,,216866,216866.0,,17491
350000,福建省,2010,10306,10306,,13555,13555.0,,197722.7,197722.7,,16782
350000,福建省,2009,10106,10106,,6685,6685.0,,175940,175940.0,,14291
350000,福建省,2008,9084,9084,,3607,3607.0,,196154,196154.0,,15905
350000,福建省,2007,8812,8812,,3636,3636.0,,183203,183203.0,,15736
350000,福建省,2006,8125,8125,,3250,3250.0,,144698,144698.0,,13929
350000,福建省,2005,7929,7929,,,,,149464.74,149464.74,,13809
350000,福建省,2004,6959,6959,,,,,140637.45,140637.45,,13335
350000,福建省,2003,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,
360000,江西省,2019,,10390,366,,22756.7,60.4,,109106.7,17479.1,13970
360000,江西省,2018,,10175,294,,20967.0,48.5,,105037.0,14176.0,13545
360000,江西省,2017,9908,9614,294,19694.5,19646.0,48.5,118395,107424.0,10971.0,14361
360000,江西省,2016,8136,7974,162,14310.8,14282.0,28.8,115528,107570.0,7958.0,13712
360000,江西省,2015,7665,7527,138,13466.8,13438.0,28.8,130335,130195.0,140.0,13587
360000,江西省,2014,7307,7307,,11718,11718.0,,129185,129185.0,,13369
360000,江西省,2013,7733,7733,,11291,11291.0,,130511,130511.0,,12854
360000,江西省,2012,7852,7852,,11648,11648.0,,127961,127961.0,,11998
360000,江西省,2011,7297,7297,,10968,10968.0,,122042,122042.0,,11444
360000,江西省,2010,6266,6266,,9934,9934.0,,121628.3,121628.3,,10854
360000,江西省,2009,6358,6358,,4762,4762.0,,112248,112248.0,,10785
360000,江西省,2008,6605,6605,,2701,2701.0,,115598,115598.0,,10562
360000,江西省,2007,6176,6176,,3189,3189.0,,105371,105371.0,,10483
360000,江西省,2006,5771,5771,,2943,2943.0,,96303,96303.0,,9424
360000,江西省,2005,5818,5818,,,,,83880.3,83880.3,,9397
360000,江西省,2004,5161,5161,,,,,73188.83,73188.83,,9247
360000,江西省,2003,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,
370000,山东省,2019,,54961,807,,122394.9,232.5,,394201.5,19441.5,62340
370000,山东省,2018,,49514,529,,105166.0,178.2,,350269.0,15388.0,61722
370000,山东省,2017,50907,50642,265,95695.6,95642.0,53.6,396777,390128.0,6649.0,61678
370000,山东省,2016,47419,47268,151,82149.3,82116.0,33.3,391136,390015.0,1121.0,61314
370000,山东省,2015,39782,39734,48,70922,70911.0,11.0,390026,389972.0,54.0,61231
370000,山东省,2014,34138,34138,,59238,59238.0,,403854,403854.0,,60119
370000,山东省,2013,35031,35031,,51412,51412.0,,411311,411311.0,,59080
370000,山东省,2012,32869,32869,,44682,44682.0,,398268,398268.0,,58758
370000,山东省,2011,31230,31230,,41492,41492.0,,380085,380085.0,,58462
370000,山东省,2010,27752,27752,,39470,39470.0,,371799.9,371799.9,,57687
370000,山东省,2009,25272,25272,,18296,18296.0,,335324,335324.0,,57278
370000,山东省,2008,30286,30286,,18845,18845.0,,339599,339599.0,,56325
370000,山东省,2007,29265,29265,,14182,14182.0,,302850,302850.0,,55312
370000,山东省,2006,25916,25916,,12838,12838.0,,270915,270915.0,,53377
370000,山东省,2005,23455,23455,,,,,247905.62,247905.62,,56226
370000,山东省,2004,18027,18027,,,,,191104.08,191104.08,,48756
370000,山东省,2003,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,
410000,河南省,2019,,27537,846,,26617.6,151.7,,239932.8,41125.9,46742
410000,河南省,2018,,27250,576,,23395.0,93.6,,241714.0,29341.0,47517
410000,河南省,2017,26216,25778,438,21855.6,21762.0,93.6,259421,234191.0,25230.0,46863
410000,河南省,2016,22955,22697,258,20840.2,20794.0,46.2,253910,241534.0,12376.0,46598
410000,河南省,2015,22063,21913,150,19697.2,19671.0,26.2,257070,248260.0,8810.0,46342
410000,河南省,2014,20417,20267,150,20866.2,20840.0,26.2,263819,257033.0,6786.0,46247
410000,河南省,2013,18920,18770,150,18171.2,18145.0,26.2,266157,266092.0,65.0,45483
410000,河南省,2012,18137,18137,,18337,18337.0,,263718,263718.0,,45518
410000,河南省,2011,17601,17601,,17035,17035.0,,256311,256311.0,,44539
410000,河南省,2010,16096,16096,,16362,16362.0,,229236.7,229236.7,,44525
410000,河南省,2009,15735,15735,,9475,9475.0,,200187,200187.0,,45001
410000,河南省,2008,15661,15661,,5647,5647.0,,192288,192288.0,,46610
410000,河南省,2007,13546,13546,,5481,5481.0,,172633,172633.0,,46054
410000,河南省,2006,12876,12876,,4735,4735.0,,162167,162167.0,,45975
410000,河南省,2005,13213,13213,,,,,153775.01,153775.01,,52744
410000,河南省,2004,12272,12272,,,,,132203.83,132203.83,,49888
410000,河南省,2003,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,
420000,湖北省,2019,,21307,2416,,23517.2,335.2,,298213.6,122372.7,37253
420000,湖北省,2018,,21075,2068,,22549.0,300.4,,306967.0,103710.0,37072
420000,湖北省,2017,21809,20453,1356,22871.3,22637.0,234.3,413335,320652.0,92683.0,36748
420000,湖北省,2016,20915,19809,1106,18826.4,18646.0,180.4,390223,318564.0,71659.0,36415
420000,湖北省,2015,19705,18929,776,20773.4,20648.0,125.4,381733,325223.0,56510.0,36127
420000,湖北省,2014,18249,17671,578,18541.3,18446.0,95.3,367410,331786.0,35624.0,35182
420000,湖北省,2013,17536,17134,402,16427.1,16355.0,72.1,356217,328874.0,27343.0,34394
420000,湖北省,2012,16982,16670,312,17354.1,17298.0,56.1,338901,330613.0,8288.0,33520
420000,湖北省,2011,16590,16458,132,16455.9,16427.0,28.9,317261,309524.0,7737.0,30845
420000,湖北省,2010,16544,16428,116,16734.9,16706.0,28.9,284481,281180.8,3300.2,31325
420000,湖北省,2009,16556,16508,48,12089,12079.0,10.0,306369,305052.0,1317.0,28230
420000,湖北省,2008,17914,17866,48,6507,6497.0,10.0,258460,257354.0,1106.0,27618
420000,湖北省,2007,17180,17132,48,6258,6248.0,10.0,251101,250175.0,926.0,27827
420000,湖北省,2006,16042,15994,48,6058,6048.0,10.0,220757,220006.0,751.0,27589
420000,湖北省,2005,17782,17775,7,,,,224224.34,224094.34,130.0,27414
420000,湖北省,2004,17337,17330,7,,,,204827.87,204697.87,130.0,27111
420000,湖北省,2003,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,
430000,湖南省,2019,,24488,540,,25695.7,100.5,,230854.6,33789.1,26479
430000,湖南省,2018,,22026,348,,21683.0,68.8,,228450.0,25030.0,26014
430000,湖南省,2017,21051,20706,345,19319.8,19251.0,68.8,261597,238250.0,23347.0,25768
430000,湖南省,2016,19363,19018,345,17778.8,17710.0,68.8,275146,259113.0,16033.0,26173
430000,湖南省,2015,17365,17203,162,15980.6,15954.0,26.6,286341,277934.0,8407.0,25945
430000,湖南省,2014,15745,15649,96,14697.9,14676.0,21.9,280807,276227.0,4580.0,25846
430000,湖南省,2013,14010,14010,,13764,13764.0,,271882,271882.0,,24973
430000,湖南省,2012,13148,13148,,14132,14132.0,,272165,272165.0,,24031
430000,湖南省,2011,12600,12600,,15631,15631.0,,265211,265211.0,,23648
430000,湖南省,2010,12344,12344,,14791,14791.0,,241463.4,241463.4,,23778
430000,湖南省,2009,11736,11736,,5433,5433.0,,199092,199092.0,,24258
430000,湖南省,2008,11567,11567,,5095,5095.0,,195527,195527.0,,22731
430000,湖南省,2007,11135,11135,,5020,5020.0,,190582,190582.0,,23381
430000,湖南省,2006,9782,9782,,4303,4303.0,,159397,159397.0,,23092
430000,湖南省,2005,9611,9611,,,,,212506.95,212506.95,,23087
430000,湖南省,2004,9344,9344,,,,,175137,175137.0,,23021
430000,湖南省,2003,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,
