省份编码,省份,年份,蒸汽供热能力(吨/小时),热水供热能力(兆瓦),蒸汽供热总量(万吉焦),热水供热总量(万吉焦),蒸汽管道长度(公里),热水管道长度(公里),供热面积(亿平方米)
610000,陕西省,2019,7292,22790.76,3580.49,10613.67,,,3.861404
610000,陕西省,2018,9174,21039.09,2868.45,9957.82,,,3.522683
610000,陕西省,2017,7359,22083.0,3318,10544.0,,,3.95786
610000,陕西省,2016,3742,23026.87,2182.9,8690.39,324.61,2113.5,2.791895
610000,陕西省,2015,3728,22023.06,2098.61,7136.43,323.17,1906.48,2.403034
610000,陕西省,2014,3708,11427.8,2149.83,5872.22,311.41,1630.41,1.982459
610000,陕西省,2013,4118,8902.1,2141.88,4643.41,549.51,1209.98,1.5963
610000,陕西省,2012,5795,6681.94,2293.12,3465.44,546.43,917.88,1.230778
610000,陕西省,2011,3681,5309.0,1932,3093.0,536,757,1.00693
610000,陕西省,2010,3731,4215.0,2402,2168.0,626,545,0.92634
610000,陕西省,2009,3305,12543.0,2142,2632.0,571,514,0.8719
610000,陕西省,2008,2196,11971.0,1625,1155.0,464,371,0.65469
610000,陕西省,2007,4079,2992.0,2452,1444.0,662,351,0.63046
610000,陕西省,2006,2947,2672.0,1937,519.0,439,432,0.42083
610000,陕西省,2005,2240,1806.0,1682,1402.0,377,505,0.33179
610000,陕西省,2004,1983,1499.0,1670,1242.0,315,349,0.31821
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,1000,18248.79,610.69,11886.8,,,2.612128
620000,甘肃省,2018,1000,16562.4,738,10362.69,,,2.34604
620000,甘肃省,2017,700,15648.0,480,10307.0,,,2.036
620000,甘肃省,2016,26,15440.5,8,10250.9,23.6,4408.91,1.743474
620000,甘肃省,2015,26,14330.5,8,9151.84,23.6,4404.81,1.613713
620000,甘肃省,2014,200,14146.0,88,9175.31,101.3,4313.08,1.526998
620000,甘肃省,2013,224,14068.5,244.9,12205.06,111.7,4260.38,1.543691
620000,甘肃省,2012,384,12757.5,304.9,7569.27,124.7,3824.79,1.294327
620000,甘肃省,2011,,11137.0,,6151.0,,3718,1.21623
620000,甘肃省,2010,4525,10208.0,6296,5901.0,442,3109,1.05442
620000,甘肃省,2009,4511,9225.0,6158,5745.0,429,2981,0.96018
620000,甘肃省,2008,4504,8969.0,6146,5632.0,425,2833,0.88828
620000,甘肃省,2007,4229,7749.0,5975,5015.0,416,2712,0.7957
620000,甘肃省,2006,5159,7276.0,6297,4817.0,154,3025,0.74161
620000,甘肃省,2005,4813,5791.0,6636,5586.0,200,2743,0.684402
620000,甘肃省,2004,4774,5474.0,6658,6643.0,211,2639,0.644317
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,,4810.25,,5007.42,,,0.801455
630000,青海省,2018,,4739.4,,5275.13,,,0.79239
630000,青海省,2017,,4717.0,,4958.0,,,0.78446
630000,青海省,2016,,348.3,,289.68,,179,0.046236
630000,青海省,2015,,348.3,,289.68,,179,0.046146
630000,青海省,2014,,348.3,,289.68,,179,0.045596
630000,青海省,2013,,348.3,,289.68,,179,0.04509
630000,青海省,2012,,257.5,,199.0,,114,0.03042
630000,青海省,2011,,230.0,,164.0,,106,0.02699
630000,青海省,2010,,370.0,,248.0,,105,0.02083
630000,青海省,2009,,369.0,,634.0,,105,0.01961
630000,青海省,2008,,193.0,,314.0,,77,0.01351
630000,青海省,2007,,121.0,,236.0,,77,0.01275
630000,青海省,2006,,173.0,,345.0,,72,0.01144
630000,青海省,2005,,173.0,,236.0,,72,0.011058
630000,青海省,2004,,158.0,,70.0,,70,0.010751
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,2004,16791.52,1024.47,5591.75,,,1.395225
640000,宁夏回族自治区,2018,2925,7363.42,1604.5,5356.81,,,1.468278
640000,宁夏回族自治区,2017,2538,66351.0,1526,4453.0,,,1.2978
640000,宁夏回族自治区,2016,1795,8286.16,1022.35,4533.99,845.3,3360.99,1.101079
640000,宁夏回族自治区,2015,1795,7848.1,935.35,4159.47,739.9,2913.11,0.997905
640000,宁夏回族自治区,2014,1687.46,7137.82,984.8,4109.35,712.6,2427.55,0.875737
640000,宁夏回族自治区,2013,396,8252.12,153.36,4322.23,25.9,3052.41,0.82364
640000,宁夏回族自治区,2012,381.46,7926.92,150.94,4794.47,24.9,2690.23,0.737331
640000,宁夏回族自治区,2011,672,6113.0,313,3738.0,97,2144,0.68486
640000,宁夏回族自治区,2010,576,5945.0,612,5427.0,96,1842,0.63803
640000,宁夏回族自治区,2009,425,5595.0,465,5499.0,29,1875,0.58951
640000,宁夏回族自治区,2008,425,5160.0,438,5291.0,28,1712,0.52417
640000,宁夏回族自治区,2007,432,5127.0,436,5515.0,27,1913,0.4807
640000,宁夏回族自治区,2006,869,4482.0,619,5060.0,142,1711,0.45008
640000,宁夏回族自治区,2005,646,5115.0,241,5437.0,132,1151,0.432768
640000,宁夏回族自治区,2004,646,4822.0,241,5068.0,132,1031,0.403088
640000,宁夏回族自治区,2003,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,
650000,新疆维吾尔自治区,2019,3105,38903.5,2624.34,18433.59,,,4.042739
650000,新疆维吾尔自治区,2018,3233,37550.85,2359.46,17847.57,,,3.9478
650000,新疆维吾尔自治区,2017,3860,34678.0,1701,18168.0,,,3.77546
650000,新疆维吾尔自治区,2016,2372.12,36757.91,1358.54,18448.56,166.36,10959.64,3.605008
650000,新疆维吾尔自治区,2015,2210,32608.02,1257.19,16028.48,116.87,9637.26,3.072806
650000,新疆维吾尔自治区,2014,2060,27603.59,1221.01,15920.39,99.76,8571.79,2.520492
650000,新疆维吾尔自治区,2013,1940,26997.31,1020.95,15307.75,149.97,8087.22,2.345242
650000,新疆维吾尔自治区,2012,1959,23675.41,1301.84,16691.42,154.56,7375.84,2.184402
650000,新疆维吾尔自治区,2011,1460,20465.0,974,15524.0,340,6434,2.10638
650000,新疆维吾尔自治区,2010,1376,18897.0,1242,16866.0,207,5912,1.91623
650000,新疆维吾尔自治区,2009,1354,18307.0,1144,15758.0,145,5466,1.70725
650000,新疆维吾尔自治区,2008,1208,14552.0,969,14570.0,129,4890,1.58432
650000,新疆维吾尔自治区,2007,1700,14472.0,856,12609.0,127,4352,1.44721
650000,新疆维吾尔自治区,2006,1119,13362.0,808,11889.0,177,4270,1.28573
650000,新疆维吾尔自治区,2005,1441,12309.0,1095,8187.0,137,2818,1.096443
650000,新疆维吾尔自治区,2004,1487,11077.0,855,7269.0,128,2696,1.032176
650000,新疆维吾尔自治区,2003,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,
