省份编码,省份,年份,全部地级及以上城市数(个),城市市辖区年末总人口为400万以上的地级及以上城市数(个),城市市辖区年末总人口为200-400万的地级及以上城市数(个),城市市辖区年末总人口为100-200万的地级及以上城市数(个),城市市辖区年末总人口为50-100万的地级及以上城市数(个),城市市辖区年末总人口为20-50万的地级及以上城市数(个),城市市辖区年末总人口为20万以下的地级及以上城市数(个)
650000,新疆维吾尔自治区,2014,2,,1,,,1,
650000,新疆维吾尔自治区,2013,2,,1,,,1,
650000,新疆维吾尔自治区,2012,2,,1,,,1,
650000,新疆维吾尔自治区,2011,2,,1,,,1,
650000,新疆维吾尔自治区,2010,2,,1,,,1,
650000,新疆维吾尔自治区,2009,2,,1,,,1,
650000,新疆维吾尔自治区,2008,2,,1,,,1,
650000,新疆维吾尔自治区,2007,2,,1,,,1,
650000,新疆维吾尔自治区,2006,2,,,1,,1,
650000,新疆维吾尔自治区,2005,2,,,1,,1,
650000,新疆维吾尔自治区,2004,2,,,1,,1,
650000,新疆维吾尔自治区,2003,2,,,1,,1,
650000,新疆维吾尔自治区,2002,2,,,1,,1,
650000,新疆维吾尔自治区,2001,2,,,1,,1,
650000,新疆维吾尔自治区,2000,2,,,1,,1,
