省份编码,省份,年份,道路长度(万公里),道路面积(万平方米),城市桥梁(座),城市排水管道长度(万公里),城市污水日处理能力(万立方米),城市道路照明灯(盏)
320000,江苏省,2010,3.18993,53723.3,13093,4.6867,1590.0,2174279
320000,江苏省,2009,3.0003,50075.4,12296,4.2826,1411.2,1981785
320000,江苏省,2008,2.87607,47330,12325,3.8062,1432.2,1659926
320000,江苏省,2007,2.84558,44595,11837,3.405,1180.1,1699402
320000,江苏省,2006,2.7058,41623,10846,3.1215,1224.9,1501000
320000,江苏省,2005,2.867351,40829.41,12451,2.856752,1023.92,1295670
320000,江苏省,2004,2.65979,35596.22,12680,2.553749,1017.76,1169011
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,2.530686,48779.64,11878,5.118523,1185.13,1709115
330000,浙江省,2018,2.368921,45945.51,11569,4.852508,1128.26,1610297
330000,浙江省,2017,2.177319,42228.82,10957,4.567417,1007.2,1555711
330000,浙江省,2016,2.121519,41285.79,10633,4.05495,1001.8,1526268
330000,浙江省,2015,2.047486,39292.7,10283,3.820328,882.1,1458067
330000,浙江省,2014,1.938194,37323.41,9732,3.595968,838.5,1392080
330000,浙江省,2013,1.877684,35633.19,9508,3.350134,802.6,1343167
330000,浙江省,2012,1.767248,33574.97,8984,2.978644,691.1,1255868
330000,浙江省,2011,1.681907,31997.7,8275,2.810298,662.6,1190250
330000,浙江省,2010,1.55497,30381.1,7761,2.6367,643.8,1048144
330000,浙江省,2009,1.4773,28244.3,7611,2.4456,606.8,996628
330000,浙江省,2008,1.41354,26736,7373,2.3525,595.7,909998
330000,浙江省,2007,1.36949,25534,7361,2.2064,528.6,868549
330000,浙江省,2006,1.2954,24040,7149,2.1217,480.0,815000
330000,浙江省,2005,1.252323,21774.21,6442,1.860733,412.6,727278
330000,浙江省,2004,1.128873,18776.8,5847,1.694195,503.55,642965
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,1.632918,40095.03,1890,3.330223,704.71,1053916
340000,安徽省,2018,1.501814,36926.75,1739,3.097772,611.87,978838
340000,安徽省,2017,1.399692,34207.96,1601,2.910805,544.2,946638
340000,安徽省,2016,1.415411,33100.08,1748,2.638784,507.7,1015001
340000,安徽省,2015,1.337521,31009.73,1620,2.439887,646.2,848632
340000,安徽省,2014,1.293157,29124.28,1441,2.457973,616.2,809764
340000,安徽省,2013,1.22867,27069.79,1390,2.18907,600.2,766222
340000,安徽省,2012,1.157109,24693.34,1311,1.988463,511.4,722017
340000,安徽省,2011,1.085446,22721.54,1176,1.638045,490.8,659485
340000,安徽省,2010,1.01573,19926.7,1104,1.3136,528.4,548635
340000,安徽省,2009,0.97182,17973.9,1088,1.1333,488.1,498317
340000,安徽省,2008,0.92714,16276,1012,0.9836,438.8,413084
340000,安徽省,2007,0.8771,15072,929,0.8161,458.8,367809
340000,安徽省,2006,0.7824,13511,880,0.7301,335.9,327000
340000,安徽省,2005,0.798547,13454.01,1125,0.760571,269.72,293524
340000,安徽省,2004,0.726287,12109.11,1047,0.66802,307.24,264264
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,1.385904,28236.1,1724,1.81124,440.3,837950
350000,福建省,2018,1.332527,26994.71,1747,1.675956,416.01,850147
350000,福建省,2017,1.142676,22238.06,1902,1.533487,421.6,813148
350000,福建省,2016,0.865568,17657.07,1841,1.432931,382.8,723329
350000,福建省,2015,0.841472,16302.53,1816,1.334033,380.8,718378
350000,福建省,2014,0.79872,15436.32,1799,1.270879,434.4,689595
350000,福建省,2013,0.780782,14799.13,1777,1.228911,461.5,650219
350000,福建省,2012,0.821013,15182.94,1689,1.14827,392.1,618846
350000,福建省,2011,0.723847,13907.93,1292,1.076666,332.5,456721
350000,福建省,2010,0.67556,12560.1,1233,0.9686,317.4,430637
350000,福建省,2009,0.63803,11958.8,1207,0.8565,321.8,403589
350000,福建省,2008,0.60106,10919,1147,0.7962,403.9,381739
350000,福建省,2007,0.5787,9947,1158,0.7091,329.6,351897
350000,福建省,2006,0.51,8456,1306,0.6857,322.3,330000
350000,福建省,2005,0.49194,7703.4,1276,0.591128,249.02,323697
350000,福建省,2004,0.464374,6801.7,1231,0.542708,195.51,290098
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,1.190885,24770.91,1012,1.758976,332.78,795057
360000,江西省,2018,1.122223,23263.21,944,1.733143,289.8,807616
360000,江西省,2017,1.028884,20546.75,918,1.546882,278.1,706099
360000,江西省,2016,0.897729,18936.14,850,1.332645,259.9,686681
360000,江西省,2015,0.818516,17435.6,827,1.198275,272.9,649981
360000,江西省,2014,0.724974,15578.4,659,1.081418,242.4,602316
360000,江西省,2013,0.686491,14651.69,607,1.057308,230.4,574140
360000,江西省,2012,0.647693,13630.14,550,0.94841,226.0,467213
360000,江西省,2011,0.608613,12328.94,573,0.858003,226.0,502279
360000,江西省,2010,0.5742,11330.3,565,0.734,226.3,623361
360000,江西省,2009,0.53127,9362,562,0.6563,223.9,460550
360000,江西省,2008,0.47524,8296,523,0.5894,162.3,370975
360000,江西省,2007,0.463,7670,521,0.5156,162.3,315651
360000,江西省,2006,0.4179,7266,485,0.4253,134.8,271000
360000,江西省,2005,0.391611,6667.4,434,0.356383,120.71,361519
360000,江西省,2004,0.367079,6071.64,428,0.32237,112.5,324801
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,4.814886,97662.68,5855,6.770968,1279.87,2061918
370000,山东省,2018,4.56326,93397.11,5708,6.416945,1223.05,2008130
370000,山东省,2017,4.357983,88799.03,5440,6.027823,1156.4,1941822
370000,山东省,2016,4.068535,83011.37,5481,5.679565,1069.9,1869799
370000,山东省,2015,4.042583,80846.98,5212,5.218315,1004.2,1864921
370000,山东省,2014,3.940352,78308.01,5109,4.955406,935.1,1789706
370000,山东省,2013,3.782093,74645.92,4769,4.602457,872.2,1687459
370000,山东省,2012,3.656642,71390.24,4660,4.335744,954.0,1629070
370000,山东省,2011,3.46808,66123.47,4359,4.011022,895.4,1445771
370000,山东省,2010,3.29435,60614.9,4316,3.4301,824.1,1339298
370000,山东省,2009,3.07925,55755.8,4251,3.8656,767.7,1280664
370000,山东省,2008,2.87001,51755,4071,3.6295,779.8,1127984
370000,山东省,2007,2.7092,49677,3887,3.3052,684.6,1019424
370000,山东省,2006,2.5307,46232,3666,2.9484,629.3,920000
370000,山东省,2005,2.516181,42605.2,3620,2.328806,538.34,821555
370000,山东省,2004,2.361701,40082.8,3712,2.008252,510.13,662650
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,1.576652,39506.31,1563,2.793252,849.3,1038579
410000,河南省,2018,1.453774,36672.86,1465,2.502718,793.8,972369
410000,河南省,2017,1.387559,34735.37,1425,2.362391,743.8,948270
410000,河南省,2016,1.313982,31620.53,1421,2.137647,679.7,897489
410000,河南省,2015,1.231833,29914.67,1374,2.046675,649.8,863653
410000,河南省,2014,1.162719,28017,1287,1.934759,562.8,825471
410000,河南省,2013,1.123573,26843.27,1250,1.829745,537.8,796140
410000,河南省,2012,1.079813,25457.93,1215,1.729201,527.8,769427
410000,河南省,2011,0.985925,23392.75,1084,1.58358,498.3,693182
410000,河南省,2010,0.94139,21767.9,1026,1.4733,488.4,729534
410000,河南省,2009,0.90176,20534.5,1011,1.3896,448.3,703664
410000,河南省,2008,0.87044,19689,982,1.3248,423.5,596990
410000,河南省,2007,0.84527,18777,963,1.2398,395.6,586521
410000,河南省,2006,0.846,17728,1003,1.1606,323.1,591000
410000,河南省,2005,0.708958,15653.4,1075,1.020052,267.35,477873
410000,河南省,2004,0.65055,13828.8,1027,0.862255,249.9,397351
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,2.180225,40649.62,2289,3.075097,809.41,903071
420000,湖北省,2018,2.061243,38830.95,2159,2.790329,691.03,858437
420000,湖北省,2017,1.90206,34936.88,2082,2.585711,697.1,800346
420000,湖北省,2016,1.862192,33292.63,1972,2.392202,687.7,746877
420000,湖北省,2015,1.791969,31851.77,1952,2.304172,656.0,530996
420000,湖北省,2014,1.820901,31145,1917,2.148446,610.4,641678
420000,湖北省,2013,1.750179,29179.61,1875,2.002983,581.9,562346
420000,湖北省,2012,1.746141,28755.05,1822,1.863418,557.0,383132
420000,湖北省,2011,1.488719,26340.85,1772,1.735071,561.8,448741
420000,湖北省,2010,1.41675,24598.5,1697,1.6577,513.7,433101
420000,湖北省,2009,1.35825,23298.1,1593,1.4885,495.0,452660
420000,湖北省,2008,1.36991,21395,1590,1.4072,514.6,424769
420000,湖北省,2007,1.2912,19884,1359,1.3445,505.5,392670
420000,湖北省,2006,1.2624,18939,1314,0.8827,509.5,384000
420000,湖北省,2005,1.41706,20524.9,1677,0.912425,449.45,332619
420000,湖北省,2004,1.443411,19958.9,1832,0.879097,425.74,303367
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,1.307641,29473.8,1187,1.960088,691.79,817133
430000,湖南省,2018,1.319169,29355.02,1209,1.852923,637.72,819382
430000,湖南省,2017,1.088192,24470.02,923,1.647883,566.0,666205
430000,湖南省,2016,1.229189,22477.17,894,1.384574,613.1,697245
430000,湖南省,2015,1.143711,21333.45,827,1.319899,586.7,682019
430000,湖南省,2014,1.094691,20061.84,728,1.261243,551.3,642846
430000,湖南省,2013,1.091055,19735.29,743,1.204997,499.2,621697
430000,湖南省,2012,1.036683,18902.07,718,1.140212,575.3,574828
430000,湖南省,2011,0.989349,18233.76,700,1.08971,555.0,529743
430000,湖南省,2010,0.8585,15971.5,588,0.8882,544.5,432349
430000,湖南省,2009,0.81968,14967,565,0.781,518.9,422791
430000,湖南省,2008,0.74115,13684,535,0.7937,396.3,385326
430000,湖南省,2007,0.7144,12740,505,0.761,439.4,321089
430000,湖南省,2006,0.6577,11063,483,0.6638,482.7,318000
430000,湖南省,2005,0.597824,9935.83,482,0.559383,275.67,295972
430000,湖南省,2004,0.553989,8788.14,504,0.494636,328.44,255498
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,4.926922,84370.94,8090,9.86331,2453.07,3144117
440000,广东省,2018,4.509957,77289.76,7596,8.217193,2297.65,3016544
440000,广东省,2017,3.927363,70421.97,7056,7.024159,2179.6,2557454
440000,广东省,2016,3.893038,71203.5,6319,5.632315,2039.1,2596840
440000,广东省,2015,3.889386,70002.75,6259,5.3587,1974.6,2301867
440000,广东省,2014,3.82125,67445.88,6377,5.031953,1857.5,2123950
440000,广东省,2013,3.676196,64863.6,6018,3.609757,1760.5,1927308
440000,广东省,2012,4.138837,62786.88,6044,4.105625,1705.3,1858370
440000,广东省,2011,4.287471,59215.05,5645,4.818528,1716.0,2266604
440000,广东省,2010,4.08473,55868.8,5608,4.2507,1801.8,1854142
440000,广东省,2009,3.13482,54809.8,6199,3.8346,1284.8,1617792
440000,广东省,2008,3.15774,51049,5991,3.2197,1173.8,1487730
440000,广东省,2007,2.93274,48702,5436,3.0629,1047.9,1358686
440000,广东省,2006,2.3763,47572,5637,2.4758,967.2,1201000
440000,广东省,2005,2.428929,43695.86,4666,2.757707,633.6,1272744
440000,广东省,2004,2.252862,38856,3712,2.516813,543.1,1108886
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,1.282314,26725.58,1493,1.757149,723.21,654416
450000,广西壮族自治区,2018,1.044103,22860.74,1253,1.325381,773.27,593341
450000,广西壮族自治区,2017,0.906373,19820.59,973,1.230471,696.6,695594
450000,广西壮族自治区,2016,0.858462,18555.22,896,1.147986,718.0,677299
450000,广西壮族自治区,2015,0.818652,17002.71,832,1.058843,689.6,627042
450000,广西壮族自治区,2014,0.763838,15613.51,735,0.877125,672.2,590652
450000,广西壮族自治区,2013,0.734241,14630.87,677,0.830904,642.2,592120
450000,广西壮族自治区,2012,0.7021,13661.56,668,0.77256,720.2,564069
450000,广西壮族自治区,2011,0.682327,13029.02,650,0.726446,705.7,491914
450000,广西壮族自治区,2010,0.64393,12118.1,584,0.6417,1110.4,464075
450000,广西壮族自治区,2009,0.59764,11006.6,567,0.565,1205.5,450148
450000,广西壮族自治区,2008,0.5633,9885,559,0.5119,714.4,419507
450000,广西壮族自治区,2007,0.53342,9152,554,0.4692,657.7,400807
450000,广西壮族自治区,2006,0.4948,8599,542,0.4297,622.4,392000
450000,广西壮族自治区,2005,0.507527,8122.9,583,0.411632,372.43,391972
450000,广西壮族自治区,2004,0.476098,7272.5,548,0.377398,282.3,332056
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,0.457128,6344.05,217,0.56599,117.25,193502
460000,海南省,2018,0.459496,6157.96,218,0.473568,102.08,182252
460000,海南省,2017,0.280559,5447.79,205,0.439903,102.9,174336
460000,海南省,2016,0.250349,5195.42,200,0.419177,90.9,173654
460000,海南省,2015,0.235033,5070.35,226,0.379244,93.4,181211
460000,海南省,2014,0.218773,4747.41,151,0.352224,87.6,168967
460000,海南省,2013,0.214447,4607.9,154,0.335679,86.4,165174
460000,海南省,2012,0.210388,4503.88,143,0.301537,73.9,162796
460000,海南省,2011,0.201334,4132.82,149,0.278835,76.8,156771
460000,海南省,2010,0.14349,3151.6,148,0.2946,67.5,127801
460000,海南省,2009,0.13912,2815.7,140,0.2286,66.0,124780
460000,海南省,2008,0.13624,2718,140,0.2224,43.5,118295
460000,海南省,2007,0.1292,2606,141,0.2175,41.0,114891
460000,海南省,2006,0.1221,2551,130,0.1921,42.7,109000
460000,海南省,2005,0.113195,2352.5,128,0.192587,43.21,95400
460000,海南省,2004,0.109663,2234.2,126,0.187799,41.21,83849
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,1.010544,22160.41,2020,2.083924,394.11,775469
500000,重庆市,2018,0.951954,20378.2,1798,1.891122,367.13,725407
500000,重庆市,2017,0.936365,19015.22,1720,1.733508,319.0,584172
500000,重庆市,2016,0.849836,17776.03,1663,1.555347,289.7,569616
500000,重庆市,2015,0.771218,16127.92,1433,1.296062,273.8,511560
500000,重庆市,2014,0.689335,14527.7,1379,1.108128,257.8,449583
500000,重庆市,2013,0.622102,12722.52,1244,0.94967,253.8,324720
500000,重庆市,2012,0.595564,11936.29,1201,0.885117,238.4,305758
500000,重庆市,2011,0.543534,10870.41,1211,0.816325,219.7,267599
500000,重庆市,2010,0.51295,9930.9,1136,0.7073,190.9,243524
500000,重庆市,2009,0.48819,8952.7,918,0.6651,186.1,480080
500000,重庆市,2008,0.45889,8353,878,0.5815,182.0,239871
500000,重庆市,2007,0.43494,7802,811,0.5241,175.7,199711
500000,重庆市,2006,0.4011,6779,740,0.4897,160.5,209000
500000,重庆市,2005,0.362978,5605.29,668,0.410606,168.88,188977
