省份编码,省份,年份,外商投资企业进出口总额(千美元),外商投资企业出口总额(千美元),外商投资企业进口总额(千美元)
320000,江苏省,2013,339330156.0,194195355.0,145134800.0
320000,江苏省,2012,357775740.0,204669754.0,153105986.0
320000,江苏省,2011,385311214.905,215192019.075,170119195.83
320000,江苏省,2010,347203610.706,192313566.277,154890044.429
320000,江苏省,2009,259697120.0,146619570.0,113077550.0
320000,江苏省,2008,303490178.436,174952692.656,128537485.78
320000,江苏省,2007,280052087.497,155543518.739,124508568.758
320000,江苏省,2006,231017604.0,123618463.0,107399141.0
320000,江苏省,2005,,,
320000,江苏省,2004,,,
320000,江苏省,2003,,,
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,30180820.0,14453400.0,15727420.0
330000,浙江省,2019,82566462.617,50445571.377,32120891.24
330000,浙江省,2018,86987988.918,53211231.218,33776757.7
330000,浙江省,2017,80854879.737,50674056.454,30180823.283
330000,浙江省,2016,75285914.025,50386708.101,24899205.924
330000,浙江省,2015,84142304.4,56649695.3,27492609.1
330000,浙江省,2014,96771662.527,62579833.182,34191829.345
330000,浙江省,2013,99769252.0,62064153.0,37705099.0
330000,浙江省,2012,103187022.0,62981080.0,40205942.0
330000,浙江省,2011,107925907.498,65286976.808,42638930.69
330000,浙江省,2010,92396992.742,58137144.399,34259848.343
330000,浙江省,2009,69291480.0,44779380.0,24512100.0
330000,浙江省,2008,83506891.682,54221444.225,29285447.457
330000,浙江省,2007,71073255.306,47214946.292,23858309.014
330000,浙江省,2006,57271093.0,37952865.0,19318228.0
330000,浙江省,2005,,,
330000,浙江省,2004,,,
330000,浙江省,2003,,,
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,9389930.0,5348510.0,4041420.0
340000,安徽省,2019,19554196.123,11247990.675,8306205.448
340000,安徽省,2018,19429934.265,10728827.244,8701107.021
340000,安徽省,2017,16977629.963,9196643.305,7780986.658
340000,安徽省,2016,13170240.251,7708915.909,5461324.342
340000,安徽省,2015,12773642.3,8118785.0,4654857.3
340000,安徽省,2014,13938581.756,8355635.291,5582946.465
340000,安徽省,2013,11947106.0,5264337.0,6682769.0
340000,安徽省,2012,9974656.0,4591092.0,5383563.0
340000,安徽省,2011,10285613.664,4351173.604,5934440.06
340000,安徽省,2010,8119384.162,3252938.288,4866445.874
340000,安徽省,2009,5231400.0,2237590.0,2993810.0
340000,安徽省,2008,7012378.985,3193692.483,3818686.502
340000,安徽省,2007,5483785.992,2602565.485,2881220.507
340000,安徽省,2006,4126200.0,2099567.0,2026633.0
340000,安徽省,2005,,,
340000,安徽省,2004,,,
340000,安徽省,2003,,,
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,947790.0,399930.0,547860.0
350000,福建省,2019,62042016.492,35768677.15,26273339.342
350000,福建省,2018,68021349.228,40204795.328,27816553.9
350000,福建省,2017,64521568.137,38336200.897,26185367.24
350000,福建省,2016,58982108.761,36326143.427,22655965.334
350000,福建省,2015,66517110.5,39956565.6,26560544.9
350000,福建省,2014,74577185.962,42592526.942,31984659.02
350000,福建省,2013,75447006.0,41650280.0,33796726.0
350000,福建省,2012,73912588.0,39127123.0,34785465.0
350000,福建省,2011,68681161.984,39124180.643,29556981.341
350000,福建省,2010,58336588.319,34952474.523,23384113.796
350000,福建省,2009,43774550.0,27393250.0,16381300.0
350000,福建省,2008,52122050.797,32503757.933,19618292.864
350000,福建省,2007,46243261.628,28992143.661,17251117.967
350000,福建省,2006,40000895.0,24603203.0,15397692.0
350000,福建省,2005,,,
350000,福建省,2004,,,
350000,福建省,2003,,,
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,14057400.0,7597130.0,6460270.0
360000,江西省,2019,13446129.835,7862457.125,5583672.71
360000,江西省,2018,14144254.093,7222386.613,6921867.48
360000,江西省,2017,12911422.055,6521592.49,6389829.565
360000,江西省,2016,11639396.383,6074743.043,5564653.34
360000,江西省,2015,12765573.5,6973007.5,5792566.0
360000,江西省,2014,13163053.781,6850937.586,6312116.195
360000,江西省,2013,12767144.0,6344055.0,6423089.0
360000,江西省,2012,13298905.0,6462610.0,6836295.0
360000,江西省,2011,13529990.779,5971548.804,7558441.975
360000,江西省,2010,11930741.347,4994727.601,6936013.746
360000,江西省,2009,7706070.0,3225820.0,4480240.0
360000,江西省,2008,8869908.036,3776318.641,5093589.395
360000,江西省,2007,4968384.423,1829430.181,3138954.242
360000,江西省,2006,2963677.0,1221510.0,1742167.0
360000,江西省,2005,,,
360000,江西省,2004,,,
360000,江西省,2003,,,
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,318140.0,162980.0,155160.0
370000,山东省,2019,74885510.464,45678261.479,29207248.985
370000,山东省,2018,85767259.459,51575760.821,34191498.638
370000,山东省,2017,84151275.072,50818700.762,33332574.31
370000,山东省,2016,82464471.505,50483872.86,31980598.645
370000,山东省,2015,92621364.5,56129307.2,36492057.3
370000,山东省,2014,107042035.907,62286523.536,44755512.371
370000,山东省,2013,101028707.0,58238638.0,42790070.0
370000,山东省,2012,101971426.0,60489323.0,41482103.0
370000,山东省,2011,107438011.555,63724868.144,43713143.411
370000,山东省,2010,96325047.345,56563225.319,39761822.026
370000,山东省,2009,75598350.0,44783070.0,30815280.0
370000,山东省,2008,84381594.613,50594861.412,33786733.201
370000,山东省,2007,66557052.834,40272213.334,26284839.5
370000,山东省,2006,51335271.0,30751569.0,20583702.0
370000,山东省,2005,,,
370000,山东省,2004,,,
370000,山东省,2003,,,
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,13925690.0,7927660.0,5998030.0
410000,河南省,2019,51019908.006,33429529.6,17590378.406
410000,河南省,2018,53315682.785,34142913.417,19172769.368
410000,河南省,2017,53373949.002,31088162.576,22285786.426
410000,河南省,2016,49511021.743,29441279.6,20069742.143
410000,河南省,2015,52090864.3,29447667.1,22643197.2
410000,河南省,2014,43803617.39,24529093.584,19274523.806
410000,河南省,2013,39925498.0,22981769.0,16943729.0
410000,河南省,2012,33780566.0,18743485.0,15037081.0
410000,河南省,2011,14978849.012,8367574.601,6611274.411
410000,河南省,2010,4519821.415,2555767.457,1964053.958
410000,河南省,2009,3766120.0,1827540.0,1938570.0
410000,河南省,2008,3202044.942,1711264.726,1490780.216
410000,河南省,2007,2578395.023,1431294.379,1147100.644
410000,河南省,2006,1837788.0,1101238.0,736550.0
410000,河南省,2005,,,
410000,河南省,2004,,,
410000,河南省,2003,,,
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,576950.0,308890.0,268060.0
420000,湖北省,2019,13488039.895,7382955.555,6105084.34
420000,湖北省,2018,13610308.412,7244245.763,6366062.649
420000,湖北省,2017,12182208.904,6578653.877,5603555.027
420000,湖北省,2016,10644975.965,6015938.376,4629037.589
420000,湖北省,2015,12285640.9,6747157.5,5538483.4
420000,湖北省,2014,14529379.392,7719281.686,6810097.706
420000,湖北省,2013,14023945.0,7324090.0,6699855.0
420000,湖北省,2012,13832669.0,7620049.0,6212620.0
420000,湖北省,2011,14099927.746,7600558.902,6499368.844
420000,湖北省,2010,11054342.555,5695114.412,5359228.143
420000,湖北省,2009,7037720.0,3387560.0,3650160.0
420000,湖北省,2008,7359544.148,3786035.719,3573508.429
420000,湖北省,2007,5560759.929,2768514.749,2792245.18
420000,湖北省,2006,4660452.0,2028473.0,2631979.0
420000,湖北省,2005,,,
420000,湖北省,2004,,,
420000,湖北省,2003,,,
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,1046860.0,429560.0,617300.0
430000,湖南省,2019,7929625.89,4739755.935,3189869.955
430000,湖南省,2018,9110558.43,4675566.608,4434991.822
430000,湖南省,2017,8237941.885,4032183.203,4205758.682
430000,湖南省,2016,6277045.646,3270020.8,3007024.846
430000,湖南省,2015,6237852.4,3557908.4,2679944.0
430000,湖南省,2014,6746658.037,3441093.943,3305564.094
430000,湖南省,2013,6356136.0,3297485.0,3058652.0
430000,湖南省,2012,6280790.0,2936739.0,3344051.0
430000,湖南省,2011,4552386.527,1904549.712,2647836.815
430000,湖南省,2010,3102077.855,1291635.151,1810442.704
430000,湖南省,2009,1821770.0,860580.0,961180.0
430000,湖南省,2008,1933515.88,1050414.768,883101.112
430000,湖南省,2007,1668033.984,950759.757,717274.227
430000,湖南省,2006,1337517.0,720724.0,616793.0
430000,湖南省,2005,,,
430000,湖南省,2004,,,
430000,湖南省,2003,,,
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,477170.0,182500.0,294670.0
440000,广东省,2019,434762977.457,262435573.978,172327403.479
440000,广东省,2018,490421387.441,293424286.862,196997100.579
440000,广东省,2017,471332654.93,287414963.372,183917691.558
440000,广东省,2016,470284515.095,288719608.108,181564906.987
440000,广东省,2015,542747829.8,332996318.8,209751511.0
440000,广东省,2014,588846366.813,356074915.629,232771451.184
440000,广东省,2013,592070527.0,357292506.0,234778020.0
440000,广东省,2012,571237124.0,340510402.0,230726722.0
440000,广东省,2011,549885855.274,324790013.433,225095841.841
440000,广东省,2010,484491602.17,281847077.207,202644524.963
440000,广东省,2009,382413180.0,223797810.0,158615370.0
440000,广东省,2008,438487393.828,255671213.421,182816180.407
440000,广东省,2007,408219058.997,232222072.898,175996986.099
440000,广东省,2006,345239099.0,193921639.0,151317460.0
440000,广东省,2005,,,
440000,广东省,2004,,,
440000,广东省,2003,,,
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,92036960.0,49510110.0,42526850.0
450000,广西壮族自治区,2019,11142590.523,5668251.974,5474338.549
450000,广西壮族自治区,2018,15902260.859,7373874.974,8528385.885
450000,广西壮族自治区,2017,14140623.23,5581769.129,8558854.101
450000,广西壮族自治区,2016,9739517.591,4293504.136,5446013.455
450000,广西壮族自治区,2015,10341360.0,4429380.9,5911979.1
450000,广西壮族自治区,2014,10602086.655,4370731.777,6231354.878
450000,广西壮族自治区,2013,9469355.0,3666291.0,5803064.0
450000,广西壮族自治区,2012,9625859.0,3542234.0,6083625.0
450000,广西壮族自治区,2011,6945276.486,2646828.291,4298448.195
450000,广西壮族自治区,2010,4923088.251,2033143.593,2889944.658
450000,广西壮族自治区,2009,3677650.0,1277510.0,2400140.0
450000,广西壮族自治区,2008,4543629.359,1619679.793,2923949.566
450000,广西壮族自治区,2007,2889974.094,1092582.383,1797391.711
450000,广西壮族自治区,2006,2200806.0,812241.0,1388565.0
450000,广西壮族自治区,2005,,,
450000,广西壮族自治区,2004,,,
450000,广西壮族自治区,2003,,,
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,553390.0,341120.0,212270.0
460000,海南省,2019,7370136.399,3975481.371,3394655.028
460000,海南省,2018,8806993.627,3417208.014,5389785.613
460000,海南省,2017,6802949.077,3316253.349,3486695.728
460000,海南省,2016,7225434.947,1112605.994,6112828.953
460000,海南省,2015,10542739.5,2426876.7,8115862.8
460000,海南省,2014,12684161.136,2850652.273,9833508.863
460000,海南省,2013,10949748.0,1862616.0,9087132.0
460000,海南省,2012,11484201.0,1610050.0,9874151.0
460000,海南省,2011,10061925.486,1172605.939,8889319.547
460000,海南省,2010,6237016.708,1276820.762,4960195.946
460000,海南省,2009,3013960.0,585440.0,2428520.0
460000,海南省,2008,2404618.794,652454.852,1752163.942
460000,海南省,2007,1457919.905,517335.306,940584.599
460000,海南省,2006,1121728.0,477522.0,644206.0
460000,海南省,2005,,,
460000,海南省,2004,,,
460000,海南省,2003,,,
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,459930.0,304640.0,155290.0
500000,重庆市,2019,48441159.153,32909617.348,15531541.805
500000,重庆市,2018,44647485.783,32264301.266,12383184.517
500000,重庆市,2017,38839633.933,27742281.183,11097352.75
500000,重庆市,2016,33332698.66,23242981.927,10089716.733
500000,重庆市,2015,36090619.8,26418875.5,9671744.3
500000,重庆市,2014,43102341.881,31433864.315,11668477.566
500000,重庆市,2013,37640379.0,25811229.0,11829149.0
500000,重庆市,2012,24947048.0,16166124.0,8780924.0
500000,重庆市,2011,13426703.041,6855536.015,6571167.026
500000,重庆市,2010,4757057.52,1650955.303,3106102.217
500000,重庆市,2009,2950470.0,799510.0,2150960.0
500000,重庆市,2008,3648464.656,959010.515,2689454.141
500000,重庆市,2007,3022971.62,723781.932,2299189.688
500000,重庆市,2006,2046560.0,483523.0,1563037.0
500000,重庆市,2005,,,
500000,重庆市,2004,,,
500000,重庆市,2003,,,
500000,重庆市,2002,,,
500000,重庆市,2001,,,
500000,重庆市,2000,323890.0,96660.0,227230.0
510000,四川省,2019,66190516.853,35969919.649,30220597.204
510000,四川省,2018,58880015.297,32612374.524,26267640.773
510000,四川省,2017,46386880.543,24233995.924,22152884.619
510000,四川省,2016,31227725.72,15898448.707,15329277.013
510000,四川省,2015,26737525.2,15280283.4,11457241.8
510000,四川省,2014,34344638.447,20407847.418,13936791.029
510000,四川省,2013,31351946.0,19077848.0,12274098.0
510000,四川省,2012,30202398.0,18260599.0,11941798.0
510000,四川省,2011,23354414.534,12073562.903,11280851.631
510000,四川省,2010,12784365.16,4443007.097,8341358.063
510000,四川省,2009,9364690.0,4189110.0,5175580.0
510000,四川省,2008,8216975.667,3549329.976,4667645.691
510000,四川省,2007,4963224.373,2160307.795,2802916.578
510000,四川省,2006,2899243.0,1170254.0,1728989.0
510000,四川省,2005,,,
510000,四川省,2004,,,
510000,四川省,2003,,,
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,615240.0,245170.0,370070.0
520000,贵州省,2019,691891.39,463502.096,228389.294
520000,贵州省,2018,2199399.495,1202740.014,996659.481
520000,贵州省,2017,2580481.899,1360164.521,1220317.378
520000,贵州省,2016,304054.175,182112.618,121941.557
520000,贵州省,2015,266557.4,141304.1,125253.3
520000,贵州省,2014,187766.942,89734.572,98032.37
520000,贵州省,2013,219630.0,104178.0,115452.0
520000,贵州省,2012,190088.0,117527.0,72561.0
520000,贵州省,2011,224008.069,137932.912,86075.157
520000,贵州省,2010,174486.555,105283.349,69203.206
520000,贵州省,2009,186470.0,97370.0,89100.0
520000,贵州省,2008,373011.104,238040.103,134971.001
520000,贵州省,2007,244150.084,165032.076,79118.008
520000,贵州省,2006,193077.0,124121.0,68956.0
520000,贵州省,2005,,,
520000,贵州省,2004,,,
520000,贵州省,2003,,,
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,56900.0,40120.0,16780.0
530000,云南省,2019,790613.92,343006.571,447607.349
530000,云南省,2018,586654.081,328536.709,258117.372
530000,云南省,2017,439028.199,310525.179,128503.02
530000,云南省,2016,487440.645,349593.883,137846.762
530000,云南省,2015,503665.5,321851.2,181814.3
530000,云南省,2014,647923.571,339311.773,308611.798
530000,云南省,2013,843729.0,371194.0,472535.0
530000,云南省,2012,623749.0,341261.0,282489.0
530000,云南省,2011,749043.02,360475.015,388568.005
530000,云南省,2010,644993.238,330027.309,314965.929
530000,云南省,2009,435930.0,272360.0,163560.0
530000,云南省,2008,636251.954,426939.913,209312.041
530000,云南省,2007,557640.309,393144.421,164495.888
530000,云南省,2006,485718.0,301481.0,184237.0
530000,云南省,2005,,,
530000,云南省,2004,,,
530000,云南省,2003,,,
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,196580.0,81130.0,115450.0
540000,西藏自治区,2019,731.139,0.0,731.139
540000,西藏自治区,2018,963.429,0.0,963.429
540000,西藏自治区,2017,550.967,0.0,550.967
540000,西藏自治区,2016,92.351,90.16,2.191
540000,西藏自治区,2015,,,
540000,西藏自治区,2014,157.727,157.727,0.0
540000,西藏自治区,2013,143.0,143.0,0.0
540000,西藏自治区,2012,408.0,147.0,262.0
540000,西藏自治区,2011,398.449,23.45,374.999
540000,西藏自治区,2010,5489.115,29.178,5459.937
540000,西藏自治区,2009,990.0,980.0,10.0
540000,西藏自治区,2008,6013.675,644.079,5369.596
540000,西藏自治区,2007,1381.893,720.395,661.498
540000,西藏自治区,2006,2459.0,253.0,2206.0
540000,西藏自治区,2005,,,
540000,西藏自治区,2004,,,
540000,西藏自治区,2003,,,
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,6340.0,3890.0,2450.0
610000,陕西省,2019,33317833.083,15978659.643,17339173.44
610000,陕西省,2018,36695069.809,19644892.23,17050177.579
610000,陕西省,2017,27799589.492,16083972.953,11715616.539
610000,陕西省,2016,21594500.768,11001058.683,10593442.085
610000,陕西省,2015,20922153.7,9279724.2,11642429.5
610000,陕西省,2014,18030121.306,7878910.014,10151211.292
610000,陕西省,2013,10999696.0,4923456.0,6076240.0
610000,陕西省,2012,6149107.0,3039910.0,3109197.0
610000,陕西省,2011,5629542.711,2365592.063,3263950.648
610000,陕西省,2010,5061258.512,2156673.808,2904584.704
610000,陕西省,2009,2526260.0,1108130.0,1418130.0
610000,陕西省,2008,2081128.481,1100528.422,980600.059
610000,陕西省,2007,1611321.481,872747.751,738573.73
610000,陕西省,2006,937949.0,477323.0,460626.0
610000,陕西省,2005,,,
610000,陕西省,2004,,,
610000,陕西省,2003,,,
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,354330.0,116110.0,238220.0
620000,甘肃省,2019,50692.497,13016.956,37675.541
620000,甘肃省,2018,33446.617,10663.993,22782.624
620000,甘肃省,2017,31365.844,11950.613,19415.231
620000,甘肃省,2016,25655.091,14044.554,11610.537
620000,甘肃省,2015,37458.2,24271.7,13186.5
620000,甘肃省,2014,40889.209,24137.268,16751.941
620000,甘肃省,2013,72747.0,49888.0,22859.0
620000,甘肃省,2012,117957.0,98059.0,19898.0
620000,甘肃省,2011,138695.614,107816.886,30878.728
620000,甘肃省,2010,144256.029,97499.313,46756.716
620000,甘肃省,2009,106930.0,82060.0,24870.0
620000,甘肃省,2008,199939.111,167113.453,32825.658
620000,甘肃省,2007,267068.717,232125.807,34942.91
620000,甘肃省,2006,237197.0,205668.0,31529.0
620000,甘肃省,2005,,,
620000,甘肃省,2004,,,
620000,甘肃省,2003,,,
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,56570.0,38320.0,18250.0
630000,青海省,2019,5057.077,4249.89,807.187
630000,青海省,2018,4710.944,2861.439,1849.505
630000,青海省,2017,14254.33,13407.699,846.631
