省份编码,省份,年份,单位地区生产总值能耗(等价值)(吨标准煤/万元),单位地区生产总值能耗(等价值)_同比增长(%),单位工业增加值能耗(规模以上当量值)(吨标准煤/万元),单位工业增加值能耗(规模以上当量值)_同比增长(%),单位地区生产总值电耗(等价值)(千瓦小时/万元),单位地区生产总值电耗(等价值)_同比增长(%)
140000,山西省,2013,,,,,,
140000,山西省,2012,,,,,,
140000,山西省,2011,1.762,-3.55,,-5.82,,0.03
140000,山西省,2010,2.235,,,,,
140000,山西省,2009,2.364,-5.73,4.55,-8.81,1921.93,-8.5
140000,山西省,2008,2.554,-7.39,4.885,-9.33,2288.87,-10.03
140000,山西省,2007,2.7573,-4.52,5.42,-7.69,2543.87141186677,7.46
140000,山西省,2006,2.888,-1.97,5.89,-3.36,2348.4,3.72
140000,山西省,2005,2.94576833882838,,6.57488031740791,,2264.19971671388,
140000,山西省,2004,,,,,,
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,,,,,,
150000,内蒙古自治区,2018,,,,,,
150000,内蒙古自治区,2017,,,,,,
150000,内蒙古自治区,2016,,,,,,
150000,内蒙古自治区,2015,,-4.0,,-8.8,,-2.29
150000,内蒙古自治区,2014,,,,,,
150000,内蒙古自治区,2013,,,,,,
150000,内蒙古自治区,2012,,,,,,
150000,内蒙古自治区,2011,1.405,-2.51,,-4.39,,4.38
150000,内蒙古自治区,2010,1.915,,,,,
150000,内蒙古自治区,2009,2.009,-6.91,3.557,-15.1,1686.72,-9.73
150000,内蒙古自治区,2008,2.159,-6.34,4.19,-14.12,1887.32,-10.2
150000,内蒙古自治区,2007,2.3048,-4.5009102264814,4.8793,-9.22,2101.68,10.13
150000,内蒙古自治区,2006,2.413,-2.5,5.37,-5.2,1913.1,11.61
150000,内蒙古自治区,2005,2.47529498384592,,5.67422289740203,,1714.05757851908,
150000,内蒙古自治区,2004,,,,,,
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,,,,,,
210000,辽宁省,2018,,,,,,
210000,辽宁省,2017,,,,,,
210000,辽宁省,2016,,,,,,
210000,辽宁省,2015,,-3.52,,-1.97,,-5.44
210000,辽宁省,2014,,,,,,
210000,辽宁省,2013,,,,,,
210000,辽宁省,2012,,,,,,
210000,辽宁省,2011,1.096,-3.4,,-5.02,,-3.15
210000,辽宁省,2010,1.38,,,,,
210000,辽宁省,2009,1.439,-5.08,2.257,-6.95,1119.99,-6.82
210000,辽宁省,2008,1.617,-5.11,2.426,-8.42,1223.81,-8.17
210000,辽宁省,2007,1.70365401668765,-4.014,2.649,-9.28,1332.68890503064,-2.90512358085862
210000,辽宁省,2006,1.775,-3.2,2.92,-6.1,1372.6,-1.01
210000,辽宁省,2005,1.83354817223239,,3.11160035258844,,1386.63392853798,
210000,辽宁省,2004,,,,,,
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,,,,,,
220000,吉林省,2018,,,,,,
220000,吉林省,2017,,-5.0,,,,
220000,吉林省,2016,,,,,,
220000,吉林省,2015,,-10.69,,-14.44,,-8.33
220000,吉林省,2014,,,,,,
220000,吉林省,2013,,,,,,
220000,吉林省,2012,,,,,,
220000,吉林省,2011,0.923,-3.59,,-4.19,,-3.9
220000,吉林省,2010,1.145,,,,,
220000,吉林省,2009,1.209,-6.19,1.621,-8.19,809.13,-8.64
220000,吉林省,2008,1.444,-5.02,1.979,-6.96,885.93,-7.45
220000,吉林省,2007,1.51995184785026,-4.41,2.37,-6.13,957.225146489224,-3.39923113934647
220000,吉林省,2006,1.591,-3.32,2.8,-4.41,990.9,-5.15
220000,吉林省,2005,1.64563180538716,,3.24994672436056,,1044.74831987669,
220000,吉林省,2004,,,,,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,,,,,,
230000,黑龙江省,2018,,,,,,
230000,黑龙江省,2017,,,,,,
230000,黑龙江省,2016,,,,,,
230000,黑龙江省,2015,,-4.01,,-6.52,,-4.31
230000,黑龙江省,2014,,,,,,
230000,黑龙江省,2013,,,,,,
230000,黑龙江省,2012,,,,,,
230000,黑龙江省,2011,1.042,-3.5,,-5.17,,-4.43
230000,黑龙江省,2010,1.156,,,,,
230000,黑龙江省,2009,1.214,-5.85,1.382,-9.64,798.67,-7.72
230000,黑龙江省,2008,1.29,-4.75,1.895,-6.63,865.9,-4.69
230000,黑龙江省,2007,1.35410376936033,-4.093,2.0931,-5.9,908.51840188598,-5.94525090441602
230000,黑龙江省,2006,1.412,-3.04,2.23,-5.91,965.9,-4.22
230000,黑龙江省,2005,1.45625720841476,,2.34014065457231,,1008.53088995736,
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,,,,,,
310000,上海市,2016,,,,,,
310000,上海市,2015,,-3.92,,0.15,,-4.0
310000,上海市,2014,,,,,,
310000,上海市,2013,,,,,,
310000,上海市,2012,,,,,,
310000,上海市,2011,0.618,-5.32,,-7.33,,-4.42
310000,上海市,2010,0.712,,,,,
310000,上海市,2009,0.727,-6.17,0.957,-5.0,808.49,-6.39
310000,上海市,2008,0.801,-3.78,0.958,-5.05,884.13,-3.28
310000,上海市,2007,0.832659529383255,-4.65993975595062,1.006,-8.49,914.19,-5.20326781840849
310000,上海市,2006,0.873,-3.71,1.2,-6.0,964.3,-4.15
310000,上海市,2005,0.881502427398479,,1.1839056832509,,1007.15421807306,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,,,,,,
320000,江苏省,2018,,,,,,
320000,江苏省,2017,,,,,,
320000,江苏省,2016,,,,,,
320000,江苏省,2015,,-6.73,,-7.79,,-5.98
320000,江苏省,2014,,,,,,
320000,江苏省,2013,,,,,,
320000,江苏省,2012,,,,,,
320000,江苏省,2011,0.6,-3.52,,-5.41,,-0.14
320000,江苏省,2010,0.734,,,,,
320000,江苏省,2009,0.761,-5.17,1.107,-10.17,1064.25,-5.5
320000,江苏省,2008,0.803,-5.85,1.265,-10.35,1149.44,-5.89
320000,江苏省,2007,0.852540234784627,-4.28424667043048,1.408,-7.64684538799639,1221.44391763735,
320000,江苏省,2006,0.891,-3.5,1.57,-7.32,1221.2,1.92
320000,江苏省,2005,0.922959648750886,,1.67434945193285,,1198.23737576247,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,,,,,,
330000,浙江省,2018,,,,,,
330000,浙江省,2017,,,,,,
330000,浙江省,2016,,,,,,
330000,浙江省,2015,,-3.53,,-4.37,,-6.12
330000,浙江省,2014,,,,,,
330000,浙江省,2013,,,,,,
330000,浙江省,2012,,,,,,
330000,浙江省,2011,0.59,-3.07,,-2.4,,1.41
330000,浙江省,2010,0.717,,,,,
330000,浙江省,2009,0.741,-5.41,1.123,-4.96,1176.5,-2.33
330000,浙江省,2008,0.782,-5.49,1.182,-9.19,1202.08,-3.6
330000,浙江省,2007,0.827728947876796,-4.1830893864089,1.302,-5.36424781197759,1246.97,
330000,浙江省,2006,0.864,-3.52,1.43,-1.9,1247.4,2.06
330000,浙江省,2005,0.89535643800266,,1.48830367400336,,1222.15384157436,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,,,,,,
340000,安徽省,2018,,,,,,
340000,安徽省,2017,,-5.3,,,,
340000,安徽省,2016,,,,,,
340000,安徽省,2015,,-5.58,,-9.04,,-4.87
340000,安徽省,2014,,,,,,
340000,安徽省,2013,,,,,,
340000,安徽省,2012,,,,,,
340000,安徽省,2011,0.754,-4.06,,-9.54,,-0.15
340000,安徽省,2010,0.969,,,,,
340000,安徽省,2009,1.017,-5.39,2.1,-11.13,1088.76,-1.83
340000,安徽省,2008,1.075,-4.52,2.338,-9.92,1106.81,-0.86
340000,安徽省,2007,1.1259,-4.106,2.632,-8.61,1116.4,1.9
340000,安徽省,2006,1.171,-3.44,2.86,-6.96,1092.6,0.89
340000,安徽省,2005,1.21246390614641,,3.13461664420485,,1082.91560016667,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,,,,,,
350000,福建省,2018,,,,,,
350000,福建省,2017,,-3.5,,,,
350000,福建省,2016,,,,,,
350000,福建省,2015,,-7.7,,-16.43,,-8.42
350000,福建省,2014,,,,,,
350000,福建省,2013,,,,,,
350000,福建省,2012,,,,,,
350000,福建省,2011,0.644,-3.29,,-1.16,,2.73
350000,福建省,2010,0.783,,,,,
350000,福建省,2009,0.811,-3.81,1.15,-2.7,1032.05,-5.87
350000,福建省,2008,0.843,-3.7,1.18,-10.05,1098.56,-4.98
350000,福建省,2007,0.875436622432502,-3.51,1.32,-3.83,1156.2,0.558116537328712
350000,福建省,2006,0.907,-3.2,1.37,-5.3,1149.8,-0.17
350000,福建省,2005,0.94,,1.45,,1151.76322475654,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,,,,,,
360000,江西省,2018,,,,,,
360000,江西省,2017,,-5.5,,,,
360000,江西省,2016,,,,,,
360000,江西省,2015,,-3.92,,-6.7,,-2.12
360000,江西省,2014,,,,,,
360000,江西省,2013,,,,,,
360000,江西省,2012,,,,,,
360000,江西省,2011,0.651,-3.08,,-6.87,,2.3
360000,江西省,2010,0.845,,,,,
360000,江西省,2009,0.88,-4.54,1.674,-10.13,922.46,-1.52
360000,江西省,2008,0.928,-5.53,1.941,-14.12,942.16,-5.13
360000,江西省,2007,0.982018094956569,-4.01,2.301,-6.64,993.118251485004,1.39894645188607
360000,江西省,2006,1.023,-3.18,2.72,-5.84,979.4,1.36
360000,江西省,2005,1.05651065971376,,3.11182568287431,,966.250406728522,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,,,,,
370000,山东省,2018,,,,,,
370000,山东省,2017,,-6.94,,,,
370000,山东省,2016,,,,,,
370000,山东省,2015,,-3.72,,-7.88,,-6.49
370000,山东省,2014,,,,,,
370000,山东省,2013,,,,,,
370000,山东省,2012,,,,,,
370000,山东省,2011,0.855,-3.77,,-7.67,,-0.58
370000,山东省,2010,1.025,,,,,
370000,山东省,2009,1.072,-5.46,1.543,-9.2,972.49,-3.86
370000,山东省,2008,1.1,-6.47,1.698,-10.24,1001.08,-6.3
370000,山东省,2007,1.17511672609641,-4.53970454153233,1.89,-6.475,1068.36870084827,
370000,山东省,2006,1.231,-3.46,2.02,-5.7,1069.0,3.55
370000,山东省,2005,1.27504108415731,,2.15,,1032.36259691838,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,,,,,
410000,河南省,2018,,,,,,
410000,河南省,2017,,,,,,
410000,河南省,2016,,,,,,
410000,河南省,2015,,-6.57,,-11.54,,-8.94
410000,河南省,2014,,,,,,
410000,河南省,2013,,,,,,
410000,河南省,2012,,,,,,
410000,河南省,2011,0.895,-3.57,,-8.6,,1.27
410000,河南省,2010,1.115,,,,,
410000,河南省,2009,1.156,-6.16,2.708,-11.56,1218.36,-4.79
410000,河南省,2008,1.219,-5.1,3.079,-10.83,1266.23,-2.77
410000,河南省,2007,1.285,-4.10979269107973,3.4533,-7.08,1302.23598726573,3.55472308169587
410000,河南省,2006,1.34,-2.98,3.78,-5.93,1257.5,-1.58
410000,河南省,2005,1.38131893075527,,4.01954871318985,,1277.68339943386,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,,,,,,
420000,湖北省,2018,,,,,,
420000,湖北省,2017,,-3.5,,,,
420000,湖北省,2016,,,,,,
420000,湖北省,2015,,-7.66,,-10.05,,-7.65
420000,湖北省,2014,,,,,,
420000,湖北省,2013,,,,,,
420000,湖北省,2012,,,,,,
420000,湖北省,2011,0.912,-3.79,,-6.88,,-4.2
420000,湖北省,2010,1.183,,,,,
420000,湖北省,2009,1.23,-5.97,2.35,-12.27,1018.45,-5.52
420000,湖北省,2008,1.314,-6.29,2.679,-12.72,1103.9,-5.63
420000,湖北省,2007,1.40258072988228,-4.05833279278369,3.02,-9.16837349507146,1169.82342075575,-1.48597680951285
420000,湖北省,2006,1.462,-3.21,3.33,-4.99,1187.5,-1.86
420000,湖北省,2005,1.51077638240553,,3.50075882372041,,1209.9525470312,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,,,,,,
430000,湖南省,2018,,,,,,
430000,湖南省,2017,,,,,,
430000,湖南省,2016,,,,,,
430000,湖南省,2015,,-6.98,,-12.69,,-6.82
430000,湖南省,2014,,,,,,
430000,湖南省,2013,,,,,,
430000,湖南省,2012,,,,,,
430000,湖南省,2011,0.894,-3.68,,-8.61,,-2.1
430000,湖南省,2010,1.17,,,,,
430000,湖南省,2009,1.202,-5.1,1.57,-13.68,911.0,-3.05
430000,湖南省,2008,1.225,-6.72,1.983,-11.84,975.49,-9.92
430000,湖南省,2007,1.31282316977562,-4.432,2.51,-7.994,1082.92231535198,1.21
430000,湖南省,2006,1.352,-3.39,2.74,-4.38,1051.9,1.55
430000,湖南省,2005,1.39911479364842,,2.87593217531093,,1035.77159232969,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,,,,,,
440000,广东省,2018,,,,,,
440000,广东省,2017,,,,,,
440000,广东省,2016,,,,,,
440000,广东省,2015,,-5.71,,-10.47,,-6.08
440000,广东省,2014,,,,,,
440000,广东省,2013,,,,,,
440000,广东省,2012,,,,,,
440000,广东省,2011,0.563,-3.78,,-5.13,,-1.46
440000,广东省,2010,0.664,,,,,
440000,广东省,2009,0.684,-4.27,0.809,-6.94,1002.09,-6.13
440000,广东省,2008,0.715,-4.32,0.869,-11.32,1085.49,-6.17
440000,广东省,2007,0.747080149567947,-3.15,0.98,-5.28478792169942,1156.85459884005,-1.29695708483373
440000,广东省,2006,0.771,-2.93,1.04,-2.96,1172.1,-1.95
440000,广东省,2005,0.794462197657157,,1.07559511659989,,1195.3375443855,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,,,,,,
450000,广西壮族自治区,2018,,,,,,
450000,广西壮族自治区,2017,,-3.4,,,,
450000,广西壮族自治区,2016,,,,,,
450000,广西壮族自治区,2015,,-5.11,,-12.3,,-5.62
450000,广西壮族自治区,2014,,,,,,
450000,广西壮族自治区,2013,,,,,,
450000,广西壮族自治区,2012,,,,,,
450000,广西壮族自治区,2011,0.8,-3.36,,-6.13,,-0.28
450000,广西壮族自治区,2010,1.036,,,,,
450000,广西壮族自治区,2009,1.057,-4.43,2.235,-6.68,1279.87,-2.0
450000,广西壮族自治区,2008,1.106,-3.97,2.335,-10.35,1254.15,-1.92
450000,广西壮族自治区,2007,1.15207002707275,-3.30881780051014,2.6121,-7.82178312252643,1278.73383242793,2.13694559067747
450000,广西壮族自治区,2006,1.191,-2.5,2.88,-7.36,1252.0,0.02
450000,广西壮族自治区,2005,1.22201893955001,,3.18540435011738,,1251.66656443599,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,,,,,
460000,海南省,2018,,,,,,
460000,海南省,2017,,,,,,
460000,海南省,2016,,,,,,
460000,海南省,2015,,-1.27,,-0.56,,0.31
460000,海南省,2014,,,,,,
460000,海南省,2013,,,,,,
460000,海南省,2012,,,,,,
460000,海南省,2011,0.692,5.23,,12.53,,3.94
460000,海南省,2010,0.808,,,,,
460000,海南省,2009,0.85,-2.81,2.613,-4.53,922.89,-2.61
460000,海南省,2008,0.875,-2.55,2.609,-1.91,979.24,-2.12
460000,海南省,2007,0.897698502236225,-0.8,2.7136,-2.63,1000.50354691379,3.11109398175957
460000,海南省,2006,0.905,-1.17,3.15,-5.56,970.3,6.36
460000,海南省,2005,0.915583100303248,,3.64658720382581,,912.260639189778,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,,,,,,
500000,重庆市,2018,,,,,,
500000,重庆市,2017,,-5.12,,,,
500000,重庆市,2016,,,,,,
500000,重庆市,2015,,-6.31,,-8.36,,-9.06
500000,重庆市,2014,,,,,,
500000,重庆市,2013,,,,,,
500000,重庆市,2012,,,,,,
500000,重庆市,2011,0.953,-3.81,,-5.31,,-1.63
500000,重庆市,2010,1.127,,,,,
500000,重庆市,2009,1.181,-5.5,1.854,-11.95,894.27,-4.69
500000,重庆市,2008,1.267,-4.97,2.106,-10.41,1090.19,-5.04
500000,重庆市,2007,1.33318896068239,-4.456,2.41,-7.18514079632386,1147.99746488664,-4.1
500000,重庆市,2006,1.371,-3.41,2.63,-6.34,1177.0,3.95
500000,重庆市,2005,1.42,,2.75391800212184,,1132.32024855968,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,,,,,,
510000,四川省,2018,,,,,,
510000,四川省,2017,,,,,,
510000,四川省,2016,,,,,,
510000,四川省,2015,,-7.25,,-12.05,,-8.35
510000,四川省,2014,,,,,,
510000,四川省,2013,,,,,,
510000,四川省,2012,,,,,,
510000,四川省,2011,0.997,-4.23,,-7.78,,-1.87
510000,四川省,2010,1.275,,,,,
510000,四川省,2009,1.338,-5.83,2.249,-9.18,1085.91,-4.66
510000,四川省,2008,1.381,-3.55,2.477,-5.46,1156.37,-6.15
510000,四川省,2007,1.43196692450534,-4.43548767404316,2.62,-7.1,1232.1013464589,-2.65404948973433
510000,四川省,2006,1.498,-2.1,2.82,-3.98,1265.7,-0.83
510000,四川省,2005,1.53026109866215,,3.52116117366051,,1276.33968891459,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,,,,,,
520000,贵州省,2018,,,,,,
520000,贵州省,2017,,-7.0,,,,
520000,贵州省,2016,,,,,,
520000,贵州省,2015,,-7.46,,-10.84,,-9.66
520000,贵州省,2014,,,,,,
520000,贵州省,2013,,,,,,
520000,贵州省,2012,,,,,,
520000,贵州省,2011,1.714,-3.51,,-8.02,,-1.7
520000,贵州省,2010,2.248,,,,,
520000,贵州省,2009,2.348,-4.12,4.32,-0.03,2328.02,-0.83
520000,贵州省,2008,2.875,-6.11,4.323,-11.59,2452.21,-7.89
520000,贵州省,2007,3.062,-3.97,4.89,-4.61190432609568,2662.14,1.07
520000,贵州省,2006,3.188,-1.85,5.21,-3.15,2633.8,7.04
520000,贵州省,2005,3.24831175997982,,5.37704566015192,,2460.63636271765,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,,,,,,
530000,云南省,2016,,,,,,
530000,云南省,2015,,-8.83,,-16.84,,-13.43
530000,云南省,2014,,,,,,
530000,云南省,2013,,,,,,
530000,云南省,2012,,,,,,
530000,云南省,2011,1.162,-3.22,,-9.92,,5.47
530000,云南省,2010,1.438,,,,,
530000,云南省,2009,1.495,-4.6,2.739,-3.78,1591.1,-4.16
530000,云南省,2008,1.562,-4.79,2.847,-9.78,1654.94,-2.92
530000,云南省,2007,1.641,-3.98077971515145,3.1562,-7.11,1704.7,2.64
530000,云南省,2006,1.708,-1.52,3.4,-4.31,1660.8,3.5
530000,云南省,2005,1.73456951350162,,3.55050248791086,,1604.57025704816,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,,,,,,
540000,西藏自治区,2015,,,,,,
540000,西藏自治区,2014,,,,,,
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,,,,,,
540000,西藏自治区,2011,,,,,,
540000,西藏自治区,2010,1.276,,,,,
540000,西藏自治区,2009,,,,,,
540000,西藏自治区,2008,,,,,,
540000,西藏自治区,2007,,,,,,
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,,,,,,
610000,陕西省,2016,,,,,,
610000,陕西省,2015,,-3.21,,-2.7,,-7.7
610000,陕西省,2014,,,,,,
610000,陕西省,2013,,,,,,
610000,陕西省,2012,,,,,,
610000,陕西省,2011,0.846,-3.56,,-5.6,,0.38
610000,陕西省,2010,1.129,,,,,
610000,陕西省,2009,1.172,-4.56,1.367,-5.82,1078.51,-7.98
610000,陕西省,2008,1.281,-5.92,2.009,-11.48,1256.02,-6.28
610000,陕西省,2007,1.36127756659476,-4.537427918892,2.27,-7.81299169132431,1340.23811915799,-1.78711784853134
610000,陕西省,2006,1.426,-3.39,2.46,-7.09,1364.6,-2.87
610000,陕西省,2005,1.47558368136297,,2.62149202841358,,1405.00399928176,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,,,,,,
620000,甘肃省,2016,,,,,,
620000,甘肃省,2015,,-7.46,,-10.66,,-7.2
620000,甘肃省,2014,,,,,,
620000,甘肃省,2013,,,,,,
620000,甘肃省,2012,,,,,,
620000,甘肃省,2011,1.402,-2.51,,-1.96,,2.07
620000,甘肃省,2010,1.801,,,,,
620000,甘肃省,2009,1.864,-6.97,3.53,-12.84,2398.81,-5.55
620000,甘肃省,2008,2.013,-4.53,4.05,-5.66,2539.0,0.09
620000,甘肃省,2007,2.10885612824493,-4.09,4.293,-6.53,2537.32984422853,2.02212378265354
620000,甘肃省,2006,2.199,-2.61,4.59,-3.03,2487.0,-1.74
620000,甘肃省,2005,2.25838372167258,,4.99350365569957,,2530.95533562912,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,,,,,,
630000,青海省,2016,,,,,,
630000,青海省,2015,,-4.26,,-5.49,,-15.89
630000,青海省,2014,,,,,,
630000,青海省,2013,,,,,,
