省份编码,省份,年份,煤炭消费量(万吨),焦炭消费量(万吨),原油消费量(万吨),汽油消费量(万吨),煤油消费量(万吨),柴油消费量(万吨),燃料油消费量(万吨),天然气消费量(亿立方米),电力消费量(亿千瓦小时)
120000,天津市,2002,2929.0,149.49,675.58,94.76,15.63,183.81,88.98,6.48,274.39
120000,天津市,2001,2635.0,128.77,749.35,116.27,11.42,183.42,87.46,7.89,247.94
120000,天津市,2000,2472.71,143.68,709.76,112.43,18.82,197.6,79.51,5.4,234.0459
130000,河北省,2019,,,,,,,,,3856.058057
130000,河北省,2018,,,,,,,,,3665.660677
130000,河北省,2017,27417.13,8040.78,1542.17,493.39,27.56,721.28,43.13,96.7,3441.7419
130000,河北省,2016,28105.65,8079.49,1761.93,494.86,29.46,843.59,53.7,70.45,3264.5185
130000,河北省,2015,28943.13,7726.45,1666.82,475.32,8.24,749.18,51.73,72.97,3175.6587
130000,河北省,2014,29635.53571,8127.1958279999,1356.608681,314.64,17.59,788.8,31.97,56.0759,3314.11
130000,河北省,2013,31663.27,8339.85,1385.89,347.55,17.59,800.57,35.18,49.86028,3251.2
130000,河北省,2012,31359.0,8402.28097712,1547.61,318.33437,7.78866393,821.3591,24.53143558,45.13248,3077.7
130000,河北省,2011,30792.0,8399.88,1564.68,305.74,8.94,796.12,47.29,35.09,2984.9043
130000,河北省,2010,27464.718688692,7319.004364,1396.65,238.74593294,7.33894296,691.9404863,38.529506,29.4694157826087,2691.52
130000,河北省,2009,26515.805,6208.8324,1379.12,212.059504,6.251646,521.673034,59.763846,23.1106,2343.8467
130000,河北省,2008,24418.62496656,6007.6885,1357.63,211.10959740332,7.37234778032732,531.729605012077,65.8229483905669,17.1702,2095.0199
130000,河北省,2007,24548.5054113519,5127.3315,1124.771426,249.035488,6.216306,532.74402,48.310219,12.050612,2013.67
130000,河北省,2006,21345.42,5460.55,1046.69,263.78,5.88,484.39,54.33,2.81,1734.832
130000,河北省,2005,20542.39,4498.24,1003.29,221.91,3.21,438.68,60.78,9.14,1501.924
130000,河北省,2004,17073.96,3243.46,939.39,169.86,3.11,210.52,55.56,9.73,1291.41
130000,河北省,2003,14851.4,2591.01,835.19,157.0,2.71,173.82,62.68,8.28,1098.99
130000,河北省,2002,13739.0,1808.02,697.59,147.41,2.83,169.52,61.08,7.74,965.83
130000,河北省,2001,12641.0,1359.97,670.55,141.85,3,168.08,55.37,6.97,867.55
130000,河北省,2000,12115.08,1227.85,747.37,136.44,3.23,181.28,49.39,7.72,809.3449
140000,山西省,2019,,,,,,,,,2261.903452
140000,山西省,2018,,,,,,,,,2160.527849
140000,山西省,2017,42942.29,1958.74,,257.71,32.29,560.46,0.47,74.9,1990.6135
140000,山西省,2016,35621.03,2198.1,,228.29,26.96,536.11,0.6,69.35,1797.1802
140000,山西省,2015,37115.1,2083.45,,208.48,26.51,517.22,0.61,64.92,1737.2078
140000,山西省,2014,37587.43,2177.69,,202.32,20.93,497.55,2.24,50.34624,1822.63
140000,山西省,2013,36636.51,2145.59,,215.87,20.49,516.02,0.99,45.07828,1832.3
140000,山西省,2012,34551.0,2938.55,,224.61,18,498.08,1.2,37.39,1765.8
140000,山西省,2011,33479.0,2558.55,,216.88,15.18,488.64,12.6,31.93,1650.4099
140000,山西省,2010,29865.1,2589.22,,228.35,14.64,474.38,12.25,28.93,1460.0
140000,山西省,2009,27761.93,2438.39,,262.41,16.28,506.67,12.06,13.76,1267.5376
140000,山西省,2008,28372.71,2358.76,,236.63,14.67,472.75,12.09,6.6,1314.3337
140000,山西省,2007,29203.48,2526.37,,124.82,11.9,272.21,14.39,6.91,1348.81
140000,山西省,2006,28351.22,2417.14,,113.41,10.43,266.79,10.1,6.02,1097.6771
140000,山西省,2005,25681.4,2139.9,,95.23,8.45,246.42,8.95,3.24,946.3268
140000,山西省,2004,22432.67,2724.31,,79.78,8.11,190.53,10.25,2.96,841.55
140000,山西省,2003,20501.93,3085.29,,89.27,5.2,141.05,10.66,2.5,731.77
140000,山西省,2002,18055.0,2761.58,,89.23,6.66,127.33,9.07,1.92,628.82
140000,山西省,2001,14856.0,2170.47,,88.77,6.34,110.77,12.62,1.58,557.58
140000,山西省,2000,14262.48,1283.72,,88.84,6.36,80.67,12.42,1.14,501.9942
150000,内蒙古自治区,2019,,,,,,,,,3653.015873
150000,内蒙古自治区,2018,,,,,,,,,3353.439732
150000,内蒙古自治区,2017,38595.52,1669.24,452.25,357.05,42.87,439.2,3.74,52.04,2891.871437
150000,内蒙古自治区,2016,36675.32,1635.4,419.55,353.24,34.96,426.62,3.27,45.06,2605.030682
150000,内蒙古自治区,2015,36499.76,1532.74,383.67,305.76,32.6,475.13,10.6,39.15,2542.87242411
150000,内蒙古自治区,2014,36465.97,1493.66,411.36,271.662199109489,28.36,577.248437357798,4.92,44.52838,2416.74
150000,内蒙古自治区,2013,34915.72,1800.65,411.07,255.23,26.89,658.93,4.76,43.51138,2181.9
150000,内蒙古自治区,2012,36620.0,1411.863233,87.01604,302.52621281454,23.194868,877.10393780169,16.908674,37.836847858,2016.8
150000,内蒙古自治区,2011,34684.0,1559.21,118.66,310.24,10.1,922.86,24.61,40.84,1864.0699
150000,内蒙古自治区,2010,27004.0373090632,1416.86808833882,140.7439462678,325.675794926941,9.34789916304733,863.564906307207,15.1465501534957,45.2952630685026,1536.83
150000,内蒙古自治区,2009,24047.3,1554.12,191.76,279.51,8.28,738.95,19.66,44.29,1287.9256
150000,内蒙古自治区,2008,22241.84,1380.64,189.25,260.88,7.24,686.16,13.75,30.53,1220.5748
150000,内蒙古自治区,2007,18531.507711,1213.115349,142.8232,236.119547,6.435224,579.464092,7.204288,26.507689,1160.21
150000,内蒙古自治区,2006,16188.8819,1008.3341,139.199,211.7475,5.5159,492.6572,9.9715,14.3776,884.9083
150000,内蒙古自治区,2005,13921.81,814.03,131.83,192.41,0.4,379.96,25.34,6.35,667.7197
150000,内蒙古自治区,2004,11391.44,577.98,132.19,151.3,1.94,252.21,47.97,4.42,535.58
150000,内蒙古自治区,2003,9024.63,477.34,128.83,96.63,1.76,152.6,39.37,2.04,406.62
150000,内蒙古自治区,2002,6864.0,393.58,126.05,79.35,1.58,96.87,39.06,0.22,320.43
150000,内蒙古自治区,2001,6265.0,312.81,133.07,72.1,1.56,87.77,33.48,0.14,280.89
150000,内蒙古自治区,2000,5907.99,286.47,126.26,64.81,1.55,68.73,30.99,0.01,254.2091
210000,辽宁省,2019,,,,,,,,,2401.4733
210000,辽宁省,2018,,,,,,,,,2302.3759
210000,辽宁省,2017,17587.17,3089.27,7133.87,792.1,44.37,1032.56,304.99,62.05,2135.4959
210000,辽宁省,2016,16943.7,2993.06,7057.0,786.21,38.99,1008.72,305.07,50.63,2037.4042
210000,辽宁省,2015,17336.36,3187.56,6439.87,742.72,29.97,1109.26,311.24,55.35,1984.8946
210000,辽宁省,2014,18002.27,3296.94,6364.79,704.73,29.75,1060.16,362.91,84.00148,2038.73
210000,辽宁省,2013,18132.77,3201.31,6480.07,658.9,29.05,1021.71,360.39,78.68354,2008.5
210000,辽宁省,2012,18219.0,3442.08,7000.91,780.84,35.58,1225.48,422.0,63.71856,1899.9
210000,辽宁省,2011,18054.0,3386.36,6705.53,706.61,27.35,1104.53,391.4,39.07,1861.5329
210000,辽宁省,2010,16908.43,3162.88,6558.91,593.17,23.34,963.9,356.43,19.0202246376812,1715.26
210000,辽宁省,2009,16032.52,2795.19,5873.05,464.05,20.62,810.45,299.94,16.44,1488.1718
210000,辽宁省,2008,15346.66,2440.82,5945.19,410.49,24.99,778.42,379.66,16.21,1411.9992
210000,辽宁省,2007,15224.32,2298.83,5893.46,442.12,38.15,693.71,224.22,14.24,1359.51
210000,辽宁省,2006,14211.31,1959.93,5555.04,393.53,34.89,587.76,230.73,13.1,1228.2742
210000,辽宁省,2005,13069.67,1703.41,5410.89,357.17,26.4,534.4,189.88,14.81,1110.5565
210000,辽宁省,2004,11944.98,821.02,5216.67,229.18,21.53,321.68,193.29,15.81,1058.1
210000,辽宁省,2003,10453.84,1131.02,4560.41,227.94,18.42,267.7,192.54,18.82,886.88
210000,辽宁省,2002,9355.0,1046.88,4218.81,236.1,20.27,273.24,237.58,18.81,809.45
210000,辽宁省,2001,9084.0,898.14,4046.3,235.79,18.17,279.75,293.2,18.93,764.77
210000,辽宁省,2000,9582.18,878.12,3938.74,149.47,18.55,197.22,296.73,20.15,748.8925
220000,吉林省,2019,,,,,,,,,780.365396
220000,吉林省,2018,,,,,,,,,750.567426
220000,吉林省,2017,9354.54,476.06,1027.9,205.94,17.41,359.75,37.86,24.74,702.9803
220000,吉林省,2016,9416.84,477.6,1051.29,178.68,20.41,343.73,38.05,21.51,667.6273
220000,吉林省,2015,9805.31,532.82,960.34,178.01,1.9,347.19,30.89,21.34,651.958
220000,吉林省,2014,10379.34,664.72,999.37,193.36,1.71,378.42,31.91,22.5784,667.81
220000,吉林省,2013,10413.74,719.77,1002.13,178.94,1.71,381.6,32.82,24.05042,653.8
220000,吉林省,2012,11083.0,670.1,977.05,182.6,0.81,424.4,34.11,22.78694,637.0
220000,吉林省,2011,11035.0,757.71,1064.58,181.51,1.25,417.47,37.81,19.38,630.1527
220000,吉林省,2010,9582.66,640.61,939.97,166.61,1.21,363.3,39.96,22.01,576.98
220000,吉林省,2009,8588.91,593.1,851.89,138.44,1.15,328.12,38.44,16.66,515.2545
220000,吉林省,2008,8367.417331,541.82,915.24,130.3,1.18,312.57,39.84,13.83,496.4888
220000,吉林省,2007,7846.56,408.41,986.081,203.92,7.47,403.8,39.92,6.47,462.64
220000,吉林省,2006,7548.83,367.23,954.94,193.01,6.73,303.75,40.085,6.0,412.4577
220000,吉林省,2005,6802.48,336.92,968.36,166.94,15.85,242.61,53.13,6.18,378.2271
220000,吉林省,2004,5715.02,249.99,833.01,111.12,10.29,103.04,38.45,4.0,383.06
220000,吉林省,2003,5202.06,231.15,885.24,103.41,4.07,92.53,28.95,3.08,359.4
220000,吉林省,2002,4664.0,191.62,731.42,96.99,3.89,85.49,32.03,3.02,306.29
220000,吉林省,2001,4484.0,162.09,709.33,93.61,3.62,76.59,41.53,3.02,295.08
220000,吉林省,2000,4212.7,170.55,702.63,90.67,3.28,73.74,50.96,2.98,291.3691
230000,黑龙江省,2019,,,,,,,,,995.628011
230000,黑龙江省,2018,,,,,,,,,973.881873
230000,黑龙江省,2017,14468.99,214.76,1905.4,378.5,87.55,330.55,71.65,40.56,928.5697
230000,黑龙江省,2016,14034.39,184.19,2210.42,316.18,78.56,330.34,94.37,38.04,896.6182
230000,黑龙江省,2015,13432.85,185.68,2123.9,342.07,68.46,510.02,114.69,35.82,868.9722
230000,黑龙江省,2014,13595.53,194.07,2141.97,314.28,73.98,466.11,115.42,35.48,859.42
230000,黑龙江省,2013,13266.81,337.65,2127.02,277.59,63.97,456.94,94.15,34.77,845.2
230000,黑龙江省,2012,13965.0,331.09,2166.48,465.99,65.94,604.78,99.53,33.68,827.9
230000,黑龙江省,2011,13200.0,272.75,2200.93,466.56,26.47,598.02,88.92,31.0,801.8747
230000,黑龙江省,2010,12219.133,271.33,2106.53,363.79,24.06,598.38,88.9,29.9,747.84
230000,黑龙江省,2009,11050.13,321.9,2065.13,319.4,0.31,512.63,88.18,30.0,688.668
230000,黑龙江省,2008,11203.87,227.3,1735.97,278.974954,0.512245,440.538223,69.858262,31.47,669.9031
230000,黑龙江省,2007,9852.64,226.92,1886.02,376.01,3.85,497.81,47.19,30.7,628.94
230000,黑龙江省,2006,9025.04,210.7,1850.06,345.32,10.25,477.83,44.34,24.53,597.0466
230000,黑龙江省,2005,8559.73,142.06,1785.01,312.19,7.2802,473.05,39.89,24.43,555.8518
230000,黑龙江省,2004,7347.39,97.34,1616.07,321.58,8.94,460.4,47.68,20.34,541.65
230000,黑龙江省,2003,6490.46,105.99,1619.14,310.17,7.06,419.58,63.32,20.96,503.63
230000,黑龙江省,2002,5543.0,79.77,1586.16,258.57,10.61,403.39,76.77,20.22,468.45
230000,黑龙江省,2001,5537.0,90.44,1615.5,269.84,7.91,391.02,88.74,22.03,456.86
230000,黑龙江省,2000,5815.15,72.83,1601.27,244.04,8.74,409.71,135.38,23.04,442.2804
310000,上海市,2019,,,,,,,,,1568.5775
310000,上海市,2018,,,,,,,,,1566.6595
310000,上海市,2017,4577.84,592.31,2492.77,662.63,652.3,550.38,672.44,83.23,1526.7716
310000,上海市,2016,4625.62,596.95,2474.23,637.85,585.82,562.2,581.46,79.04,1486.0196
310000,上海市,2015,4728.13,630.75,2526.11,607.69,511.45,561.87,540.23,77.41,1405.5464
310000,上海市,2014,4895.781939,654.84,2242.0703,577.03,450.72,548.4076,556.1497,72.42868,1369.03
310000,上海市,2013,5681.19,640.3,2611.7614,532.553320597091,437.48,555.8430089,603.1355,72.8887987529614,1410.6
310000,上海市,2012,5703.0,673.17,2210.55,517.35,402.74,568.99,640.15,64.38038,1353.4
310000,上海市,2011,6142.0,714.15,2134.69,472.87,400.5,532.96,675.04,55.43,1339.6248
310000,上海市,2010,5875.51840915685,717.08252231804,2126.5,415.37,399.072,509.036,744.28,45.0103768115942,1295.87
310000,上海市,2009,5305.17314511872,677.68,1937.18,388.518018689719,353.109371109619,483.186170227257,742.79,33.524965,1153.3794
310000,上海市,2008,5463.91094000493,714.44484,1951.55,340.495,321.466,427.0531,788.7283,29.998259,1138.2162
310000,上海市,2007,5259.52768371595,729.700975701222,1719.57,299.6552,295.45,417.168703005344,848.610182973753,27.7753209394177,1072.38
310000,上海市,2006,5143.09414536101,655.458394830703,1832.84,268.732483631826,261.968705033123,370.98,805.793040135626,25.2531159263122,990.145
310000,上海市,2005,5324.52290541068,630.51,1967.0,242.34,223.32,329.6,765.95,18.72,921.9671
310000,上海市,2004,5144.32,590.65,1842.29,221.02,168.15,346.56,657.95,10.69,821.44
310000,上海市,2003,5017.5,627.81,1737.52,202.24,103.44,288.32,616.07,4.97,745.97
310000,上海市,2002,4685.0,626.58,1424.91,160.09,103.62,236.78,519.71,4.33,645.71
310000,上海市,2001,4610.0,709.82,1355.03,137.33,59.57,231.8,492.61,3.3,592.98
310000,上海市,2000,4496.08,719.99,1309.7,133.25,55.71,176.44,494.2,2.54,559.4543
320000,江苏省,2019,,,,,,,,,6264.364
320000,江苏省,2018,,,,,,,,,6128.2703
320000,江苏省,2017,26620.03,4070.64,3866.06,1047.25,105.37,862.43,246.02,237.69,5807.8899
320000,江苏省,2016,28048.13,3840.21,4092.04,1012.31,90.58,821.31,151.6,172.73,5458.9452
320000,江苏省,2015,27209.12,3588.61,3823.2,1003.89,84.85,819.38,143.73,165.02,5114.7024
320000,江苏省,2014,26912.61,3408.6,3511.4,974.61,82.77,814.06,151.78,127.69862,5012.54
320000,江苏省,2013,27946.07,3190.61,3394.78,891.46,63.79,752.28,182.7,124.47084,4956.6
320000,江苏省,2012,27762.0,3170.1,2947.99,935.0,53.14,803.54,158.35,113.1407,4580.9
320000,江苏省,2011,27364.0,3151.47,2981.07,827.38,44.73,759.4,151.19,93.74,4281.6205
320000,江苏省,2010,23100.483,2663.47,2998.55,749.84,35.69,727.96,157.71,71.5730144927536,3864.37
320000,江苏省,2009,21003.019,2221.2,2661.44,585.66,21.18,655.865,217.1,63.43,3313.9857
320000,江苏省,2008,20736.71,1888.95,2313.13,561.8,21.45,646.21,218.0,63.13,3118.3216
320000,江苏省,2007,19951.803,1884.7,2454.0,481.56,20.79,607.99,236.59,44.58,2952.02
320000,江苏省,2006,18427.68,1844.49,2302.7,449.51,18.41,587.17,201.06,31.3,2569.7523
320000,江苏省,2005,16778.573,1593.12,2264.76,420.13,21.55,515.12,257.72,13.62,2193.4526
320000,江苏省,2004,13272.08,801.07,1875.39,364.23,20.18,508.11,328.2,3.14,1820.08
320000,江苏省,2003,10848.82,448.06,1714.54,339.17,14.92,413.94,216.31,0.62,1505.13
320000,江苏省,2002,9663.0,398.92,1407.68,293.39,6.52,379.28,181.52,1.01,1245.14
320000,江苏省,2001,8963.0,374.61,1317.61,247.71,6.08,355.95,170.64,0.23,1078.44
320000,江苏省,2000,8769.8,383.69,1376.65,187.3,38.94,345.02,202.44,0.24,971.3435
330000,浙江省,2019,,,,,,,,,4706.220244
330000,浙江省,2018,,,,,,,,,4532.824785
330000,浙江省,2017,14262.04,320.17,3038.65,858.97,147.81,831.97,398.32,104.93,4192.6282
330000,浙江省,2016,13948.49,329.47,2667.35,796.92,127.4,881.91,381.29,87.78,3873.1933
330000,浙江省,2015,13826.07,427.59,2846.84,754.05,113.52,968.37,326.26,80.35,3553.8966
330000,浙江省,2014,13824.372627,465.06751,2731.8095,710.37796,103.761137,932.063344,339.379149,78.159237284,3506.39
330000,浙江省,2013,14161.262254,446.177066,2853.654076,706.14163,92.146463,946.63177,328.488234,56.71982766,3453.1
330000,浙江省,2012,14374.0,451.4223,2732.5949,706.1563,80.073,938.9045,328.6746,48.0796878,3210.6
330000,浙江省,2011,14776.0,470.0,2939.77,647.76,74.75,958.44,370.29,43.88,3116.9135
330000,浙江省,2010,13949.859307,443.09,2835.410962,586.695,70.4179,958.33,330.4845,31.8065507028985,2820.93
330000,浙江省,2009,13276.158288,504.509992,2505.8011,508.622,62.8953,897.2256,289.530472,19.2982,2471.4378
330000,浙江省,2008,13040.9388,485.9767,2287.3477,475.3613,54.9072,898.6264,219.8599,17.6973,2322.8718
330000,浙江省,2007,13024.1216,326.4043,2248.7339,447.0929,49.4798,874.4042,227.2879,18.0859,2189.37
330000,浙江省,2006,11334.43,317.76,2114.73,404.8,46.47,842.43,240.95,11.89,1909.2315
330000,浙江省,2005,9680.798,163.59,2113.04,368.53,40.98,803.11,303.66,2.25,1642.312
330000,浙江省,2004,8361.83,149.21,1853.44,278.66,10.55,641.82,292.31,0.32,1419.53
330000,浙江省,2003,7266.69,126.93,1425.16,262.15,10.4,569.98,261.6,,1240.35
330000,浙江省,2002,6018.0,125.56,1241.04,231.44,9.37,502.15,192.42,,1010.716
330000,浙江省,2001,5527.0,108.64,1123.85,212.87,9.92,471.67,193.19,,848.4
330000,浙江省,2000,5384.82,117.46,1112.48,196.19,11.25,434.22,182.52,,738.0547
340000,安徽省,2019,,,,,,,,,2300.683239
340000,安徽省,2018,,,,,,,,,2135.069288
340000,安徽省,2017,16084.62,1048.94,751.59,574.66,15.53,631.56,22.81,44.37,1921.4817
340000,安徽省,2016,15728.68,1164.64,539.21,509.87,15.98,622.69,21.21,39.18,1794.9838
340000,安徽省,2015,15671.32,1164.77,690.59,456.6,13.94,611.8,13.44,34.83,1639.7885
340000,安徽省,2014,15786.9848185816,1064.73,749.22,352.682902892907,10.562059,663.015507606984,10.24662,34.4632255898707,1585.18
340000,安徽省,2013,15665.0795134818,1049.41,551.67,319.330046991934,9.46,626.315937765199,9.79638,27.80632,1528.1
340000,安徽省,2012,14704.0,996.44,421.38,250.643200960499,10.77,578.314565479368,11.08,24.89556,1361.1
340000,安徽省,2011,14538.0,948.12,484.13,176.16,9.09,416.69,11.31,20.14,1221.1876
340000,安徽省,2010,13375.7026695133,910.171663681009,477.57,157.395781707831,8.41,365.747428122159,11.7318256883317,12.4820716801695,1077.91
340000,安徽省,2009,12666.4008026335,856.279776381952,454.128107,140.398826290461,13.2285606741839,329.144876709079,14.2625812935109,9.76788709521122,952.3056
340000,安徽省,2008,11377.099166395,851.21702,426.336684,127.367005711416,11.01862482,309.632856245969,15.595929,7.174464,858.8769
340000,安徽省,2007,9783.73931536901,809.70467622392,451.08,114.905259568967,11.3400669395327,259.164992091529,13.2380391415352,4.02937079229853,769.1
340000,安徽省,2006,8830.52,652.22,445.4,97.8,10.6,239.9,21.62,1.95,662.1832
340000,安徽省,2005,8339.64,538.39,414.49,86.41,10.52,210.07,23.88,0.85,582.1581
340000,安徽省,2004,7823.06,544.29,419.79,78.18,8.49,189.48,23.92,0.15,515.94
340000,安徽省,2003,7488.61,599.66,334.92,76.7,7.53,173.71,53.81,,445.44
340000,安徽省,2002,6679.0,556.2,307.99,73.9,2.7,155.89,47.52,,389.94
340000,安徽省,2001,6366.0,542.67,288.27,70.35,2.7,147.77,47.26,,359.59
340000,安徽省,2000,5909.39,533.27,345.06,68.54,2.56,142.12,46.91,,338.9286
350000,福建省,2019,,,,,,,,,2402.339635
350000,福建省,2018,,,,,,,,,2313.824617
350000,福建省,2017,7542.95,660.1,2083.69,531.87,140.86,433.74,147.02,50.16,2112.7185
350000,福建省,2016,6826.5,608.65,2089.38,494.76,124.22,429.53,178.23,48.55,1968.5769
350000,福建省,2015,7659.94,625.6,2164.85,465.09,111.81,445.3,174.86,45.38,1851.859
350000,福建省,2014,8198.3,674.69,2044.45,440.45,97.33,515.59,189.36,50.2612083451741,1855.79
350000,福建省,2013,8078.64421140174,655.38,1007.11,409.56,85.41,521.596422264056,182.94,49.3907151741294,1700.7
350000,福建省,2012,8485.0,650.0,1104.55,397.62,74.36,516.39,186.3,37.49,1579.5
350000,福建省,2011,8714.0,728.65,963.0,374.01,64.39,531.36,189.66,37.89,1515.8603
350000,福建省,2010,7026.24,684.54,1141.74,333.2,56.5,510.57,182.75,29.1,1315.09
350000,福建省,2009,7109.24999,653.08,706.01,263.64,50.96,413.09,165.83,8.49,1134.9185
350000,福建省,2008,6595.88,368.04,310.96,250.48,51.95,433.08,142.32,1.53,1073.5477
350000,福建省,2007,6117.15,356.02,352.33,264.17,49.09,467.13,124.94,0.48,1000.33
350000,福建省,2006,5395.08,299.59,375.03,208.05,36.99,380.12,173.48,0.57,866.8444
350000,福建省,2005,4857.1299991,280.93,348.4,199.809066597091,32.77,368.96,161.62,0.5100011,756.5852
350000,福建省,2004,3806.12,205.91,390.55,192.15,26.22,324.33,81.64,0.6,664.35
350000,福建省,2003,3271.96,132.33,362.41,138.66,25.54,266.38,94.59,,585.35
350000,福建省,2002,2711.0,95.12,334.15,132.76,5.3,250.13,74.77,,496.83
350000,福建省,2001,2205.0,95.67,347.54,106.35,7.96,214.79,49.87,,439.19
350000,福建省,2000,2159.61,100.16,358.43,105.11,7.6,213.5,53.23,,401.5149
360000,江西省,2019,,,,,,,,,1535.70328
360000,江西省,2018,,,,,,,,,1428.768024
360000,江西省,2017,7761.3,862.33,699.38,331.09,2.82,567.6,11.95,21.73,1293.9826
360000,江西省,2016,7617.59,839.82,725.75,294.63,2.48,546.71,15.05,20.04,1182.5013
360000,江西省,2015,7698.24,891.7,555.96,284.0,2.12,537.51,17.59,18.02,1087.2598
360000,江西省,2014,7477.31,871.13,472.24,251.8,2.13,526.52,15.8,15.18552,1018.52
360000,江西省,2013,7254.69,854.93,520.28,236.92,1.7,526.48,31.47,13.43344,947.1
360000,江西省,2012,6802.0,878.66,508.22,198.42,9.51,416.65,29.85,10.03996,867.7
360000,江西省,2011,6988.0,872.32,432.77,182.76,9.05,392.54,26.8,6.34,835.0953
360000,江西省,2010,6246.24,772.61,469.92,155.23,8.497,368.75,23.67,3.84748550724638,700.51
360000,江西省,2009,5356.11,710.41,451.68,77.21,7.65,293.17,22.04,2.58,609.2236
360000,江西省,2008,5267.45,581.4,411.0,75.68,8.01,288.47,26.98,2.5,545.8822
360000,江西省,2007,5169.99,597.65,396.47,70.61,7.8,295.27,20.95,1.04,511.09
360000,江西省,2006,4592.26,527.26,417.99,65.99,7.95,313.59,26.5,0.68,446.1968
360000,江西省,2005,4242.9,452.86,368.02,64.49,7.14,302.07,31.08,0.11,391.9846
360000,江西省,2004,3943.91,379.57,363.41,61.82,8.66,199.49,46.88,1e-05,389.2
360000,江西省,2003,3088.6,297.68,314.07,59.63,5.32,251.6,39.73,1e-05,299.53
360000,江西省,2002,2557.0,261.39,297.27,82.19,0.82,163.87,46.15,,246.57
360000,江西省,2001,2584.0,215.02,299.57,60.37,0.77,130.84,27.28,,222.28
360000,江西省,2000,2468.63,205.94,331.18,58.46,2.81,104.78,34.2,,208.151
370000,山东省,2019,,,,,,,,,6218.717545
370000,山东省,2018,,,,,,,,,5916.77285
370000,山东省,2017,38164.71,3392.38,11487.18,809.13,123.56,1544.47,4686.43,131.06,5430.1595
