省份编码,省份,年份,建设工程监理营业收入(万元),工程监理收入(万元),工程招标代理收入(万元),工程造价咨询收入(万元),工程项目管理与咨询服务收入(万元),建设工程监理其他收入(万元)
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,1142824.489,,,,,
210000,辽宁省,2018,784440.28,,,,,
210000,辽宁省,2017,678641.62,,,,,
210000,辽宁省,2016,619829.23,,,,,
210000,辽宁省,2015,729322.37,,,,,
210000,辽宁省,2014,748032.23,,,,,
210000,辽宁省,2013,790191.06,,,,,
210000,辽宁省,2012,697297.04,,,,,
210000,辽宁省,2011,554767.9,206045.73,3564.23,1083.62,107403.25,236671.07
210000,辽宁省,2010,436263.0,155514.0,4716.0,462.0,12361.0,263209.0
210000,辽宁省,2009,543211.14,110572.0,3377.35,278.52,7462.71,421520.56
210000,辽宁省,2008,606984.0,104720.0,2303.0,39.0,7206.0,492715.0
210000,辽宁省,2007,390923.35,83510.26,1612.25,89.0,494.9,305216.94
210000,辽宁省,2006,77536.71,69213.89,2491.28,144.72,2387.01999999999,3299.8
210000,辽宁省,2005,162808.27,56406.78,1295.39,1158.8,1043.48,102903.82
210000,辽宁省,2004,,,,,,
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,586677.168,,,,,
220000,吉林省,2018,985671.35,,,,,
220000,吉林省,2017,656681.2,,,,,
220000,吉林省,2016,586033.95,,,,,
220000,吉林省,2015,551935.0,,,,,
220000,吉林省,2014,234790.83,,,,,
220000,吉林省,2013,180613.53,,,,,
220000,吉林省,2012,173610.31,,,,,
220000,吉林省,2011,154433.61,109425.78,4719.6,4751.24,5576.48,29960.51
220000,吉林省,2010,113014.0,80061.0,2368.0,3430.0,4288.0,22867.0
220000,吉林省,2009,84188.12,66495.83,989.27,1525.05,1129.08,14048.89
220000,吉林省,2008,59030.0,50550.0,889.0,652.0,178.0,6761.0
220000,吉林省,2007,44415.72,42550.34,473.98,147.21,,1210.19
220000,吉林省,2006,36874.94,36802.73,,,15.0,57.21
220000,吉林省,2005,27244.96,26818.28,,267.16,150.6,8.92
220000,吉林省,2004,,,,,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,408337.909,,,,,
230000,黑龙江省,2018,221228.41,,,,,
230000,黑龙江省,2017,201942.88,,,,,
230000,黑龙江省,2016,198355.43,,,,,
230000,黑龙江省,2015,245264.72,,,,,
230000,黑龙江省,2014,251478.13,,,,,
230000,黑龙江省,2013,236562.42,,,,,
230000,黑龙江省,2012,212134.08,,,,,
230000,黑龙江省,2011,241018.83,119527.93,603.23,410.05,89833.48,30644.14
230000,黑龙江省,2010,166448.0,89251.0,383.0,176.0,956.0,75683.0
230000,黑龙江省,2009,70742.33,53624.74,49.4,32.7,6712.0,10323.49
230000,黑龙江省,2008,70953.0,51647.0,3.0,232.0,891.0,18180.0
230000,黑龙江省,2007,50686.49,38271.15,78.7,,719.5,11600.78
230000,黑龙江省,2006,42048.56,35034.75,27.0,6.4,698.36,6282.05
230000,黑龙江省,2005,20669.47,20616.24,7.0,,4.14,42.09
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,3178541.513,,,,,
310000,上海市,2018,1985915.89,,,,,
310000,上海市,2017,2142761.05,,,,,
310000,上海市,2016,1756117.04,,,,,
310000,上海市,2015,1828761.97,,,,,
310000,上海市,2014,1613461.72,,,,,
310000,上海市,2013,1566733.05,,,,,
310000,上海市,2012,833425.0,,,,,
310000,上海市,2011,803895.87,479396.36,24046.89,50270.76,141637.43,108544.43
310000,上海市,2010,795845.0,436501.0,24213.0,43446.0,97851.0,193835.0
310000,上海市,2009,619800.1,380764.92,21597.79,41847.94,48616.39,126973.06
310000,上海市,2008,523467.0,297532.0,22197.0,46083.0,42353.0,115302.0
310000,上海市,2007,427296.96,267154.92,16641.37,33068.12,17150.47,93282.08
310000,上海市,2006,413047.26,258353.78,15496.16,26535.05,13917.52,98744.75
310000,上海市,2005,343227.76,211577.11,14383.64,24004.39,15026.75,78235.87
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,6471175.086,,,,,
320000,江苏省,2018,4147412.12,,,,,
320000,江苏省,2017,3187264.11,,,,,
320000,江苏省,2016,3021179.43,,,,,
320000,江苏省,2015,2761997.9,,,,,
320000,江苏省,2014,1421892.38,,,,,
320000,江苏省,2013,1279861.83,,,,,
320000,江苏省,2012,1009895.76,,,,,
320000,江苏省,2011,770335.58,570394.21,34773.09,40455.3,33299.22,91413.76
320000,江苏省,2010,601482.0,451349.0,26179.0,27796.0,25978.0,70181.0
320000,江苏省,2009,454082.51,358219.64,20975.16,18956.47,19140.19,36791.05
320000,江苏省,2008,346565.0,292333.0,9796.0,10572.0,15204.0,18661.0
320000,江苏省,2007,287306.36,241800.07,7872.62,5470.05,11258.2,20905.42
320000,江苏省,2006,232739.3,206150.68,5665.38,3749.43,4262.73,12911.08
320000,江苏省,2005,198954.7,178197.48,4690.77,3185.92,7234.87,5645.66
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,3663552.761,,,,,
330000,浙江省,2018,2940689.75,,,,,
330000,浙江省,2017,1987463.81,,,,,
330000,浙江省,2016,1274293.7,,,,,
330000,浙江省,2015,1046265.0,,,,,
330000,浙江省,2014,991434.27,,,,,
330000,浙江省,2013,837941.82,,,,,
330000,浙江省,2012,683375.26,,,,,
330000,浙江省,2011,584893.66,420719.77,16844.73,24991.97,32880.63,89456.56
330000,浙江省,2010,462286.0,339242.0,11449.0,19949.0,25062.0,66583.0
330000,浙江省,2009,305206.23,244242.88,7547.89,14245.31,7768.28,31401.87
330000,浙江省,2008,238457.0,205117.0,6888.0,7038.0,6001.0,13413.0
330000,浙江省,2007,190223.06,164349.67,4087.87,4876.05,6695.78,10213.69
330000,浙江省,2006,189745.6,142609.2,3618.77,4561.47,4558.57,34397.59
330000,浙江省,2005,135845.86,122333.36,2302.05,3731.18,4767.99,2711.28
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,2459346.294,,,,,
340000,安徽省,2018,1203350.78,,,,,
340000,安徽省,2017,981319.16,,,,,
340000,安徽省,2016,739927.75,,,,,
340000,安徽省,2015,927104.92,,,,,
340000,安徽省,2014,934884.39,,,,,
340000,安徽省,2013,919890.95,,,,,
340000,安徽省,2012,923196.12,,,,,
340000,安徽省,2011,596714.25,193103.27,8898.63,8797.11,235092.85,150822.39
340000,安徽省,2010,450565.0,143711.0,6178.0,6233.0,197544.0,96900.0
340000,安徽省,2009,391549.0,115912.6,4000.18,5032.38,197134.97,69468.87
340000,安徽省,2008,169874.0,81602.0,2767.0,2676.0,39545.0,43284.0
340000,安徽省,2007,102925.88,65111.38,1930.94,1885.83,33739.99,257.74
340000,安徽省,2006,78950.39,51850.44,960.8,1308.84,24510.99,319.32
340000,安徽省,2005,61722.36,40071.31,745.15,983.5,18780.17,1142.23
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,4327101.9,,,,,
350000,福建省,2018,1761046.58,,,,,
350000,福建省,2017,1339610.05,,,,,
350000,福建省,2016,886919.16,,,,,
350000,福建省,2015,678224.52,,,,,
350000,福建省,2014,407117.66,,,,,
350000,福建省,2013,332374.95,,,,,
350000,福建省,2012,288876.84,,,,,
350000,福建省,2011,231558.4,199446.51,8982.54,13016.35,1933.92,8179.08
350000,福建省,2010,164789.0,138962.0,8178.0,10812.0,1429.0,5407.0
350000,福建省,2009,124331.49,110712.72,5584.28,5763.88,702.6,1568.01
350000,福建省,2008,113112.0,101473.0,5104.0,5155.0,761.0,618.0
350000,福建省,2007,97458.01,87529.1,4599.63,3857.94,792.07,679.27
350000,福建省,2006,77173.34,69364.09,3250.51,2877.77,1317.68,363.29
350000,福建省,2005,58941.25,54136.8,1695.42,1847.27,970.27,291.49
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,1478472.908,,,,,
360000,江西省,2018,1109212.39,,,,,
360000,江西省,2017,235468.82,,,,,
360000,江西省,2016,204386.85,,,,,
360000,江西省,2015,176217.57,,,,,
360000,江西省,2014,171507.18,,,,,
360000,江西省,2013,160418.24,,,,,
360000,江西省,2012,120458.47,,,,,
360000,江西省,2011,98814.94,73685.91,5263.95,2187.65,1672.54,16004.89
360000,江西省,2010,83270.0,62066.0,3542.0,1960.0,620.0,15082.0
360000,江西省,2009,55791.44,47982.39,2459.26,934.64,513.4,3901.75
360000,江西省,2008,49071.0,43590.0,1854.0,1094.0,127.0,2406.0
360000,江西省,2007,40534.13,37502.88,1443.3,714.05,307.75,566.15
360000,江西省,2006,35592.72,33292.16,1242.05,414.4,192.9,451.21
360000,江西省,2005,29357.3,27899.94,912.63,136.71,141.36,266.66
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,2835101.987,,,,,
370000,山东省,2018,1443732.66,,,,,
370000,山东省,2017,1184274.47,,,,,
370000,山东省,2016,969914.26,,,,,
370000,山东省,2015,763684.53,,,,,
370000,山东省,2014,714124.46,,,,,
370000,山东省,2013,616970.13,,,,,
370000,山东省,2012,534733.33,,,,,
370000,山东省,2011,483397.02,350517.38,22160.24,19596.65,28537.47,62585.28
370000,山东省,2010,378276.0,287054.0,15821.0,14451.0,22598.0,38352.0
370000,山东省,2009,287871.78,223024.35,13992.29,10898.95,14432.86,25523.33
370000,山东省,2008,240107.0,187494.0,6953.0,8675.0,14881.0,22104.0
370000,山东省,2007,195901.48,159181.27,4394.03,5602.55,18073.13,8650.5
370000,山东省,2006,159846.69,135706.44,3421.44,3847.57,10060.5,6810.74
370000,山东省,2005,135437.19,114937.96,2560.28,3416.83,7308.58,7213.54
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,1982359.614,,,,,
410000,河南省,2018,2461872.39,,,,,
410000,河南省,2017,1581029.05,,,,,
410000,河南省,2016,1304703.17,,,,,
410000,河南省,2015,1091075.44,,,,,
410000,河南省,2014,1933292.4,,,,,
410000,河南省,2013,1590484.9,,,,,
410000,河南省,2012,1371432.78,,,,,
410000,河南省,2011,1154210.29,233413.32,13841.36,9282.53,152091.59,745581.49
410000,河南省,2010,979985.0,163905.0,10583.0,10033.0,198301.0,597162.0
410000,河南省,2009,830111.18,126739.85,5501.99,3703.37,169533.33,524632.64
410000,河南省,2008,678865.0,113332.0,3666.0,364254.0,168674.0,28939.0
410000,河南省,2007,515105.77,90061.13,2519.26,3473.62,92290.23,326761.53
410000,河南省,2006,338500.69,75646.59,1646.39,7255.62,80258.62,173693.47
410000,河南省,2005,138894.63,58280.51,1016.97,1112.31,64537.46,13947.38
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,1618821.076,,,,,
420000,湖北省,2018,1213119.33,,,,,
420000,湖北省,2017,1078145.06,,,,,
420000,湖北省,2016,1070079.28,,,,,
420000,湖北省,2015,1017005.21,,,,,
420000,湖北省,2014,639644.58,,,,,
420000,湖北省,2013,429213.63,,,,,
420000,湖北省,2012,340327.33,,,,,
420000,湖北省,2011,278235.45,211218.69,4168.17,2103.08,16871.35,43874.16
420000,湖北省,2010,236605.0,173629.0,2521.0,1572.0,14547.0,44336.0
420000,湖北省,2009,149328.82,130265.73,1846.96,1408.91,8025.06,7782.16
420000,湖北省,2008,115846.0,107563.0,1037.0,482.0,6163.0,602.0
420000,湖北省,2007,96478.11,90671.01,853.84,721.78,4060.31,171.17
420000,湖北省,2006,78056.6,73264.54,561.25,661.1,966.64,2603.07
420000,湖北省,2005,71547.12,65492.54,543.65,582.12,2817.85,2110.96
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,2438257.602,,,,,
430000,湖南省,2018,1840019.17,,,,,
430000,湖南省,2017,1659209.3,,,,,
430000,湖南省,2016,1485214.4,,,,,
430000,湖南省,2015,1262736.9,,,,,
430000,湖南省,2014,811564.08,,,,,
430000,湖南省,2013,725794.81,,,,,
430000,湖南省,2012,569734.93,,,,,
430000,湖南省,2011,473093.3,189565.74,5209.88,6821.96,95171.27,176324.45
430000,湖南省,2010,195045.0,147124.0,4854.0,2157.0,6118.0,34793.0
430000,湖南省,2009,311541.58,118018.68,4334.89,3205.17,68645.13,117337.71
430000,湖南省,2008,253962.0,94859.0,2608.0,2408.0,61419.0,92668.0
430000,湖南省,2007,155519.3,78882.39,987.25,1683.26,28605.48,45360.92
430000,湖南省,2006,124929.19,67392.46,1181.17,1367.84,14778.96,40208.76
430000,湖南省,2005,95783.45,51855.73,111.02,785.17,8690.87,34340.66
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,4686168.935,,,,,
440000,广东省,2018,3413052.91,,,,,
440000,广东省,2017,2946530.4,,,,,
440000,广东省,2016,2731379.57,,,,,
440000,广东省,2015,2665048.73,,,,,
440000,广东省,2014,2712312.34,,,,,
440000,广东省,2013,2988633.74,,,,,
440000,广东省,2012,2869276.93,,,,,
440000,广东省,2011,2463050.02,597715.8,40348.48,33272.81,145347.99,1646364.94
440000,广东省,2010,2176678.0,490827.0,42039.0,23774.0,154294.0,1465745.0
440000,广东省,2009,1284691.96,382002.92,34101.4,15995.28,837598.43,14993.93
440000,广东省,2008,626913.0,342531.0,26354.0,10296.0,203182.0,44550.0
440000,广东省,2007,373998.89,256691.38,20438.16,9167.82,82150.64,5550.89
440000,广东省,2006,308723.85,215357.15,17161.1,7912.66,57528.72,10764.22
440000,广东省,2005,266210.481244,197317.071244,13544.51,6559.22,28189.78,20599.9
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,780223.48,,,,,
450000,广西壮族自治区,2018,614654.15,,,,,
450000,广西壮族自治区,2017,559161.6,,,,,
450000,广西壮族自治区,2016,335641.68,,,,,
450000,广西壮族自治区,2015,269170.6,,,,,
450000,广西壮族自治区,2014,207578.88,,,,,
450000,广西壮族自治区,2013,181441.0,,,,,
450000,广西壮族自治区,2012,149642.84,,,,,
450000,广西壮族自治区,2011,146400.92,104468.22,5947.51,6235.59,1575.54,28174.06
450000,广西壮族自治区,2010,105235.0,80415.0,5267.0,4250.0,3182.0,12122.0
450000,广西壮族自治区,2009,82143.26,56444.85,3343.25,3456.59,18043.02,855.55
450000,广西壮族自治区,2008,69946.0,45347.0,2239.0,1788.0,3530.0,17042.0
450000,广西壮族自治区,2007,45487.83,39289.9,1692.32,1339.97,2441.85,723.79
450000,广西壮族自治区,2006,40845.62,35513.95,1886.47,1111.76,1752.11,581.33
450000,广西壮族自治区,2005,35571.46,31888.24,1985.07,857.91,528.68,311.56
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,90136.58,,,,,
460000,海南省,2018,75982.87,,,,,
460000,海南省,2017,126507.63,,,,,
460000,海南省,2016,55659.8,,,,,
460000,海南省,2015,50830.68,,,,,
460000,海南省,2014,44795.62,,,,,
460000,海南省,2013,46141.18,,,,,
460000,海南省,2012,42177.93,,,,,
460000,海南省,2011,37193.63,35973.15,757.71,390.67,57.1,15.0
460000,海南省,2010,21723.0,21072.0,490.0,130.0,31.0,
460000,海南省,2009,15920.13,15558.78,153.9,207.45,,
460000,海南省,2008,15724.0,15543.0,163.0,19.0,,
460000,海南省,2007,9543.29,9103.64,,,,439.65
460000,海南省,2006,8202.05,8037.89,,,,164.16
460000,海南省,2005,5983.68,5937.79,,,,45.89
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,1211217.771,,,,,
500000,重庆市,2018,1283991.61,,,,,
500000,重庆市,2017,516395.01,,,,,
500000,重庆市,2016,428521.41,,,,,
500000,重庆市,2015,378647.11,,,,,
500000,重庆市,2014,544115.76,,,,,
500000,重庆市,2013,347200.97,,,,,
500000,重庆市,2012,322558.19,,,,,
500000,重庆市,2011,272678.5,175789.09,8704.98,8358.09,23136.3,56690.04
500000,重庆市,2010,210832.0,136739.0,4352.0,5904.0,4665.0,59173.0
500000,重庆市,2009,123029.78,80348.22,5889.0,4095.43,10803.71,21893.42
500000,重庆市,2008,110384.0,76282.0,2136.0,1681.0,5414.0,24871.0
500000,重庆市,2007,70660.99,62772.95,1013.14,1208.13,3309.21,2357.56
500000,重庆市,2006,58661.92,55079.99,998.68,864.11,1436.51,282.63
500000,重庆市,2005,42641.49,39388.24,968.09,920.79,866.82,497.55
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,5596440.788,,,,,
510000,四川省,2018,5062321.47,,,,,
510000,四川省,2017,2156104.01,,,,,
510000,四川省,2016,1636373.74,,,,,
510000,四川省,2015,1531937.82,,,,,
510000,四川省,2014,1487771.18,,,,,
510000,四川省,2013,1286989.03,,,,,
510000,四川省,2012,599721.84,,,,,
510000,四川省,2011,476380.88,349086.46,22866.66,39629.74,23693.95,41104.07
510000,四川省,2010,350729.0,280047.0,19219.0,25249.0,16330.0,9885.0
510000,四川省,2009,245189.21,201970.98,12917.5,12384.77,9243.87,8672.09
510000,四川省,2008,177249.0,144702.0,9997.0,6106.0,5894.0,10551.0
510000,四川省,2007,128161.96,106630.75,4473.54,3281.4,5391.36,8384.91
510000,四川省,2006,118249.73,103873.74,2844.21,2073.61,2063.41,7394.76
510000,四川省,2005,86179.73,77168.8,1267.58,983.7,1681.83,5077.82
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,1208105.069,,,,,
520000,贵州省,2018,969895.79,,,,,
520000,贵州省,2017,930050.44,,,,,
520000,贵州省,2016,722129.14,,,,,
520000,贵州省,2015,642707.05,,,,,
520000,贵州省,2014,648167.5,,,,,
520000,贵州省,2013,434843.06,,,,,
520000,贵州省,2012,356874.52,,,,,
520000,贵州省,2011,334925.43,66887.04,4156.49,3865.53,50599.93,209416.44
520000,贵州省,2010,195296.0,46154.0,3247.0,2538.0,5137.0,138220.0
520000,贵州省,2009,136278.87,26003.33,1236.47,3015.22,25921.67,80102.18
520000,贵州省,2008,90165.0,22503.0,933.0,247.0,16248.0,50233.0
520000,贵州省,2007,77525.18,19197.76,691.25,842.61,55681.53,1112.03
520000,贵州省,2006,64129.78,19810.23,704.43,584.47,41275.62,1755.03
520000,贵州省,2005,24304.26,15768.02,420.33,101.99,7887.35,126.57
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,1075527.168,,,,,
530000,云南省,2018,386627.88,,,,,
530000,云南省,2017,371788.54,,,,,
530000,云南省,2016,342885.56,,,,,
530000,云南省,2015,307314.38,,,,,
530000,云南省,2014,259322.68,,,,,
530000,云南省,2013,255109.27,,,,,
530000,云南省,2012,215063.65,,,,,
530000,云南省,2011,199631.87,134363.24,1113.03,1440.87,4604.45,58110.28
530000,云南省,2010,134935.0,112533.0,1246.0,655.0,2631.0,17871.0
530000,云南省,2009,88606.85,80975.16,679.88,1288.21,3455.99,2207.61
530000,云南省,2008,54529.0,50260.0,742.0,489.0,2152.0,886.0
530000,云南省,2007,496722.61,43864.91,618.26,440.49,2739.11,449059.84
530000,云南省,2006,53726.42,41168.22,475.12,444.78,1354.86,10283.44
530000,云南省,2005,48044.37,32025.73,204.33,275.58,1026.11,14512.62
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,27407.198,,,,,
540000,西藏自治区,2018,5339.33,,,,,
540000,西藏自治区,2017,16722.15,,,,,
540000,西藏自治区,2016,12181.43,,,,,
540000,西藏自治区,2015,2274.47,,,,,
540000,西藏自治区,2014,6613.71,,,,,
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,710.0,,,,,
540000,西藏自治区,2011,6680.87,3877.85,774.7,33.0,740.0,1255.32
540000,西藏自治区,2010,7946.0,4991.0,1064.0,28.0,609.0,1255.0
540000,西藏自治区,2009,6372.76,4082.95,558.7,,448.79,1282.32
540000,西藏自治区,2008,4298.0,2926.0,415.0,,,957.0
540000,西藏自治区,2007,5651.41,3834.08,499.76,,414.37,902.3
540000,西藏自治区,2006,2605.94,2247.9,200.0,,,158.04
540000,西藏自治区,2005,2605.94,2247.9,200.0,,,158.04
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
