省份编码,省份,年份,国有建筑业企业自有施工机械设备年末总台数(台),国有建筑业企业自有施工机械设备年末总功率(万千瓦),国有建筑业企业自有施工机械设备年末净值(万元),国有建筑业企业技术装备率(元/人),国有建筑业企业动力装备率(千瓦/人)
610000,陕西省,2017,,,,,
610000,陕西省,2016,,,,,
610000,陕西省,2015,,,,,
610000,陕西省,2014,,,,,
610000,陕西省,2013,,,,,
610000,陕西省,2012,48782,163.8447,296309.0,12779.100357959,7.0662310777591
610000,陕西省,2011,56715,303.8588,836006.9,43439.310172821,15.788645598429
610000,陕西省,2010,55765,173.6,368562.0,12887.0,6.1
610000,陕西省,2009,47283,196.7363,327301.1,10518.0,6.3
610000,陕西省,2008,49580,190.4278,367030.3,12630.0,6.6
610000,陕西省,2007,41227,154.86,241921.8,11495.34,7.36
610000,陕西省,2006,40206,111.3,206267.0,13218.18,7.13
610000,陕西省,2005,32038,83.06,180693.0,14010.25,6.44
610000,陕西省,2004,,,,,
610000,陕西省,2003,39050,83.15,156033.0,11192.0,5.96
610000,陕西省,2002,39715,69.7,148408.0,9584.0,4.5
610000,陕西省,2001,44678,128.92,193640.0,11088.0,7.38
610000,陕西省,2000,42630,122.86,151422.0,7864.0,6.38
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,,,,,
620000,甘肃省,2016,,,,,
620000,甘肃省,2015,,,,,
620000,甘肃省,2014,,,,,
620000,甘肃省,2013,,,,,
620000,甘肃省,2012,15762,48.4697,109112.6,13961.587675299,6.2019781963353
620000,甘肃省,2011,16582,50.6841,95513.7,12325.938830817,6.5407278358498
620000,甘肃省,2010,21703,42.1,80539.0,11910.0,6.2
620000,甘肃省,2009,21484,49.9675,97333.8,17705.0,9.1
620000,甘肃省,2008,22839,59.8073,102749.2,16683.0,9.7
620000,甘肃省,2007,21473,65.88,80416.2,10392.78,8.51
620000,甘肃省,2006,26385,63.69,118056.3,13535.77,7.3
620000,甘肃省,2005,82850,75.37,121669.6,12741.47,7.89
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,37239,84.32,157343.0,15040.0,8.06
620000,甘肃省,2002,31519,63.4,107364.0,10832.0,6.4
620000,甘肃省,2001,29235,64.23,84851.0,9287.0,7.03
620000,甘肃省,2000,27152,60.13,66871.0,6702.0,6.03
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,,,,,
630000,青海省,2016,,,,,
630000,青海省,2015,,,,,
630000,青海省,2014,,,,,
630000,青海省,2013,,,,,
630000,青海省,2012,13073,49.3527,107292.1,23894.194151838,10.990958287865
630000,青海省,2011,15430,77.9744,147587.9,39277.171598893,20.751117734724
630000,青海省,2010,1059187,28.5,110781.0,35154.0,9.0
630000,青海省,2009,13254,62.7605,129032.5,33294.0,16.2
630000,青海省,2008,12775,56.5608,94745.3,33178.0,19.8
630000,青海省,2007,12036,50.82,68862.2,20803.03,15.35
630000,青海省,2006,14452,42.68,77814.2,24910.11,13.66
630000,青海省,2005,13143,46.28,77417.2,28949.67,17.31
630000,青海省,2004,,,,,
630000,青海省,2003,15535,35.29,92897.0,23906.0,9.08
630000,青海省,2002,15916,33.1,97273.0,27558.0,9.4
630000,青海省,2001,16074,33.36,60181.0,16622.0,9.21
630000,青海省,2000,16180,36.0,66419.0,14569.0,7.9
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,,,,,
640000,宁夏回族自治区,2016,,,,,
640000,宁夏回族自治区,2015,,,,,
640000,宁夏回族自治区,2014,,,,,
640000,宁夏回族自治区,2013,,,,,
640000,宁夏回族自治区,2012,8007,17.5898,26453.3,13243.204005006,8.8059073842303
640000,宁夏回族自治区,2011,7527,19.209,42397.1,17473.972715658,7.9169929522318
640000,宁夏回族自治区,2010,6390,17.3,39710.0,16665.0,7.2
640000,宁夏回族自治区,2009,7456,19.2605,54492.0,30171.0,10.7
640000,宁夏回族自治区,2008,7041,18.691,48392.1,26889.0,10.4
640000,宁夏回族自治区,2007,8504,18.37,41743.5,22909.55,10.08
640000,宁夏回族自治区,2006,8339,18.66,39979.8,16089.75,7.51
640000,宁夏回族自治区,2005,8515,18.04,35705.5,15040.23,7.6
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,12989,28.57,52210.0,18560.0,10.16
640000,宁夏回族自治区,2002,13375,29.4,63005.0,19409.0,9.1
640000,宁夏回族自治区,2001,13767,27.92,39358.0,10799.0,7.66
640000,宁夏回族自治区,2000,14931,31.71,43558.0,11344.0,8.26
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,,,,,
650000,新疆维吾尔自治区,2016,,,,,
650000,新疆维吾尔自治区,2015,,,,,
650000,新疆维吾尔自治区,2014,,,,,
650000,新疆维吾尔自治区,2013,,,,,
650000,新疆维吾尔自治区,2012,20512,72.96,90896.9,12360.87086597,9.9216710182768
650000,新疆维吾尔自治区,2011,17548,53.695,95344.7,16433.64128374,9.254886414561
650000,新疆维吾尔自治区,2010,17370,52.8,86732.0,15224.0,9.3
650000,新疆维吾尔自治区,2009,20733,68.2283,116122.7,18690.0,11.0
650000,新疆维吾尔自治区,2008,22455,66.4613,106792.7,17111.0,10.6
650000,新疆维吾尔自治区,2007,23116,72.85,143224.0,19605.76,9.97
650000,新疆维吾尔自治区,2006,19715,61.3,109682.0,17872.54,9.99
650000,新疆维吾尔自治区,2005,19862,58.11,90494.0,14050.55,9.02
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,26858,72.13,140910.0,19638.0,10.05
650000,新疆维吾尔自治区,2002,29284,92.3,237104.0,26264.0,10.2
650000,新疆维吾尔自治区,2001,32983,92.25,122266.0,8034.0,6.06
650000,新疆维吾尔自治区,2000,36204,112.02,148229.0,8238.0,6.23
