省份编码,省份,年份,总承包建筑业企业单位数(个),总承包建筑业企业从业人员(万人),总承包建筑业企业建筑业总产值(万元),特级总承包建筑业企业建筑业总产值(万元),一级总承包建筑业企业建筑业总产值(万元),二级总承包建筑业企业建筑业总产值(万元),三级及以下总承包建筑业企业建筑业总产值(万元),总承包建筑业企业利税总额(亿元),按总承包建筑业企业总产值计算的劳动生产率(元/人)
130000,河北省,2017,,,,,,,,,
130000,河北省,2016,,,,,,,,,
130000,河北省,2015,,,,,,,,,
130000,河北省,2014,,,,,,,,,
130000,河北省,2013,1645,108.6083,48612737.8,9079183.7,21978520.7,12330842.6,5224190.80000001,,434919.12981708
130000,河北省,2012,1617,124.5261,45633358.5,8496958.2,20487071.9,11520462.9,5128865.5,267.07166,352640.93007513
130000,河北省,2011,1465,110.1975,37180338.6,6253575.7,17270655.5,9251808.6,4404298.8,230.47424,279593.25192266
130000,河北省,2010,1457,117.3209,29837329.0,4380838.0,14367669.0,7073588.0,4015235.0,189.1136,237542.0
130000,河北省,2009,1461,107.6202,23328055.1,2915524.2,11735613.6,5623059.6,3053857.7,141.66824,194761.09
130000,河北省,2008,1484,103.707,18322703.7,1884368.0,8667502.5,4904824.3,2866008.9,125.47748,146812.77
130000,河北省,2007,1260,91.7814,14401625.9,1360052.0,6729426.1,3925416.7,2386731.1,83.46754,138377.11
130000,河北省,2006,1275,93.2538,12872972.4,831444.9,5997294.2,3736277.0,2307956.3,73.22438,118416.26
130000,河北省,2005,1303,94.9866,11518882.9,1178708.1,5256800.3,3195001.6,1888372.9,59.25732,109526.73
130000,河北省,2004,,,,,,,,,
130000,河北省,2003,,,,,,,,,
130000,河北省,2002,,,,,,,,,
130000,河北省,2001,,,,,,,,,
130000,河北省,2000,,,,,,,,,
140000,山西省,2019,,,,,,,,,
140000,山西省,2018,,,,,,,,,
140000,山西省,2017,,,,,,,,,
140000,山西省,2016,,,,,,,,,
140000,山西省,2015,,,,,,,,,
140000,山西省,2014,,,,,,,,,
140000,山西省,2013,1028,56.0374,26769046.5,4394521.2,15388596.3,4125501.8,2860427.2,,307406.45702874
140000,山西省,2012,947,56.0167,23902342.4,3615287.9,14452157.9,3668884.3,2166012.3,134.10053,289137.27473091
140000,山西省,2011,880,52.2927,20642398.6,3502472.0,12499587.8,2876020.7,1764318.1,104.49817,231841.72126968
140000,山西省,2010,807,64.9173,19268955.0,4009924.0,11491121.0,2208981.0,1558928.0,105.1455,228934.0
140000,山西省,2009,793,59.351,16501462.7,4316958.3,9011921.6,1873962.9,1298619.9,73.56864,222262.58
140000,山西省,2008,803,51.58,11886208.3,2435845.0,6637677.7,1549493.7,1263191.9,56.08922,181412.33
140000,山西省,2007,675,50.0893,9410335.0,1962490.8,5431663.3,1074402.4,941778.5,47.29631,166595.29
140000,山西省,2006,666,45.7706,8205232.5,1922080.6,4653363.6,862293.1,767495.2,34.15067,157396.72
140000,山西省,2005,713,47.3696,7673150.3,1992747.0,4149432.8,836180.5,694790.0,33.17674,141476.03
140000,山西省,2004,,,,,,,,,
140000,山西省,2003,,,,,,,,,
140000,山西省,2002,,,,,,,,,
140000,山西省,2001,,,,,,,,,
140000,山西省,2000,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,
150000,内蒙古自治区,2016,800,24.89,11434546.0,320028.0,4952580.0,3254807.0,2907131.0,,
150000,内蒙古自治区,2015,,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,,
150000,内蒙古自治区,2013,709,36.4097,14595400.2,446125.1,6131454.2,4778790.2,3239030.7,,272587.0349619
150000,内蒙古自治区,2012,667,34.1071,13689007.1,504781.0,6038528.5,4367122.6,2778575.0,133.88886,274924.37725815
150000,内蒙古自治区,2011,666,38.1076,13265034.7,548502.7,5358548.9,4021879.7,3336103.4,150.97028,190283.64884618
150000,内蒙古自治区,2010,630,40.9706,10632696.0,364465.0,3830112.0,3542536.0,2895583.0,124.9722,152401.0
150000,内蒙古自治区,2009,625,46.8608,9129263.8,367703.2,3228072.4,2953144.7,2580343.5,104.9016,130310.83
150000,内蒙古自治区,2008,606,39.8212,7487439.8,310125.7,2527408.2,2477382.8,2172523.1,86.57837,113272.54
150000,内蒙古自治区,2007,572,35.4664,6444946.8,204138.0,2371333.5,1924597.3,1944878.0,62.02745,100405.47
150000,内蒙古自治区,2006,553,26.7101,4392876.7,159103.0,1786979.6,1136949.6,1309844.5,45.62663,95169.81
150000,内蒙古自治区,2005,547,23.5627,3565811.4,159751.0,1263602.6,1132100.6,1010357.2,30.6236,83112.75
150000,内蒙古自治区,2004,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,
210000,辽宁省,2015,,,,,,,,,
210000,辽宁省,2014,,,,,,,,,
210000,辽宁省,2013,2427,158.5316,71534215.3,6119904.9,21543079.1,20668264.6,23202966.7,,369017.4402439
210000,辽宁省,2012,2231,160.6427,61817446.3,5627092.9,19416807.6,18456902.6,18316643.2,398.25921,298615.67560361
210000,辽宁省,2011,2035,138.9112,51213731.0,4901523.7,16653312.9,16051241.3,13607653.1,347.75029,179541.44717883
210000,辽宁省,2010,1898,136.0952,39337508.0,3929226.0,13857868.0,12224416.0,9325998.0,275.6858,172629.0
210000,辽宁省,2009,1678,106.9839,28557785.2,3241161.7,12053900.6,6710154.3,6552568.6,191.59771,164999.41
210000,辽宁省,2008,1560,86.6608,20495071.3,3900332.4,7717666.3,4175280.7,4701791.9,135.97935,158302.22
210000,辽宁省,2007,1381,79.1788,17268007.0,3320675.6,6873634.0,3560429.4,3513268.0,126.74352,137536.47
210000,辽宁省,2006,1359,78.4329,14576550.4,2109261.0,6216630.8,3054645.0,3196013.6,95.68012,124891.83
210000,辽宁省,2005,1285,70.9353,12191625.9,1561100.8,5214674.7,2774953.6,2640896.8,89.82879,119594.69
210000,辽宁省,2004,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,
220000,吉林省,2019,,,,,,,,,
220000,吉林省,2018,,,,,,,,,
220000,吉林省,2017,,,,,,,,,
220000,吉林省,2016,,,,,,,,,
220000,吉林省,2015,,,,,,,,,
220000,吉林省,2014,,,,,,,,,
220000,吉林省,2013,1032,38.0753,19621155.1,893297.6,5328805.0,5987615.2,7411437.3,,360547.79273949
220000,吉林省,2012,900,45.2016,17896406.4,953685.5,4819369.5,6544504.2,5578847.2,119.33775,313059.22730565
220000,吉林省,2011,666,29.0342,15022668.6,3294341.3,3707639.1,3684613.0,4336075.2,134.39534,255243.17022986
220000,吉林省,2010,589,34.7326,12159289.0,2933156.0,3246092.0,2771771.0,3208270.0,81.8075,178502.0
220000,吉林省,2009,582,31.7286,10241234.5,2536936.0,2577511.9,2495296.5,2631490.1,70.42915,165507.68
220000,吉林省,2008,659,31.9341,8499432.7,1735281.1,1899596.8,2101572.1,2762982.7,66.16059,142307.56
220000,吉林省,2007,553,27.7984,6743087.6,1415047.0,2506418.9,1182817.5,1638804.2,29.33058,138634.84
220000,吉林省,2006,534,26.4447,5513076.2,1281472.7,2036915.2,1005323.3,1189365.0,25.66291,131090.8
220000,吉林省,2005,529,30.7686,4439649.3,1070544.2,1825334.9,799719.6,744050.6,16.79343,114371.48
220000,吉林省,2004,,,,,,,,,
220000,吉林省,2003,,,,,,,,,
220000,吉林省,2002,,,,,,,,,
220000,吉林省,2001,,,,,,,,,
220000,吉林省,2000,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,
230000,黑龙江省,2015,,,,,,,,,
230000,黑龙江省,2014,,,,,,,,,
230000,黑龙江省,2013,1286,44.6454,20397853.9,2074271.7,8580059.5,5293569.5,4449953.2,,242566.79196639
230000,黑龙江省,2012,1314,43.1776,20389686.0,2042819.4,8194736.5,6208992.3,3943137.8,115.66462,241921.04164096
230000,黑龙江省,2011,1265,43.7996,18407929.5,2457656.9,7481985.5,5146527.1,3321760.0,115.73143,218415.78537079
230000,黑龙江省,2010,1224,51.44,16175022.0,2753074.0,6586216.0,3690633.0,3145100.0,165.2534,183878.0
230000,黑龙江省,2009,1197,61.753,12351015.3,1801310.1,5056335.8,3357521.6,2135847.8,121.17321,151711.87
230000,黑龙江省,2008,1183,41.2563,9392045.4,1501308.5,3679423.3,2714261.7,1497051.9,141.55438,128102.93
230000,黑龙江省,2007,1048,41.5011,7957762.5,1306316.1,2907326.1,2632193.5,1111926.8,28.43008,140736.25
230000,黑龙江省,2006,1069,37.9166,6313246.8,830448.2,2173979.6,2351031.6,957787.4,26.42112,110633.91
230000,黑龙江省,2005,1045,37.7526,5059099.4,825114.7,1889230.2,1564505.6,780248.9,19.9351,92592.72
230000,黑龙江省,2004,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,
310000,上海市,2019,,,,,,,,,
310000,上海市,2018,,,,,,,,,
310000,上海市,2017,,,,,,,,,
310000,上海市,2016,,,,,,,,,
310000,上海市,2015,,,,,,,,,
310000,上海市,2014,,,,,,,,,
310000,上海市,2013,1318,66.7262,42448924.6,15799704.7,17204396.8,7074868.9,2369954.2,,410711.51743609
310000,上海市,2012,1355,73.7445,40230170.9,14285031.7,15942391.6,7407311.9,2595435.7,259.00855,416308.8360994
310000,上海市,2011,1372,75.6898,35598255.3,13328716.7,12622035.5,7086956.2,2560546.9,262.80835,336448.997124924
310000,上海市,2010,1377,79.0109,36355540.0,12508476.0,14082833.0,7027856.0,2736375.0,245.4431,354287.0
310000,上海市,2009,1358,72.8468,32476545.3,10879549.2,12208640.5,6395176.0,2993179.6,219.9255,327873.36
310000,上海市,2008,1407,66.0459,27206028.3,7984629.9,11282020.6,5439613.5,2499764.3,185.14674,304306.76
310000,上海市,2007,1263,56.3468,20819557.4,5653605.1,8196423.2,4436502.1,2533027.0,134.42586,231467.04
310000,上海市,2006,1207,58.3746,18627677.0,4394528.9,6790572.5,4535781.9,2906793.7,140.23914,211129.21
310000,上海市,2005,1116,57.6076,15020271.4,2580756.0,5544744.4,3997087.2,2897683.8,103.74111,178302.05
310000,上海市,2004,,,,,,,,,
310000,上海市,2003,,,,,,,,,
310000,上海市,2002,,,,,,,,,
310000,上海市,2001,,,,,,,,,
310000,上海市,2000,,,,,,,,,
320000,江苏省,2019,,,,,,,,,
320000,江苏省,2018,,,,,,,,,
320000,江苏省,2017,,,,,,,,,
320000,江苏省,2016,,,,,,,,,
320000,江苏省,2015,,,,,,,,,
320000,江苏省,2014,,,,,,,,,
320000,江苏省,2013,4985,692.0917,194663352.9,47485656.9,75761614.9,41721182.2,29694898.9,,287246.82497089
320000,江苏省,2012,4538,669.761,164932347.4,40265457.6,63585628.1,36685983.6,24395278.1,1106.83541,270123.30602113
320000,江苏省,2011,4270,552.1416,134432389.9,32727962.2,50256074.0,30128874.3,21319479.4,902.15573,250597.00959179
320000,江苏省,2010,4179,522.4152,109214329.0,26768850.0,37629638.0,25383869.0,19431972.0,738.0084,208480.0
320000,江苏省,2009,3867,454.4727,89289353.3,21598673.5,29616676.7,21325298.4,16748704.7,592.06212,190851.49
320000,江苏省,2008,3682,421.5822,74703355.7,18585750.8,24124387.2,18268960.8,13724256.9,513.20259,174910.19
320000,江苏省,2007,3105,394.0022,61076552.9,16307718.2,17063152.0,16054286.0,11651396.7,377.04014,160231.69
320000,江苏省,2006,2815,333.176,47546626.4,13205829.5,12250881.5,12845605.5,9244309.9,274.38305,141792.88
320000,江苏省,2005,2590,295.0115,37529807.4,6666509.1,13391758.7,9682411.0,7789128.6,192.03495,126875.79
320000,江苏省,2004,,,,,,,,,
320000,江苏省,2003,,,,,,,,,
320000,江苏省,2002,,,,,,,,,
320000,江苏省,2001,,,,,,,,,
320000,江苏省,2000,,,,,,,,,
330000,浙江省,2019,,,,,,,,,
330000,浙江省,2018,,,,,,,,,
330000,浙江省,2017,,,,,,,,,
330000,浙江省,2016,,,,,,,,,
330000,浙江省,2015,,,,,,,,,
330000,浙江省,2014,,,,,,,,,
330000,浙江省,2013,3636,623.4218,184991716.6,46936283.8,93207976.5,29974491.6,14872964.7,,304496.37270971
330000,浙江省,2012,3343,595.9991,159455106.6,41508588.0,80389860.6,26207830.4,11348827.6,849.74222,271693.98303573
330000,浙江省,2011,3064,500.3695,136332835.9,36486217.2,67062175.4,23442273.1,9342170.2,744.98934,265449.06727737
330000,浙江省,2010,2819,523.7778,108929747.0,29534334.0,49225146.0,21173399.0,8996867.0,616.217,211495.0
330000,浙江省,2009,2651,455.7121,88614109.1,24947672.4,37383182.0,18895964.5,7387290.2,501.74715,197842.76
330000,浙江省,2008,2503,397.6334,74891945.9,22154216.3,28920549.0,16935771.7,6881408.9,408.99614,188246.58
330000,浙江省,2007,2251,371.9977,63322498.5,19243863.7,22693900.8,13891459.7,7493274.3,349.84256,172503.64
330000,浙江省,2006,2079,326.289,51203994.7,13682632.9,18584071.9,12332060.4,6605229.5,286.84473,158869.52
330000,浙江省,2005,1921,280.3048,42196219.5,7792046.2,18087934.4,9675228.4,6641010.5,236.78698,151247.0
330000,浙江省,2004,,,,,,,,,
330000,浙江省,2003,,,,,,,,,
330000,浙江省,2002,,,,,,,,,
330000,浙江省,2001,,,,,,,,,
330000,浙江省,2000,,,,,,,,,
340000,安徽省,2019,,,,,,,,,
340000,安徽省,2018,,,,,,,,,
340000,安徽省,2017,,,,,,,,,
340000,安徽省,2016,,,,,,,,,
340000,安徽省,2015,,,,,,,,,
340000,安徽省,2014,,,,,,,,,
340000,安徽省,2013,1690,154.0414,45173253.8,3751379.4,22686830.3,11971027.3,6764016.8,,307425.53398184
340000,安徽省,2012,1574,151.6387,38081342.4,3164653.3,18989403.0,10400975.8,5526310.3,237.42586,262957.82879618
340000,安徽省,2011,1429,148.6853,32065035.1,3016429.0,16199685.2,8622991.1,4225929.8,201.64974,226494.53454064
340000,安徽省,2010,1374,139.7517,25358131.0,2619791.0,12213480.0,6794693.0,3730167.0,176.4881,177682.0
340000,安徽省,2009,1294,125.6169,19598070.8,1931108.1,9339664.4,5027937.7,3299360.6,136.80555,156220.55
340000,安徽省,2008,1262,122.0841,16232273.3,1884176.7,7219992.6,4149162.4,2978941.6,110.18835,130098.19
340000,安徽省,2007,1155,107.5738,13238149.0,1465106.7,5188786.8,3608518.9,2975736.6,77.50504,126546.68
340000,安徽省,2006,1113,98.7768,10222137.9,1187293.5,3475250.0,3176915.9,2382678.5,60.93903,106444.35
340000,安徽省,2005,1071,85.5692,8359536.5,701065.9,3170417.9,2448461.1,2039591.6,42.53126,99141.79
340000,安徽省,2004,,,,,,,,,
340000,安徽省,2003,,,,,,,,,
340000,安徽省,2002,,,,,,,,,
340000,安徽省,2001,,,,,,,,,
340000,安徽省,2000,,,,,,,,,
350000,福建省,2019,,,,,,,,,
350000,福建省,2018,,,,,,,,,
350000,福建省,2017,,,,,,,,,
350000,福建省,2016,,,,,,,,,
350000,福建省,2015,,,,,,,,,
350000,福建省,2014,,,,,,,,,
350000,福建省,2013,1612,201.0367,49516642.7,1970144.0,27117916.8,13227610.7,7200971.2,,240377.10148389
350000,福建省,2012,1372,167.847,39806697.4,1702573.5,22447421.4,11223138.5,4433564.0,268.35013,219829.5856302
350000,福建省,2011,1211,153.2681,33091477.1,1493588.5,18797036.2,9480401.0,3320451.4,224.80527,143853.53373104
350000,福建省,2010,1180,165.5375,25973840.0,1215173.0,14549208.0,7739936.0,2469522.0,162.1399,156747.0
350000,福建省,2009,1123,132.7706,19415838.4,1037871.8,10451313.1,6065581.2,1861072.3,130.06972,140349.91
350000,福建省,2008,1024,108.3558,15962268.7,945987.2,7665737.3,5696373.8,1654170.4,99.71906,129808.1
350000,福建省,2007,910,86.9463,13272364.7,860030.7,6207526.5,4651422.2,1553385.3,76.78071,145123.27
350000,福建省,2006,862,68.2819,9729708.8,531051.4,4224607.2,3553466.8,1420583.4,55.47089,140992.29
350000,福建省,2005,807,61.431,7352151.8,403327.9,3236741.1,2661249.5,1050833.3,40.27355,119046.99
350000,福建省,2004,,,,,,,,,
350000,福建省,2003,,,,,,,,,
350000,福建省,2002,,,,,,,,,
350000,福建省,2001,,,,,,,,,
350000,福建省,2000,,,,,,,,,
360000,江西省,2019,,,,,,,,,
360000,江西省,2018,,,,,,,,,
360000,江西省,2017,,,,,,,,,
360000,江西省,2016,,,,,,,,,
360000,江西省,2015,,,,,,,,,
360000,江西省,2014,,,,,,,,,
360000,江西省,2013,1281,117.0104,31769442.7,559329.8,16806104.4,9626830.1,4777178.4,,322032.55134038
360000,江西省,2012,1174,101.5481,25827809.9,337236.7,14001169.6,7491127.2,3998276.4,172.21124,276791.87729675
360000,江西省,2011,996,80.2385,19195224.0,225644.3,10259646.7,5285442.8,3424490.2,117.36192,244164.34313626
360000,江西省,2010,922,79.4916,15279360.0,170490.0,7945184.0,4187301.0,2976385.0,104.4861,183122.0
360000,江西省,2009,914,70.6788,11853294.0,139221.6,6258798.9,3048928.5,2406345.0,78.7829,162871.88
360000,江西省,2008,936,59.8155,9245790.9,107253.2,4327923.7,2536401.0,2274213.0,74.77214,148949.8
360000,江西省,2007,812,56.4803,6929096.6,,3411631.0,1750127.5,1767338.1,41.45687,120863.36
360000,江西省,2006,808,56.0408,5813398.3,,3009710.4,1328383.4,1475304.5,31.16474,103759.73
360000,江西省,2005,817,54.4667,4889529.3,613.4,2303832.5,1233227.4,1351856.0,26.75327,87971.71
360000,江西省,2004,,,,,,,,,
360000,江西省,2003,,,,,,,,,
360000,江西省,2002,,,,,,,,,
360000,江西省,2001,,,,,,,,,
360000,江西省,2000,,,,,,,,,
370000,山东省,2019,,,,,,,,,
370000,山东省,2018,,,,,,,,,
370000,山东省,2017,,,,,,,,,
370000,山东省,2016,,,,,,,,,
370000,山东省,2015,,,,,,,,,
370000,山东省,2014,,,,,,,,,
370000,山东省,2013,3807,261.3286,75206011.7,8732161.7,36596327.4,17932635.8,11944886.8,,277746.32671067
370000,山东省,2012,3743,253.7227,65676765.2,7187587.7,31964339.7,16072973.1,10451864.7,483.51687,231283.74151572
370000,山东省,2011,3704,245.206,58246095.7,6414498.0,28101271.9,13717062.4,10013263.4,432.2157,208461.77360071
370000,山东省,2010,3784,278.7203,49026145.0,5226521.0,21412524.0,12495024.0,9892076.0,390.1099,160001.0
370000,山东省,2009,3808,245.8861,40516316.7,4724481.6,16497592.4,10517647.9,8776594.8,305.08202,149225.65
370000,山东省,2008,3907,234.5882,33620038.4,3594121.6,12790736.2,9408183.7,7826996.9,256.76293,127129.0
370000,山东省,2007,3432,240.6844,29147116.8,3702494.2,10727368.3,7185107.6,7532146.7,187.69985,113668.77
370000,山东省,2006,3357,230.4616,24702620.6,2436375.8,8653377.3,6362458.8,7250408.7,163.99215,98486.82
370000,山东省,2005,3347,216.1558,21840279.9,1488223.8,8102685.6,5839661.2,6409709.3,135.77999,91639.36
370000,山东省,2004,,,,,,,,,
370000,山东省,2003,,,,,,,,,
370000,山东省,2002,,,,,,,,,
370000,山东省,2001,,,,,,,,,
370000,山东省,2000,,,,,,,,,
410000,河南省,2019,,,,,,,,,
410000,河南省,2018,,,,,,,,,
410000,河南省,2017,,,,,,,,,
410000,河南省,2016,,,,,,,,,
410000,河南省,2015,,,,,,,,,
410000,河南省,2014,,,,,,,,,
410000,河南省,2013,2412,215.4419,63732244.0,15726607.3,23509355.0,14253750.4,10242531.3,,306482.52394596
410000,河南省,2012,2178,199.4929,54309030.9,13026138.2,20193899.5,12509894.9,8579098.3,376.29664,292031.76701999
410000,河南省,2011,2122,202.0962,47446763.2,11635089.3,17336089.1,11045129.2,7430455.6,323.7397,226014.78127946
410000,河南省,2010,2091,205.5356,39147121.0,9259035.0,13994470.0,9673909.0,6219708.0,275.0417,186428.0
410000,河南省,2009,2015,197.2261,32201197.3,8118499.7,10441631.9,8224775.4,5416290.3,212.97021,166153.42
410000,河南省,2008,1919,173.9919,25194889.0,5529532.9,8482562.2,6882300.7,4300493.2,166.69103,141944.48
410000,河南省,2007,1671,157.0926,19192927.2,3942970.0,6208045.9,5096536.1,3945375.2,114.23164,123611.77
410000,河南省,2006,1542,127.7278,13797492.8,1466137.6,6363379.1,3404321.7,2563654.4,77.51647,108187.2
410000,河南省,2005,1451,109.3627,9332164.0,436616.9,4460937.3,2379713.3,2054896.5,53.73801,83261.56
410000,河南省,2004,,,,,,,,,
410000,河南省,2003,,,,,,,,,
410000,河南省,2002,,,,,,,,,
410000,河南省,2001,,,,,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,,,,,,,,,
420000,湖北省,2018,,,,,,,,,
420000,湖北省,2017,,,,,,,,,
420000,湖北省,2016,,,,,,,,,
420000,湖北省,2015,,,,,,,,,
420000,湖北省,2014,,,,,,,,,
420000,湖北省,2013,1925,161.2921,77375348.4,21294810.1,33752458.1,15773126.6,6554953.6,,497694.04448641
420000,湖北省,2012,1669,156.0367,64966333.1,21388595.8,25559726.3,13270500.9,4747510.1,491.69609,412404.53029443
420000,湖北省,2011,1542,129.8619,52082738.9,18461317.1,19952318.5,9814731.9,3854371.4,405.57432,258342.69032303
420000,湖北省,2010,1582,138.2434,39413776.0,13376224.0,14901494.0,8132149.0,3003908.0,303.2957,277591.0
420000,湖北省,2009,1507,124.4632,30468409.1,9965717.0,11037559.7,6691987.6,2773144.8,218.80954,245041.88
420000,湖北省,2008,1555,114.6299,23094867.8,6080701.7,8985128.5,5810075.1,2218962.5,164.6356,201067.79
420000,湖北省,2007,1386,103.5058,18006070.3,5710878.5,5629456.8,4443551.7,2222183.3,125.72981,176081.78
420000,湖北省,2006,1323,97.8475,14040766.2,2928744.0,5526996.1,3434431.8,2150594.3,84.3952,149500.75
420000,湖北省,2005,1272,94.367,11523251.9,2883935.1,3999503.6,2689269.5,1950543.7,61.47737,128013.09
420000,湖北省,2004,,,,,,,,,
420000,湖北省,2003,,,,,,,,,
420000,湖北省,2002,,,,,,,,,
420000,湖北省,2001,,,,,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,,,,,,,,,
430000,湖南省,2018,,,,,,,,,
430000,湖南省,2017,,,,,,,,,
430000,湖南省,2016,,,,,,,,,
430000,湖南省,2015,,,,,,,,,
430000,湖南省,2014,,,,,,,,,
430000,湖南省,2013,1460,125.9843,49407063.7,10688070.3,20374599.8,10356270.8,7988122.8,,269540.7589379
430000,湖南省,2012,1395,109.4582,41330840.1,9127803.8,17414753.5,8617613.2,6170669.6,285.22637,281611.9904446
430000,湖南省,2011,1363,97.1113,36654759.3,8444026.2,16093960.8,6467476.1,5649296.2,246.86305,240444.69145407
430000,湖南省,2010,1337,139.6901,29381128.0,6642038.0,12868422.0,5319638.0,4551030.0,209.462,194019.0
430000,湖南省,2009,1335,133.859,23234734.4,4727511.2,10038297.8,4595873.1,3873052.3,164.42416,171031.64
430000,湖南省,2008,1378,128.3369,19659342.0,3223864.9,8533671.2,4515106.7,3386699.2,183.46791,143257.5
430000,湖南省,2007,1302,122.0754,16921435.1,3308422.8,6970718.9,3550313.5,3091979.9,110.93,138681.65
430000,湖南省,2006,1296,117.0338,13510761.0,2582455.4,5447054.3,2963313.0,2517938.3,83.4398,116765.2
430000,湖南省,2005,1303,110.3072,11302998.6,1402411.9,4841998.9,2615202.8,2443385.0,67.10035,105309.24
430000,湖南省,2004,,,,,,,,,
430000,湖南省,2003,,,,,,,,,
430000,湖南省,2002,,,,,,,,,
430000,湖南省,2001,,,,,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,,,,,,,,,
440000,广东省,2018,,,,,,,,,
440000,广东省,2017,,,,,,,,,
440000,广东省,2016,,,,,,,,,
440000,广东省,2015,,,,,,,,,
440000,广东省,2014,,,,,,,,,
440000,广东省,2013,2497,156.7685,59494555.8,8281928.0,34214838.4,8877762.1,8120027.30000001,,381706.65949805
