省份编码,省份,年份,专业承包建筑业企业利润总额(万元),一级专业承包建筑业企业利润总额(万元),二级专业承包建筑业企业利润总额(万元),三级及以下专业承包建筑业企业利润总额(万元)
140000,山西省,2002,,,,
140000,山西省,2001,,,,
140000,山西省,2000,,,,
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,,,,
150000,内蒙古自治区,2017,,,,
150000,内蒙古自治区,2016,41927,11565.0,16945.0,13451.0
150000,内蒙古自治区,2015,,,,
150000,内蒙古自治区,2014,,,,
150000,内蒙古自治区,2013,,,,
150000,内蒙古自治区,2012,25906.5,5011.1,4287.0,16608.4
150000,内蒙古自治区,2011,43947.4,6145.4,10987.4,26814.6
150000,内蒙古自治区,2010,31317,6970.0,8757.0,15590.0
150000,内蒙古自治区,2009,31083.9,6082.5,10828.8,14172.6
150000,内蒙古自治区,2008,15589.2,1245.2,4642.5,9701.5
150000,内蒙古自治区,2007,12128.2,651.0,1716.9,9760.3
150000,内蒙古自治区,2006,11745.3,447.2,3403.5,7894.6
150000,内蒙古自治区,2005,132.5,-3095.6,-360.0,3588.1
150000,内蒙古自治区,2004,,,,
150000,内蒙古自治区,2003,,,,
150000,内蒙古自治区,2002,,,,
150000,内蒙古自治区,2001,,,,
150000,内蒙古自治区,2000,,,,
210000,辽宁省,2019,,,,
210000,辽宁省,2018,,,,
210000,辽宁省,2017,,,,
210000,辽宁省,2016,,,,
210000,辽宁省,2015,,,,
210000,辽宁省,2014,,,,
210000,辽宁省,2013,,,,
210000,辽宁省,2012,603375.8,158320.3,179016.8,266038.7
210000,辽宁省,2011,546089,137526.5,162916.4,245646.1
210000,辽宁省,2010,386467,80488.0,129028.0,176950.0
210000,辽宁省,2009,221943,50629.2,78884.7,92429.1
210000,辽宁省,2008,255364.8,118314.7,55446.1,81604.0
210000,辽宁省,2007,160468.4,67075.8,42901.1,50491.5
210000,辽宁省,2006,120542.2,41149.0,37377.6,42015.6
210000,辽宁省,2005,118006.9,40549.7,30781.9,46675.3
210000,辽宁省,2004,,,,
210000,辽宁省,2003,,,,
210000,辽宁省,2002,,,,
210000,辽宁省,2001,,,,
210000,辽宁省,2000,,,,
220000,吉林省,2019,,,,
220000,吉林省,2018,,,,
220000,吉林省,2017,,,,
220000,吉林省,2016,,,,
220000,吉林省,2015,,,,
220000,吉林省,2014,,,,
220000,吉林省,2013,,,,
220000,吉林省,2012,144416.1,52079.8,36190.1,56146.2
220000,吉林省,2011,92492.8,27533.1,16298.3,48661.4
220000,吉林省,2010,82250,33724.0,13621.0,34905.0
220000,吉林省,2009,65664.2,8167.0,15134.7,42362.5
220000,吉林省,2008,72538.5,10005.5,19503.0,43030.0
220000,吉林省,2007,14937.3,2787.2,7548.7,4601.4
220000,吉林省,2006,15423.3,1902.0,4372.4,9148.9
220000,吉林省,2005,4765.7,-264.8,2466.3,2564.2
220000,吉林省,2004,,,,
220000,吉林省,2003,,,,
220000,吉林省,2002,,,,
220000,吉林省,2001,,,,
220000,吉林省,2000,,,,
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,,,,
230000,黑龙江省,2017,,,,
230000,黑龙江省,2016,,,,
230000,黑龙江省,2015,,,,
230000,黑龙江省,2014,,,,
230000,黑龙江省,2013,,,,
230000,黑龙江省,2012,114653.2,12000.5,33205.3,69447.4
230000,黑龙江省,2011,102093.3,10921.3,39218.3,51953.7
230000,黑龙江省,2010,68555,12245.0,17957.0,38354.0
230000,黑龙江省,2009,71191.4,9695.9,25110.1,36385.4
230000,黑龙江省,2008,65553.4,7525.2,31758.8,26269.4
230000,黑龙江省,2007,34773.6,2930.9,12362.1,19480.6
230000,黑龙江省,2006,17370.4,3570.7,5031.0,8768.7
230000,黑龙江省,2005,26239.2,3175.5,5764.2,17299.5
230000,黑龙江省,2004,,,,
230000,黑龙江省,2003,,,,
230000,黑龙江省,2002,,,,
230000,黑龙江省,2001,,,,
230000,黑龙江省,2000,,,,
310000,上海市,2019,,,,
310000,上海市,2018,,,,
310000,上海市,2017,,,,
310000,上海市,2016,,,,
310000,上海市,2015,,,,
310000,上海市,2014,,,,
310000,上海市,2013,,,,
310000,上海市,2012,343415,170144.9,58042.6,115227.5
310000,上海市,2011,356056.7,167269.8,64400.1,124386.8
310000,上海市,2010,315951,144594.0,58875.0,112482.0
310000,上海市,2009,301822.9,91295.7,73260.2,137267.0
310000,上海市,2008,261952.5,88983.8,58179.3,114789.4
310000,上海市,2007,176570.4,54387.2,40614.4,81568.8
310000,上海市,2006,302185.3,69101.7,83151.2,149932.4
310000,上海市,2005,184850.6,46330.6,51364.9,87155.1
310000,上海市,2004,,,,
310000,上海市,2003,,,,
310000,上海市,2002,,,,
310000,上海市,2001,,,,
310000,上海市,2000,,,,
320000,江苏省,2019,,,,
320000,江苏省,2018,,,,
320000,江苏省,2017,,,,
320000,江苏省,2016,,,,
320000,江苏省,2015,,,,
320000,江苏省,2014,,,,
320000,江苏省,2013,,,,
320000,江苏省,2012,1098797.3,501320.3,275736.0,321741.0
320000,江苏省,2011,910102.2,350019.7,212620.4,347462.1
320000,江苏省,2010,851394,271201.0,218707.0,361486.0
320000,江苏省,2009,756639.6,220115.1,209088.3,327436.2
320000,江苏省,2008,712088.9,177514.5,236773.4,297801.0
320000,江苏省,2007,442776.6,111693.4,171475.7,159607.5
320000,江苏省,2006,286293.2,66505.1,104651.2,115136.9
320000,江苏省,2005,253510.9,59686.5,81216.3,112608.1
320000,江苏省,2004,,,,
320000,江苏省,2003,,,,
320000,江苏省,2002,,,,
320000,江苏省,2001,,,,
320000,江苏省,2000,,,,
330000,浙江省,2019,,,,
330000,浙江省,2018,,,,
330000,浙江省,2017,,,,
330000,浙江省,2016,,,,
330000,浙江省,2015,,,,
330000,浙江省,2014,,,,
330000,浙江省,2013,,,,
330000,浙江省,2012,611996.5,333039.1,89142.4,189815.0
330000,浙江省,2011,643052.6,306001.9,105704.7,231346.0
330000,浙江省,2010,630230,241845.0,107733.0,280652.0
330000,浙江省,2009,428772.2,136133.8,77417.2,215221.2
330000,浙江省,2008,353409.8,96781.5,73908.8,182719.5
330000,浙江省,2007,334173.3,101594.9,90467.5,142110.9
330000,浙江省,2006,277618.9,69360.8,69511.0,138747.1
330000,浙江省,2005,260067.1,60524.4,69904.0,129638.7
330000,浙江省,2004,,,,
330000,浙江省,2003,,,,
330000,浙江省,2002,,,,
330000,浙江省,2001,,,,
330000,浙江省,2000,,,,
340000,安徽省,2019,,,,
340000,安徽省,2018,,,,
340000,安徽省,2017,,,,
340000,安徽省,2016,,,,
340000,安徽省,2015,,,,
340000,安徽省,2014,,,,
340000,安徽省,2013,,,,
340000,安徽省,2012,243749.8,90706.7,77257.5,75785.6
340000,安徽省,2011,239253.1,77559.6,62932.6,98760.900000001
340000,安徽省,2010,211143,66408.0,54645.0,90090.0
340000,安徽省,2009,167137.3,49724.5,59843.9,57568.9
340000,安徽省,2008,120103.2,24668.9,51211.2,44223.1
340000,安徽省,2007,73696.3,19381.8,27560.9,26753.6
340000,安徽省,2006,56432.4,19751.7,15686.3,20994.4
340000,安徽省,2005,44507.2,12971.5,17361.4,14174.3
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,,,,
350000,福建省,2018,,,,
350000,福建省,2017,,,,
350000,福建省,2016,,,,
350000,福建省,2015,,,,
350000,福建省,2014,,,,
350000,福建省,2013,,,,
350000,福建省,2012,223051.6,91423.1,73355.7,58272.8
350000,福建省,2011,192351.4,76692.8,53666.6,61992.0
350000,福建省,2010,164858,54439.0,45780.0,64639.0
350000,福建省,2009,154996.9,44078.1,54725.5,56193.3
350000,福建省,2008,131286.8,41175.7,50371.0,39740.1
350000,福建省,2007,92646.1,28662.3,33434.1,30549.7
350000,福建省,2006,84844.8,24926.5,29142.7,30775.6
350000,福建省,2005,57193.4,15050.3,21597.8,20545.3
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,,,,
360000,江西省,2018,,,,
360000,江西省,2017,,,,
360000,江西省,2016,,,,
360000,江西省,2015,,,,
360000,江西省,2014,,,,
360000,江西省,2013,,,,
360000,江西省,2012,95679.5,35474.4,33610.1,26595.0
360000,江西省,2011,62241,16261.6,27984.5,17994.9
360000,江西省,2010,55328,19713.0,17196.0,18419.0
360000,江西省,2009,66860.1,23033.2,23226.0,20600.9
360000,江西省,2008,58536.8,24970.9,14544.1,19021.8
360000,江西省,2007,23001.1,15619.2,2092.7,5289.2
360000,江西省,2006,25290.7,19147.0,2942.8,3200.9
360000,江西省,2005,59893.4,50896.8,3379.0,5617.6
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,,,,
370000,山东省,2018,,,,
370000,山东省,2017,,,,
370000,山东省,2016,,,,
370000,山东省,2015,,,,
370000,山东省,2014,,,,
370000,山东省,2013,,,,
370000,山东省,2012,445866.2,121935.4,154608.5,169322.3
370000,山东省,2011,447200.8,102701.2,162027.4,182472.2
370000,山东省,2010,433034,80516.0,151221.0,201296.0
370000,山东省,2009,396655.5,51191.6,159664.6,185799.3
370000,山东省,2008,324165.6,30910.5,130702.1,162553.0
370000,山东省,2007,224851.5,21254.7,77847.6,125749.2
370000,山东省,2006,187288,25688.0,76232.4,85367.6
370000,山东省,2005,198334.5,12920.6,78665.7,106748.2
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,,,,
410000,河南省,2018,,,,
410000,河南省,2017,,,,
410000,河南省,2016,,,,
410000,河南省,2015,,,,
410000,河南省,2014,,,,
410000,河南省,2013,,,,
410000,河南省,2012,396434,118135.7,147175.3,131123.0
410000,河南省,2011,367914.4,107733.6,131532.6,128648.2
410000,河南省,2010,295431,84665.0,110743.0,100023.0
410000,河南省,2009,201604.8,51506.8,83150.1,66947.9
410000,河南省,2008,139815.4,25706.8,59405.1,54703.5
410000,河南省,2007,91906.8,24978.0,40952.2,25976.6
410000,河南省,2006,52732.1,17246.7,17768.2,17717.2
410000,河南省,2005,39834.1,9487.0,15922.6,14424.5
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,,,,
420000,湖北省,2018,,,,
420000,湖北省,2017,,,,
420000,湖北省,2016,,,,
420000,湖北省,2015,,,,
420000,湖北省,2014,,,,
420000,湖北省,2013,,,,
420000,湖北省,2012,204846.4,81253.3,73904.9,49688.2
420000,湖北省,2011,153866,48962.6,66552.5,38350.9
420000,湖北省,2010,175017,50769.0,85787.0,38461.0
420000,湖北省,2009,141536.8,31729.2,77197.8,32609.8
420000,湖北省,2008,127218.2,32962.1,64096.3,30159.8
420000,湖北省,2007,108403,25045.3,60783.4,22574.3
420000,湖北省,2006,77389.2,15846.7,48238.8,13303.7
420000,湖北省,2005,57202.3,15454.0,35402.5,6345.8
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,,,,
430000,湖南省,2018,,,,
430000,湖南省,2017,,,,
430000,湖南省,2016,,,,
430000,湖南省,2015,,,,
430000,湖南省,2014,,,,
430000,湖南省,2013,,,,
430000,湖南省,2012,115549.3,18178.1,42987.4,54383.8
430000,湖南省,2011,93248.1,13051.9,35330.3,44865.9
430000,湖南省,2010,105628,12675.0,43876.0,49077.0
430000,湖南省,2009,87133.3,15793.7,30872.3,40467.3
430000,湖南省,2008,125135,20725.6,59126.3,45283.1
430000,湖南省,2007,60392.7,8760.6,33890.9,17741.2
430000,湖南省,2006,40384.4,5982.1,19384.5,15017.8
430000,湖南省,2005,29919.7,5208.2,12239.0,12472.5
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,,,,
440000,广东省,2018,,,,
440000,广东省,2017,,,,
440000,广东省,2016,,,,
440000,广东省,2015,,,,
440000,广东省,2014,,,,
440000,广东省,2013,,,,
440000,广东省,2012,905997.9,635581.4,75019.6,195396.9
440000,广东省,2011,741547.4,445254.1,104600.9,191692.4
440000,广东省,2010,526283,278022.0,81700.0,166562.0
440000,广东省,2009,426685.3,157997.0,58771.0,209917.3
440000,广东省,2008,398811.6,144320.9,82799.4,171691.3
440000,广东省,2007,292065.5,112597.6,61678.4,117789.5
440000,广东省,2006,222871.9,93843.6,51726.0,77302.3
440000,广东省,2005,206963.4,71752.4,52244.8,82966.2
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,,,,
450000,广西壮族自治区,2017,,,,
450000,广西壮族自治区,2016,,,,
450000,广西壮族自治区,2015,,,,
450000,广西壮族自治区,2014,,,,
450000,广西壮族自治区,2013,,,,
450000,广西壮族自治区,2012,18277.8,6778.8,8558.9,2940.1
450000,广西壮族自治区,2011,22074.6,9400.1,5391.2,7283.3
450000,广西壮族自治区,2010,27705,8453.0,9181.0,10070.0
450000,广西壮族自治区,2009,23827.3,2315.4,11301.4,10210.5
450000,广西壮族自治区,2008,16318.8,2591.4,5965.4,7762.0
450000,广西壮族自治区,2007,21788.3,1699.2,9138.8,10950.3
450000,广西壮族自治区,2006,19045.8,534.2,8561.1,9950.5
450000,广西壮族自治区,2005,20947.5,1025.7,10507.8,9414.0
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,,,,
460000,海南省,2018,,,,
460000,海南省,2017,,,,
460000,海南省,2016,,,,
460000,海南省,2015,,,,
460000,海南省,2014,,,,
460000,海南省,2013,,,,
460000,海南省,2012,4000.2,3297.3,-195.0,897.9
460000,海南省,2011,4281.9,4602.1,-1820.0,1499.8
460000,海南省,2010,2186,1156.0,517.0,513.0
460000,海南省,2009,5135.2,2419.3,1742.7,973.2
460000,海南省,2008,5250.6,2756.7,1735.2,758.7
460000,海南省,2007,-717,-827.2,276.9,-166.7
460000,海南省,2006,-504.8,-1076.7,324.4,247.5
460000,海南省,2005,-890.5,-1288.7,169.8,228.4
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,,,,
500000,重庆市,2018,,,,
500000,重庆市,2017,,,,
500000,重庆市,2016,,,,
500000,重庆市,2015,,,,
500000,重庆市,2014,,,,
500000,重庆市,2013,,,,
500000,重庆市,2012,115896.6,60368.3,36573.6,18954.7
500000,重庆市,2011,144219.9,60732.7,39515.2,43972.0
500000,重庆市,2010,167820,56458.0,46775.0,64588.0
500000,重庆市,2009,133839.8,50498.6,31327.8,52013.4
500000,重庆市,2008,98172.3,28144.3,18538.8,51489.2
500000,重庆市,2007,56605.1,15158.1,14087.5,27359.5
500000,重庆市,2006,50593.6,10606.6,23096.4,16890.6
500000,重庆市,2005,25561.4,7445.7,8339.4,9776.3
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,,,,
510000,四川省,2018,,,,
510000,四川省,2017,,,,
510000,四川省,2016,,,,
510000,四川省,2015,,,,
510000,四川省,2014,,,,
510000,四川省,2013,,,,
510000,四川省,2012,230638.5,43852.2,71164.1,115622.2
510000,四川省,2011,191521.4,56598.0,68310.0,66613.4
510000,四川省,2010,194902,89014.0,37690.0,68198.0
510000,四川省,2009,147545.3,57555.2,38573.6,51416.5
510000,四川省,2008,115046.6,49710.1,32394.5,32942.0
510000,四川省,2007,54161.8,8429.5,14786.2,30946.1
510000,四川省,2006,49746,7970.9,20092.2,21682.9
510000,四川省,2005,39352.6,11052.7,13293.7,15006.2
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,,,,
520000,贵州省,2018,,,,
520000,贵州省,2017,,,,
520000,贵州省,2016,,,,
520000,贵州省,2015,,,,
520000,贵州省,2014,,,,
520000,贵州省,2013,,,,
520000,贵州省,2012,24690.3,15537.6,3987.5,5165.2
520000,贵州省,2011,21516.6,14991.0,2538.7,3986.9
520000,贵州省,2010,10341,5756.0,1026.0,3559.0
520000,贵州省,2009,9606,276.8,1203.5,8125.7
520000,贵州省,2008,3682.3,12.8,1668.6,2000.9
520000,贵州省,2007,2650.3,460.0,472.3,1718.0
520000,贵州省,2006,5374.1,-177.2,2057.3,3494.0
520000,贵州省,2005,2728.2,121.0,647.7,1959.5
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,,,,
530000,云南省,2018,,,,
530000,云南省,2017,,,,
530000,云南省,2016,,,,
530000,云南省,2015,,,,
530000,云南省,2014,,,,
530000,云南省,2013,,,,
530000,云南省,2012,69255.8,20053.0,15872.3,33330.5
530000,云南省,2011,78374.6,14933.7,23321.9,40119.0
530000,云南省,2010,66296,6928.0,20376.0,38992.0
530000,云南省,2009,64868.3,6507.4,25753.2,32607.7
530000,云南省,2008,30819.1,3312.8,13948.0,13558.3
530000,云南省,2007,27188,1825.7,12578.9,12783.4
530000,云南省,2006,31231.2,1163.6,20681.0,9386.6
530000,云南省,2005,21295.2,1901.3,11579.0,7814.9
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,,,,
540000,西藏自治区,2017,,,,
540000,西藏自治区,2016,,,,
540000,西藏自治区,2015,,,,
540000,西藏自治区,2014,,,,
540000,西藏自治区,2013,,,,
540000,西藏自治区,2012,1293.3,112.3,836.3,344.7
540000,西藏自治区,2011,223.3,13.5,220.3,-10.5
540000,西藏自治区,2010,6525,380.0,4420.0,1725.0
540000,西藏自治区,2009,1307.3,199.6,898.2,209.5
540000,西藏自治区,2008,738.4,978.8,-1094.7,854.3
540000,西藏自治区,2007,1050.9,823.3,184.3,43.3
540000,西藏自治区,2006,5213.2,1266.7,340.7,3605.8
540000,西藏自治区,2005,2143.4,,28.3,2115.1
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,,,,
610000,陕西省,2018,,,,
610000,陕西省,2017,,,,
610000,陕西省,2016,,,,
610000,陕西省,2015,,,,
610000,陕西省,2014,,,,
610000,陕西省,2013,,,,
610000,陕西省,2012,98805.8,36179.0,43024.9,19601.9
610000,陕西省,2011,83871.7,30557.2,40000.4,13314.1
610000,陕西省,2010,19659,9703.0,6168.0,3788.0
610000,陕西省,2009,28277.8,12532.6,10525.1,5220.1
610000,陕西省,2008,67996.5,9171.9,17715.0,41109.6
610000,陕西省,2007,31313.6,6501.8,20241.4,4570.4
610000,陕西省,2006,10080.7,3514.7,4389.9,2176.1
610000,陕西省,2005,5711,1180.4,3262.6,1268.0
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,,,,
620000,甘肃省,2018,,,,
620000,甘肃省,2017,,,,
620000,甘肃省,2016,,,,
620000,甘肃省,2015,,,,
620000,甘肃省,2014,,,,
620000,甘肃省,2013,,,,
620000,甘肃省,2012,41813.6,14619.0,10361.3,16833.3
620000,甘肃省,2011,33014,15397.9,4916.9,12699.2
620000,甘肃省,2010,49523,19308.0,4901.0,25314.0
620000,甘肃省,2009,34449.4,13676.4,2772.5,18000.5
620000,甘肃省,2008,30125.7,17716.1,3913.4,8496.2
620000,甘肃省,2007,27488.2,592.9,11075.3,15820.0
620000,甘肃省,2006,6266.6,994.5,-329.7,5601.8
620000,甘肃省,2005,10696,-3285.3,12729.1,1252.2
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,,,,
630000,青海省,2018,,,,
630000,青海省,2017,,,,
630000,青海省,2016,,,,
630000,青海省,2015,,,,
630000,青海省,2014,,,,
630000,青海省,2013,,,,
630000,青海省,2012,21627,3927.0,2510.8,15189.2
630000,青海省,2011,11646.4,5477.2,1486.9,4682.3
630000,青海省,2010,7785,124.0,2834.0,4827.0
630000,青海省,2009,17956.3,73.4,15844.1,2038.8
630000,青海省,2008,905.8,58.7,64.9,782.2
630000,青海省,2007,-2144.2,-2956.2,-480.5,1292.5
630000,青海省,2006,53.4,-910.0,1001.9,-38.5
630000,青海省,2005,-755.9,-904.5,-169.3,317.9
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,,,,
640000,宁夏回族自治区,2017,,,,
640000,宁夏回族自治区,2016,,,,
640000,宁夏回族自治区,2015,,,,
640000,宁夏回族自治区,2014,,,,
640000,宁夏回族自治区,2013,,,,
640000,宁夏回族自治区,2012,19545.5,3673.9,11390.3,4481.3
640000,宁夏回族自治区,2011,23727.8,3182.4,15754.4,4791.0
640000,宁夏回族自治区,2010,20398,3621.0,13877.0,2900.0
640000,宁夏回族自治区,2009,16091.6,1622.7,9249.0,5219.9
640000,宁夏回族自治区,2008,7493.4,1008.9,2981.3,3503.2
640000,宁夏回族自治区,2007,7392.5,211.0,5233.8,1947.7
640000,宁夏回族自治区,2006,7985.1,346.5,4434.7,3203.9
640000,宁夏回族自治区,2005,5530.7,490.7,912.6,4127.4
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,,,,
650000,新疆维吾尔自治区,2017,,,,
650000,新疆维吾尔自治区,2016,,,,
650000,新疆维吾尔自治区,2015,,,,
650000,新疆维吾尔自治区,2014,,,,
650000,新疆维吾尔自治区,2013,,,,
650000,新疆维吾尔自治区,2012,50305.1,6338.9,26773.0,17193.2
650000,新疆维吾尔自治区,2011,17654.4,5719.5,2493.5,9441.4
650000,新疆维吾尔自治区,2010,27790,4810.0,8801.0,14179.0
650000,新疆维吾尔自治区,2009,20261.1,5826.1,6539.5,7895.5
650000,新疆维吾尔自治区,2008,17656.5,5173.5,5718.6,6764.4
650000,新疆维吾尔自治区,2007,13373.1,2825.9,8079.5,2467.7
650000,新疆维吾尔自治区,2006,11101.6,4121.8,3087.8,3892.0
650000,新疆维吾尔自治区,2005,9432,1979.3,3605.4,3847.3
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
