省份编码,省份,年份,总承包建筑业企业利润总额(万元),特级总承包建筑业企业利润总额(万元),一级总承包建筑业企业利润总额(万元),二级总承包建筑业企业利润总额(万元),三级及以下总承包建筑业企业利润总额(万元)
140000,山西省,2010,414625.0,114337.0,183551.0,65216.0,51521.0
140000,山西省,2009,251250.2,57184.2,113386.1,43698.8,36981.1
140000,山西省,2008,182301.6,42738.7,70547.9,32818.6,36196.4
140000,山西省,2007,162116.2,40462.5,75614.0,22447.0,23592.7
140000,山西省,2006,72481.8,13775.0,22764.2,21046.8,14895.8
140000,山西省,2005,78148.2,27217.9,23840.9,13348.2,13741.2
140000,山西省,2004,,,,,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,,,,,
150000,内蒙古自治区,2016,567607.0,1243.0,170297.0,156672.0,239396.0
150000,内蒙古自治区,2015,,,,,
150000,内蒙古自治区,2014,,,,,
150000,内蒙古自治区,2013,,,,,
150000,内蒙古自治区,2012,836283.4,5339.9,359367.5,269891.6,201684.4
150000,内蒙古自治区,2011,1009780.9,7101.4,448969.1,262073.9,291636.5
150000,内蒙古自治区,2010,795354.0,6020.0,255724.0,289121.0,244489.0
150000,内蒙古自治区,2009,712940.5,5282.2,199095.4,296760.1,211802.8
150000,内蒙古自治区,2008,519755.1,2958.0,176935.6,169173.7,170687.8
150000,内蒙古自治区,2007,341234.4,667.3,103324.1,129468.5,107774.5
150000,内蒙古自治区,2006,272474.4,60.6,107684.4,67293.3,97436.1
150000,内蒙古自治区,2005,162243.8,14.3,28758.8,78906.5,54564.2
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,,,,,
210000,辽宁省,2016,,,,,
210000,辽宁省,2015,,,,,
210000,辽宁省,2014,,,,,
210000,辽宁省,2013,,,,,
210000,辽宁省,2012,1957400.9,215852.4,495129.2,655695.5,590723.8
210000,辽宁省,2011,1697024.6,175798.2,428812.8,621139.4,471274.2
210000,辽宁省,2010,1353176.0,150884.0,419842.0,429132.0,353317.0
210000,辽宁省,2009,966948.0,131121.1,296370.2,315708.8,223747.9
210000,辽宁省,2008,628137.7,132368.0,188845.3,128530.1,178394.3
210000,辽宁省,2007,676378.2,165883.0,265896.2,135940.0,108659.0
210000,辽宁省,2006,461122.5,72739.0,223217.3,86103.2,79063.0
210000,辽宁省,2005,425856.4,29682.5,216210.1,77097.2,102866.6
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,,,,,
220000,吉林省,2016,,,,,
220000,吉林省,2015,,,,,
220000,吉林省,2014,,,,,
220000,吉林省,2013,,,,,
220000,吉林省,2012,600248.6,42902.0,126185.1,237600.8,193560.7
220000,吉林省,2011,797775.5,302485.3,54889.7,178294.1,262106.4
220000,吉林省,2010,378344.0,74498.0,37433.0,112922.0,153491.0
220000,吉林省,2009,321552.5,13990.2,14544.0,122558.7,170459.6
220000,吉林省,2008,339925.0,8574.1,48580.1,75767.4,207003.4
220000,吉林省,2007,87804.7,11851.1,4347.3,18577.5,53028.8
220000,吉林省,2006,59740.7,11867.0,5520.4,16893.9,25459.4
220000,吉林省,2005,20194.6,14998.2,-6467.3,3297.5,8366.2
220000,吉林省,2004,,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,,,,,
230000,黑龙江省,2016,,,,,
230000,黑龙江省,2015,,,,,
230000,黑龙江省,2014,,,,,
230000,黑龙江省,2013,,,,,
230000,黑龙江省,2012,503176.6,31622.2,98106.3,144852.3,228595.8
230000,黑龙江省,2011,487094.0,38014.2,88126.7,172916.7,188036.4
230000,黑龙江省,2010,496376.0,-8788.0,179563.0,136928.0,188673.0
230000,黑龙江省,2009,487011.1,9032.5,227227.9,110549.5,140201.2
230000,黑龙江省,2008,392106.6,39259.7,143159.8,124098.1,85589.0
230000,黑龙江省,2007,63254.9,7393.1,12815.8,15602.5,27443.5
230000,黑龙江省,2006,59270.7,6410.3,20248.7,15650.1,16961.6
230000,黑龙江省,2005,26102.7,3540.4,4309.4,10219.8,8033.1
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,,,,,
310000,上海市,2016,,,,,
310000,上海市,2015,,,,,
310000,上海市,2014,,,,,
310000,上海市,2013,,,,,
310000,上海市,2012,1283450.2,392301.0,544026.0,278100.0,69023.2
310000,上海市,2011,1310817.2,397510.8,489824.2,274372.9,149109.3
310000,上海市,2010,1281926.0,379340.0,543697.0,212484.0,146406.0
310000,上海市,2009,1072857.4,371531.1,317564.7,219557.3,164204.3
310000,上海市,2008,911849.3,229878.4,301125.8,271793.5,109051.6
310000,上海市,2007,617566.1,159481.0,232889.6,147424.4,77771.1
310000,上海市,2006,731495.9,97224.0,263286.3,214918.2,156067.4
310000,上海市,2005,484279.5,53447.6,137722.6,140052.2,153057.1
310000,上海市,2004,,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,,,,,
320000,江苏省,2016,,,,,
320000,江苏省,2015,,,,,
320000,江苏省,2014,,,,,
320000,江苏省,2013,,,,,
320000,江苏省,2012,6174981.8,1394960.5,2268850.7,1419676.8,1091493.8
320000,江苏省,2011,5048548.9,1043684.6,1730218.4,1208046.4,1066599.5
320000,江苏省,2010,4114870.0,826074.0,1263720.0,1078930.0,946145.0
320000,江苏省,2009,3248788.7,619078.1,963822.8,800506.6,865381.2
320000,江苏省,2008,2864545.6,510744.2,860705.9,782004.6,711090.9
320000,江苏省,2007,1925935.1,458062.0,463845.4,568051.2,435976.5
320000,江苏省,2006,1356814.8,346336.0,344101.1,404449.4,261928.3
320000,江苏省,2005,865946.1,153785.0,299640.5,251058.8,161461.8
320000,江苏省,2004,,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,,,,,
330000,浙江省,2016,,,,,
330000,浙江省,2015,,,,,
330000,浙江省,2014,,,,,
330000,浙江省,2013,,,,,
330000,浙江省,2012,3984821.8,848776.0,1822563.9,851533.6,461948.3
330000,浙江省,2011,3472669.2,747799.8,1555424.7,768464.2,400980.5
330000,浙江省,2010,2851940.0,554782.0,1178246.0,748745.0,370167.0
330000,浙江省,2009,2315774.9,483285.4,859326.4,685095.4,288067.7
330000,浙江省,2008,1791777.7,421590.4,581766.0,552247.8,236173.5
330000,浙江省,2007,1553118.4,403759.1,464670.6,433534.0,251154.7
330000,浙江省,2006,1247789.9,306703.3,359874.3,354787.6,226424.7
330000,浙江省,2005,1064077.1,231056.5,362566.2,276284.5,194169.9
330000,浙江省,2004,,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,,,,,
340000,安徽省,2016,,,,,
340000,安徽省,2015,,,,,
340000,安徽省,2014,,,,,
340000,安徽省,2013,,,,,
340000,安徽省,2012,1265117.2,88390.5,598530.9,349607.5,228588.3
340000,安徽省,2011,1031994.4,130000.6,452361.3,294309.9,155322.6
340000,安徽省,2010,771327.0,133764.0,295358.0,219699.0,122505.0
340000,安徽省,2009,576955.6,68605.5,231408.8,170210.0,106731.3
340000,安徽省,2008,513260.0,129388.8,163086.9,119531.0,101253.3
340000,安徽省,2007,304556.5,56817.6,88826.4,80386.2,78526.3
340000,安徽省,2006,199038.4,35536.9,42108.1,60732.0,60661.4
340000,安徽省,2005,135806.8,9916.6,32366.3,43914.8,49609.1
340000,安徽省,2004,,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,,,,,
350000,福建省,2016,,,,,
350000,福建省,2015,,,,,
350000,福建省,2014,,,,,
350000,福建省,2013,,,,,
350000,福建省,2012,1289074.5,37240.4,615201.8,448914.6,187717.7
350000,福建省,2011,1072350.2,30532.8,506386.6,370258.2,165172.6
350000,福建省,2010,708630.0,32296.0,301255.0,278032.0,97047.0
350000,福建省,2009,501740.1,27692.3,204883.4,197825.5,71338.9
350000,福建省,2008,388292.3,36242.3,124277.4,163903.9,63868.7
350000,福建省,2007,282885.8,26005.8,115800.9,102257.5,38821.6
350000,福建省,2006,224036.6,29731.9,80587.6,75210.2,38506.9
350000,福建省,2005,139704.2,15700.5,37259.1,64475.0,22269.6
350000,福建省,2004,,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,,,,,
360000,江西省,2016,,,,,
360000,江西省,2015,,,,,
360000,江西省,2014,,,,,
360000,江西省,2013,,,,,
360000,江西省,2012,852361.7,19914.5,337355.8,266548.6,228542.8
360000,江西省,2011,561479.6,6710.0,159416.8,203974.2,191378.6
360000,江西省,2010,506573.0,638.0,143413.0,178250.0,184272.0
360000,江西省,2009,354315.8,936.6,104212.8,124023.0,125143.4
360000,江西省,2008,332458.2,318.6,85830.5,108332.0,137977.1
360000,江西省,2007,165501.3,,50288.7,58208.8,57003.8
360000,江西省,2006,109558.0,,39996.1,30348.7,39213.2
360000,江西省,2005,95773.4,-0.8,32418.5,26196.0,37159.7
360000,江西省,2004,,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,,,,,
370000,山东省,2016,,,,,
370000,山东省,2015,,,,,
370000,山东省,2014,,,,,
370000,山东省,2013,,,,,
370000,山东省,2012,2740989.0,229626.4,959848.7,843793.7,707720.2
370000,山东省,2011,2470522.3,185037.2,815443.7,751268.4,718773.0
370000,山东省,2010,2230934.0,118214.0,708965.0,704976.0,698780.0
370000,山东省,2009,1668459.6,103639.7,428799.8,528593.6,607426.5
370000,山东省,2008,1481137.5,88808.9,390804.0,501193.6,500331.0
370000,山东省,2007,965232.6,86314.0,240366.1,268596.4,369956.1
370000,山东省,2006,845248.0,56552.6,198272.3,258568.1,331855.0
370000,山东省,2005,669501.6,26876.2,153675.2,209324.6,279625.6
370000,山东省,2004,,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,,,,,
410000,河南省,2016,,,,,
410000,河南省,2015,,,,,
410000,河南省,2014,,,,,
410000,河南省,2013,,,,,
410000,河南省,2012,1932572.2,325765.3,489785.4,579098.4,537923.1
410000,河南省,2011,1632995.4,285847.7,434005.1,462711.8,450430.8
410000,河南省,2010,1319708.0,178248.0,362771.0,402356.0,376334.0
410000,河南省,2009,985577.9,148488.6,240813.6,312673.9,283601.8
410000,河南省,2008,796047.4,94325.5,188165.8,264328.6,249227.5
410000,河南省,2007,483031.9,65229.1,94300.0,162995.8,160507.0
410000,河南省,2006,318770.1,15587.2,91770.7,112172.9,99239.3
410000,河南省,2005,215821.2,8849.7,41093.8,73291.6,92586.1
410000,河南省,2004,,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,,,,,
420000,湖北省,2016,,,,,
420000,湖北省,2015,,,,,
420000,湖北省,2014,,,,,
420000,湖北省,2013,,,,,
420000,湖北省,2012,2580671.7,775611.7,913255.6,627413.9,264390.5
420000,湖北省,2011,2160771.3,812947.8,647886.4,520807.6,179129.5
420000,湖北省,2010,1633360.0,670289.0,413784.0,409799.0,139489.0
420000,湖北省,2009,1123941.8,509659.8,227428.4,260525.2,126328.4
420000,湖北省,2008,806811.2,230211.3,205342.4,252761.6,118495.9
420000,湖北省,2007,590434.4,257071.2,89431.3,155803.0,88128.9
420000,湖北省,2006,325988.7,73218.9,70360.3,103756.5,78653.0
420000,湖北省,2005,209191.8,35123.0,35178.6,70757.5,68132.7
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,,,,,
430000,湖南省,2016,,,,,
430000,湖南省,2015,,,,,
430000,湖南省,2014,,,,,
430000,湖南省,2013,,,,,
430000,湖南省,2012,1380937.3,320895.4,459961.7,344135.4,255944.8
430000,湖南省,2011,1154449.0,271216.0,411343.1,238327.6,233562.3
430000,湖南省,2010,942315.0,166068.0,364474.0,217577.0,194195.0
430000,湖南省,2009,758389.4,102920.3,298274.4,190894.4,166300.3
430000,湖南省,2008,996035.9,81734.3,451267.3,237918.5,225115.8
430000,湖南省,2007,485263.0,59630.2,196816.1,107050.9,121765.8
430000,湖南省,2006,336201.5,41798.2,135589.9,85076.1,73737.3
430000,湖南省,2005,257768.8,13532.7,109725.2,63251.8,71259.1
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,,,,,
440000,广东省,2016,,,,,
440000,广东省,2015,,,,,
440000,广东省,2014,,,,,
440000,广东省,2013,,,,,
440000,广东省,2012,1928590.2,273036.7,983630.7,335826.1,336096.7
440000,广东省,2011,1775320.7,251269.5,854431.9,386994.5,282624.8
440000,广东省,2010,1523108.0,255756.0,686494.0,341961.0,238898.0
440000,广东省,2009,1304963.0,165719.2,576040.2,310647.6,252556.0
440000,广东省,2008,1058079.6,171887.9,408635.5,222467.8,255088.4
440000,广东省,2007,1096489.1,69871.5,357158.2,448958.9,220500.5
440000,广东省,2006,678996.1,46476.4,183869.0,280904.8,167745.9
440000,广东省,2005,498860.8,38626.6,158856.3,150525.2,150852.7
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,,,,,
450000,广西壮族自治区,2016,,,,,
450000,广西壮族自治区,2015,,,,,
450000,广西壮族自治区,2014,,,,,
450000,广西壮族自治区,2013,,,,,
450000,广西壮族自治区,2012,324395.7,15465.6,136968.3,84751.1,87210.7
450000,广西壮族自治区,2011,240293.1,14084.2,90965.5,66395.4,68848.0
450000,广西壮族自治区,2010,229890.0,12703.0,67244.0,77116.0,72826.0
450000,广西壮族自治区,2009,173936.3,5795.4,56454.4,54433.4,57253.1
450000,广西壮族自治区,2008,136214.5,3984.6,45798.2,41620.5,44811.2
450000,广西壮族自治区,2007,104554.8,3055.2,33323.9,28466.3,39709.4
450000,广西壮族自治区,2006,85525.3,1994.0,27593.2,30428.3,25509.8
450000,广西壮族自治区,2005,46703.1,1385.9,6777.1,16392.4,22147.7
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,,,,,
460000,海南省,2016,,,,,
460000,海南省,2015,,,,,
460000,海南省,2014,,,,,
460000,海南省,2013,,,,,
460000,海南省,2012,100328.5,113.9,51644.8,34425.5,14144.3
460000,海南省,2011,60166.7,33.5,37550.3,12580.4,10002.5
460000,海南省,2010,45610.0,810.0,30426.0,10093.0,4281.0
460000,海南省,2009,50097.0,346.8,29000.6,16511.7,4237.9
460000,海南省,2008,51508.3,213.3,24882.2,20860.2,5552.6
460000,海南省,2007,15332.7,,5256.2,7532.2,2544.3
460000,海南省,2006,15486.9,,6937.3,6071.3,2478.3
460000,海南省,2005,26764.5,,18086.3,6284.9,2393.3
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,,,,,
500000,重庆市,2016,,,,,
500000,重庆市,2015,,,,,
500000,重庆市,2014,,,,,
500000,重庆市,2013,,,,,
500000,重庆市,2012,1511379.5,33398.2,571842.5,548895.5,357243.3
500000,重庆市,2011,1409210.8,33223.2,486320.7,500826.4,388840.5
500000,重庆市,2010,1034014.0,16789.0,396056.0,372072.0,249096.0
500000,重庆市,2009,845128.3,33586.2,348307.5,264717.4,198517.2
500000,重庆市,2008,793767.7,10508.3,350238.8,268233.8,164786.8
500000,重庆市,2007,329572.4,14647.3,132973.8,121512.2,60439.1
500000,重庆市,2006,232327.6,,86397.9,97224.0,48705.7
500000,重庆市,2005,173919.3,,60203.8,78448.0,35267.5
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,,,,,
510000,四川省,2016,,,,,
510000,四川省,2015,,,,,
510000,四川省,2014,,,,,
510000,四川省,2013,,,,,
510000,四川省,2012,1870711.8,495336.6,417566.7,637672.0,320136.5
510000,四川省,2011,1580379.8,213484.1,419650.1,643841.6,303404.0
510000,四川省,2010,1061111.0,126696.0,282992.0,416137.0,235287.0
510000,四川省,2009,803233.1,53661.2,240488.4,341812.7,167270.8
510000,四川省,2008,601250.8,30861.7,165877.9,268781.9,135729.3
510000,四川省,2007,412014.2,29186.2,86740.4,173394.7,122692.9
510000,四川省,2006,284924.1,12321.3,42191.9,140334.1,90076.8
510000,四川省,2005,237563.2,5510.1,36860.3,111357.0,83835.8
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,,,,,
520000,贵州省,2016,,,,,
520000,贵州省,2015,,,,,
520000,贵州省,2014,,,,,
520000,贵州省,2013,,,,,
520000,贵州省,2012,140034.4,1584.3,117091.9,19697.5,1660.7
520000,贵州省,2011,122403.2,2176.8,86423.1,14726.9,19076.4
520000,贵州省,2010,95294.0,3607.0,58654.0,20496.0,12538.0
520000,贵州省,2009,56725.3,1043.3,29292.6,15027.5,11361.9
520000,贵州省,2008,60842.6,593.2,25692.6,21909.8,12647.0
520000,贵州省,2007,39242.8,456.3,9725.1,17873.4,11188.0
520000,贵州省,2006,27614.7,408.0,6634.2,15216.3,5356.2
520000,贵州省,2005,35602.4,408.2,11860.9,15530.2,7803.1
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,,,,,
530000,云南省,2016,,,,,
530000,云南省,2015,,,,,
530000,云南省,2014,,,,,
530000,云南省,2013,,,,,
530000,云南省,2012,780084.6,74641.9,153132.2,320442.9,231867.6
530000,云南省,2011,540436.7,66936.0,114138.4,205986.2,153376.1
530000,云南省,2010,438955.0,55061.0,114337.0,157468.0,112089.0
530000,云南省,2009,321796.0,38794.0,66172.2,120674.0,96155.8
530000,云南省,2008,248287.1,41166.9,18121.2,92192.4,96806.6
530000,云南省,2007,239145.1,18525.6,37618.0,70399.3,112602.2
530000,云南省,2006,155752.5,12709.2,31435.6,55039.4,56568.3
530000,云南省,2005,166428.9,3758.4,31299.4,70339.1,61032.0
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,,,,,
540000,西藏自治区,2016,,,,,
540000,西藏自治区,2015,,,,,
540000,西藏自治区,2014,,,,,
540000,西藏自治区,2013,,,,,
540000,西藏自治区,2012,38420.2,99.6,3635.9,27957.5,6727.2
540000,西藏自治区,2011,57311.7,41.0,2929.1,48806.4,5535.2
540000,西藏自治区,2010,85005.0,1180.0,1617.0,70866.0,11343.0
540000,西藏自治区,2009,119392.3,500.2,36531.9,61036.0,21324.2
540000,西藏自治区,2008,45134.3,-92.0,5949.3,26519.1,12757.9
540000,西藏自治区,2007,51844.3,212.9,41.5,49345.4,2244.5
540000,西藏自治区,2006,25952.0,,,17669.6,8282.4
540000,西藏自治区,2005,26040.7,,,19937.4,6103.3
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,,,,,
610000,陕西省,2016,,,,,
610000,陕西省,2015,,,,,
610000,陕西省,2014,,,,,
610000,陕西省,2013,,,,,
610000,陕西省,2012,904088.8,126223.1,259500.7,412765.1,105599.9
610000,陕西省,2011,959932.0,97984.4,435891.4,309161.3,116894.9
610000,陕西省,2010,563348.0,136458.0,155016.0,171935.0,99940.0
610000,陕西省,2009,710676.5,186313.3,291981.6,151545.6,80836.0
610000,陕西省,2008,424571.2,68480.0,205508.1,97305.5,53277.6
610000,陕西省,2007,193333.0,74362.5,49422.7,42787.7,26760.1
610000,陕西省,2006,111129.0,30838.6,18063.9,42854.8,19371.7
610000,陕西省,2005,95113.4,12412.3,36481.9,27101.7,19117.5
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,,,,,
620000,甘肃省,2016,,,,,
620000,甘肃省,2015,,,,,
620000,甘肃省,2014,,,,,
620000,甘肃省,2013,,,,,
620000,甘肃省,2012,443142.4,43857.9,71479.4,150045.0,177760.1
620000,甘肃省,2011,260305.5,3406.0,45102.3,114701.6,97095.6
620000,甘肃省,2010,210437.0,11006.0,39144.0,90529.0,69757.0
620000,甘肃省,2009,118639.7,1773.7,16120.3,60727.2,40018.5
620000,甘肃省,2008,127592.0,7791.8,5532.9,64264.4,50002.9
620000,甘肃省,2007,124654.9,26.4,17426.0,73279.9,33922.6
620000,甘肃省,2006,91647.9,-255.2,14286.3,49874.5,27742.3
620000,甘肃省,2005,75868.7,,29532.9,33457.0,12878.8
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,,,,,
630000,青海省,2016,,,,,
630000,青海省,2015,,,,,
630000,青海省,2014,,,,,
630000,青海省,2013,,,,,
630000,青海省,2012,91097.1,50856.2,4841.6,21749.4,13649.9
630000,青海省,2011,71833.3,8095.7,-1489.9,56787.9,8439.6
630000,青海省,2010,54735.0,10148.0,5471.0,31127.0,7989.0
630000,青海省,2009,36463.2,19197.9,4179.8,9268.3,3817.2
630000,青海省,2008,35424.1,25250.2,3492.8,4165.6,2515.5
