省份编码,省份,年份,勘察设计单位营业收入(万元),勘察设计单位工程勘察收入(万元),勘察设计单位工程设计收入(万元),勘察设计单位工程承包收入(万元),勘察设计单位其他收入(万元)
620000,甘肃省,2014,827811.0,,,,
620000,甘肃省,2013,916189.0,,,,
620000,甘肃省,2012,706107.33,,,,
620000,甘肃省,2011,631913.79,87486.06,262148.35,227148.76,55130.62
620000,甘肃省,2010,487766.0,65620.0,204408.0,141317.0,76420.0
620000,甘肃省,2009,459874.39,52054.75,161659.59,172748.58,73411.47
620000,甘肃省,2008,360885.45,38833.62,131937.77,144062.54,46051.52
620000,甘肃省,2007,323991.58,32279.02,108982.78,87252.72,95477.06
620000,甘肃省,2006,431513.02,74759.23,150311.82,113932.12,92509.85
620000,甘肃省,2005,332795.32,90525.08,120833.69,67857.56,53578.99
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,346853.459,,,,
630000,青海省,2018,299306.0,,,,
630000,青海省,2017,333822.0,,,,
630000,青海省,2016,248236.0,,,,
630000,青海省,2015,239409.0,,,,
630000,青海省,2014,185359.0,,,,
630000,青海省,2013,169338.0,,,,
630000,青海省,2012,136657.91,,,,
630000,青海省,2011,124932.79,27091.37,52965.85,27207.64,17667.93
630000,青海省,2010,90642.0,22640.0,43458.0,12653.0,11892.0
630000,青海省,2009,84402.79,21999.44,45085.62,9915.25,7402.47999999999
630000,青海省,2008,95093.02,18017.32,33133.13,10560.14,33382.43
630000,青海省,2007,54439.84,8232.92,25816.36,8424.51,11966.05
630000,青海省,2006,36591.51,8474.85,19855.58,2892.48,5368.6
630000,青海省,2005,35149.4,11273.41,18039.36,2592.21,3244.42
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,310923.102,,,,
640000,宁夏回族自治区,2018,277405.0,,,,
640000,宁夏回族自治区,2017,251841.0,,,,
640000,宁夏回族自治区,2016,258537.0,,,,
640000,宁夏回族自治区,2015,1556609.0,,,,
640000,宁夏回族自治区,2014,165808.0,,,,
640000,宁夏回族自治区,2013,278380.0,,,,
640000,宁夏回族自治区,2012,237612.99,,,,
640000,宁夏回族自治区,2011,195931.75,19949.59,74018.92,54214.08,47749.16
640000,宁夏回族自治区,2010,158198.0,15297.0,62043.0,41505.0,39354.0
640000,宁夏回族自治区,2009,99233.1,19744.68,49806.24,19464.19,10217.99
640000,宁夏回族自治区,2008,98765.98,12369.07,38568.54,19526.57,28301.8
640000,宁夏回族自治区,2007,72009.55,9355.01,32508.59,12404.63,17741.32
640000,宁夏回族自治区,2006,64812.28,7805.35,26403.79,8527.02,22076.12
640000,宁夏回族自治区,2005,45197.26,7328.83,24376.63,7419.39,6072.41
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,2783149.22,,,,
650000,新疆维吾尔自治区,2018,2022190.0,,,,
650000,新疆维吾尔自治区,2017,1533767.0,,,,
650000,新疆维吾尔自治区,2016,1304810.0,,,,
650000,新疆维吾尔自治区,2015,1353149.0,,,,
650000,新疆维吾尔自治区,2014,1954326.0,,,,
650000,新疆维吾尔自治区,2013,1377019.0,,,,
650000,新疆维吾尔自治区,2012,1165930.66,,,,
650000,新疆维吾尔自治区,2011,830803.38,99781.87,323087.59,352304.17,55629.75
650000,新疆维吾尔自治区,2010,627112.0,80561.0,248348.0,209508.0,88695.0
650000,新疆维吾尔自治区,2009,457349.05,65410.77,189944.44,147327.28,54666.56
650000,新疆维吾尔自治区,2008,361566.97,55399.42,154013.68,106323.64,45830.2300000001
650000,新疆维吾尔自治区,2007,287740.35,48171.94,121985.08,73526.4,44056.93
650000,新疆维吾尔自治区,2006,228830.61,46998.26,97453.81,49647.7,34730.84
650000,新疆维吾尔自治区,2005,215990.7,45892.65,89903.33,46763.86,33430.86
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
