省份编码,省份,年份,建筑业增加值(亿元)
210000,辽宁省,2018,
210000,辽宁省,2017,607.89192486
210000,辽宁省,2016,738.60564399
210000,辽宁省,2015,1065.38413281
210000,辽宁省,2014,1343.60935665
210000,辽宁省,2013,1645.05779
210000,辽宁省,2012,1379.81313573
210000,辽宁省,2011,1121.32121303
210000,辽宁省,2010,989.74945642
210000,辽宁省,2009,768.68032568
210000,辽宁省,2008,593.797535266798
210000,辽宁省,2007,525.837147069469
210000,辽宁省,2006,447.02579189504
210000,辽宁省,2005,374.0812
210000,辽宁省,2004,235.08590203494
210000,辽宁省,2003,196.8475
210000,辽宁省,2002,173.1074
210000,辽宁省,2001,201.3803
210000,辽宁省,2000,165.0483
220000,吉林省,2019,
220000,吉林省,2018,
220000,吉林省,2017,325.90237226
220000,吉林省,2016,355.5704674
220000,吉林省,2015,374.16262346
220000,吉林省,2014,394.80197601
220000,吉林省,2013,372.82838
220000,吉林省,2012,383.79615007
220000,吉林省,2011,321.62596346
220000,吉林省,2010,263.24530747
220000,吉林省,2009,236.92628091
220000,吉林省,2008,213.86553528424
220000,吉林省,2007,131.152830640649
220000,吉林省,2006,104.983363997833
220000,吉林省,2005,91.4531
220000,吉林省,2004,77.3526469478929
220000,吉林省,2003,62.2364
220000,吉林省,2002,57.3885
220000,吉林省,2001,82.8044
220000,吉林省,2000,64.8043
230000,黑龙江省,2019,
230000,黑龙江省,2018,
230000,黑龙江省,2017,219.67499278
230000,黑龙江省,2016,251.38234651
230000,黑龙江省,2015,247.11018126
230000,黑龙江省,2014,285.71910836
230000,黑龙江省,2013,334.2731
230000,黑龙江省,2012,363.19823523
230000,黑龙江省,2011,326.02685938
230000,黑龙江省,2010,507.05643329
230000,黑龙江省,2009,377.95969273
230000,黑龙江省,2008,247.574900687878
230000,黑龙江省,2007,124.529557714423
230000,黑龙江省,2006,113.865368475907
230000,黑龙江省,2005,111.1511
230000,黑龙江省,2004,105.611945802564
230000,黑龙江省,2003,95.9828
230000,黑龙江省,2002,85.5445
230000,黑龙江省,2001,101.2242
230000,黑龙江省,2000,90.1381
310000,上海市,2019,
310000,上海市,2018,
310000,上海市,2017,869.73843537
310000,上海市,2016,835.14619867
310000,上海市,2015,834.16942893
310000,上海市,2014,791.94253304
310000,上海市,2013,709.14172
310000,上海市,2012,715.52279269
310000,上海市,2011,677.2969244
310000,上海市,2010,583.10492405
310000,上海市,2009,549.09977871
310000,上海市,2008,449.790006804703
310000,上海市,2007,359.643109760973
310000,上海市,2006,359.397167327217
310000,上海市,2005,300.4728
310000,上海市,2004,255.513129250833
310000,上海市,2003,215.3664
310000,上海市,2002,141.4863
310000,上海市,2001,143.2718
310000,上海市,2000,138.1463
320000,江苏省,2019,
320000,江苏省,2018,
320000,江苏省,2017,6717.05503023
320000,江苏省,2016,6277.78703678
320000,江苏省,2015,5996.52229949
320000,江苏省,2014,5907.54460968
320000,江苏省,2013,5372.15976
320000,江苏省,2012,4336.53348658
320000,江苏省,2011,3421.42501333
320000,江苏省,2010,2698.05241702
320000,江苏省,2009,2322.67422102
320000,江苏省,2008,1721.85599206977
320000,江苏省,2007,1491.61595659847
320000,江苏省,2006,1134.12226804614
320000,江苏省,2005,911.1895
320000,江苏省,2004,718.284011722807
320000,江苏省,2003,560.9752
320000,江苏省,2002,438.7544
320000,江苏省,2001,434.6794
320000,江苏省,2000,370.0633
330000,浙江省,2019,
330000,浙江省,2018,
330000,浙江省,2017,5004.41305668
330000,浙江省,2016,4807.22753583
330000,浙江省,2015,4713.1356226
330000,浙江省,2014,4653.55837932
330000,浙江省,2013,4190.8146
330000,浙江省,2012,3647.59742913
330000,浙江省,2011,2814.4274704
330000,浙江省,2010,2304.12352034
330000,浙江省,2009,1829.63014095
330000,浙江省,2008,1521.10748236134
330000,浙江省,2007,1357.75216337301
330000,浙江省,2006,1117.18572211613
330000,浙江省,2005,943.3162
330000,浙江省,2004,757.055425470772
330000,浙江省,2003,634.2032
330000,浙江省,2002,467.274
330000,浙江省,2001,436.8676
330000,浙江省,2000,352.1692
340000,安徽省,2019,
340000,安徽省,2018,
340000,安徽省,2017,1276.05569705
340000,安徽省,2016,1248.35259917
340000,安徽省,2015,1206.51097528
340000,安徽省,2014,1258.45159077
340000,安徽省,2013,1180.43361
340000,安徽省,2012,900.83707749
340000,安徽省,2011,810.104784
340000,安徽省,2010,683.96232042
340000,安徽省,2009,540.15048964
340000,安徽省,2008,420.129374669599
340000,安徽省,2007,338.173724238874
340000,安徽省,2006,264.72042828573
340000,安徽省,2005,205.9716
340000,安徽省,2004,164.28213052074
340000,安徽省,2003,135.9808
340000,安徽省,2002,118.5951
340000,安徽省,2001,119.5204
340000,安徽省,2000,83.7832
350000,福建省,2019,
350000,福建省,2018,
350000,福建省,2017,2805.2248811
350000,福建省,2016,2333.70471356
350000,福建省,2015,2270.87623344
350000,福建省,2014,1996.49159198
350000,福建省,2013,1729.83401
350000,福建省,2012,1381.21880604
350000,福建省,2011,1041.33955308
350000,福建省,2010,874.2501676
350000,福建省,2009,684.30486092
350000,福建省,2008,499.920931821181
350000,福建省,2007,399.018482027762
350000,福建省,2006,276.657602610942
350000,福建省,2005,205.8206
350000,福建省,2004,135.242564928506
350000,福建省,2003,106.3081
350000,福建省,2002,81.5704
350000,福建省,2001,95.4305
350000,福建省,2000,71.0129
360000,江西省,2019,
360000,江西省,2018,
360000,江西省,2017,940.28796533
360000,江西省,2016,858.11423897
360000,江西省,2015,841.22095456
360000,江西省,2014,769.60575626
360000,江西省,2013,660.06178
360000,江西省,2012,512.16274385
360000,江西省,2011,348.94629121
360000,江西省,2010,292.83441554
360000,江西省,2009,262.43732614
360000,江西省,2008,230.120269556047
360000,江西省,2007,152.138409223536
360000,江西省,2006,129.660531077249
360000,江西省,2005,115.6546
360000,江西省,2004,89.6631710463273
360000,江西省,2003,73.9617
360000,江西省,2002,55.3425
360000,江西省,2001,44.878
360000,江西省,2000,32.4209
370000,山东省,2019,
370000,山东省,2018,
370000,山东省,2017,2398.43512275
370000,山东省,2016,2209.3043748
370000,山东省,2015,2078.52080105
370000,山东省,2014,2159.49133359
370000,山东省,2013,2055.50894
370000,山东省,2012,1526.35594605
370000,山东省,2011,1302.99835251
370000,山东省,2010,1231.89016722
370000,山东省,2009,1039.86555759
370000,山东省,2008,904.07321428502
370000,山东省,2007,682.007981134289
370000,山东省,2006,622.895684962105
370000,山东省,2005,561.9079
370000,山东省,2004,443.130864155935
370000,山东省,2003,315.7332
370000,山东省,2002,257.9653
370000,山东省,2001,274.0505
370000,山东省,2000,226.9464
410000,河南省,2019,
410000,河南省,2018,
410000,河南省,2017,2223.08845968
410000,河南省,2016,2271.72045969
410000,河南省,2015,1618.36292924
410000,河南省,2014,1553.70897908
410000,河南省,2013,1441.66862
410000,河南省,2012,1117.00822389
410000,河南省,2011,1033.83873727
410000,河南省,2010,1003.9228362
410000,河南省,2009,831.61405665
410000,河南省,2008,649.792249525173
410000,河南省,2007,447.854052946506
410000,河南省,2006,313.92185719132
410000,河南省,2005,240.0746
410000,河南省,2004,175.729535281395
410000,河南省,2003,127.3423
410000,河南省,2002,107.0946
410000,河南省,2001,118.4251
410000,河南省,2000,100.6563
420000,湖北省,2019,
420000,湖北省,2018,
420000,湖北省,2017,2126.73946908
420000,湖北省,2016,2065.89231327
420000,湖北省,2015,1960.36790675
420000,湖北省,2014,1694.38668334
420000,湖北省,2013,1672.36546
420000,湖北省,2012,1234.43431944
420000,湖北省,2011,975.36653685
420000,湖北省,2010,767.97930918
420000,湖北省,2009,600.78061601
420000,湖北省,2008,485.044136511751
420000,湖北省,2007,378.728263724969
420000,湖北省,2006,286.496707528494
420000,湖北省,2005,239.1055
420000,湖北省,2004,203.142552906279
420000,湖北省,2003,191.4661
420000,湖北省,2002,142.325
420000,湖北省,2001,143.8777
420000,湖北省,2000,134.6062
430000,湖南省,2019,
430000,湖南省,2018,
430000,湖南省,2017,1379.81352721
430000,湖南省,2016,1321.50440726
430000,湖南省,2015,1277.13571082
430000,湖南省,2014,1265.89390355
430000,湖南省,2013,1247.57629
430000,湖南省,2012,769.41860458
430000,湖南省,2011,652.48230846
430000,湖南省,2010,585.09485574
430000,湖南省,2009,492.93874122
430000,湖南省,2008,441.140656700238
430000,湖南省,2007,356.260663798077
430000,湖南省,2006,301.774861270246
430000,湖南省,2005,248.0593
430000,湖南省,2004,212.782768180623
430000,湖南省,2003,172.4388
430000,湖南省,2002,127.9692
430000,湖南省,2001,130.7676
430000,湖南省,2000,96.5511
440000,广东省,2019,
440000,广东省,2018,
440000,广东省,2017,2338.76314891
440000,广东省,2016,2096.0249384
440000,广东省,2015,1962.72254556
440000,广东省,2014,1891.04397047
440000,广东省,2013,1819.1008
440000,广东省,2012,1449.64236054
440000,广东省,2011,1109.63088661
440000,广东省,2010,953.46809578
440000,广东省,2009,821.70553119
440000,广东省,2008,697.541132945492
440000,广东省,2007,606.367976005132
440000,广东省,2006,503.519768041548
440000,广东省,2005,475.7223
440000,广东省,2004,395.161125550013
440000,广东省,2003,328.1041
440000,广东省,2002,293.2624
440000,广东省,2001,321.2604
440000,广东省,2000,250.9568
450000,广西壮族自治区,2019,
450000,广西壮族自治区,2018,
450000,广西壮族自治区,2017,635.94249655
450000,广西壮族自治区,2016,583.7382426
450000,广西壮族自治区,2015,535.1871508
450000,广西壮族自治区,2014,510.29749459
450000,广西壮族自治区,2013,411.07121
450000,广西壮族自治区,2012,302.86375334
450000,广西壮族自治区,2011,260.1684622
450000,广西壮族自治区,2010,227.46557288
450000,广西壮族自治区,2009,191.50385732
450000,广西壮族自治区,2008,162.418125373281
450000,广西壮族自治区,2007,116.328745480006
450000,广西壮族自治区,2006,98.8158578866929
450000,广西壮族自治区,2005,89.8093
450000,广西壮族自治区,2004,70.2543462418303
450000,广西壮族自治区,2003,61.1761
450000,广西壮族自治区,2002,52.4687
450000,广西壮族自治区,2001,53.6363
450000,广西壮族自治区,2000,49.5053
460000,海南省,2019,
460000,海南省,2018,
460000,海南省,2017,54.85807262
460000,海南省,2016,56.71812319
460000,海南省,2015,52.98717658
460000,海南省,2014,52.21724615
460000,海南省,2013,53.26578
460000,海南省,2012,41.943259
460000,海南省,2011,29.37693226
460000,海南省,2010,21.6058497
460000,海南省,2009,21.44580145
460000,海南省,2008,23.2416256973525
460000,海南省,2007,11.2449795279989
460000,海南省,2006,11.9330300023364
460000,海南省,2005,12.9188
460000,海南省,2004,12.5702795517291
460000,海南省,2003,8.8847
460000,海南省,2002,8.9284
460000,海南省,2001,7.8689
460000,海南省,2000,6.8036
500000,重庆市,2019,
500000,重庆市,2018,
500000,重庆市,2017,1672.50204308
500000,重庆市,2016,1572.9911086
500000,重庆市,2015,1501.24692837
500000,重庆市,2014,1265.85401127
500000,重庆市,2013,1084.42037
500000,重庆市,2012,743.78318998
500000,重庆市,2011,690.31066267
500000,重庆市,2010,634.54907139
500000,重庆市,2009,504.75470237
500000,重庆市,2008,310.865782354256
500000,重庆市,2007,233.944413811333
500000,重庆市,2006,194.045020967434
500000,重庆市,2005,171.434
500000,重庆市,2004,152.381188428261
500000,重庆市,2003,128.7202
500000,重庆市,2002,113.9108
500000,重庆市,2001,120.7981
500000,重庆市,2000,91.2266
510000,四川省,2019,
510000,四川省,2018,
510000,四川省,2017,1514.51329621
510000,四川省,2016,1392.00730207
510000,四川省,2015,1373.79155526
510000,四川省,2014,1305.7356849
510000,四川省,2013,1319.64374
510000,四川省,2012,1103.04566622
510000,四川省,2011,943.63511955
510000,四川省,2010,816.24356365
510000,四川省,2009,631.52581065
510000,四川省,2008,550.892129594891
510000,四川省,2007,413.841721094563
510000,四川省,2006,350.195527191435
510000,四川省,2005,290.1029
510000,四川省,2004,267.879616852505
510000,四川省,2003,267.8743
510000,四川省,2002,252.8302
510000,四川省,2001,244.2159
510000,四川省,2000,207.3881
520000,贵州省,2019,
520000,贵州省,2018,
520000,贵州省,2017,456.62218267
520000,贵州省,2016,347.95621906
520000,贵州省,2015,274.8977848
520000,贵州省,2014,272.05967977
520000,贵州省,2013,254.4521
520000,贵州省,2012,186.35036541
520000,贵州省,2011,154.30098425
520000,贵州省,2010,121.29446862
520000,贵州省,2009,93.32829802
520000,贵州省,2008,72.8452066169232
520000,贵州省,2007,68.5982229153414
520000,贵州省,2006,62.1803261585868
520000,贵州省,2005,55.2401
520000,贵州省,2004,52.4574161560681
520000,贵州省,2003,48.6887
520000,贵州省,2002,41.1619
520000,贵州省,2001,41.1845
520000,贵州省,2000,31.3945
530000,云南省,2019,
530000,云南省,2018,
530000,云南省,2017,687.00633974
530000,云南省,2016,646.31480934
530000,云南省,2015,551.65389481
530000,云南省,2014,551.45840942
530000,云南省,2013,575.86991
530000,云南省,2012,371.59050007
530000,云南省,2011,272.38182373
530000,云南省,2010,243.69859629
530000,云南省,2009,196.49236454
530000,云南省,2008,164.043797008464
530000,云南省,2007,141.397027038361
530000,云南省,2006,140.066859926265
530000,云南省,2005,96.2823
530000,云南省,2004,84.0070888630012
530000,云南省,2003,79.1021
530000,云南省,2002,76.1495
530000,云南省,2001,88.4943
530000,云南省,2000,81.9742
540000,西藏自治区,2019,
540000,西藏自治区,2018,
540000,西藏自治区,2017,39.17318235
540000,西藏自治区,2016,25.46950785
540000,西藏自治区,2015,23.73656449
540000,西藏自治区,2014,18.91164587
540000,西藏自治区,2013,18.06765
540000,西藏自治区,2012,19.96431741
540000,西藏自治区,2011,24.90862456
540000,西藏自治区,2010,27.68572953
540000,西藏自治区,2009,23.87667751
540000,西藏自治区,2008,14.6752356738575
540000,西藏自治区,2007,12.1039861984405
540000,西藏自治区,2006,12.3274620135254
540000,西藏自治区,2005,9.6805
540000,西藏自治区,2004,7.4479085507701
540000,西藏自治区,2003,6.6508
540000,西藏自治区,2002,5.8839
540000,西藏自治区,2001,4.2524
540000,西藏自治区,2000,4.5811
610000,陕西省,2019,
610000,陕西省,2018,
610000,陕西省,2017,1125.83959337
610000,陕西省,2016,997.78740811
610000,陕西省,2015,903.27368702
610000,陕西省,2014,894.47709811
610000,陕西省,2013,838.58468
610000,陕西省,2012,558.94719144
610000,陕西省,2011,608.45398938
610000,陕西省,2010,606.51049252
610000,陕西省,2009,490.5743315
610000,陕西省,2008,388.079789599032
610000,陕西省,2007,202.937804203768
610000,陕西省,2006,105.081996756597
610000,陕西省,2005,105.923
610000,陕西省,2004,81.2929233354627
610000,陕西省,2003,69.7852
610000,陕西省,2002,62.2949
610000,陕西省,2001,68.3851
610000,陕西省,2000,59.1203
620000,甘肃省,2019,
620000,甘肃省,2018,
620000,甘肃省,2017,323.74043088
620000,甘肃省,2016,345.84385193
620000,甘肃省,2015,328.03384731
620000,甘肃省,2014,337.53920355
620000,甘肃省,2013,318.46433
620000,甘肃省,2012,264.90774853
620000,甘肃省,2011,180.02432282
620000,甘肃省,2010,156.56477353
620000,甘肃省,2009,128.14142495
620000,甘肃省,2008,107.761717209545
620000,甘肃省,2007,90.1083470858234
620000,甘肃省,2006,76.6832204538718
620000,甘肃省,2005,71.9034
620000,甘肃省,2004,63.8114910328758
620000,甘肃省,2003,54.9941
620000,甘肃省,2002,48.3668
620000,甘肃省,2001,45.9363
620000,甘肃省,2000,40.2912
630000,青海省,2019,
630000,青海省,2018,
630000,青海省,2017,75.86466816
630000,青海省,2016,88.52710736
630000,青海省,2015,79.5362975
630000,青海省,2014,82.35853028
630000,青海省,2013,80.5281
630000,青海省,2012,71.3605364
630000,青海省,2011,58.70606987
630000,青海省,2010,53.8074797
630000,青海省,2009,44.55837877
630000,青海省,2008,33.2609539321877
630000,青海省,2007,27.8968252700984
630000,青海省,2006,23.5771773920509
630000,青海省,2005,20.2605
630000,青海省,2004,17.3105245927236
630000,青海省,2003,15.8293
630000,青海省,2002,15.0146
630000,青海省,2001,16.1192
630000,青海省,2000,16.2241
640000,宁夏回族自治区,2019,
640000,宁夏回族自治区,2018,
640000,宁夏回族自治区,2017,91.6691409
640000,宁夏回族自治区,2016,92.52819226
640000,宁夏回族自治区,2015,91.93560822
640000,宁夏回族自治区,2014,106.73955694
640000,宁夏回族自治区,2013,98.25441
640000,宁夏回族自治区,2012,98.65661547
640000,宁夏回族自治区,2011,94.2240595
640000,宁夏回族自治区,2010,71.56204911
640000,宁夏回族自治区,2009,65.0091579
640000,宁夏回族自治区,2008,43.8380077688731
640000,宁夏回族自治区,2007,34.0006181773898
640000,宁夏回族自治区,2006,31.1013933080363
640000,宁夏回族自治区,2005,28.2562
640000,宁夏回族自治区,2004,27.6253576646794
640000,宁夏回族自治区,2003,24.9257
640000,宁夏回族自治区,2002,19.1314
640000,宁夏回族自治区,2001,20.4157
640000,宁夏回族自治区,2000,17.3888
650000,新疆维吾尔自治区,2019,
650000,新疆维吾尔自治区,2018,
650000,新疆维吾尔自治区,2017,519.66923331
650000,新疆维吾尔自治区,2016,504.66779034
650000,新疆维吾尔自治区,2015,532.66252952
650000,新疆维吾尔自治区,2014,481.95163286
650000,新疆维吾尔自治区,2013,455.97797
650000,新疆维吾尔自治区,2012,338.63742093
650000,新疆维吾尔自治区,2011,259.22010956
650000,新疆维吾尔自治区,2010,192.81949622
650000,新疆维吾尔自治区,2009,154.98326641
650000,新疆维吾尔自治区,2008,123.693104964716
650000,新疆维吾尔自治区,2007,89.7324045343029
650000,新疆维吾尔自治区,2006,74.8815146315876
650000,新疆维吾尔自治区,2005,67.1702
650000,新疆维吾尔自治区,2004,66.6785994159931
650000,新疆维吾尔自治区,2003,66.2277
650000,新疆维吾尔自治区,2002,64.7761
650000,新疆维吾尔自治区,2001,85.56
650000,新疆维吾尔自治区,2000,78.9737
