省份编码,省份,年份,专业承包建筑业企业单位数(个),专业承包建筑业企业从业人员(万人),专业承包建筑业企业建筑业总产值(万元),一级专业承包建筑业企业建筑业专业产值(万元),二级专业承包建筑业企业建筑业专业产值(万元),三级及以下专业承包建筑业企业建筑业专业产值(万元),专业承包建筑业企业利税专业额(亿元),按专业承包建筑业企业总产值计算的劳动生产率(元/人)
130000,河北省,2012,730,10.0116,3017548.4,1184319.1,944726.9,888502.4,25.35113,330907.81883979
130000,河北省,2011,692,9.8655,2546281.5,971981.0,883017.2,691283.3,23.8678,131890.68165337
130000,河北省,2010,675,11.151,2477303.0,1024942.0,803084.0,649276.0,22.7653,219471.0
130000,河北省,2009,678,10.1694,1922405.9,822270.7,651967.6,448167.6,17.32041,180448.29
130000,河北省,2008,746,11.8445,2125423.4,969892.5,578042.8,577488.1,18.43749,165159.68
130000,河北省,2007,656,15.2486,1745283.0,668979.6,592658.5,483644.9,13.31227,111459.86
130000,河北省,2006,677,13.0767,1614348.6,401150.0,802305.7,410892.9,9.86122,118184.18
130000,河北省,2005,704,13.1073,1334047.9,489943.6,544565.4,299538.9,9.35374,97543.79
130000,河北省,2004,,,,,,,,
130000,河北省,2003,,,,,,,,
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,,,,,,,,
140000,山西省,2018,,,,,,,,
140000,山西省,2017,,,,,,,,
140000,山西省,2016,,,,,,,,
140000,山西省,2015,,,,,,,,
140000,山西省,2014,,,,,,,,
140000,山西省,2013,1161,11.0499,3069039.8,810983.2,1260488.6,997568.0,,230963.26008429
140000,山西省,2012,1069,10.2568,2779336.6,581200.1,1160105.0,1038031.5,16.77691,233591.06763151
140000,山西省,2011,1040,10.1586,2606709.7,763122.3,1039350.5,804236.9,15.84301,155895.29869804
140000,山西省,2010,920,10.2417,2165637.0,774495.0,742919.0,648223.0,13.5653,176853.0
140000,山西省,2009,903,9.419,1759577.2,611686.3,593789.3,554101.6,11.14142,153892.6
140000,山西省,2008,971,10.4459,1668206.4,603392.9,548383.7,516429.8,10.7135,134126.07
140000,山西省,2007,685,9.2507,1196705.9,337471.6,338663.9,520570.4,7.47489,127535.72
140000,山西省,2006,687,9.8044,1191504.7,502654.0,295441.8,393408.9,5.90292,107923.22
140000,山西省,2005,690,8.0872,819015.1,300908.8,233417.5,284688.8,4.22569,99149.57
140000,山西省,2004,,,,,,,,
140000,山西省,2003,,,,,,,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,
150000,内蒙古自治区,2016,191,2.16,773544.0,253238.0,248033.0,272006.0,,
150000,内蒙古自治区,2015,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,
150000,内蒙古自治区,2013,157,2.3663,809370.1,155634.8,343782.7,309952.6,,279305.02450135
150000,内蒙古自治区,2012,161,2.5547,720962.2,151809.4,253250.0,315902.8,5.24301,145457.92393826
150000,内蒙古自治区,2011,163,2.7395,681745.0,116571.9,223083.6,342089.5,6.75055,176038.68102358
150000,内蒙古自治区,2010,157,2.593,623076.0,134862.0,245593.0,242620.0,5.7749,135008.0
150000,内蒙古自治区,2009,157,2.8619,517990.7,120266.5,204974.5,192749.7,5.09359,107838.34
150000,内蒙古自治区,2008,147,2.8069,313055.3,47226.4,131051.6,134777.3,2.71613,96505.84
150000,内蒙古自治区,2007,144,3.0559,366091.5,44652.9,173070.4,148368.2,2.66214,85153.4
150000,内蒙古自治区,2006,124,2.773,277173.1,19652.3,139728.2,117792.6,2.50004,73906.91
150000,内蒙古自治区,2005,111,2.7438,247233.1,63891.7,116527.4,66814.0,1.13627,67261.5
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,,,,,,,,
210000,辽宁省,2018,,,,,,,,
210000,辽宁省,2017,,,,,,,,
210000,辽宁省,2016,,,,,,,,
210000,辽宁省,2015,,,,,,,,
210000,辽宁省,2014,,,,,,,,
210000,辽宁省,2013,3578,38.0604,15899452.1,4430307.8,3740422.6,7728721.7,,380117.77123772
210000,辽宁省,2012,3316,38.7591,13656452.1,3904439.2,3440033.0,6311979.9,105.90468,307701.80095128
210000,辽宁省,2011,2962,31.6124,10961495.2,3390630.5,3010367.4,4560497.3,92.91271,175003.95461374
210000,辽宁省,2010,2714,28.9703,7565623.0,2019075.0,2244105.0,3302442.0,65.4664,179270.0
210000,辽宁省,2009,2689,25.3675,5288690.6,1597240.1,1429325.9,2262124.6,40.40611,142916.34
210000,辽宁省,2008,2243,22.1556,4556620.9,1560672.5,1193493.9,1802454.5,42.93194,133874.15
210000,辽宁省,2007,1790,18.9477,3732395.1,1397230.1,992112.8,1343052.2,29.51742,138411.66
210000,辽宁省,2006,1862,20.2979,3173302.9,1121146.7,894323.1,1157833.1,23.34233,116765.57
210000,辽宁省,2005,1768,19.9753,2624902.3,779424.9,859735.0,985742.4,22.17022,101514.16
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,,,,,,,
220000,吉林省,2018,,,,,,,,
220000,吉林省,2017,,,,,,,,
220000,吉林省,2016,,,,,,,,
220000,吉林省,2015,,,,,,,,
220000,吉林省,2014,,,,,,,,
220000,吉林省,2013,822,7.4094,2380346.6,543763.3,585482.3,1251101.0,,305603.62049043
220000,吉林省,2012,753,7.9327,2007844.6,438186.0,514457.9,1055200.7,22.13832,285148.49319738
220000,吉林省,2011,411,4.9523,1243816.1,290096.1,280147.2,673572.8,14.27858,160953.45376433
220000,吉林省,2010,343,6.2578,1328497.0,233057.0,364977.0,730462.0,13.2987,121423.0
220000,吉林省,2009,363,6.2145,1187183.7,131762.7,418145.9,637275.1,10.35208,147641.3
220000,吉林省,2008,433,6.444,1447078.8,282132.3,322510.5,842436.0,12.23765,130334.58
220000,吉林省,2007,317,3.7919,640303.2,102432.9,247173.7,290696.6,3.50414,97541.77
220000,吉林省,2006,328,3.6648,563846.3,89824.9,217842.1,256179.3,3.49151,109389.14
220000,吉林省,2005,360,7.8075,416171.0,80891.5,162061.5,173218.0,2.30308,83184.29
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,,,,,,,
230000,黑龙江省,2018,,,,,,,,
230000,黑龙江省,2017,,,,,,,,
230000,黑龙江省,2016,,,,,,,,
230000,黑龙江省,2015,,,,,,,,
230000,黑龙江省,2014,,,,,,,,
230000,黑龙江省,2013,679,7.9014,4107861.1,713440.5,1297957.7,2096462.9,,240336.82812527
230000,黑龙江省,2012,724,6.0653,3349920.4,523561.0,1254975.4,1571384.0,18.2177,208524.19871895
230000,黑龙江省,2011,755,5.2765,1883674.2,386618.7,871547.8,625507.7,16.46026,241580.31626332
230000,黑龙江省,2010,721,4.7457,1521947.0,353002.0,619223.0,549722.0,12.8886,178408.0
230000,黑龙江省,2009,722,5.7354,1072841.0,258850.2,442324.4,371666.4,12.09746,102615.11
230000,黑龙江省,2008,788,6.6551,975479.4,266567.1,431743.4,277168.9,10.50917,119740.68
230000,黑龙江省,2007,685,5.6324,801015.3,191739.2,421833.4,187442.7,5.9689,125010.19
230000,黑龙江省,2006,712,5.285,685107.5,171470.4,322262.1,191375.0,4.09115,100420.31
230000,黑龙江省,2005,680,5.3445,669856.4,152009.9,291904.6,225941.9,4.58365,82907.12
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,,,,,,,
310000,上海市,2018,,,,,,,,
310000,上海市,2017,,,,,,,,
310000,上海市,2016,,,,,,,,
310000,上海市,2015,,,,,,,,
310000,上海市,2014,,,,,,,,
310000,上海市,2013,1542,14.8094,8579447.5,5273559.9,1538829.7,1767057.9,,468489.46103861
310000,上海市,2012,1608,13.9843,8204225.1,4902811.2,1520932.5,1780481.4,59.84201,475050.96061424
310000,上海市,2011,1599,14.2111,7384518.2,4272718.1,1549207.7,1562592.4,60.69398,337760.1723444
310000,上海市,2010,1606,16.7182,6646367.0,3503443.0,1547212.0,1595712.0,52.7539,300356.0
310000,上海市,2009,1599,15.6945,5828893.7,2856664.7,1420737.7,1551491.3,48.42574,247011.09
310000,上海市,2008,1640,14.4208,5251687.6,2613202.9,1367176.4,1271308.3,42.40377,247980.79
310000,上海市,2007,1431,12.6224,4422244.0,2251435.7,1111965.2,1058843.1,30.61005,220803.08
310000,上海市,2006,1480,14.6989,4226170.2,1764343.9,1241441.0,1220385.3,43.05598,200354.15
310000,上海市,2005,1270,14.351,3872191.1,1681230.9,955581.6,1235378.6,30.10174,199663.35
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,,,,,,,
320000,江苏省,2018,,,,,,,,
320000,江苏省,2017,,,,,,,,
320000,江苏省,2016,,,,,,,,
320000,江苏省,2015,,,,,,,,
320000,江苏省,2014,,,,,,,,
320000,江苏省,2013,4320,71.3836,22458221.1,11206282.6,5088500.1,6163438.4000001,,247344.59174447
320000,江苏省,2012,4205,69.5828,19303164.8,9635434.3,4327074.7,5340655.8,176.44779,213584.92536818
320000,江苏省,2011,4438,67.3132,16796060.4,7842123.4,4078062.4,4875874.6,148.62137,239698.88471062
320000,江苏省,2010,4714,69.0846,14844839.0,6154041.0,3884211.0,4806587.0,137.3858,197607.0
320000,江苏省,2009,4762,64.3114,13361743.9,5077444.0,3879661.4,4404638.5,121.49735,184010.07
320000,江苏省,2008,4730,57.7825,11311764.0,4183296.3,3548364.3,3580103.4,110.86755,173641.92
320000,江苏省,2007,3907,52.1914,9029171.5,3195857.3,3059752.2,2773562.0,72.96796,161449.13
320000,江苏省,2006,3556,45.0488,6701857.8,2353535.0,2335784.9,2012537.9,50.25434,150797.38
320000,江苏省,2005,3319,44.7232,6159686.2,1965988.6,2135749.8,2057947.8,45.9159,132636.94
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,,,,,,,
330000,浙江省,2018,,,,,,,,
330000,浙江省,2017,,,,,,,,
330000,浙江省,2016,,,,,,,,
330000,浙江省,2015,,,,,,,,
330000,浙江省,2014,,,,,,,,
330000,浙江省,2013,2248,47.6069,15672452.5,9979293.9,2512347.8,3180810.8,,343801.19467027
330000,浙江省,2012,2207,44.7662,13872342.1,8840930.2,2295803.7,2735608.2,99.43191,313257.85327014
330000,浙江省,2011,2235,40.9462,12741355.0,7754647.0,2203594.7,2783113.3,99.63744,302910.50826021
330000,浙江省,2010,2233,42.2222,11149110.0,6292626.0,2105602.0,2750882.0,94.9026,242260.0
330000,浙江省,2009,2121,31.9156,7273104.5,3257775.1,1691839.2,2323490.2,65.70966,207569.32
330000,浙江省,2008,2136,30.7084,6668656.1,2827021.1,1576841.4,2264793.6,55.42809,200096.5
330000,浙江省,2007,2077,34.5191,6394553.5,2455032.5,1711811.8,2227709.2,52.28186,190431.98
330000,浙江省,2006,2034,30.4991,5352059.1,1876905.2,1493075.4,1982078.5,44.33067,168391.65
330000,浙江省,2005,2020,31.6879,4991211.2,1673451.4,1328401.2,1989358.6,40.62935,152907.17
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,,,,,,,,
340000,安徽省,2018,,,,,,,,
340000,安徽省,2017,,,,,,,,
340000,安徽省,2016,,,,,,,,
340000,安徽省,2015,,,,,,,,
340000,安徽省,2014,,,,,,,,
340000,安徽省,2013,985,17.166,4530119.8,2001573.4,1336252.0,1192294.4,,240934.34313887
340000,安徽省,2012,965,17.9579,4223069.8,1952757.8,1206029.7,1064282.3,37.31751,271875.53031913
340000,安徽省,2011,1023,17.8856,3907586.0,1637351.2,1129011.4,1141223.4,37.16454,263774.78213324
340000,安徽省,2010,1058,18.07,3291488.0,1167095.0,1120285.0,1004107.0,33.4917,175991.0
340000,安徽省,2009,1069,17.8871,2797656.6,1019933.4,989350.8,788372.4,26.39996,156377.53
340000,安徽省,2008,1051,15.8465,2314142.9,722836.5,902156.3,689150.1,22.37155,142724.98
340000,安徽省,2007,974,15.6542,1931623.3,585089.8,764192.5,582341.0,14.64489,125461.86
340000,安徽省,2006,872,13.4608,1460227.5,500254.0,485817.6,474155.9,11.14053,107621.31
340000,安徽省,2005,852,13.8356,1275873.3,366090.2,472051.8,437731.3,8.83268,96255.28
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,,,,,,,
350000,福建省,2018,,,,,,,,
350000,福建省,2017,,,,,,,,
350000,福建省,2016,,,,,,,,
350000,福建省,2015,,,,,,,,
350000,福建省,2014,,,,,,,,
350000,福建省,2013,1034,17.982,5077492.8,2458550.6,1316687.6,1302254.6,,271159.71610298
350000,福建省,2012,1015,17.5062,4438741.8,2116236.4,1184333.8,1138171.6,39.04129,234061.4743725
350000,福建省,2011,1004,15.4275,3834680.0,1933735.1,1024778.5,876166.4,33.74293,88033.756359162
350000,福建省,2010,1000,19.4994,3385596.0,1459481.0,1046808.0,879307.0,28.7137,166439.0
350000,福建省,2009,963,16.7433,2625427.5,1090711.2,965906.4,568809.9,26.27632,149168.63
350000,福建省,2008,979,17.3698,2565126.2,1018865.9,997443.0,548817.3,22.68191,134153.71
350000,福建省,2007,913,12.5137,2169295.0,867607.3,811942.6,489745.1,17.37206,160942.45
350000,福建省,2006,914,11.4325,1890158.9,752155.2,737600.5,400403.2,15.54737,163093.77
350000,福建省,2005,896,9.749,1387619.3,569977.6,493042.9,324598.8,10.70297,129436.06
350000,福建省,2004,,,,,,,,
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,,,,,,,,
360000,江西省,2018,,,,,,,,
360000,江西省,2017,,,,,,,,
360000,江西省,2016,,,,,,,,
360000,江西省,2015,,,,,,,,
360000,江西省,2014,,,,,,,,
360000,江西省,2013,345,6.4694,2825900.6,1583643.6,805290.6,436966.4,,350329.83735
360000,江西省,2012,333,5.7233,2067897.9,1006702.3,666506.6,394689.0,16.53697,345190.44836911
360000,江西省,2011,329,4.7793,1759468.4,788568.9,538372.9,432526.6,11.09678,392134.52495041
360000,江西省,2010,354,6.309,1620857.0,706325.0,562590.0,351942.0,11.5433,244013.0
360000,江西省,2009,378,6.3919,1379133.7,627517.9,425729.2,325886.6,11.94959,207014.97
360000,江西省,2008,399,6.0584,1083631.0,525656.4,300444.4,257530.2,10.39939,178687.26
360000,江西省,2007,354,5.2124,932307.2,633945.5,143573.6,154788.1,5.18808,174097.07
360000,江西省,2006,372,5.4642,875549.7,584293.8,165762.4,125493.5,5.19735,153626.77
360000,江西省,2005,413,5.7466,770878.6,476721.2,134222.0,159935.4,8.51375,127148.94
360000,江西省,2004,,,,,,,,
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,,,,,,,,
370000,山东省,2018,,,,,,,,
370000,山东省,2017,,,,,,,,
370000,山东省,2016,,,,,,,,
370000,山东省,2015,,,,,,,,
370000,山东省,2014,,,,,,,,
370000,山东省,2013,1949,25.7573,8121003.5,3016586.6,2346227.7,2758189.2,,320139.21575584
370000,山东省,2012,1918,23.6948,7136555.7,2576664.0,2115486.4,2444405.3,65.38461,290985.12568551
370000,山东省,2011,1944,25.2056,6582904.6,2300928.4,2020424.6,2261551.6,66.00282,235965.85381591
370000,山东省,2010,2351,35.569,5939716.0,1795623.0,1885748.0,2258344.0,63.8777,154950.0
370000,山东省,2009,2409,30.5667,5275221.7,1399411.3,1885695.3,1990115.1,57.57502,153241.66
370000,山东省,2008,2442,31.0699,4599306.1,944932.6,1713315.0,1941058.5,47.55885,133495.86
370000,山东省,2007,2104,29.1374,3743333.2,766647.6,1364897.0,1611788.6,34.41476,118612.68
370000,山东省,2006,2080,29.8372,3215502.6,652749.8,1143615.3,1419137.5,28.81883,102179.68
370000,山东省,2005,2244,33.4282,3250711.9,451257.3,1296166.7,1503287.9,30.27436,97080.51
370000,山东省,2004,,,,,,,,
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,,,,,,,
410000,河南省,2018,,,,,,,,
410000,河南省,2017,,,,,,,,
410000,河南省,2016,,,,,,,,
410000,河南省,2015,,,,,,,,
410000,河南省,2014,,,,,,,,
410000,河南省,2013,2285,29.3405,7091441.8,2668005.1,2295198.7,2128238.0,,279670.68669054
410000,河南省,2012,2154,27.2533,5781734.1,1932882.3,2020117.0,1828734.8,61.40333,252805.34579782
410000,河南省,2011,2188,26.6547,5346794.4,1735493.4,1955047.0,1656254.0,57.6523,209043.70264374
410000,河南省,2010,2203,29.4189,4858960.0,1711711.0,1681326.0,1465924.0,48.3998,164068.0
410000,河南省,2009,2067,27.0029,3763669.9,1341661.8,1394673.2,1027334.9,34.82648,138454.72
410000,河南省,2008,1908,23.9766,3045645.7,951064.9,1218138.6,876442.2,25.63327,128961.53
410000,河南省,2007,1352,19.093,2324302.6,928064.0,759445.0,636793.6,17.54513,121998.47
410000,河南省,2006,922,12.9408,1511761.2,748356.4,416051.9,347352.9,10.38112,113361.97
410000,河南省,2005,1007,15.5489,1329334.3,616686.5,448231.4,264416.4,8.81757,83934.81
410000,河南省,2004,,,,,,,,
410000,河南省,2003,,,,,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,,,,,,,
420000,湖北省,2018,,,,,,,,
420000,湖北省,2017,,,,,,,,
420000,湖北省,2016,,,,,,,,
420000,湖北省,2015,,,,,,,,
420000,湖北省,2014,,,,,,,,
420000,湖北省,2013,1272,17.2666,6058605.0,2853380.5,2048195.4,1157029.1,,375997.92719103
420000,湖北省,2012,1105,14.4044,5467886.2,2673814.2,1855095.0,938976.99999999,40.894,388418.6740355
420000,湖北省,2011,1098,11.2526,3781722.3,1554429.5,1495209.8,732083.0,28.5202,310871.63067514
420000,湖北省,2010,1264,17.2725,4038230.0,1814800.0,1614992.0,608439.0,32.5834,204827.0
420000,湖北省,2009,1353,20.0365,3750518.1,1431280.0,1603698.0,715540.1,26.92956,173029.49
420000,湖北省,2008,1417,18.9112,2955947.7,1032271.0,1294838.3,628838.4,23.5823,147905.36
420000,湖北省,2007,1104,23.6266,3101972.8,999221.4,1365850.8,736900.6,21.83172,129091.8
420000,湖北省,2006,890,20.5222,2629262.4,827644.4,1329605.6,472012.4,18.93105,129762.58
420000,湖北省,2005,800,19.9441,1969912.8,631840.3,942452.7,395619.8,12.5448,98202.51
420000,湖北省,2004,,,,,,,,
420000,湖北省,2003,,,,,,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,,,,,,,,
430000,湖南省,2018,,,,,,,,
430000,湖南省,2017,,,,,,,,
430000,湖南省,2016,,,,,,,,
430000,湖南省,2015,,,,,,,,
430000,湖南省,2014,,,,,,,,
430000,湖南省,2013,524,10.054,3152705.3,997392.8,942520.4,1212792.1,,242098.63773191
430000,湖南省,2012,511,9.2625,2748357.0,816185.9,901559.0,1030612.1,22.00624,259943.53488636
430000,湖南省,2011,499,8.746,2495413.7,821587.4,861524.8,812301.5,20.16607,247234.67052401
430000,湖南省,2010,485,10.6462,2236164.0,772240.0,763830.0,700094.0,19.4133,189084.0
430000,湖南省,2009,508,10.9489,1839285.9,567249.8,601657.8,670378.3,15.80305,160529.77
430000,湖南省,2008,547,9.5422,1495089.3,455606.7,492415.0,547067.6,19.30841,134530.32
430000,湖南省,2007,480,9.5255,1366712.4,550856.7,441349.1,374506.6,11.12691,133991.41
430000,湖南省,2006,458,8.8541,1118005.1,458546.6,349912.4,309546.1,8.05862,118199.85
430000,湖南省,2005,450,8.2997,890494.2,303738.9,328959.6,257795.7,6.05602,111523.67
430000,湖南省,2004,,,,,,,,
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,,,,,,,,
440000,广东省,2018,,,,,,,,
440000,广东省,2017,,,,,,,,
440000,广东省,2016,,,,,,,,
440000,广东省,2015,,,,,,,,
440000,广东省,2014,,,,,,,,
440000,广东省,2013,1898,44.2914,17797819.6,13003427.7,2112274.8,2682117.1,,370123.22870179
440000,广东省,2012,1823,42.5849,15878521.4,11780534.6,1828187.0,2269799.8,144.17382,378566.5914867
440000,广东省,2011,1863,34.7678,14617469.5,10462962.2,2047007.4,2107499.9,127.03518,395040.05134788
440000,广东省,2010,1890,33.8156,10750526.0,7339000.0,1556126.0,1855400.0,93.6384,292628.0
440000,广东省,2009,1915,29.7303,8286923.8,5298742.6,1288425.0,1699756.2,73.80754,263620.93
440000,广东省,2008,1979,28.7099,7725391.2,4355837.1,1510703.4,1858850.7,76.24442,253301.48
440000,广东省,2007,1927,30.1724,6974068.7,4249113.8,1168239.2,1556715.7,53.78203,228215.78
440000,广东省,2006,1877,27.1816,6330743.5,3718419.3,1224953.2,1387371.0,44.54196,218441.6
440000,广东省,2005,1884,28.6151,4978620.6,2685450.2,1135669.3,1157501.1,40.9067,175735.46
440000,广东省,2004,,,,,,,,
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,
450000,广西壮族自治区,2013,298,2.6678,912713.4,323778.0,280019.6,308915.8,,418407.16970753
450000,广西壮族自治区,2012,282,2.5805,727759.6,217131.0,268675.8,241952.8,4.41901,319164.81010438
450000,广西壮族自治区,2011,276,2.4189,783830.8,325703.2,272834.6,185293.0,4.80761,285164.18670644
450000,广西壮族自治区,2010,268,2.5483,727862.0,267930.0,224121.0,235811.0,5.1403,265169.0
450000,广西壮族自治区,2009,281,2.3332,585025.9,179095.2,189705.1,216225.6,4.17219,217765.08
450000,广西壮族自治区,2008,368,3.3509,513542.6,128101.8,163809.2,221631.6,3.43177,154541.86
450000,广西壮族自治区,2007,349,3.0991,437114.1,74568.4,157026.9,205518.8,3.54506,140154.58
450000,广西壮族自治区,2006,328,3.0898,365513.5,72409.8,133078.1,160025.6,3.02983,115060.75
450000,广西壮族自治区,2005,333,2.846,330562.3,65993.9,136357.6,128210.8,3.20169,112020.84
450000,广西壮族自治区,2004,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,,,,,,,
460000,海南省,2018,,,,,,,,
460000,海南省,2017,,,,,,,,
460000,海南省,2016,,,,,,,,
460000,海南省,2015,,,,,,,,
460000,海南省,2014,,,,,,,,
460000,海南省,2013,34,0.3013,159940.5,109362.8,20733.3,29844.4,,554771.07180021
460000,海南省,2012,33,0.2175,221746.6,175529.6,33230.9,12986.1,0.74405,1293737.4562427
