省份编码,省份,年份,按建筑业增加值计算的劳动生产率(元/人.年)
210000,辽宁省,2004,
210000,辽宁省,2003,
210000,辽宁省,2002,
210000,辽宁省,2001,
210000,辽宁省,2000,
220000,吉林省,2019,
220000,吉林省,2018,
220000,吉林省,2017,52303.0460821949
220000,吉林省,2016,44409.2267206882
220000,吉林省,2015,42419.8056860916
220000,吉林省,2014,48918.7227184697
220000,吉林省,2013,80981.3048425434
220000,吉林省,2012,59774.2557064896
220000,吉林省,2011,
220000,吉林省,2010,
220000,吉林省,2009,
220000,吉林省,2008,
220000,吉林省,2007,
220000,吉林省,2006,
220000,吉林省,2005,
220000,吉林省,2004,
220000,吉林省,2003,
220000,吉林省,2002,
220000,吉林省,2001,
220000,吉林省,2000,
230000,黑龙江省,2019,
230000,黑龙江省,2018,
230000,黑龙江省,2017,36688.8115246379
230000,黑龙江省,2016,37500.1076316736
230000,黑龙江省,2015,33576.5320798249
230000,黑龙江省,2014,33355.0208218538
230000,黑龙江省,2013,45317.2006453454
230000,黑龙江省,2012,36194.1213395876
230000,黑龙江省,2011,
230000,黑龙江省,2010,
230000,黑龙江省,2009,
230000,黑龙江省,2008,
230000,黑龙江省,2007,
230000,黑龙江省,2006,
230000,黑龙江省,2005,
230000,黑龙江省,2004,
230000,黑龙江省,2003,
230000,黑龙江省,2002,
230000,黑龙江省,2001,
230000,黑龙江省,2000,
310000,上海市,2019,
310000,上海市,2018,
310000,上海市,2017,72065.4480935442
310000,上海市,2016,66225.4155349522
310000,上海市,2015,65977.6614427823
310000,上海市,2014,60015.7426229086
310000,上海市,2013,58298.2355250238
310000,上海市,2012,62817.1742820371
310000,上海市,2011,
310000,上海市,2010,
310000,上海市,2009,
310000,上海市,2008,
310000,上海市,2007,
310000,上海市,2006,
310000,上海市,2005,
310000,上海市,2004,
310000,上海市,2003,
310000,上海市,2002,
310000,上海市,2001,
310000,上海市,2000,
320000,江苏省,2019,
320000,江苏省,2018,
320000,江苏省,2017,75055.1291467284
320000,江苏省,2016,74219.5924236699
320000,江苏省,2015,71960.032053866
320000,江苏省,2014,71323.554882563
320000,江苏省,2013,50530.6882392132
320000,江苏省,2012,61865.7488177264
320000,江苏省,2011,
320000,江苏省,2010,
320000,江苏省,2009,
320000,江苏省,2008,
320000,江苏省,2007,
320000,江苏省,2006,
320000,江苏省,2005,
320000,江苏省,2004,
320000,江苏省,2003,
320000,江苏省,2002,
320000,江苏省,2001,
320000,江苏省,2000,
330000,浙江省,2019,
330000,浙江省,2018,
330000,浙江省,2017,63557.5935743547
330000,浙江省,2016,61842.6876744751
330000,浙江省,2015,60255.6980152628
330000,浙江省,2014,62697.7291853156
330000,浙江省,2013,36545.4523078751
330000,浙江省,2012,57790.4596738725
330000,浙江省,2011,
330000,浙江省,2010,
330000,浙江省,2009,
330000,浙江省,2008,
330000,浙江省,2007,
330000,浙江省,2006,
330000,浙江省,2005,
330000,浙江省,2004,
330000,浙江省,2003,
330000,浙江省,2002,
330000,浙江省,2001,
330000,浙江省,2000,
340000,安徽省,2019,
340000,安徽省,2018,
340000,安徽省,2017,72625.3485010862
340000,安徽省,2016,73643.0817278111
340000,安徽省,2015,72219.440666867
340000,安徽省,2014,71972.3875488985
340000,安徽省,2013,86763.4545929094
340000,安徽省,2012,56178.6190463124
340000,安徽省,2011,
340000,安徽省,2010,
340000,安徽省,2009,
340000,安徽省,2008,
340000,安徽省,2007,
340000,安徽省,2006,
340000,安徽省,2005,
340000,安徽省,2004,
340000,安徽省,2003,
340000,安徽省,2002,
340000,安徽省,2001,
340000,安徽省,2000,
350000,福建省,2019,
350000,福建省,2018,
350000,福建省,2017,73277.8699008046
350000,福建省,2016,72500.3615709405
350000,福建省,2015,77334.5945055731
350000,福建省,2014,71401.9588495528
350000,福建省,2013,67733.7829691771
350000,福建省,2012,69045.8192675804
350000,福建省,2011,
350000,福建省,2010,
350000,福建省,2009,
350000,福建省,2008,
350000,福建省,2007,
350000,福建省,2006,
350000,福建省,2005,
350000,福建省,2004,
350000,福建省,2003,
350000,福建省,2002,
350000,福建省,2001,
350000,福建省,2000,
360000,江西省,2019,
360000,江西省,2018,
360000,江西省,2017,41105.6645200635
360000,江西省,2016,50951.153906032
360000,江西省,2015,50767.2810585789
360000,江西省,2014,56833.963966532
360000,江西省,2013,63364.0464614681
360000,江西省,2012,51576.3287359054
360000,江西省,2011,
360000,江西省,2010,
360000,江西省,2009,
360000,江西省,2008,
360000,江西省,2007,
360000,江西省,2006,
360000,江西省,2005,
360000,江西省,2004,
360000,江西省,2003,
360000,江西省,2002,
360000,江西省,2001,
360000,江西省,2000,
370000,山东省,2019,
370000,山东省,2018,
370000,山东省,2017,68692.7776762625
370000,山东省,2016,68487.8295015089
370000,山东省,2015,66786.7155708046
370000,山东省,2014,64948.6899858312
370000,山东省,2013,68824.5424263634
370000,山东省,2012,49478.023105646
370000,山东省,2011,
370000,山东省,2010,
370000,山东省,2009,
370000,山东省,2008,
370000,山东省,2007,
370000,山东省,2006,
370000,山东省,2005,
370000,山东省,2004,
370000,山东省,2003,
370000,山东省,2002,
370000,山东省,2001,
370000,山东省,2000,
410000,河南省,2019,
410000,河南省,2018,
410000,河南省,2017,78242.9390468468
410000,河南省,2016,83332.7693870656
410000,河南省,2015,57859.3457010637
410000,河南省,2014,60364.2104145047
410000,河南省,2013,54545.4413167238
410000,河南省,2012,53486.3416373021
410000,河南省,2011,
410000,河南省,2010,
410000,河南省,2009,
410000,河南省,2008,
410000,河南省,2007,
410000,河南省,2006,
410000,河南省,2005,
410000,河南省,2004,
410000,河南省,2003,
410000,河南省,2002,
410000,河南省,2001,
410000,河南省,2000,
420000,湖北省,2019,
420000,湖北省,2018,
420000,湖北省,2017,83525.6899108872
420000,湖北省,2016,79897.9416223454
420000,湖北省,2015,84197.4655628274
420000,湖北省,2014,82104.6699016471
420000,湖北省,2013,69466.2668228195
420000,湖北省,2012,71933.4202819334
420000,湖北省,2011,
420000,湖北省,2010,
420000,湖北省,2009,
420000,湖北省,2008,
420000,湖北省,2007,
420000,湖北省,2006,
420000,湖北省,2005,
420000,湖北省,2004,
420000,湖北省,2003,
420000,湖北省,2002,
420000,湖北省,2001,
420000,湖北省,2000,
430000,湖南省,2019,
430000,湖南省,2018,
430000,湖南省,2017,51567.4330526889
430000,湖南省,2016,57670.7470534122
430000,湖南省,2015,57717.7000887592
430000,湖南省,2014,59840.2662098698
430000,湖南省,2013,41882.1645709621
430000,湖南省,2012,48902.2432951714
430000,湖南省,2011,
430000,湖南省,2010,
430000,湖南省,2009,
430000,湖南省,2008,
430000,湖南省,2007,
430000,湖南省,2006,
430000,湖南省,2005,
430000,湖南省,2004,
430000,湖南省,2003,
430000,湖南省,2002,
430000,湖南省,2001,
430000,湖南省,2000,
440000,广东省,2019,
440000,广东省,2018,
440000,广东省,2017,88728.4539088861
440000,广东省,2016,91045.1449277251
440000,广东省,2015,87455.3380276858
440000,广东省,2014,84858.7419959335
440000,广东省,2013,102375.029760417
440000,广东省,2012,79373.6129072529
440000,广东省,2011,
440000,广东省,2010,
440000,广东省,2009,
440000,广东省,2008,
440000,广东省,2007,
440000,广东省,2006,
440000,广东省,2005,
440000,广东省,2004,
440000,广东省,2003,
440000,广东省,2002,
440000,广东省,2001,
440000,广东省,2000,
450000,广西壮族自治区,2019,
450000,广西壮族自治区,2018,
450000,广西壮族自治区,2017,45626.1970103529
450000,广西壮族自治区,2016,51167.4067003261
450000,广西壮族自治区,2015,54245.6611855475
450000,广西壮族自治区,2014,57656.434050116
450000,广西壮族自治区,2013,71666.1081958346
450000,广西壮族自治区,2012,45601.3661479625
450000,广西壮族自治区,2011,
450000,广西壮族自治区,2010,
450000,广西壮族自治区,2009,
450000,广西壮族自治区,2008,
450000,广西壮族自治区,2007,
450000,广西壮族自治区,2006,
450000,广西壮族自治区,2005,
450000,广西壮族自治区,2004,
450000,广西壮族自治区,2003,
450000,广西壮族自治区,2002,
450000,广西壮族自治区,2001,
450000,广西壮族自治区,2000,
460000,海南省,2019,
460000,海南省,2018,
460000,海南省,2017,67680.8949835912
460000,海南省,2016,69845.6045686842
460000,海南省,2015,68398.7925078742
460000,海南省,2014,71925.5721841899
460000,海南省,2013,297184.691575602
460000,海南省,2012,65607.074815035
460000,海南省,2011,
460000,海南省,2010,
460000,海南省,2009,
460000,海南省,2008,
460000,海南省,2007,
460000,海南省,2006,
460000,海南省,2005,
460000,海南省,2004,
460000,海南省,2003,
460000,海南省,2002,
460000,海南省,2001,
460000,海南省,2000,
500000,重庆市,2019,
500000,重庆市,2018,
500000,重庆市,2017,69802.118771551
500000,重庆市,2016,72350.7364868252
500000,重庆市,2015,75062.6466690867
500000,重庆市,2014,69163.5064844168
500000,重庆市,2013,58598.2745673105
500000,重庆市,2012,49010.2312309898
500000,重庆市,2011,
500000,重庆市,2010,
500000,重庆市,2009,
500000,重庆市,2008,
500000,重庆市,2007,
500000,重庆市,2006,
500000,重庆市,2005,
500000,重庆市,2004,
500000,重庆市,2003,
500000,重庆市,2002,
500000,重庆市,2001,
500000,重庆市,2000,
510000,四川省,2019,
510000,四川省,2018,
510000,四川省,2017,38328.9313752386
510000,四川省,2016,42925.6945960781
510000,四川省,2015,46342.2226275439
510000,四川省,2014,42902.6207406176
510000,四川省,2013,51635.6974731874
510000,四川省,2012,45411.9436380007
510000,四川省,2011,
510000,四川省,2010,
510000,四川省,2009,
510000,四川省,2008,
510000,四川省,2007,
510000,四川省,2006,
510000,四川省,2005,
510000,四川省,2004,
510000,四川省,2003,
510000,四川省,2002,
510000,四川省,2001,
510000,四川省,2000,
520000,贵州省,2019,
520000,贵州省,2018,
520000,贵州省,2017,57024.2413272041
520000,贵州省,2016,48704.9868787933
520000,贵州省,2015,49351.2448857588
520000,贵州省,2014,54563.4039634024
520000,贵州省,2013,147162.266641815
520000,贵州省,2012,57246.2753621853
520000,贵州省,2011,
520000,贵州省,2010,
520000,贵州省,2009,
520000,贵州省,2008,
520000,贵州省,2007,
520000,贵州省,2006,
520000,贵州省,2005,
520000,贵州省,2004,
520000,贵州省,2003,
520000,贵州省,2002,
520000,贵州省,2001,
520000,贵州省,2000,
530000,云南省,2019,
530000,云南省,2018,
530000,云南省,2017,45577.5182003216
530000,云南省,2016,48872.5697051455
530000,云南省,2015,48562.1937482724
530000,云南省,2014,51174.2579562717
530000,云南省,2013,60920.0340253001
530000,云南省,2012,40713.5015459693
530000,云南省,2011,
530000,云南省,2010,
530000,云南省,2009,
530000,云南省,2008,
530000,云南省,2007,
530000,云南省,2006,
530000,云南省,2005,
530000,云南省,2004,
530000,云南省,2003,
530000,云南省,2002,
530000,云南省,2001,
530000,云南省,2000,
540000,西藏自治区,2019,
540000,西藏自治区,2018,
540000,西藏自治区,2017,82676.9851839345
540000,西藏自治区,2016,76692.2850045167
540000,西藏自治区,2015,68448.4817175154
540000,西藏自治区,2014,66319.4202202272
540000,西藏自治区,2013,235744.747670706
540000,西藏自治区,2012,60656.0047700067
540000,西藏自治区,2011,
540000,西藏自治区,2010,
540000,西藏自治区,2009,
540000,西藏自治区,2008,
540000,西藏自治区,2007,
540000,西藏自治区,2006,
540000,西藏自治区,2005,
540000,西藏自治区,2004,
540000,西藏自治区,2003,
540000,西藏自治区,2002,
540000,西藏自治区,2001,
540000,西藏自治区,2000,
610000,陕西省,2019,
610000,陕西省,2018,
610000,陕西省,2017,73800.3823856783
610000,陕西省,2016,72976.4047374557
610000,陕西省,2015,70915.1871907723
610000,陕西省,2014,64507.1726391717
610000,陕西省,2013,66474.8376108388
610000,陕西省,2012,56362.0734571063
610000,陕西省,2011,
610000,陕西省,2010,
610000,陕西省,2009,
610000,陕西省,2008,
610000,陕西省,2007,
610000,陕西省,2006,
610000,陕西省,2005,
610000,陕西省,2004,
610000,陕西省,2003,
610000,陕西省,2002,
610000,陕西省,2001,
610000,陕西省,2000,
620000,甘肃省,2019,
620000,甘肃省,2018,
620000,甘肃省,2017,51965.2566284747
620000,甘肃省,2016,55052.0049616929
620000,甘肃省,2015,53867.9693230579
620000,甘肃省,2014,52442.4797750906
620000,甘肃省,2013,75983.6864163169
620000,甘肃省,2012,50477.8484241616
620000,甘肃省,2011,
620000,甘肃省,2010,
620000,甘肃省,2009,
620000,甘肃省,2008,
620000,甘肃省,2007,
620000,甘肃省,2006,
620000,甘肃省,2005,
620000,甘肃省,2004,
620000,甘肃省,2003,
620000,甘肃省,2002,
620000,甘肃省,2001,
620000,甘肃省,2000,
630000,青海省,2019,
630000,青海省,2018,
630000,青海省,2017,53050.3605887906
630000,青海省,2016,61281.3978679219
630000,青海省,2015,62127.5396224057
630000,青海省,2014,58492.0280675838
630000,青海省,2013,157146.539419765
630000,青海省,2012,55378.3458016452
630000,青海省,2011,
630000,青海省,2010,
630000,青海省,2009,
630000,青海省,2008,
630000,青海省,2007,
630000,青海省,2006,
630000,青海省,2005,
630000,青海省,2004,
630000,青海省,2003,
630000,青海省,2002,
630000,青海省,2001,
630000,青海省,2000,
640000,宁夏回族自治区,2019,
640000,宁夏回族自治区,2018,
640000,宁夏回族自治区,2017,40560.8488787809
640000,宁夏回族自治区,2016,48424.8112060123
640000,宁夏回族自治区,2015,46772.7633675556
640000,宁夏回族自治区,2014,44826.5167711671
640000,宁夏回族自治区,2013,92587.1870830134
640000,宁夏回族自治区,2012,53050.3180493418
640000,宁夏回族自治区,2011,
640000,宁夏回族自治区,2010,
640000,宁夏回族自治区,2009,
640000,宁夏回族自治区,2008,
640000,宁夏回族自治区,2007,
640000,宁夏回族自治区,2006,
640000,宁夏回族自治区,2005,
640000,宁夏回族自治区,2004,
640000,宁夏回族自治区,2003,
640000,宁夏回族自治区,2002,
640000,宁夏回族自治区,2001,
640000,宁夏回族自治区,2000,
650000,新疆维吾尔自治区,2019,
650000,新疆维吾尔自治区,2018,
650000,新疆维吾尔自治区,2017,66519.7053490283
650000,新疆维吾尔自治区,2016,66006.3159716182
650000,新疆维吾尔自治区,2015,67092.1293166752
650000,新疆维吾尔自治区,2014,59123.852717762
650000,新疆维吾尔自治区,2013,101355.073104306
650000,新疆维吾尔自治区,2012,52133.3550295585
650000,新疆维吾尔自治区,2011,
650000,新疆维吾尔自治区,2010,
650000,新疆维吾尔自治区,2009,
650000,新疆维吾尔自治区,2008,
650000,新疆维吾尔自治区,2007,
650000,新疆维吾尔自治区,2006,
650000,新疆维吾尔自治区,2005,
650000,新疆维吾尔自治区,2004,
650000,新疆维吾尔自治区,2003,
650000,新疆维吾尔自治区,2002,
650000,新疆维吾尔自治区,2001,
650000,新疆维吾尔自治区,2000,
