省份编码,省份,年份,建筑业企业税金总额(亿元),内资建筑业企业税金总额(亿元),国有建筑业企业税金总额(亿元),集体建筑业企业税金总额(亿元),港澳台商投资建筑业企业税金总额(亿元),港澳台商独资建筑业企业税金总额(亿元),外商投资建筑业企业税金总额(亿元),外商独资建筑业企业税金总额(亿元)
120000,天津市,2012,98.75258,98.46445,26.35817,8.05172,0.18878,0.00878,0.09935,
120000,天津市,2011,93.70714,93.29952,23.94679,6.12823,0.18937,0.01741,0.21825,0.01161
120000,天津市,2010,78.066,77.6383,24.1093,4.2824,0.288,0.0238,0.1397,0.0032
120000,天津市,2009,60.23055,59.95063,19.25379,3.16265,0.20109,0.0258,0.07883,0.00412
120000,天津市,2008,46.50352,46.20039,15.2232,1.99378,0.19158,0.0146,0.11155,0.00044
120000,天津市,2007,39.39874,39.12015,12.03515,1.29436,0.18815,0.04929,0.09044,0.00021
120000,天津市,2006,30.9,30.65,9.32,1.59,0.14,0.04,0.12,0.01
120000,天津市,2005,22.8,22.57,8.67,1.49,0.14,0.02,0.08,0.01
120000,天津市,2004,,,,,,,,
120000,天津市,2003,,,,,,,,
120000,天津市,2002,,,,,,,,
120000,天津市,2001,,,,,,,,
120000,天津市,2000,,,,,,,,
130000,河北省,2019,142.59816,142.31339,15.82843,4.09585,0.28338,,0.00139,
130000,河北省,2018,157.14955,156.95845,16.27578,6.19542,0.18687,,0.00423,
130000,河北省,2017,149.16405,149.09509,10.68988,4.5803,0.05108,,0.01788,
130000,河北省,2016,160.80306,160.72412,17.28843,3.64695,0.0734,,0.00554,
130000,河北省,2015,161.20933,161.13031,18.53466,3.16113,0.0685,,0.01052,
130000,河北省,2014,171.8717,171.77935,20.59149,3.05806,0.07313,,0.01922,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,145.24828,145.05338,26.0366,3.66892,0.10808,,0.08682,
130000,河北省,2011,127.34442,127.23579,22.75185,2.91349,0.10154,,0.00709,
130000,河北省,2010,106.9483,106.8293,19.4211,2.7151,0.0705,,0.0485,
130000,河北省,2009,84.51324,84.41385,17.18351,1.77437,0.07402,,0.02537,
130000,河北省,2008,72.02451,71.9359,14.55058,1.87009,0.075,,0.01361,
130000,河北省,2007,52.12773,52.01219,16.46254,2.2455,0.11509,,0.00045,
130000,河北省,2006,51.67,51.5,17.93,2.33,0.17,,0.0,
130000,河北省,2005,39.27,39.25,12.63,2.43,0.02,,0.01,
130000,河北省,2004,,,,,,,,
130000,河北省,2003,,,,,,,,
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,111.44753,111.42508,18.69703,1.09828,0.01683,,0.00562,
140000,山西省,2018,103.37612,103.23424,16.08714,1.8365,0.02492,,0.11696,
140000,山西省,2017,90.15657,90.09911,15.51999,1.79705,0.00719,,0.05027,0.00438
140000,山西省,2016,90.31056,90.15476,15.43797,1.52422,0.01813,,0.13767,
140000,山西省,2015,85.34034,85.15187,13.31143,1.70251,0.0661,,0.12237,
140000,山西省,2014,98.1661,97.95966,17.95943,1.97572,0.06179,,0.14465,
140000,山西省,2013,,,,,,,,
140000,山西省,2012,81.54558,81.25436,23.33458,1.75223,0.10465,,0.18657,0.05291
140000,山西省,2011,71.11755,70.84048,20.47536,1.83146,0.07394,,0.20313,0.11096
140000,山西省,2010,70.3297,70.0505,17.1674,1.5372,0.2132,,0.066,
140000,山西省,2009,54.14893,53.98413,14.09414,1.56312,0.09874,,0.06606,
140000,山西省,2008,43.62915,43.47901,13.4322,1.25543,0.07706,,0.07308,
140000,山西省,2007,35.31461,35.23394,11.26904,1.28073,0.04635,,0.03432,
140000,山西省,2006,30.49,30.43,10.96,1.25,0.04,,0.03,
140000,山西省,2005,28.08,28.01,12.29,1.14,0.04,,0.03,
140000,山西省,2004,,,,,,,,
140000,山西省,2003,,,,,,,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,42.93416,42.93416,2.61002,0.2193,,,,
150000,内蒙古自治区,2018,51.45906,51.45906,4.7204,0.29173,,,,
150000,内蒙古自治区,2017,42.50966,42.50966,2.65943,0.78533,,,,
150000,内蒙古自治区,2016,43.51076,43.51076,2.69269,0.76034,,,,
150000,内蒙古自治区,2015,41.02723,41.02723,3.96247,0.90644,,,,
150000,内蒙古自治区,2014,51.68253,51.68253,4.71176,0.82355,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,52.91288,52.91288,3.96534,1.37347,,,,
150000,内蒙古自治区,2011,52.348,52.34013,3.90691,0.87374,,,0.00787,
150000,内蒙古自治区,2010,48.0801,48.0801,3.9499,0.7044,,,,
150000,内蒙古自治区,2009,35.59275,35.58997,3.59324,0.80382,,,0.00278,
150000,内蒙古自治区,2008,35.76007,35.7572,5.27055,0.68467,,,0.00287,
150000,内蒙古自治区,2007,29.35333,29.35072,2.68444,0.14062,,,0.00261,
150000,内蒙古自治区,2006,19.7,19.7,1.59,0.12,,,0.0,
150000,内蒙古自治区,2005,15.52,15.52,1.1,0.12,,,0.0,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,113.4429,112.84767,14.23934,3.46139,0.40034,0.38121,0.19489,0.00356
210000,辽宁省,2018,130.02444,128.79867,15.87009,5.20341,0.71398,0.59044,0.51179,0.00743
210000,辽宁省,2017,99.06362,97.84627,12.89546,4.62812,1.00642,0.85859,0.21093,0.00617
210000,辽宁省,2016,124.63744,121.67928,13.57905,4.94274,2.66224,1.80309,0.29592,0.01527
210000,辽宁省,2015,186.79765,184.40929,18.40807,7.0242,1.76455,1.30092,0.62381,0.12764
210000,辽宁省,2014,231.50532,230.49116,22.35408,8.79651,0.42103,0.0579,0.59313,0.01943
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,248.08622,246.40213,33.13449,12.67459,0.72229,0.0018,0.9618,0.17583
210000,辽宁省,2011,216.35164,213.43119,33.01726,11.17852,1.19216,0.61521,1.72829,0.12176
210000,辽宁省,2010,167.1879,165.3747,27.534,9.1293,0.2598,0.0709,1.5534,0.111
210000,辽宁省,2009,113.11472,111.51733,21.78597,6.6569,0.26029,0.02973,1.3371,0.22947
210000,辽宁省,2008,90.56104,89.18648,19.3513,5.64981,0.27127,0.00206,1.10329,0.30252
210000,辽宁省,2007,72.57628,70.19109,17.51448,5.03157,0.33185,0.00121,2.05334,0.05183
210000,辽宁省,2006,60.86,58.84,15.9,5.56,0.51,0.0,1.5,0.03
210000,辽宁省,2005,57.61,55.94,16.2,5.24,0.19,0.01,1.48,0.02
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,74.23806,74.11082,2.62552,0.24196,0.12724,0.05444,,
220000,吉林省,2018,95.27689,94.98492,5.10332,0.98489,0.27308,0.02115,0.01889,
220000,吉林省,2017,70.839,70.63732,3.57466,0.7374,0.19179,0.00999,0.00989,
220000,吉林省,2016,79.47582,79.22919,4.00216,0.5664,0.24418,,0.00245,
220000,吉林省,2015,72.94351,72.52723,3.90202,0.69585,0.39378,,0.0225,
220000,吉林省,2014,88.30547,87.63465,9.34993,0.87696,0.6378,,0.03302,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,67.0096,66.43013,5.21631,1.06136,0.57947,,,
220000,吉林省,2011,59.64709,59.5031,4.12973,1.96345,0.14399,,,
220000,吉林省,2010,49.0467,49.0262,3.2792,0.4545,0.0205,,,
220000,吉林省,2009,42.05956,41.86068,3.81234,1.00363,0.11649,,0.08239,
220000,吉林省,2008,37.15189,37.06586,4.87915,1.10121,0.02896,,0.05707,
220000,吉林省,2007,22.56052,22.39388,3.70058,0.71758,0.10817,,0.05847,
220000,吉林省,2006,21.64,21.54,3.2,0.78,0.06,,0.03,
220000,吉林省,2005,16.6,16.42,5.07,0.82,0.07,,0.11,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,43.21656,43.11718,7.47385,1.80757,0.00024,,0.09914,
230000,黑龙江省,2018,53.96525,53.89935,7.26971,3.54154,0.00024,,0.06566,
230000,黑龙江省,2017,48.90906,48.8683,9.47494,4.93053,0.0305,,0.01026,
230000,黑龙江省,2016,52.0678,52.05381,9.23969,5.68428,0.00332,,0.01067,
230000,黑龙江省,2015,54.46391,54.35642,10.02346,5.01251,0.02212,,0.08537,
230000,黑龙江省,2014,63.01405,62.80029,11.65366,6.73237,0.00874,,0.20502,0.01677
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,72.09934,72.02864,18.39246,6.48197,0.00232,,0.06838,0.01014
230000,黑龙江省,2011,73.27296,72.94458,21.52148,5.52886,0.01024,,0.31814,0.19368
230000,黑龙江省,2010,121.6489,121.5453,50.6634,6.0189,0.0109,,0.0927,0.0888
230000,黑龙江省,2009,77.45042,77.32791,37.37036,3.81135,0.08379,,0.03872,0.03231
230000,黑龙江省,2008,106.29755,106.121,38.76188,3.98556,0.12244,,0.05411,0.05332
230000,黑龙江省,2007,24.59613,24.49831,10.13244,1.64421,0.06762,,0.0302,
230000,黑龙江省,2006,22.85,22.79,8.8,1.68,0.06,,0.0,
230000,黑龙江省,2005,19.28,19.16,6.43,1.49,0.0,,0.12,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,160.47063,156.73305,22.11514,0.98234,1.44495,0.68901,2.29263,0.77101
310000,上海市,2018,174.51977,168.14622,30.28748,1.11185,1.71446,0.67722,4.65909,3.55951
310000,上海市,2017,163.59523,157.2707,16.08313,1.26364,3.078,0.8421,3.24653,2.22031
310000,上海市,2016,180.20949,174.2527,22.34566,1.63349,2.42619,0.74927,3.5306,1.85859
310000,上海市,2015,190.59806,184.75673,24.98536,1.67293,3.12022,0.72876,2.72111,1.19183
310000,上海市,2014,182.96313,177.81292,24.32205,1.3361,2.68368,0.79176,2.46653,0.87358
310000,上海市,2013,,,,,,,,
310000,上海市,2012,156.16404,149.53211,21.78233,2.25082,3.17674,0.90481,3.45519,1.38279
310000,上海市,2011,156.81494,149.75882,22.79743,2.62088,3.91135,0.79037,3.14477,1.39111
310000,上海市,2010,138.4093,132.7839,20.5541,2.7452,3.1427,0.6395,2.4827,0.9342
310000,上海市,2009,130.88321,126.49041,24.88261,2.61978,2.34636,0.44508,2.04644,0.70827
310000,上海市,2008,110.17033,105.63836,17.63549,2.29598,2.05205,0.72273,2.47992,1.11375
310000,上海市,2007,85.62226,82.63908,15.43626,2.83866,1.13316,0.31976,1.85002,0.7879
310000,上海市,2006,79.93,77.52,17.49,3.1,0.98,0.23,1.43,0.65
310000,上海市,2005,66.93,64.39,16.7,2.5,0.97,0.05,1.56,0.56
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,1051.65421,1048.62406,28.83382,4.35164,1.13521,0.29794,1.89494,1.42571
320000,江苏省,2018,1122.4497,1118.98703,37.58512,5.68758,1.26643,0.28637,2.19624,1.50893
320000,江苏省,2017,927.73109,924.90727,23.19182,6.01019,2.02034,0.61667,0.80348,0.57226
320000,江苏省,2016,822.66373,820.23589,23.07295,4.84129,1.32537,0.19876,1.10247,0.51711
320000,江苏省,2015,755.86362,753.14787,26.8481,4.0704,1.38454,0.18433,1.33121,0.78932
320000,江苏省,2014,739.27546,736.43443,25.47414,4.72298,1.28645,0.11735,1.55458,0.98835
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,555.90529,553.12767,27.5105,11.6421,1.08203,0.11283,1.69559,0.90846
320000,江苏省,2011,454.91199,452.26357,22.86414,10.94765,0.98162,0.10656,1.6668,0.97535
320000,江苏省,2010,378.7679,376.8044,21.5598,10.0832,0.7613,0.315,1.2023,0.6076
320000,江苏省,2009,313.01664,309.62545,20.28201,10.92967,1.02838,0.47661,2.36281,0.48728
320000,江苏省,2008,266.40669,264.08686,15.63812,13.99294,0.94208,0.27082,1.37775,0.64647
320000,江苏省,2007,213.13693,210.80396,12.70547,16.13199,0.71179,0.14947,1.62118,0.64255
320000,江苏省,2006,160.33,158.85,11.92,12.32,0.5,0.04,0.97,0.41
320000,江苏省,2005,126.01,124.39,12.51,10.35,0.49,0.1,1.12,0.34
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,514.64241,509.99097,7.13477,3.42834,3.70489,0.29937,0.94655,0.00266
330000,浙江省,2018,531.73798,526.63885,8.08252,4.20351,3.22264,0.26884,1.87649,0.0364
330000,浙江省,2017,658.57667,654.46346,6.96818,5.46057,2.23647,0.3762,1.87674,0.12915
330000,浙江省,2016,651.40669,647.16879,6.65746,6.11833,2.16758,0.01,2.07032,
330000,浙江省,2015,635.14557,631.83863,7.34041,5.86292,1.7121,0.00917,1.59484,0.00465
330000,浙江省,2014,621.63357,618.76355,7.68992,5.22239,1.5957,0.02148,1.27432,0.00486
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,489.4923,487.35455,8.83446,6.47271,1.35455,0.01823,0.7832,0.00981
330000,浙江省,2011,433.0546,431.0452,8.63058,5.68683,0.97339,0.00971,1.03601,0.0053
330000,浙江省,2010,362.9026,361.215,6.2423,5.3617,0.8339,0.0075,0.8538,0.0045
330000,浙江省,2009,293.0021,291.60976,6.62411,3.93783,0.64856,0.00314,0.74378,
330000,浙江省,2008,249.90548,248.98432,8.62,3.69754,0.44123,0.00391,0.47993,
330000,浙江省,2007,213.39525,212.32973,6.93584,3.51207,0.26611,0.00311,0.79941,
330000,浙江省,2006,178.63,178.13,6.59,4.08,0.18,0.0,0.32,
330000,浙江省,2005,145.0,144.2,6.76,5.77,0.29,0.0,0.51,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,205.72094,205.64651,16.7643,7.97923,0.07436,0.06343,7e-05,
340000,安徽省,2018,248.61437,248.50635,28.95217,5.65696,0.1069,0.10487,0.00112,
340000,安徽省,2017,197.65112,197.5328,22.14996,4.4321,0.00383,0.00319,0.11449,0.11412
340000,安徽省,2016,188.47709,188.34125,20.93084,4.2203,0.01541,0.01306,0.12043,0.10025
340000,安徽省,2015,173.70633,173.55253,24.42642,3.47782,0.04482,0.04383,0.10898,0.00602
340000,安徽省,2014,165.7301,165.54149,24.99288,3.57191,0.04127,0.04126,0.14734,0.06494
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,123.85667,123.59367,25.41103,3.36979,0.09664,0.04847,0.16636,0.00458
340000,安徽省,2011,111.68953,111.45267,25.46566,2.94985,0.103,0.05647,0.13386,0.00399
340000,安徽省,2010,111.7328,111.5256,36.4191,2.882,0.1036,0.0613,0.1036,0.0023
340000,安徽省,2009,88.79622,88.60596,33.87002,2.96048,0.09697,0.064,0.09329,0.00389
340000,安徽省,2008,69.22358,69.0821,21.21941,2.84407,0.07601,0.05373,0.06547,0.00873
340000,安徽省,2007,54.32465,54.02846,17.36999,2.18326,0.20809,0.1446,0.0881,
340000,安徽省,2006,46.53,46.35,14.74,2.49,0.14,0.07,0.04,
340000,安徽省,2005,33.33,33.22,9.12,2.94,0.08,0.05,0.03,0.01
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,416.94382,415.61305,8.5906,1.44694,0.88746,0.18418,0.44331,0.35915
350000,福建省,2018,433.05309,432.36715,15.0234,1.80003,0.57026,0.05743,0.11568,0.02489
350000,福建省,2017,349.91828,347.05042,13.81051,2.45484,2.81389,0.20394,0.05397,
350000,福建省,2016,282.31528,278.69054,11.76563,2.75224,3.55615,0.40476,0.06859,
350000,福建省,2015,260.83504,257.35537,12.28365,2.98967,3.44528,0.16465,0.03439,
350000,福建省,2014,232.48532,229.24501,11.76916,2.83564,3.19646,0.10363,0.04385,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,156.17881,154.08806,15.5679,3.60847,2.01021,0.11217,0.08054,0.04465
350000,福建省,2011,132.07804,130.44475,14.626,2.60622,1.55479,0.11388,0.0785,0.02284
350000,福建省,2010,103.5048,102.3598,13.7757,1.8856,1.0819,0.0593,0.0631,0.0173
350000,福建省,2009,90.67234,89.93668,21.41932,2.08018,0.68778,0.10064,0.04788,0.01423
350000,福建省,2008,70.44306,69.24277,13.2313,2.6775,0.97364,0.12479,0.22665,0.1003
350000,福建省,2007,56.59958,55.63909,8.30431,3.19653,0.83887,0.09122,0.12162,0.02397
350000,福建省,2006,40.13,39.36,6.77,2.01,0.43,0.05,0.34,0.19
350000,福建省,2005,31.29,30.82,7.25,3.3,0.27,0.03,0.19,0.06
350000,福建省,2004,,,,,,,,
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,223.02704,219.48128,11.39833,14.67712,3.52667,0.00034,0.01909,
360000,江西省,2018,228.09139,226.66229,14.12101,17.35183,1.40029,0.00133,0.02881,
360000,江西省,2017,187.02278,186.09745,9.77549,14.00871,0.88636,0.00117,0.03897,
360000,江西省,2016,182.67644,181.95377,10.01228,14.26698,0.71974,0.00159,0.00293,
360000,江西省,2015,161.47451,159.03461,10.49735,12.18535,2.4198,0.00526,0.0201,
360000,江西省,2014,140.17073,139.731,8.55482,11.53505,0.43926,0.00305,0.00047,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,93.94409,92.53518,18.0527,10.00569,1.40877,0.00025,0.00014,
360000,江西省,2011,66.08664,65.879,15.64438,9.22921,0.20751,0.07552,0.00013,
360000,江西省,2010,59.8393,59.2949,15.6627,9.4897,0.0468,0.0004,0.4976,0.0022
360000,江西省,2009,48.6149,48.50267,13.50766,8.83503,0.10923,0.00045,0.003,0.0022
360000,江西省,2008,46.07203,45.88459,13.26312,9.81307,0.18292,0.00137,0.00452,0.0022
360000,江西省,2007,27.79471,27.70544,7.5715,5.62487,0.08819,0.00111,0.00108,
360000,江西省,2006,22.88,22.8,7.31,4.79,0.07,0.0,0.01,
360000,江西省,2005,19.7,19.64,6.25,4.63,0.06,0.0,0.0,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,375.90714,375.62977,34.40856,9.97581,0.04661,,0.23076,
370000,山东省,2018,368.37918,368.10915,34.56039,12.77675,0.04605,,0.22398,0.00422
370000,山东省,2017,336.46943,335.45831,35.42694,15.97183,0.80167,,0.20945,0.00126
370000,山东省,2016,310.28303,309.00186,42.03511,16.06361,1.08352,,0.19765,0.00463
370000,山东省,2015,289.40077,287.77585,40.06678,14.10381,1.50752,,0.1174,0.00116
370000,山东省,2014,289.18648,287.68128,37.79111,14.34241,1.37819,0.11176,0.12701,0.00182
370000,山东省,2013,,,,,,,,
370000,山东省,2012,230.21596,229.25555,36.39288,15.97343,0.80749,0.04216,0.15292,0.03951
370000,山东省,2011,206.44621,205.57613,34.61184,14.75349,0.72277,0.0246,0.14731,0.03369
370000,山东省,2010,187.5908,187.2455,31.2269,18.9835,0.1954,0.0346,0.1499,0.0371
370000,山东省,2009,156.14553,155.22077,27.90669,12.49939,0.19526,0.02653,0.7295,0.06527
370000,山东省,2008,123.79147,122.76036,21.21807,12.57618,0.25215,0.02054,0.77896,0.06896
370000,山东省,2007,103.1062,102.07372,22.07448,11.60225,0.2803,0.0131,0.75218,0.02475
370000,山东省,2006,89.56,89.21,17.42,10.91,0.15,0.01,0.2,0.01
370000,山东省,2005,79.27,78.89,18.89,11.8,0.24,0.01,0.14,0.03
370000,山东省,2004,,,,,,,,
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,483.71546,483.35677,31.72207,24.56176,0.01445,,0.34424,0.0201
410000,河南省,2018,505.1643,504.87842,35.25013,24.90963,0.01922,,0.26666,0.0201
410000,河南省,2017,402.95652,402.62099,27.48732,20.27317,0.13731,,0.19822,0.01048
410000,河南省,2016,393.80619,393.38311,32.60561,21.0024,0.28869,,0.13439,0.00253
410000,河南省,2015,270.22555,270.00259,21.65297,8.12629,0.14463,,0.07833,0.00253
410000,河南省,2014,268.83485,268.70589,22.98808,9.06204,0.04774,0.0,0.08122,0.00262
410000,河南省,2013,,,,,,,,
410000,河南省,2012,204.79935,204.67535,23.8541,8.08869,0.0253,0.00204,0.0987,0.00308
410000,河南省,2011,181.30102,181.19724,19.31849,8.29015,0.00472,0.00114,0.09906,0.01015
410000,河南省,2010,161.9276,161.7081,20.3444,7.2163,0.1166,0.0011,0.1029,0.0021
410000,河南省,2009,129.07842,128.9436,20.66052,5.80211,0.08205,0.00696,0.05277,0.00101
410000,河南省,2008,98.73802,98.63993,16.85178,5.75092,0.05933,0.02825,0.03876,0.00045
410000,河南省,2007,74.2829,74.24236,16.52026,5.71053,0.0281,,0.01244,
410000,河南省,2006,50.75,50.7,12.44,3.69,0.02,,0.03,0.0
410000,河南省,2005,36.99,36.93,11.1,3.9,0.04,,0.02,0.0
410000,河南省,2004,,,,,,,,
410000,河南省,2003,,,,,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,575.67901,574.52285,91.65412,3.74276,0.05223,3e-05,1.10393,
420000,湖北省,2018,593.72766,591.25934,99.56614,4.46856,0.05252,9e-05,2.4158,
420000,湖北省,2017,397.43627,397.02194,64.75161,3.59638,0.22731,0.00445,0.18702,
420000,湖北省,2016,396.66976,396.27462,75.88521,4.21885,0.17317,0.01208,0.22197,
420000,湖北省,2015,385.57681,385.41705,64.22624,3.84724,0.15776,0.00585,0.002,
420000,湖北省,2014,341.15801,340.97947,50.27219,3.2075,0.11714,0.00869,0.0614,
420000,湖北省,2013,,,,,,,,
420000,湖北省,2012,254.03828,253.67414,59.54916,6.10318,0.2086,0.02586,0.15554,
420000,湖北省,2011,202.63079,195.48679,53.51682,4.38267,0.17051,0.01434,6.97349,
420000,湖北省,2010,155.0413,154.7041,43.8611,3.3321,0.1248,0.0072,0.2124,
420000,湖北省,2009,119.19124,118.98723,41.34405,3.45835,0.0983,0.02726,0.10571,
420000,湖北省,2008,94.81496,94.70749,24.6297,3.63185,0.10679,0.02035,0.00068,
420000,湖北省,2007,77.67779,77.57004,20.24051,4.05538,0.05096,0.01095,0.05679,0.024
420000,湖北省,2006,62.99,62.79,22.16,3.27,0.06,0.01,0.13,
420000,湖北省,2005,47.38,47.31,17.19,3.78,0.04,0.0,0.03,
420000,湖北省,2004,,,,,,,,
420000,湖北省,2003,,,,,,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,394.06588,392.5592,51.34063,15.55996,0.474,0.06632,1.03268,1.03268
430000,湖南省,2018,390.03248,388.27991,50.66761,17.30903,0.82918,0.08072,0.92339,0.92339
430000,湖南省,2017,301.16312,300.12853,48.10302,15.98837,0.95531,0.16746,0.07928,0.07928
430000,湖南省,2016,272.66568,271.19666,48.69155,12.99314,0.43139,0.08857,1.03763,0.06374
430000,湖南省,2015,238.30928,236.9186,46.215,10.71651,0.82916,0.08067,0.56152,0.22537
430000,湖南省,2014,220.83478,219.20798,37.70607,9.97663,0.80045,0.05695,0.82635,0.20411
430000,湖南省,2013,,,,,,,,
430000,湖南省,2012,157.58395,156.42429,35.55908,9.36831,0.7017,0.1981,0.45796,0.05252
430000,湖南省,2011,142.25941,141.70041,44.63985,9.19352,0.33354,0.1949,0.22546,0.04817
430000,湖南省,2010,124.0811,123.7224,38.5777,8.4248,0.3252,0.1826,0.0336,0.0299
430000,湖南省,2009,95.67494,95.58534,29.10669,5.70013,0.01464,0.0099,0.07496,0.02655
430000,湖南省,2008,90.65923,90.39012,28.80839,6.47891,0.21186,0.12002,0.05725,0.02482
430000,湖南省,2007,67.49134,67.1686,21.42186,6.13307,0.29457,0.14514,0.02817,0.02776
430000,湖南省,2006,53.84,53.68,16.52,5.7,0.14,0.11,0.02,0.02
430000,湖南省,2005,44.39,44.17,14.03,5.75,0.15,0.04,0.07,0.01
430000,湖南省,2004,,,,,,,,
