省份编码,省份,年份,劳务分包建筑业企业单位数(个),劳务分包建筑业企业从业人数(人),劳务分包建筑业企业营业收入(万元),劳务分包建筑业企业主营业务收入(万元),劳务分包建筑业企业税金(万元),劳务分包建筑业企业利润总额(万元),劳务分包建筑业企业从业人员劳动报酬(万元)
140000,山西省,2019,,,,,,,
140000,山西省,2018,,,,,,,
140000,山西省,2017,,,,,,,
140000,山西省,2016,,,,,,,
140000,山西省,2015,,,,,,,
140000,山西省,2014,,,,,,,
140000,山西省,2013,,,,,,,
140000,山西省,2012,98,15538,98008.6,96404.7,1638.1,232.4,
140000,山西省,2011,88,15679,74927.6,73269.7,1950.1,350.8,
140000,山西省,2010,74,14005,62336.0,62289.0,1707,480.0,26642
140000,山西省,2009,77,9268,51207.7,51082.1,1217,320.6,14958.3
140000,山西省,2008,91,8978,52727.0,52151.6,1237.9,522.9,17978.7
140000,山西省,2007,59,6392,12102.6,11852.3,482.7,166.0,6036.4
140000,山西省,2006,67,7236,11943.4,10987.6,313.7,-23.1,5556
140000,山西省,2005,78,6949,12816.2,12676.7,353.1,-183.6,5504.3
140000,山西省,2004,,,,,,,
140000,山西省,2003,,,,,,,
140000,山西省,2002,,,,,,,
140000,山西省,2001,,,,,,,
140000,山西省,2000,,,,,,,
150000,内蒙古自治区,2019,,,,,,,
150000,内蒙古自治区,2018,,,,,,,
150000,内蒙古自治区,2017,,,,,,,
150000,内蒙古自治区,2016,102,3968,,,,,
150000,内蒙古自治区,2015,,,,,,,
150000,内蒙古自治区,2014,,,,,,,
150000,内蒙古自治区,2013,,,,,,,
150000,内蒙古自治区,2012,71,3636,45049.3,43332.3,11726.7,4771.8,
150000,内蒙古自治区,2011,74,5057,51284.2,51271.1,1884.9,8904.1,
150000,内蒙古自治区,2010,73,7508,39983.0,39968.0,1628,7757.0,13393
150000,内蒙古自治区,2009,61,4460,18785.3,18776.7,843.7,1227.3,10169.7
150000,内蒙古自治区,2008,59,5769,18432.0,18382.6,757.6,1626.1,6239
150000,内蒙古自治区,2007,29,3120,6225.3,6225.3,245.6,188.5,4127.6
150000,内蒙古自治区,2006,10,609,1214.6,1213.0,38.1,41.0,618.6
150000,内蒙古自治区,2005,11,499,1464.5,1464.0,43.8,135.7,453.2
150000,内蒙古自治区,2004,,,,,,,
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,,,,,,,
210000,辽宁省,2018,,,,,,,
210000,辽宁省,2017,,,,,,,
210000,辽宁省,2016,,,,,,,
210000,辽宁省,2015,,,,,,,
210000,辽宁省,2014,,,,,,,
210000,辽宁省,2013,,,,,,,
210000,辽宁省,2012,241,22575,206769.8,202059.2,6607.7,-20995.8,
210000,辽宁省,2011,238,18258,167323.7,166428.1,5653.4,5089.2,
210000,辽宁省,2010,280,31871,174224.0,168847.0,6582,6371.0,54473
210000,辽宁省,2009,251,27286,138221.1,137371.8,5167.9,5265.7,43070.3
210000,辽宁省,2008,234,16046,110593.9,108628.8,3158.4,5440.3,40280.5
210000,辽宁省,2007,177,9468,62071.8,60534.8,2012.7,-2156.8,14293.9
210000,辽宁省,2006,191,7568,44379.0,42860.6,1413.1,-908.4,9179.4
210000,辽宁省,2005,180,6965,44891.8,43135.0,1615.4,-147.7,9536.7
210000,辽宁省,2004,,,,,,,
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,,,,,,,
220000,吉林省,2018,,,,,,,
220000,吉林省,2017,,,,,,,
220000,吉林省,2016,,,,,,,
220000,吉林省,2015,,,,,,,
220000,吉林省,2014,,,,,,,
220000,吉林省,2013,,,,,,,
220000,吉林省,2012,52,7859,44575.9,43388.0,1516.8,860.4,
220000,吉林省,2011,53,6014,27576.0,27566.7,1062.8,2091.8,
220000,吉林省,2010,44,3838,18578.0,18486.0,837,1233.0,5006
220000,吉林省,2009,62,3030,15049.3,15016.0,542.9,1134.0,4090
220000,吉林省,2008,65,6101,28479.4,28426.2,750.6,795.1,8208.3
220000,吉林省,2007,22,2290,9121.8,8972.7,286.6,357.7,3220.8
220000,吉林省,2006,26,2573,17893.7,13218.2,410.1,827.5,3276.6
220000,吉林省,2005,26,2073,5461.0,5191.4,172.2,145.4,2026
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,,,,,,,
230000,黑龙江省,2018,,,,,,,
230000,黑龙江省,2017,,,,,,,
230000,黑龙江省,2016,,,,,,,
230000,黑龙江省,2015,,,,,,,
230000,黑龙江省,2014,,,,,,,
230000,黑龙江省,2013,,,,,,,
230000,黑龙江省,2012,98,6131,58471.1,58425.9,1667,1856.9,
230000,黑龙江省,2011,103,7138,56437.6,56196.1,1257,2495.8,
230000,黑龙江省,2010,120,10032,28960.0,28424.0,803,1186.0,7537
230000,黑龙江省,2009,123,8122,29600.4,29566.0,890.5,1180.1,5972.3
230000,黑龙江省,2008,131,8464,39128.9,38613.7,1094.1,2695.1,9442.7
230000,黑龙江省,2007,93,3811,15991.7,15937.3,644.3,-30.2,4704
230000,黑龙江省,2006,92,4321,13405.8,12433.3,430.4,234.8,5054.5
230000,黑龙江省,2005,72,3660,8437.3,8272.1,276.7,57.0,2998.9
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,,,,,,,
310000,上海市,2018,,,,,,,
310000,上海市,2017,,,,,,,
310000,上海市,2016,,,,,,,
310000,上海市,2015,,,,,,,
310000,上海市,2014,,,,,,,
310000,上海市,2013,,,,,,,
310000,上海市,2012,298,82572,935262.2,893276.0,20775.5,15855.3,
310000,上海市,2011,295,110976,760851.2,757955.3,17801.3,6337.4,
310000,上海市,2010,270,53607,577778.0,575819.0,13246,10118.0,122839
310000,上海市,2009,260,40039,508536.2,505976.4,12468.1,7376.6,105630.4
310000,上海市,2008,233,37782,369256.5,366624.6,9081.7,4596.9,74958.5
310000,上海市,2007,168,28605,180714.1,178842.1,5410.8,4088.9,48976.2
310000,上海市,2006,136,21616,152885.5,150835.1,3832.6,5492.7,44164.4
310000,上海市,2005,70,8040,78798.9,78252.1,4213.5,1631.8,13332.9
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,,,,,,,
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,,,,,,,
320000,江苏省,2016,,,,,,,
320000,江苏省,2015,,,,,,,
320000,江苏省,2014,,,,,,,
320000,江苏省,2013,,,,,,,
320000,江苏省,2012,1119,316023,1804118.5,1793203.5,63937.4,67530.5,
320000,江苏省,2011,1063,260526,1377541.9,1363757.7,47788.2,58987.7,
320000,江苏省,2010,1243,274476,1141657.0,1136915.0,40540,51348.0,520965
320000,江苏省,2009,1278,282864,1108654.1,1107352.5,39388.7,50467.2,454479.8
320000,江苏省,2008,1348,264939,1038704.4,1025240.7,38121.1,55715.9,485101.8
320000,江苏省,2007,930,188313,665108.8,647421.2,25802.7,27596.6,295280.4
320000,江苏省,2006,828,169588,480897.2,476786.0,20855.3,20086.1,204851.6
320000,江苏省,2005,697,163588,398316.6,391011.9,16362.3,23241.1,207544.9
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,,,,,,,
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,,,,,,,
330000,浙江省,2016,,,,,,,
330000,浙江省,2015,,,,,,,
330000,浙江省,2014,,,,,,,
330000,浙江省,2013,,,,,,,
330000,浙江省,2012,481,479863,3615265.4,3609938.5,131029.4,24200.0,
330000,浙江省,2011,481,429091,2677467.0,2666845.3,88140.1,18539.4,
330000,浙江省,2010,485,611078,1979099.0,1970263.0,76231,15317.0,1314833
330000,浙江省,2009,497,488575,1509939.1,1505545.3,48136.1,11030.5,1038574.2
330000,浙江省,2008,464,338985,1060302.5,1052749.2,31468.2,10106.8,622105.9
330000,浙江省,2007,353,268748,710771.8,703734.3,21638,8248.0,469167.1
330000,浙江省,2006,337,171699,459593.4,455188.1,13236.4,10556.3,248390.5
330000,浙江省,2005,249,102365,277841.4,268513.4,8165.9,4653.7,152775.7
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,,,,,,,
340000,安徽省,2018,,,,,,,
340000,安徽省,2017,,,,,,,
340000,安徽省,2016,,,,,,,
340000,安徽省,2015,,,,,,,
340000,安徽省,2014,,,,,,,
340000,安徽省,2013,,,,,,,
340000,安徽省,2012,336,150240,709169.1,652944.2,21256.7,26426.0,
340000,安徽省,2011,320,129122,547919.3,534134.0,15670.7,29003.7,
340000,安徽省,2010,345,129666,451115.0,449421.0,14802,15072.0,283540
340000,安徽省,2009,348,123286,356704.1,355208.4,10882.7,14829.2,209103.3
340000,安徽省,2008,345,125293,332148.6,328629.9,11906.6,18545.4,218673.2
340000,安徽省,2007,230,110462,232209.6,227586.9,6798,6164.6,161851.3
340000,安徽省,2006,188,117838,208417.2,205434.3,5463.7,4567.3,143113.7
340000,安徽省,2005,154,100854,144465.1,138626.2,3820.8,4439.5,96127.2
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,,,,,,,
350000,福建省,2018,,,,,,,
350000,福建省,2017,,,,,,,
350000,福建省,2016,,,,,,,
350000,福建省,2015,,,,,,,
350000,福建省,2014,,,,,,,
350000,福建省,2013,,,,,,,
350000,福建省,2012,431,642540,2887601.4,2879470.3,101383.6,17223.6,
350000,福建省,2011,371,496264,1889124.9,1884612.9,74486.4,7175.4,
350000,福建省,2010,335,445065,1215100.0,1213531.0,41917,5885.0,955080
350000,福建省,2009,300,333677,951177.3,947095.5,41413.4,4329.7,764480.1
350000,福建省,2008,237,279830,640197.2,632279.2,12314.6,4970.1,537094.3
350000,福建省,2007,174,254659,474419.5,471817.3,8739.3,3540.9,406190.7
350000,福建省,2006,112,155771,225942.6,215093.0,4598.5,1548.7,214695.1
350000,福建省,2005,100,103162,136733.8,131662.7,2301.5,3543.8,128868.7
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,,,,,,,
360000,江西省,2018,,,,,,,
360000,江西省,2017,,,,,,,
360000,江西省,2016,,,,,,,
360000,江西省,2015,,,,,,,
360000,江西省,2014,,,,,,,
360000,江西省,2013,,,,,,,
360000,江西省,2012,24,2548,15236.4,15194.4,758.7,2089.3,
360000,江西省,2011,20,1501,11582.2,11457.5,507.3,951.4,
360000,江西省,2010,34,3031,13734.0,13136.0,1520,888.0,2884
360000,江西省,2009,37,2244,12505.4,12262.9,566.5,832.1,2698.2
360000,江西省,2008,45,2501,10698.7,10439.6,453.5,865.3,3046.3
360000,江西省,2007,20,1324,8481.5,8411.4,298.3,63.2,1987.6
360000,江西省,2006,19,1484,5922.8,5906.5,287.7,78.5,1766
360000,江西省,2005,20,1344,5736.0,5736.0,192.9,71.3,1080.4
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,,,,,,,
370000,山东省,2018,,,,,,,
370000,山东省,2017,,,,,,,
370000,山东省,2016,,,,,,,
370000,山东省,2015,,,,,,,
370000,山东省,2014,,,,,,,
370000,山东省,2013,,,,,,,
370000,山东省,2012,241,28850,275407.0,272628.7,10109.7,11353.5,
370000,山东省,2011,256,29401,240374.6,240287.3,8208.5,11039.2,
370000,山东省,2010,409,38326,225448.0,223692.0,8819,14644.0,62185
370000,山东省,2009,454,34385,215341.5,213618.8,7147.8,14556.4,56173.4
370000,山东省,2008,492,42990,196664.2,195071.0,7850.3,16847.9,56034.1
370000,山东省,2007,258,25084,95343.3,89771.8,3796.8,2930.3,29906.7
370000,山东省,2006,274,25093,93308.2,92313.7,3731.5,2768.5,26453.8
370000,山东省,2005,275,27332,91938.1,86737.1,3408,5278.8,24128.3
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,,,,,,,
410000,河南省,2018,,,,,,,
410000,河南省,2017,,,,,,,
410000,河南省,2016,,,,,,,
410000,河南省,2015,,,,,,,
410000,河南省,2014,,,,,,,
410000,河南省,2013,,,,,,,
410000,河南省,2012,929,169337,807735.2,799278.2,29259.3,40611.7,
410000,河南省,2011,902,163814,674526.2,665013.7,23998.4,38699.5,
410000,河南省,2010,936,176845,570474.0,565609.0,20562,34197.0,239972
410000,河南省,2009,884,174801,446986.9,444676.6,17775.9,30545.3,206614.3
410000,河南省,2008,792,180623,449815.5,447403.0,14239.2,17586.0,242719.8
410000,河南省,2007,431,86943,195367.5,188770.8,4716.7,7528.0,113508
410000,河南省,2006,223,53711,90619.9,89857.2,2362.7,4366.5,50364.1
410000,河南省,2005,138,34365,62141.2,58573.3,1401.2,2356.5,34091.5
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,,,,,,,
420000,湖北省,2018,,,,,,,
420000,湖北省,2017,,,,,,,
420000,湖北省,2016,,,,,,,
420000,湖北省,2015,,,,,,,
420000,湖北省,2014,,,,,,,
420000,湖北省,2013,,,,,,,
420000,湖北省,2012,264,83593,442811.4,439246.6,17782.1,25546.6,
420000,湖北省,2011,267,70869,926654.5,925449.5,46341.1,32623.5,
420000,湖北省,2010,302,88977,334787.0,325240.0,12401,17340.0,143418
420000,湖北省,2009,297,74480,239797.4,236038.0,8963.6,15677.3,108869
420000,湖北省,2008,350,74222,237080.2,233973.5,8066.7,17197.2,100546.9
420000,湖北省,2007,152,71945,153305.8,151428.4,4687.5,5639.6,98781.7
420000,湖北省,2006,145,72257,119107.6,115877.9,3747.7,2270.2,74047.1
420000,湖北省,2005,94,33392,85997.8,83839.4,1121.9,1080.0,38458.1
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,,,,,,,
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,,,,,,,
430000,湖南省,2016,,,,,,,
430000,湖南省,2015,,,,,,,
430000,湖南省,2014,,,,,,,
430000,湖南省,2013,,,,,,,
430000,湖南省,2012,320,78168,518621.9,517441.1,23456.5,24871.4,
430000,湖南省,2011,324,86284,494434.7,493888.4,25558.1,19437.4,
430000,湖南省,2010,300,83311,388772.0,382077.0,18950,23510.0,128720
430000,湖南省,2009,291,69433,280845.1,277109.3,13503,13083.9,104499.7
430000,湖南省,2008,332,81019,315004.8,312202.1,13149.1,15565.9,88321.6
430000,湖南省,2007,206,63608,140662.3,140156.7,5142.2,6526.0,64800.7
430000,湖南省,2006,135,38928,68682.5,67385.2,2582.3,2221.4,39480.9
430000,湖南省,2005,114,42093,63480.8,62981.9,2237.8,2761.4,37081.7
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,,,,,,,
440000,广东省,2018,,,,,,,
440000,广东省,2017,,,,,,,
440000,广东省,2016,,,,,,,
440000,广东省,2015,,,,,,,
440000,广东省,2014,,,,,,,
440000,广东省,2013,,,,,,,
440000,广东省,2012,116,73129,493468.4,491677.5,17944.9,8123.8,
440000,广东省,2011,114,71516,317265.5,315387.7,12520.9,9063.6,
440000,广东省,2010,107,77909,264288.0,261832.0,6939,4184.0,209951
440000,广东省,2009,99,63774,152125.0,150487.9,3158.2,2164.7,115363.4
440000,广东省,2008,103,46166,104322.5,102236.4,1934,399.1,50409.7
440000,广东省,2007,64,35102,57656.5,56004.2,1892.1,668.3,51205.9
440000,广东省,2006,33,9719,15118.8,13842.9,789.6,-57.1,12718
440000,广东省,2005,26,5016,11587.7,10047.2,389,-237.4,8982.5
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,,,,,,,
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,,,,,,,
450000,广西壮族自治区,2016,,,,,,,
450000,广西壮族自治区,2015,,,,,,,
450000,广西壮族自治区,2014,,,,,,,
450000,广西壮族自治区,2013,,,,,,,
450000,广西壮族自治区,2012,58,40739,346096.7,344240.7,11414.6,507.4,
450000,广西壮族自治区,2011,51,61701,339702.5,337763.0,10899,557.3,
450000,广西壮族自治区,2010,44,97342,279932.0,278032.0,8450,504.0,183198
450000,广西壮族自治区,2009,49,65927,151724.2,151131.1,3928.2,124.4,109872.6
450000,广西壮族自治区,2008,68,58623,108313.0,107434.9,2998.6,-91.7,94411.2
450000,广西壮族自治区,2007,41,49309,56386.7,57612.7,1751.4,68.8,53111.8
450000,广西壮族自治区,2006,29,16377,25903.9,25450.3,783.1,131.6,20502.9
450000,广西壮族自治区,2005,25,16086,19961.2,19487.9,628.3,231.1,14864.2
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,,,,,,,
460000,海南省,2018,,,,,,,
460000,海南省,2017,,,,,,,
460000,海南省,2016,,,,,,,
460000,海南省,2015,,,,,,,
460000,海南省,2014,,,,,,,
460000,海南省,2013,,,,,,,
460000,海南省,2012,,,,,,,
460000,海南省,2011,,,,,,,
460000,海南省,2010,,,,,,,
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,,,,,,,
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,,,,,,,
500000,重庆市,2016,,,,,,,
500000,重庆市,2015,,,,,,,
500000,重庆市,2014,,,,,,,
500000,重庆市,2013,,,,,,,
500000,重庆市,2012,261,165548,828779.5,823807.5,32545.5,9624.5,
500000,重庆市,2011,276,154458,588732.4,584063.2,24298.3,6356.3,
500000,重庆市,2010,280,152514,433168.0,432588.0,14208,10807.0,286172
500000,重庆市,2009,256,104170,259536.0,257864.6,7610.6,10365.3,167123.9
500000,重庆市,2008,231,81178,190724.8,187073.0,7162.9,6695.6,122600.3
500000,重庆市,2007,172,75547,164406.7,172713.3,4476,2124.9,101918.6
500000,重庆市,2006,140,59866,103020.5,102917.1,2055.6,2834.6,48466
500000,重庆市,2005,76,32642,79251.5,78638.1,2165,3103.8,40777
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,,,,,,,
510000,四川省,2018,,,,,,,
510000,四川省,2017,,,,,,,
510000,四川省,2016,,,,,,,
510000,四川省,2015,,,,,,,
510000,四川省,2014,,,,,,,
510000,四川省,2013,,,,,,,
510000,四川省,2012,319,102629,489547.5,468748.7,19056.8,13739.8,
510000,四川省,2011,363,140804,464736.9,444395.1,15234.7,13186.2,
510000,四川省,2010,329,113346,351868.0,349089.0,10484,11113.0,171359
510000,四川省,2009,325,115309,398223.4,395953.0,10362.9,9188.9,170784.5
510000,四川省,2008,366,125617,393852.7,387951.8,6051.1,7490.2,179520.3
510000,四川省,2007,148,83887,178756.5,177374.1,7901.2,3106.9,93977.8
510000,四川省,2006,129,77903,137691.2,137074.7,6834.5,2448.1,88260
510000,四川省,2005,109,73379,103024.7,102058.7,1978.7,2891.4,78216.9
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,,,,,,,
520000,贵州省,2018,,,,,,,
520000,贵州省,2017,,,,,,,
520000,贵州省,2016,,,,,,,
520000,贵州省,2015,,,,,,,
520000,贵州省,2014,,,,,,,
520000,贵州省,2013,,,,,,,
520000,贵州省,2012,15,715,17387.1,17348.9,698.1,261.2,
520000,贵州省,2011,8,461,2262.3,2258.8,69.1,-4.6,
520000,贵州省,2010,11,126,1260.0,1252.0,42,12.0,249
520000,贵州省,2009,10,163,1152.1,1152.1,38.5,-34.7,450.8
520000,贵州省,2008,10,656,3062.3,2957.9,105.9,1.4,1770.4
520000,贵州省,2007,3,125,562.6,521.2,27.6,-4.9,172.6
520000,贵州省,2006,3,119,377.5,243.3,11.1,,95.8
520000,贵州省,2005,1,95,293.9,246.7,8.3,13.6,126.9
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,,,,,,,
530000,云南省,2018,,,,,,,
530000,云南省,2017,,,,,,,
530000,云南省,2016,,,,,,,
530000,云南省,2015,,,,,,,
530000,云南省,2014,,,,,,,
530000,云南省,2013,,,,,,,
530000,云南省,2012,47,1808,32476.6,32100.5,799.6,3537.8,
530000,云南省,2011,24,1019,11790.8,11411.5,491.3,2089.9,
530000,云南省,2010,22,1087,8071.0,8058.0,238,1202.0,1716
530000,云南省,2009,22,1064,6210.3,6167.2,723.3,1082.4,1785.6
530000,云南省,2008,22,1313,5774.0,5744.2,155.4,436.5,1047.2
530000,云南省,2007,20,1585,7354.1,7335.8,186.4,-59.6,3268.1
530000,云南省,2006,13,1844,5921.1,5179.3,200.2,96.1,2599.7
530000,云南省,2005,7,1810,3030.6,3030.6,71.1,61.3,2057.3
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,,,,,,,
540000,西藏自治区,2018,,,,,,,
540000,西藏自治区,2017,,,,,,,
540000,西藏自治区,2016,,,,,,,
540000,西藏自治区,2015,,,,,,,
540000,西藏自治区,2014,,,,,,,
540000,西藏自治区,2013,,,,,,,
540000,西藏自治区,2012,4,219,8659.0,8659.0,404.2,1784.4,
540000,西藏自治区,2011,5,197,3857.6,3857.6,174.3,1141.9,
540000,西藏自治区,2010,7,293,1810.0,1810.0,93,328.0,331
540000,西藏自治区,2009,7,278,1003.2,1003.2,63.8,215.7,324.7
540000,西藏自治区,2008,7,174,1043.0,1043.0,45.6,263.6,210.9
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,,,,,,,
610000,陕西省,2018,,,,,,,
610000,陕西省,2017,,,,,,,
610000,陕西省,2016,,,,,,,
610000,陕西省,2015,,,,,,,
610000,陕西省,2014,,,,,,,
610000,陕西省,2013,,,,,,,
610000,陕西省,2012,16,6734,108603.7,108603.7,3533.2,11782.2,
610000,陕西省,2011,7,287,4759.1,4759.1,182.9,311.7,
610000,陕西省,2010,8,197,1055.0,1055.0,40,61.0,376
